idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,MAPE_all,rel_RMSE,rel_RMSE_all,q025,q975,covering,mean_ind_cover,method,estimand
41.0,0.54300004,0.541,0.646,-0.10300001,0.068,0.28100002,0.303,0.104,0.133,0.16000001,0.13800001,0.18800001,0.032,0.41300002,0.68,1.0,0.89800006,Linear_oracle,dynamic
41.0,0.767,0.725,0.646,0.12100001,0.20700002,0.177,0.43300003,0.12100001,0.186,0.187,0.27,0.075,0.15100001,0.48100004,1.2770001,1.0,1.0,BYM_oracle,dynamic
41.0,2.236,2.2310002,2.6460001,-0.41000003,0.28500003,0.41200003,0.517,0.411,0.44000003,0.155,0.172,0.024,0.039,1.692,2.8140001,1.0,0.82400006,Linear_oracle,stoch
41.0,3.147,2.9740002,2.6460001,0.50100005,0.84700006,0.532,1.033,0.5,0.707,0.18900001,0.266,0.040000003,0.13900001,1.9740001,5.2310004,1.0,1.0,BYM_oracle,stoch
41.0,0.24400002,0.24400002,0.646,-0.402,0.071,0.57100004,0.58100003,0.41200003,0.41700003,0.638,632.775,0.78000003,7539337.5,0.10700001,0.38300002,0.0,0.238,Linear_observed,dynamic
41.0,0.356,0.305,0.646,-0.29000002,0.2,0.39000002,0.583,0.30600002,0.39600003,0.47300002,963.52606,0.36400002,22094814.0,0.11800001,0.9110001,1.0,0.596,BYM_observed,dynamic
41.0,0.92100006,0.91800004,2.6460001,-1.725,0.24000001,1.8750001,1.8930001,1.725,1.725,0.652,0.629,0.50200003,0.41500002,0.45600003,1.3920001,0.0,0.014,Linear_observed,stoch
41.0,1.3440001,1.1470001,2.6460001,-1.302,0.72300005,1.491,1.6660001,1.3030001,1.4360001,0.492,0.522,0.31800002,0.32200003,0.51000005,3.367,1.0,0.85400003,BYM_observed,stoch
41.0,0.41400003,0.41000003,0.646,-0.23200001,0.078,0.42700002,0.46,0.28800002,0.317,0.44500002,1576.634,0.437,44989656.0,0.272,0.577,0.0,0.74200004,Linear_3S,dynamic
41.0,1.554,1.5410001,2.6460001,-1.092,0.277,1.197,1.251,1.092,1.103,0.41300002,0.40100002,0.20500001,0.18400002,1.039,2.1260002,0.0,0.22600001,Linear_3S,stoch
41.0,0.65300006,0.61200005,0.646,0.007,0.22700001,0.28100002,0.574,0.21400002,0.333,0.33,2217.863,0.18900001,94572250.0,0.33100003,1.2010001,1.0,0.98600006,BYM_3S,dynamic
41.0,2.4620001,2.308,2.6460001,-0.18400002,0.85200006,0.44900003,1.0270001,0.35000002,0.80700004,0.132,0.31,0.029000001,0.157,1.261,4.518,1.0,1.0,BYM_3S,stoch
41.0,0.52400005,0.522,0.646,-0.12200001,0.086,0.372,0.39100003,0.25100002,0.261,0.38900003,2397.757,0.33100003,65663070.0,0.363,0.698,1.0,0.448,Linear_1S,dynamic
41.0,0.89300007,0.855,0.646,0.24700001,0.273,0.469,0.693,0.317,0.37,0.49,3632.9272,0.527,158207490.0,0.47400004,1.516,1.0,0.66,BYM_1S,dynamic
41.0,1.95,1.9420002,2.6460001,-0.69600004,0.312,0.8,0.86700004,0.70500004,0.72800004,0.26700002,0.264,0.091000006,0.08800001,1.363,2.5830002,0.0,0.448,Linear_1S,stoch
41.0,3.3400002,3.1990001,2.6460001,0.694,1.023,0.78300005,1.3130001,0.70100003,0.98100007,0.26500002,0.39400002,0.08800001,0.29000002,1.7750001,5.664,1.0,0.984,BYM_1S,stoch
96.0,0.56200004,0.56,0.646,-0.08400001,0.076000005,0.289,0.316,0.1,0.13900001,0.15400001,0.147,0.19900002,0.037,0.418,0.717,1.0,0.89800006,Linear_oracle,dynamic
96.0,0.614,0.59400004,0.646,-0.032,0.13100001,0.2,0.312,0.093,0.143,0.14400001,0.18200001,0.096,0.067,0.432,0.9760001,1.0,1.0,BYM_oracle,dynamic
96.0,2.319,2.3100002,2.6460001,-0.32700002,0.319,0.328,0.47900003,0.32700002,0.397,0.124000005,0.156,0.015000001,0.034,1.7160001,2.963,1.0,0.92800003,Linear_oracle,stoch
96.0,2.532,2.45,2.6460001,-0.11400001,0.541,0.136,0.59000003,0.126,0.423,0.048,0.162,0.003,0.046000004,1.774,4.0090003,1.0,1.0,BYM_oracle,stoch
96.0,0.23,0.231,0.646,-0.416,0.07700001,0.583,0.596,0.423,0.42800003,0.65500003,589.437,0.81500006,6643028.5,0.079,0.38000003,0.0,0.24400002,Linear_observed,dynamic
96.0,-0.43800002,-0.483,0.646,-1.0840001,0.48400003,1.35,1.4660001,1.0840001,1.09,1.6780001,5173.872,4.359,469449700.0,-1.0320001,0.246,0.0,0.158,BYM_observed,dynamic
96.0,0.87200004,0.873,2.6460001,-1.774,0.254,1.9230001,1.9420002,1.7750001,1.7750001,0.671,0.648,0.528,0.44000003,0.37300003,1.368,0.0,0.008,Linear_observed,stoch
96.0,-1.3330001,-1.46,2.6460001,-3.979,1.5760001,4.157,4.486,3.979,3.979,1.5040001,1.5230001,2.467,2.8650002,-3.301,0.89000005,0.0,0.0,BYM_observed,stoch
96.0,0.36200002,0.358,0.646,-0.284,0.075,0.47700003,0.504,0.32000002,0.342,0.49600002,1175.711,0.545,28008456.0,0.22500001,0.518,0.0,0.65000004,Linear_3S,dynamic
96.0,1.399,1.3870001,2.6460001,-1.2470001,0.284,1.3620001,1.406,1.248,1.253,0.47100002,0.45600003,0.26500002,0.231,0.87700003,1.9800001,0.0,0.13000001,Linear_3S,stoch
96.0,0.40100002,0.38200003,0.646,-0.245,0.134,0.39400002,0.48600003,0.28300002,0.33200002,0.43800002,1217.6361,0.372,32600278.0,0.21300001,0.74600005,1.0,0.82800007,BYM_3S,dynamic
96.0,1.5510001,1.478,2.6460001,-1.095,0.514,1.2210001,1.3460001,1.0960001,1.164,0.41400003,0.423,0.21300001,0.21200001,0.82900006,2.8720002,1.0,0.794,BYM_3S,stoch
96.0,0.5,0.497,0.646,-0.14600001,0.097,0.40300003,0.42600003,0.26500002,0.27800003,0.41000003,2163.53,0.39000002,55368440.0,0.321,0.69500005,1.0,0.476,Linear_1S,dynamic
96.0,0.583,0.546,0.646,-0.063,0.18400002,0.26700002,0.44500002,0.20300001,0.277,0.314,2340.8262,0.17,67889680.0,0.337,1.088,1.0,0.71000004,BYM_1S,dynamic
96.0,1.9230001,1.9100001,2.6460001,-0.72300005,0.36900002,0.836,0.9250001,0.731,0.77000004,0.27600002,0.28,0.1,0.1,1.2360001,2.6690001,1.0,0.49600002,Linear_1S,stoch
96.0,2.2450001,2.1000001,2.6460001,-0.40100002,0.707,0.57000005,0.93000007,0.46400002,0.73700005,0.17500001,0.275,0.046000004,0.11400001,1.3010001,4.1930003,1.0,1.0,BYM_1S,stoch
151.0,0.47100002,0.469,0.646,-0.17500001,0.065000005,0.351,0.37,0.17600001,0.18,0.272,0.21700001,0.29500002,0.069000006,0.34500003,0.60200006,0.0,0.89800006,Linear_oracle,dynamic
151.0,0.569,0.54,0.646,-0.07700001,0.143,0.128,0.32500002,0.07700001,0.147,0.119,0.19800001,0.039,0.066,0.379,0.938,1.0,1.0,BYM_oracle,dynamic
151.0,1.9330001,1.9250001,2.6460001,-0.71300006,0.273,0.73200005,0.79,0.71300006,0.71500003,0.26900002,0.27400002,0.076000005,0.085,1.409,2.483,0.0,0.040000003,Linear_oracle,stoch
151.0,2.3300002,2.2150002,2.6460001,-0.316,0.58400005,0.33,0.69500005,0.316,0.55300003,0.119,0.21000001,0.016,0.065000005,1.547,3.821,1.0,1.0,BYM_oracle,stoch
151.0,0.37,0.36900002,0.646,-0.27600002,0.082,0.469,0.485,0.326,0.33400002,0.504,1434.525,0.526,29051704.0,0.21100001,0.53300005,0.0,0.33400002,Linear_observed,dynamic
151.0,0.536,0.46500003,0.646,-0.11000001,0.26000002,0.3,0.60700005,0.23,0.356,0.35700002,1835.6871,0.216,59384100.0,0.22100002,1.2420001,1.0,0.768,BYM_observed,dynamic
151.0,1.3340001,1.332,2.6460001,-1.312,0.277,1.496,1.5250001,1.314,1.3230001,0.497,0.47200003,0.319,0.254,0.80200005,1.8850001,0.0,0.15200001,Linear_observed,stoch
151.0,1.9560001,1.692,2.6460001,-0.69000006,0.92700005,0.99700004,1.381,0.771,1.116,0.291,0.411,0.142,0.246,0.859,4.4830003,1.0,0.9760001,BYM_observed,stoch
151.0,0.34800002,0.344,0.646,-0.298,0.074,0.49400002,0.51600003,0.333,0.35000002,0.51600003,1194.9281,0.58400005,24737686.0,0.21400002,0.503,0.0,0.6,Linear_3S,dynamic
151.0,1.363,1.353,2.6460001,-1.2830001,0.287,1.4020001,1.4460001,1.2830001,1.2880001,0.485,0.46800002,0.28100002,0.24300002,0.83800006,1.963,0.0,0.13800001,Linear_3S,stoch
151.0,0.37500003,0.40300003,0.646,-0.27100003,0.32500002,0.42900002,0.818,0.30600002,0.42700002,0.47300002,1347.16,0.441,39807476.0,-0.178,1.034,1.0,0.87000006,BYM_3S,dynamic
151.0,1.4710001,1.5830001,2.6460001,-1.1750001,1.273,1.304,1.8500001,1.1750001,1.4460001,0.44400004,0.54200006,0.24300002,0.45700002,-0.689,4.0470004,1.0,1.0,BYM_3S,stoch
151.0,0.5,0.49600002,0.646,-0.14600001,0.089,0.41400003,0.43300003,0.273,0.284,0.423,2388.5342,0.41000003,61994644.0,0.333,0.683,1.0,0.44400004,Linear_1S,dynamic
151.0,0.698,0.638,0.646,0.052,0.245,0.245,0.53300005,0.19900002,0.30400002,0.30800003,2952.436,0.14400001,101258520.0,0.381,1.312,1.0,0.712,BYM_1S,dynamic
151.0,1.9620001,1.9490001,2.6460001,-0.684,0.351,0.81000006,0.892,0.693,0.73300004,0.26200002,0.264,0.094000004,0.091000006,1.3050001,2.683,1.0,0.53000003,Linear_1S,stoch
151.0,2.739,2.505,2.6460001,0.093,0.96000004,0.41300002,1.07,0.333,0.78900003,0.126,0.307,0.024,0.18,1.4950001,5.149,1.0,1.0,BYM_1S,stoch
206.0,0.546,0.545,0.646,-0.1,0.069000006,0.21800001,0.25100002,0.1,0.117000006,0.155,0.143,0.11400001,0.034,0.416,0.684,1.0,0.91,Linear_oracle,dynamic
206.0,0.8880001,0.85800004,0.646,0.24200001,0.223,0.527,0.69900006,0.24200001,0.272,0.374,0.30600002,0.665,0.18300001,0.54,1.4000001,1.0,1.0,BYM_oracle,dynamic
206.0,2.2410002,2.236,2.6460001,-0.40500003,0.286,0.41300002,0.51600003,0.40500003,0.43100002,0.15300001,0.165,0.024,0.036000002,1.6980001,2.815,1.0,0.99200004,Linear_oracle,stoch
206.0,3.6200001,3.5010002,2.6460001,0.97400004,0.906,0.99100006,1.368,0.97300005,1.046,0.36800003,0.40300003,0.14,0.264,2.2020001,5.7110004,1.0,1.0,BYM_oracle,stoch
206.0,0.319,0.32000002,0.646,-0.32700002,0.075,0.48100004,0.49600002,0.35200003,0.35700002,0.544,999.61505,0.554,15909089.0,0.172,0.467,0.0,0.32200003,Linear_observed,dynamic
206.0,0.55300003,0.508,0.646,-0.093,0.25,0.55600005,0.78700006,0.388,0.448,0.601,1348.4961,0.74100006,37107210.0,0.19100001,1.1630001,1.0,0.68,BYM_observed,dynamic
206.0,1.1800001,1.1810001,2.6460001,-1.4660001,0.25500003,1.6340001,1.6560001,1.4660001,1.4690001,0.554,0.527,0.381,0.30400002,0.68,1.6850001,0.0,0.072000004,Linear_observed,stoch
206.0,2.1000001,1.937,2.6460001,-0.546,0.90000004,0.90700006,1.3000001,0.671,1.021,0.254,0.377,0.117000006,0.216,0.814,4.287,1.0,0.97400004,BYM_observed,stoch
206.0,0.39600003,0.39200002,0.646,-0.25,0.074,0.41900003,0.45100003,0.293,0.317,0.45400003,1336.936,0.42000002,33501144.0,0.261,0.549,0.0,0.69000006,Linear_3S,dynamic
206.0,1.603,1.5910001,2.6460001,-1.0430001,0.29900002,1.159,1.222,1.044,1.059,0.39400002,0.38300002,0.192,0.172,1.051,2.209,0.0,0.32000002,Linear_3S,stoch
206.0,0.52000004,0.48400003,0.646,-0.126,0.16800001,0.26900002,0.48100004,0.20600002,0.31,0.31800002,1511.8291,0.17300001,45682330.0,0.28800002,0.95300007,1.0,0.87000006,BYM_3S,dynamic
206.0,2.0970001,1.9520001,2.6460001,-0.549,0.67300004,0.72800004,1.036,0.583,0.83900005,0.22000001,0.30900002,0.076000005,0.134,1.1570001,3.8270001,1.0,0.998,BYM_3S,stoch
206.0,0.58900005,0.587,0.646,-0.057000004,0.093,0.31800002,0.34600002,0.23300001,0.245,0.36100003,2719.974,0.24200001,81951050.0,0.416,0.77900004,1.0,0.47400004,Linear_1S,dynamic
206.0,0.81700003,0.781,0.646,0.171,0.224,0.41000003,0.625,0.28300002,0.33100003,0.43800002,3163.641,0.402,115639016.0,0.48100004,1.355,1.0,0.64000005,BYM_1S,dynamic
206.0,2.4190001,2.41,2.6460001,-0.22700001,0.38700002,0.44900003,0.61200005,0.35300002,0.47500002,0.133,0.177,0.029000001,0.047000002,1.6910001,3.213,1.0,0.89000005,Linear_1S,stoch
206.0,3.3290002,3.1840003,2.6460001,0.683,0.91200006,0.794,1.233,0.698,0.91200006,0.264,0.36900002,0.09,0.257,1.9570001,5.506,1.0,0.96800005,BYM_1S,stoch
