idx,mean,median,TRUE,bias,std,RMSE,q025,q975,covering,method,estimand
19,2.065,2.065,2.1620002,-0.097,0.087000005,0.13000001,1.8920001,2.236,1,Linear_oracle,dynamic
19,2.1680002,2.1690001,2.1620002,0.006,0.036000002,0.036000002,2.0990002,2.239,1,GP_oracle,dynamic
19,1.3470001,1.3470001,1.475,-0.128,0.093,0.158,1.1650001,1.5280001,1,Linear_oracle,stoch
19,1.437,1.4380001,1.475,-0.038000003,0.040000003,0.055000003,1.3590001,1.516,1,GP_oracle,stoch
19,1.6730001,1.674,2.1620002,-0.48900002,0.126,0.505,1.4250001,1.9180001,0,Linear_observed,dynamic
19,1.748,1.7470001,2.1620002,-0.41400003,0.13100001,0.43400002,1.4920001,2.0080001,0,GP_observed,dynamic
19,1.4590001,1.4590001,1.475,-0.016,0.123,0.124000005,1.218,1.6980001,1,Linear_observed,stoch
19,1.5600001,1.559,1.475,0.085,0.135,0.15900001,1.297,1.8260001,1,GP_observed,stoch
19,2.045,2.043,2.1620002,-0.117000006,0.10700001,0.15900001,1.838,2.273,1,Linear_2S,dynamic
19,2.051,2.051,2.1620002,-0.11100001,0.112,0.158,1.8340001,2.273,1,GP_2S,dynamic
19,1.5760001,1.5760001,1.475,0.101,0.124000005,0.16100001,1.33,1.8240001,1,Linear_2S,stoch
19,1.6090001,1.6090001,1.475,0.134,0.133,0.18900001,1.3490001,1.8690001,1,GP_2S,stoch
19,2.045,2.043,2.1620002,-0.117000006,0.11100001,0.162,1.8280001,2.2770002,1,Linear_3S,dynamic
19,2.0500002,2.0500002,2.1620002,-0.112,0.117000006,0.162,1.8220001,2.2810001,1,GP_3S,dynamic
19,1.5790001,1.5790001,1.475,0.104,0.125,0.163,1.3260001,1.8280001,1,Linear_3S,stoch
19,1.6110001,1.6120001,1.475,0.136,0.134,0.19100001,1.3460001,1.8730001,1,GP_3S,stoch
19,1.9930001,1.9940001,2.1620002,-0.16900001,0.102000006,0.19700001,1.7960001,2.19,1,Linear_1S,dynamic
19,2.033,2.0340002,2.1620002,-0.12900001,0.095000006,0.16100001,1.845,2.22,1,GP_1S,dynamic
19,1.3470001,1.35,1.475,-0.128,0.11800001,0.17400001,1.1140001,1.5780001,1,Linear_1S,stoch
19,1.5250001,1.526,1.475,0.05,0.156,0.164,1.2190001,1.8340001,1,GP_1S,stoch
52,2.069,2.068,2.068,0.001,0.09200001,0.09200001,1.8880001,2.25,1,Linear_oracle,dynamic
52,2.0700002,2.0700002,2.068,0.002,0.039,0.039,1.9950001,2.147,1,GP_oracle,dynamic
52,1.3980001,1.3970001,1.462,-0.064,0.09200001,0.112,1.217,1.5780001,1,Linear_oracle,stoch
52,1.4940001,1.4940001,1.462,0.032,0.040000003,0.052,1.4150001,1.5740001,1,GP_oracle,stoch
52,1.4280001,1.4280001,2.068,-0.64000005,0.13100001,0.65300006,1.171,1.6850001,0,Linear_observed,dynamic
52,1.4460001,1.4460001,2.068,-0.62200004,0.14500001,0.63900006,1.1650001,1.7300001,0,GP_observed,dynamic
52,1.271,1.2720001,1.462,-0.19100001,0.11000001,0.22000001,1.054,1.4870001,1,Linear_observed,stoch
52,1.281,1.2800001,1.462,-0.18100001,0.113000005,0.21400002,1.0610001,1.5040001,1,GP_observed,stoch
52,2.0570002,2.056,2.068,-0.011000001,0.11000001,0.11000001,1.8390001,2.2680001,1,Linear_2S,dynamic
52,2.095,2.095,2.068,0.027,0.113000005,0.116000004,1.871,2.3140001,1,GP_2S,dynamic
52,1.503,1.503,1.462,0.041,0.106000006,0.11400001,1.289,1.705,1,Linear_2S,stoch
52,1.506,1.506,1.462,0.044000003,0.108,0.117000006,1.2900001,1.7160001,1,GP_2S,stoch
52,2.0570002,2.056,2.068,-0.011000001,0.112,0.113000005,1.8340001,2.273,1,Linear_3S,dynamic
52,2.0930002,2.0930002,2.068,0.025,0.117000006,0.120000005,1.8610001,2.321,1,GP_3S,dynamic
52,1.5040001,1.5040001,1.462,0.042000003,0.10700001,0.115,1.2870001,1.71,1,Linear_3S,stoch
52,1.5050001,1.506,1.462,0.043,0.11100001,0.119,1.281,1.718,1,GP_3S,stoch
52,2.022,2.022,2.068,-0.046000004,0.105000004,0.115,1.8140001,2.226,1,Linear_1S,dynamic
52,2.1060002,2.1060002,2.068,0.038000003,0.093,0.1,1.9260001,2.288,1,GP_1S,dynamic
52,1.399,1.4000001,1.462,-0.063,0.106000006,0.123,1.19,1.6070001,1,Linear_1S,stoch
52,1.376,1.376,1.462,-0.086,0.101,0.133,1.1810001,1.575,1,GP_1S,stoch
85,1.9380001,1.9360001,1.9520001,-0.014,0.094000004,0.095000006,1.7530001,2.1220002,1,Linear_oracle,dynamic
85,1.9350001,1.9360001,1.9520001,-0.017,0.036000002,0.040000003,1.8620001,2.0070002,1,GP_oracle,dynamic
85,1.3800001,1.378,1.4720001,-0.09200001,0.09200001,0.13000001,1.2,1.562,1,Linear_oracle,stoch
85,1.4460001,1.4460001,1.4720001,-0.026,0.036000002,0.045,1.373,1.514,1,GP_oracle,stoch
85,1.5320001,1.5320001,1.9520001,-0.42000002,0.135,0.441,1.2650001,1.7960001,0,Linear_observed,dynamic
85,1.567,1.57,1.9520001,-0.38500002,0.13800001,0.40800002,1.2900001,1.838,0,GP_observed,dynamic
85,1.4210001,1.4200001,1.4720001,-0.051000003,0.109000005,0.12100001,1.207,1.636,1,Linear_observed,stoch
85,1.4230001,1.4250001,1.4720001,-0.049000002,0.108,0.119,1.212,1.6330001,1,GP_observed,stoch
85,1.9570001,1.955,1.9520001,0.005,0.12900001,0.13000001,1.6960001,2.217,1,Linear_2S,dynamic
85,1.9670001,1.9670001,1.9520001,0.015000001,0.12100001,0.12100001,1.733,2.206,1,GP_2S,dynamic
85,1.4890001,1.4870001,1.4720001,0.017,0.12100001,0.123,1.245,1.7340001,1,Linear_2S,stoch
85,1.5040001,1.5040001,1.4720001,0.032,0.11400001,0.11800001,1.284,1.7290001,1,GP_2S,stoch
85,1.9490001,1.9480001,1.9520001,-0.003,0.133,0.133,1.6810001,2.213,1,Linear_3S,dynamic
85,1.9620001,1.9620001,1.9520001,0.010000001,0.124000005,0.125,1.7190001,2.2080002,1,GP_3S,dynamic
85,1.4870001,1.485,1.4720001,0.015000001,0.123,0.123,1.2390001,1.7320001,1,Linear_3S,stoch
85,1.503,1.503,1.4720001,0.031000001,0.116000004,0.120000005,1.2770001,1.7320001,1,GP_3S,stoch
85,1.8740001,1.8740001,1.9520001,-0.078,0.106000006,0.13100001,1.6630001,2.082,1,Linear_1S,dynamic
85,1.9050001,1.9060001,1.9520001,-0.047000002,0.1,0.11000001,1.7090001,2.102,1,GP_1S,dynamic
85,1.391,1.3920001,1.4720001,-0.081,0.10300001,0.13100001,1.1880001,1.5940001,1,Linear_1S,stoch
85,1.4020001,1.4020001,1.4720001,-0.07,0.1,0.123,1.2060001,1.5990001,1,GP_1S,stoch
118,2.101,2.101,2.039,0.062000003,0.094000004,0.113000005,1.9160001,2.2870002,1,Linear_oracle,dynamic
118,2.0410001,2.0410001,2.039,0.002,0.038000003,0.038000003,1.9660001,2.1160002,1,GP_oracle,dynamic
118,1.491,1.4900001,1.36,0.13100001,0.096,0.162,1.3030001,1.6800001,1,Linear_oracle,stoch
118,1.3210001,1.3210001,1.36,-0.039,0.040000003,0.056,1.2420001,1.401,1,GP_oracle,stoch
118,1.6580001,1.6580001,2.039,-0.381,0.135,0.404,1.394,1.9210001,0,Linear_observed,dynamic
118,1.5960001,1.5970001,2.039,-0.44300002,0.149,0.467,1.3010001,1.889,0,GP_observed,dynamic
118,1.4720001,1.473,1.36,0.112,0.12100001,0.165,1.2340001,1.7110001,1,Linear_observed,stoch
118,1.4250001,1.4250001,1.36,0.065000005,0.12900001,0.14500001,1.1700001,1.677,1,GP_observed,stoch
118,2.229,2.23,2.039,0.19000001,0.11000001,0.22000001,2.009,2.4480002,1,Linear_2S,dynamic
118,2.273,2.273,2.039,0.23400001,0.117000006,0.26200002,2.046,2.503,0,GP_2S,dynamic
118,1.7160001,1.718,1.36,0.356,0.11400001,0.374,1.4860001,1.9380001,0,Linear_2S,stoch
118,1.695,1.6960001,1.36,0.335,0.123,0.35700002,1.4510001,1.9310001,0,GP_2S,stoch
118,2.2310002,2.2310002,2.039,0.192,0.11400001,0.223,2.005,2.4580002,1,Linear_3S,dynamic
118,2.2740002,2.273,2.039,0.23500001,0.124000005,0.266,2.035,2.5170002,1,GP_3S,dynamic
