idx,mean,median,TRUE,bias,std,RMSE,MAE,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
4,6.8150005,6.8160005,8.701,-1.886,0.16600001,3.394,2.3590002,0.404,6.4930005,7.1390004,0,0.104,Linear_oracle,dynamic
4,8.081,8.08,8.701,-0.62,0.148,1.95,1.189,0.28100002,7.7960005,8.373,0,0.358,GP_oracle,dynamic
4,7.754,7.7550006,9.05,-1.296,0.187,2.5,1.7400001,0.17500001,7.393,8.121,0,0.14400001,Linear_oracle,stoch
4,8.448,8.446,9.05,-0.60200006,0.19100001,1.963,1.0350001,0.102000006,8.081,8.826,0,0.354,GP_oracle,stoch
4,4.789,4.7900004,8.701,-3.9120002,0.14,5.1340003,4.168,1.0120001,4.517,5.0600004,0,0.036000002,Linear_observed,dynamic
4,5.4160004,5.4170003,8.701,-3.285,0.19000001,3.9290001,3.5010002,4.487,5.0400004,5.7850003,0,0.058000002,GP_observed,dynamic
4,4.9760003,4.9750004,9.05,-4.0740004,0.24300002,4.708,4.103,0.42700002,4.5,5.453,0,0.038000003,Linear_observed,stoch
4,7.9790006,7.9820004,9.05,-1.0710001,0.35900003,2.1420002,1.5050001,0.16600001,7.2700005,8.682,0,0.418,GP_observed,stoch
4,6.3900003,6.386,8.701,-2.311,0.20500001,3.7890003,2.8430002,1.9410001,5.9800005,6.801,0,0.27400002,Linear_3S,dynamic
4,6.8250003,6.8230004,8.701,-1.876,0.201,2.644,2.226,0.609,6.431,7.2260003,0,0.48400003,GP_3S,dynamic
4,7.2830005,7.2780004,9.05,-1.7670001,0.22800002,2.789,2.088,0.21900001,6.8230004,7.7330003,0,0.41200003,Linear_3S,stoch
4,6.9950004,7.0000005,9.05,-2.055,0.246,2.7540002,2.1360002,0.22600001,6.4960003,7.4670005,0,0.57000005,GP_3S,stoch
4,6.7060003,6.7050004,8.701,-1.9950001,0.18300001,3.6320002,2.651,2.301,6.3490005,7.0670004,0,0.102000006,Linear_1S,dynamic
4,7.6060004,7.6060004,8.701,-1.095,0.201,2.4380002,1.7620001,2.022,7.215,8.004001,0,0.284,GP_1S,dynamic
