idx,mean,median,true,bias,std,RMSE,q025,q975,covering,method,estimand
23.0,2.0640001,2.0640001,2.1620002,-0.098000005,0.089,0.133,1.891,2.237,1.0,Linear_oracle,dynamic
23.0,2.1680002,2.1680002,2.1620002,0.006,0.036000002,0.037,2.098,2.24,1.0,GP_oracle,dynamic
23.0,1.3460001,1.3460001,1.475,-0.12900001,0.095000006,0.16000001,1.161,1.5320001,1.0,Linear_oracle,stoch
23.0,1.437,1.437,1.475,-0.038000003,0.040000003,0.055000003,1.3590001,1.516,1.0,GP_oracle,stoch
23.0,1.6750001,1.6760001,2.1620002,-0.48700002,0.126,0.504,1.422,1.9210001,0.0,Linear_observed,dynamic
23.0,1.7470001,1.7470001,2.1620002,-0.41500002,0.133,0.43600002,1.4860001,2.0070002,0.0,GP_observed,dynamic
23.0,1.4610001,1.463,1.475,-0.014,0.124000005,0.125,1.215,1.7030001,1.0,Linear_observed,stoch
23.0,1.5580001,1.5580001,1.475,0.083000004,0.136,0.16000001,1.2930001,1.8260001,1.0,GP_observed,stoch
23.0,2.0370002,2.033,2.1620002,-0.125,0.116000004,0.171,1.8080001,2.2700002,1.0,Linear_2S,dynamic
23.0,2.0440001,2.0440001,2.1620002,-0.11800001,0.112,0.163,1.8270001,2.265,1.0,GP_2S,dynamic
23.0,1.5680001,1.5640001,1.475,0.093,0.127,0.158,1.322,1.8220001,1.0,Linear_2S,stoch
23.0,1.6020001,1.6020001,1.475,0.127,0.133,0.18400002,1.34,1.8640001,1.0,GP_2S,stoch
23.0,2.0370002,2.033,2.1620002,-0.125,0.119,0.17300001,1.8040001,2.273,1.0,Linear_3S,dynamic
23.0,2.0440001,2.0440001,2.1620002,-0.11800001,0.115,0.16600001,1.8180001,2.272,1.0,GP_3S,dynamic
23.0,1.57,1.5660001,1.475,0.095000006,0.128,0.15900001,1.3230001,1.8240001,1.0,Linear_3S,stoch
23.0,1.6040001,1.605,1.475,0.12900001,0.135,0.187,1.335,1.8670001,1.0,GP_3S,stoch
23.0,1.9930001,1.9940001,2.1620002,-0.16900001,0.10300001,0.19800001,1.797,2.194,1.0,Linear_1S,dynamic
23.0,2.0340002,2.0340002,2.1620002,-0.128,0.096,0.16100001,1.843,2.2220001,1.0,GP_1S,dynamic
23.0,1.343,1.3440001,1.475,-0.132,0.119,0.177,1.1090001,1.5760001,1.0,Linear_1S,stoch
23.0,1.5230001,1.5220001,1.475,0.048,0.15400001,0.16100001,1.22,1.83,1.0,GP_1S,stoch
56.0,2.071,2.0700002,2.068,0.003,0.094000004,0.094000004,1.8880001,2.2580001,1.0,Linear_oracle,dynamic
56.0,2.071,2.071,2.068,0.003,0.039,0.039,1.9940001,2.148,1.0,GP_oracle,dynamic
56.0,1.399,1.3980001,1.462,-0.063,0.094000004,0.113000005,1.217,1.5830001,1.0,Linear_oracle,stoch
56.0,1.496,1.496,1.462,0.034,0.041,0.053000003,1.416,1.5760001,1.0,GP_oracle,stoch
56.0,1.4280001,1.427,2.068,-0.64000005,0.13100001,0.65400004,1.167,1.6890001,0.0,Linear_observed,dynamic
56.0,1.4460001,1.447,2.068,-0.62200004,0.14500001,0.63900006,1.156,1.7240001,0.0,GP_observed,dynamic
56.0,1.271,1.271,1.462,-0.19100001,0.11100001,0.22100002,1.0530001,1.4920001,1.0,Linear_observed,stoch
56.0,1.2820001,1.2830001,1.462,-0.18,0.11400001,0.21300001,1.0550001,1.5050001,1.0,GP_observed,stoch
56.0,2.0630002,2.068,2.068,-0.0050000004,0.11100001,0.11100001,1.8290001,2.2710001,1.0,Linear_2S,dynamic
56.0,2.095,2.0960002,2.068,0.027,0.117000006,0.120000005,1.8670001,2.3200002,1.0,GP_2S,dynamic
56.0,1.506,1.511,1.462,0.044000003,0.10700001,0.116000004,1.2820001,1.7080001,1.0,Linear_2S,stoch
56.0,1.506,1.5070001,1.462,0.044000003,0.112,0.12100001,1.286,1.723,1.0,GP_2S,stoch
56.0,2.066,2.0700002,2.068,-0.002,0.11400001,0.11400001,1.8260001,2.278,1.0,Linear_3S,dynamic
56.0,2.0970001,2.0970001,2.068,0.029000001,0.12100001,0.124000005,1.8600001,2.329,1.0,GP_3S,dynamic
56.0,1.5100001,1.514,1.462,0.048,0.108,0.11800001,1.2830001,1.713,1.0,Linear_3S,stoch
56.0,1.5090001,1.5100001,1.462,0.047000002,0.11400001,0.123,1.2830001,1.728,1.0,GP_3S,stoch
56.0,2.02,2.0210001,2.068,-0.048,0.10300001,0.11400001,1.82,2.2240002,1.0,Linear_1S,dynamic
56.0,2.1090002,2.1100001,2.068,0.041,0.093,0.102000006,1.9260001,2.289,1.0,GP_1S,dynamic
56.0,1.3970001,1.396,1.462,-0.065000005,0.104,0.123,1.195,1.6,1.0,Linear_1S,stoch
56.0,1.3740001,1.373,1.462,-0.08800001,0.102000006,0.135,1.1750001,1.5730001,1.0,GP_1S,stoch
89.0,1.9390001,1.9390001,1.9520001,-0.013,0.094000004,0.095000006,1.7550001,2.1220002,1.0,Linear_oracle,dynamic
89.0,1.9350001,1.9350001,1.9520001,-0.017,0.037,0.040000003,1.863,2.0080001,1.0,GP_oracle,dynamic
89.0,1.381,1.381,1.4720001,-0.091000006,0.09200001,0.12900001,1.2010001,1.5610001,1.0,Linear_oracle,stoch
89.0,1.4460001,1.445,1.4720001,-0.026,0.036000002,0.045,1.376,1.5170001,1.0,GP_oracle,stoch
89.0,1.5350001,1.534,1.9520001,-0.41700003,0.136,0.43800002,1.2720001,1.8000001,0.0,Linear_observed,dynamic
89.0,1.567,1.567,1.9520001,-0.38500002,0.13900001,0.409,1.2900001,1.84,0.0,GP_observed,dynamic
89.0,1.422,1.4230001,1.4720001,-0.05,0.11000001,0.12100001,1.207,1.6370001,1.0,Linear_observed,stoch
89.0,1.4230001,1.424,1.4720001,-0.049000002,0.11000001,0.120000005,1.2090001,1.639,1.0,GP_observed,stoch
89.0,1.9490001,1.945,1.9520001,-0.003,0.12100001,0.12100001,1.7220001,2.2010002,1.0,Linear_2S,dynamic
89.0,1.9590001,1.9590001,1.9520001,0.007,0.12100001,0.12100001,1.728,2.1990001,1.0,GP_2S,dynamic
89.0,1.4810001,1.4790001,1.4720001,0.009000001,0.115,0.115,1.269,1.7220001,1.0,Linear_2S,stoch
89.0,1.4970001,1.496,1.4720001,0.025,0.115,0.11800001,1.2750001,1.7240001,1.0,GP_2S,stoch
89.0,1.9440001,1.9420002,1.9520001,-0.008,0.125,0.125,1.7060001,2.2,1.0,Linear_3S,dynamic
89.0,1.9560001,1.955,1.9520001,0.004,0.125,0.125,1.7140001,2.203,1.0,GP_3S,dynamic
89.0,1.48,1.4790001,1.4720001,0.008,0.117000006,0.117000006,1.2620001,1.7220001,1.0,Linear_3S,stoch
89.0,1.496,1.4950001,1.4720001,0.024,0.117000006,0.120000005,1.2700001,1.7270001,1.0,GP_3S,stoch
89.0,1.8740001,1.8740001,1.9520001,-0.078,0.10700001,0.132,1.659,2.082,1.0,Linear_1S,dynamic
