idx,mean,median,TRUE,bias,std,RMSE,q025,q975,covering,method,estimand
17,2.065,2.0640001,2.1620002,-0.097,0.087000005,0.13000001,1.8950001,2.236,1,Linear_oracle,dynamic
17,2.1680002,2.1680002,2.1620002,0.006,0.036000002,0.037,2.098,2.239,1,GP_oracle,dynamic
17,1.3470001,1.3460001,1.475,-0.128,0.09200001,0.157,1.1680001,1.5330001,1,Linear_oracle,stoch
17,1.4380001,1.4380001,1.475,-0.037,0.040000003,0.054,1.3590001,1.516,1,GP_oracle,stoch
17,1.6750001,1.6750001,2.1620002,-0.48700002,0.125,0.503,1.429,1.9200001,0,Linear_observed,dynamic
17,1.746,1.7450001,2.1620002,-0.416,0.13100001,0.437,1.493,2.0010002,0,GP_observed,dynamic
17,1.462,1.462,1.475,-0.013,0.12200001,0.123,1.2210001,1.7010001,1,Linear_observed,stoch
17,1.557,1.557,1.475,0.082,0.135,0.158,1.299,1.8220001,1,GP_observed,stoch
17,2.0540001,2.058,2.1620002,-0.108,0.115,0.158,1.8260001,2.282,1,Linear_2S,dynamic
17,2.061,2.061,2.1620002,-0.101,0.109000005,0.149,1.845,2.278,1,GP_2S,dynamic
17,1.5870001,1.588,1.475,0.112,0.127,0.16900001,1.3330001,1.8290001,1,Linear_2S,stoch
17,1.6190001,1.6200001,1.475,0.14400001,0.132,0.19600001,1.3570001,1.8770001,1,GP_2S,stoch
17,2.056,2.059,2.1620002,-0.106000006,0.119,0.15900001,1.8190001,2.2870002,1,Linear_3S,dynamic
17,2.062,2.062,2.1620002,-0.1,0.115,0.15300001,1.835,2.288,1,GP_3S,dynamic
17,1.59,1.5920001,1.475,0.115,0.128,0.172,1.3310001,1.8320001,1,Linear_3S,stoch
17,1.6240001,1.626,1.475,0.149,0.134,0.201,1.3540001,1.8840001,1,GP_3S,stoch
17,1.9950001,1.9970001,2.1620002,-0.16700001,0.102000006,0.19600001,1.792,2.196,1,Linear_1S,dynamic
17,2.0370002,2.038,2.1620002,-0.125,0.095000006,0.158,1.8500001,2.223,1,GP_1S,dynamic
17,1.345,1.3460001,1.475,-0.13000001,0.120000005,0.177,1.103,1.5810001,1,Linear_1S,stoch
17,1.5300001,1.5280001,1.475,0.055000003,0.155,0.165,1.2260001,1.8410001,1,GP_1S,stoch
50,2.0700002,2.0700002,2.068,0.002,0.093,0.093,1.8850001,2.2510002,1,Linear_oracle,dynamic
50,2.0700002,2.0700002,2.068,0.002,0.039,0.039,1.9920001,2.1490002,1,GP_oracle,dynamic
50,1.3980001,1.3980001,1.462,-0.064,0.09200001,0.112,1.213,1.5790001,1,Linear_oracle,stoch
50,1.4950001,1.4950001,1.462,0.033,0.041,0.053000003,1.4130001,1.577,1,GP_oracle,stoch
50,1.4260001,1.4260001,2.068,-0.642,0.13000001,0.65500003,1.172,1.6800001,0,Linear_observed,dynamic
50,1.447,1.4460001,2.068,-0.62100005,0.142,0.638,1.169,1.7290001,0,GP_observed,dynamic
50,1.2700001,1.2700001,1.462,-0.192,0.11000001,0.22200002,1.051,1.4860001,1,Linear_observed,stoch
50,1.281,1.2800001,1.462,-0.18100001,0.112,0.21300001,1.059,1.5020001,1,GP_observed,stoch
50,2.056,2.055,2.068,-0.012,0.108,0.109000005,1.8470001,2.259,1,Linear_2S,dynamic
50,2.0860002,2.088,2.068,0.018000001,0.117000006,0.119,1.8520001,2.3100002,1,GP_2S,dynamic
50,1.501,1.5000001,1.462,0.039,0.105000004,0.112,1.297,1.6990001,1,Linear_2S,stoch
50,1.4990001,1.501,1.462,0.037,0.113000005,0.119,1.2720001,1.715,1,GP_2S,stoch
50,2.0570002,2.0570002,2.068,-0.011000001,0.11100001,0.112,1.8370001,2.266,1,Linear_3S,dynamic
50,2.0860002,2.088,2.068,0.018000001,0.12200001,0.123,1.8420001,2.3170002,1,GP_3S,dynamic
50,1.503,1.5020001,1.462,0.041,0.105000004,0.113000005,1.2950001,1.7010001,1,Linear_3S,stoch
50,1.498,1.501,1.462,0.036000002,0.115,0.12100001,1.266,1.7160001,1,GP_3S,stoch
50,2.019,2.0210001,2.068,-0.049000002,0.102000006,0.113000005,1.817,2.2210002,1,Linear_1S,dynamic
50,2.1060002,2.105,2.068,0.038000003,0.09200001,0.1,1.9240001,2.2870002,1,GP_1S,dynamic
50,1.3970001,1.399,1.462,-0.065000005,0.10300001,0.12200001,1.195,1.6010001,1,Linear_1S,stoch
50,1.3750001,1.3750001,1.462,-0.087000005,0.102000006,0.134,1.172,1.5710001,1,GP_1S,stoch
83,1.9380001,1.9380001,1.9520001,-0.014,0.094000004,0.095000006,1.7540001,2.121,1,Linear_oracle,dynamic
83,1.9350001,1.9350001,1.9520001,-0.017,0.037,0.040000003,1.863,2.006,1,GP_oracle,dynamic
83,1.3800001,1.3800001,1.4720001,-0.09200001,0.091000006,0.13000001,1.2010001,1.557,1,Linear_oracle,stoch
83,1.445,1.4460001,1.4720001,-0.027,0.036000002,0.045,1.3740001,1.5150001,1,GP_oracle,stoch
83,1.5300001,1.531,1.9520001,-0.42200002,0.136,0.44300002,1.2570001,1.797,0,Linear_observed,dynamic
83,1.5660001,1.5660001,1.9520001,-0.386,0.13900001,0.41000003,1.289,1.8410001,0,GP_observed,dynamic
83,1.419,1.4200001,1.4720001,-0.053000003,0.11100001,0.123,1.195,1.6330001,1,Linear_observed,stoch
83,1.4230001,1.422,1.4720001,-0.049000002,0.108,0.119,1.2080001,1.636,1,GP_observed,stoch
83,1.9480001,1.9480001,1.9520001,-0.004,0.120000005,0.120000005,1.713,2.187,1,Linear_2S,dynamic
83,1.9610001,1.96,1.9520001,0.009000001,0.11800001,0.119,1.7320001,2.1990001,1,GP_2S,dynamic
83,1.4820001,1.4820001,1.4720001,0.010000001,0.112,0.113000005,1.2600001,1.702,1,Linear_2S,stoch
83,1.4990001,1.4970001,1.4720001,0.027,0.112,0.116000004,1.279,1.7240001,1,GP_2S,stoch
83,1.9440001,1.9440001,1.9520001,-0.008,0.124000005,0.125,1.7030001,2.1910002,1,Linear_3S,dynamic
83,1.96,1.9590001,1.9520001,0.008,0.123,0.123,1.7210001,2.206,1,GP_3S,dynamic
83,1.4820001,1.4810001,1.4720001,0.010000001,0.11400001,0.115,1.2570001,1.7060001,1,Linear_3S,stoch
83,1.4990001,1.498,1.4720001,0.027,0.115,0.11800001,1.274,1.728,1,GP_3S,stoch
83,1.8750001,1.8750001,1.9520001,-0.07700001,0.106000006,0.13100001,1.6650001,2.0830002,1,Linear_1S,dynamic
83,1.9080001,1.9070001,1.9520001,-0.044000003,0.101,0.11000001,1.7140001,2.1060002,1,GP_1S,dynamic
83,1.391,1.391,1.4720001,-0.081,0.10300001,0.132,1.187,1.595,1,Linear_1S,stoch
83,1.4020001,1.401,1.4720001,-0.07,0.101,0.123,1.2080001,1.6010001,1,GP_1S,stoch
116,2.102,2.102,2.039,0.063,0.093,0.113000005,1.9180001,2.286,1,Linear_oracle,dynamic
116,2.0410001,2.0410001,2.039,0.002,0.038000003,0.038000003,1.968,2.115,1,GP_oracle,dynamic
116,1.491,1.4920001,1.36,0.13100001,0.096,0.162,1.304,1.6800001,1,Linear_oracle,stoch
116,1.3210001,1.322,1.36,-0.039,0.040000003,0.056,1.2420001,1.3980001,1,GP_oracle,stoch
116,1.6570001,1.6560001,2.039,-0.38200003,0.136,0.40500003,1.389,1.9200001,0,Linear_observed,dynamic
116,1.6020001,1.6,2.039,-0.437,0.15100001,0.462,1.307,1.8970001,0,GP_observed,dynamic
116,1.4710001,1.4710001,1.36,0.11100001,0.12200001,0.165,1.233,1.71,1,Linear_observed,stoch
116,1.4300001,1.4300001,1.36,0.07,0.13000001,0.148,1.176,1.6860001,1,GP_observed,stoch
116,2.2380002,2.2410002,2.039,0.19900002,0.113000005,0.22900002,2.009,2.4610002,1,Linear_2S,dynamic
116,2.275,2.273,2.039,0.23600002,0.11400001,0.26200002,2.052,2.502,0,GP_2S,dynamic
116,1.7220001,1.725,1.36,0.36200002,0.11800001,0.38000003,1.483,1.9510001,0,Linear_2S,stoch
116,1.6960001,1.697,1.36,0.33600003,0.119,0.356,1.46,1.927,0,GP_2S,stoch
116,2.2380002,2.2410002,2.039,0.19900002,0.115,0.23,2.005,2.4640002,1,Linear_3S,dynamic
116,2.2740002,2.273,2.039,0.23500001,0.119,0.264,2.043,2.5110002,0,GP_3S,dynamic
116,1.7240001,1.728,1.36,0.36400002,0.117000006,0.38200003,1.4860001,1.9530001,0,Linear_3S,stoch
116,1.6980001,1.7,1.36,0.33800003,0.12100001,0.35900003,1.4560001,1.932,0,GP_3S,stoch
116,2.2240002,2.2240002,2.039,0.185,0.10300001,0.21200001,2.019,2.4220002,1,Linear_1S,dynamic
116,2.344,2.344,2.039,0.305,0.096,0.32000002,2.16,2.5330002,0,GP_1S,dynamic
116,1.5920001,1.5910001,1.36,0.23200001,0.108,0.256,1.3790001,1.802,0,Linear_1S,stoch
116,1.4250001,1.4260001,1.36,0.065000005,0.123,0.13900001,1.179,1.6610001,1,GP_1S,stoch
149,2.237,2.237,2.1990001,0.038000003,0.091000006,0.09900001,2.061,2.4150002,1,Linear_oracle,dynamic
149,2.1950002,2.1950002,2.1990001,-0.004,0.039,0.039,2.1190002,2.272,1,GP_oracle,dynamic
149,1.626,1.6270001,1.5810001,0.045,0.08800001,0.09900001,1.4580001,1.7980001,1,Linear_oracle,stoch
149,1.577,1.577,1.5810001,-0.004,0.037,0.037,1.5050001,1.6500001,1,GP_oracle,stoch
149,1.5910001,1.59,2.1990001,-0.60800004,0.13800001,0.623,1.32,1.858,0,Linear_observed,dynamic
149,1.639,1.639,2.1990001,-0.56,0.143,0.578,1.36,1.9180001,0,GP_observed,dynamic
149,1.5400001,1.5410001,1.5810001,-0.041,0.105000004,0.112,1.3360001,1.743,1,Linear_observed,stoch
149,1.542,1.542,1.5810001,-0.039,0.105000004,0.112,1.337,1.751,1,GP_observed,stoch
149,2.1650002,2.1650002,2.1990001,-0.034,0.117000006,0.12200001,1.9330001,2.4060001,1,Linear_2S,dynamic
149,2.1750002,2.1750002,2.1990001,-0.024,0.113000005,0.116000004,1.955,2.398,1,GP_2S,dynamic
149,1.636,1.6380001,1.5810001,0.055000003,0.10700001,0.12100001,1.422,1.8590001,1,Linear_2S,stoch
149,1.644,1.6420001,1.5810001,0.063,0.10300001,0.120000005,1.445,1.8460001,1,GP_2S,stoch
149,2.163,2.163,2.1990001,-0.036000002,0.12100001,0.126,1.9260001,2.411,1,Linear_3S,dynamic
149,2.173,2.173,2.1990001,-0.026,0.117000006,0.120000005,1.9440001,2.4020002,1,GP_3S,dynamic
149,1.636,1.6380001,1.5810001,0.055000003,0.108,0.12100001,1.422,1.8600001,1,Linear_3S,stoch
149,1.644,1.6420001,1.5810001,0.063,0.10300001,0.12100001,1.4440001,1.848,1,GP_3S,stoch
149,2.108,2.107,2.1990001,-0.091000006,0.09900001,0.135,1.9120001,2.3030002,1,Linear_1S,dynamic
149,2.161,2.1620002,2.1990001,-0.038000003,0.093,0.1,1.978,2.345,1,GP_1S,dynamic
149,1.5840001,1.585,1.5810001,0.003,0.095000006,0.095000006,1.3980001,1.771,1,Linear_1S,stoch
149,1.58,1.58,1.5810001,-0.001,0.089,0.089,1.4030001,1.756,1,GP_1S,stoch
182,2.1720002,2.1720002,2.296,-0.124000005,0.098000005,0.158,1.978,2.3630002,1,Linear_oracle,dynamic
182,2.296,2.296,2.296,0,0.041,0.041,2.2150002,2.375,1,GP_oracle,dynamic
182,1.5840001,1.5830001,1.5790001,0.005,0.096,0.096,1.393,1.769,1,Linear_oracle,stoch
182,1.5760001,1.5760001,1.5790001,-0.003,0.039,0.039,1.5000001,1.6520001,1,GP_oracle,stoch
182,1.7310001,1.7310001,2.296,-0.565,0.13900001,0.582,1.4580001,2.0080001,0,Linear_observed,dynamic
182,1.7210001,1.7210001,2.296,-0.57500005,0.13800001,0.591,1.4530001,1.9900001,0,GP_observed,dynamic
182,1.552,1.5530001,1.5790001,-0.027,0.117000006,0.120000005,1.325,1.7850001,1,Linear_observed,stoch
182,1.5530001,1.5530001,1.5790001,-0.026,0.115,0.11800001,1.3290001,1.779,1,GP_observed,stoch
182,2.141,2.137,2.296,-0.155,0.113000005,0.192,1.9260001,2.367,1,Linear_2S,dynamic
182,2.1620002,2.16,2.296,-0.134,0.12200001,0.18100001,1.927,2.4060001,1,GP_2S,dynamic
182,1.6300001,1.6290001,1.5790001,0.051000003,0.109000005,0.120000005,1.416,1.845,1,Linear_2S,stoch
182,1.6350001,1.6330001,1.5790001,0.056,0.112,0.125,1.419,1.8590001,1,GP_2S,stoch
182,2.1390002,2.1360002,2.296,-0.157,0.119,0.19700001,1.9080001,2.374,1,Linear_3S,dynamic
182,2.1560001,2.1550002,2.296,-0.14,0.127,0.18900001,1.9100001,2.4090002,1,GP_3S,dynamic
182,1.631,1.6300001,1.5790001,0.052,0.11100001,0.123,1.411,1.8500001,1,Linear_3S,stoch
182,1.6350001,1.6340001,1.5790001,0.056,0.11400001,0.127,1.4130001,1.8600001,1,GP_3S,stoch
182,2.0970001,2.0960002,2.296,-0.19900002,0.10700001,0.22600001,1.889,2.308,1,Linear_1S,dynamic
182,2.183,2.184,2.296,-0.113000005,0.102000006,0.15300001,1.9790001,2.3830001,1,GP_1S,dynamic
182,1.5100001,1.5090001,1.5790001,-0.069000006,0.10700001,0.128,1.3010001,1.7210001,1,Linear_1S,stoch
182,1.506,1.506,1.5790001,-0.07300001,0.10300001,0.126,1.304,1.7090001,1,GP_1S,stoch
215,2.167,2.1680002,2.236,-0.069000006,0.093,0.116000004,1.9850001,2.3490002,1,Linear_oracle,dynamic
215,2.266,2.266,2.236,0.030000001,0.039,0.049000002,2.19,2.3430002,1,GP_oracle,dynamic
215,1.493,1.4940001,1.4410001,0.052,0.09900001,0.112,1.299,1.6860001,1,Linear_oracle,stoch
215,1.5040001,1.5040001,1.4410001,0.063,0.042000003,0.076000005,1.4230001,1.5860001,1,GP_oracle,stoch
215,1.577,1.5760001,2.236,-0.65900004,0.132,0.67300004,1.315,1.8390001,0,Linear_observed,dynamic
215,1.6500001,1.6520001,2.236,-0.586,0.135,0.601,1.386,1.9110001,0,GP_observed,dynamic
215,1.3240001,1.3230001,1.4410001,-0.117000006,0.134,0.178,1.0580001,1.5910001,1,Linear_observed,stoch
