idx,mean,median,TRUE,bias,std,RMSE,MAE,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
15,7.1440005,7.1450005,8.168,-1.024,0.115,2.663,1.899,0.393,6.918,7.3710003,0,0.11400001,Linear_oracle,dynamic
15,7.9720006,7.9730005,8.168,-0.19600001,0.08800001,0.95400006,0.697,0.208,7.7980003,8.14,0,0.38000003,GP_oracle,dynamic
15,8.614,8.614,9.342,-0.72800004,0.142,1.9610001,1.3000001,0.13000001,8.335,8.893001,0,0.29200003,Linear_oracle,stoch
15,9.327001,9.327001,9.342,-0.015000001,0.105000004,0.721,0.48400003,0.049000002,9.120001,9.530001,1,0.512,GP_oracle,stoch
15,6.6790004,6.6790004,8.168,-1.4890001,0.149,3.285,2.5070002,0.59300005,6.3820004,6.9750004,0,0.068,Linear_observed,dynamic
15,6.412,6.4140005,8.168,-1.756,0.20300001,2.9450002,2.444,0.77900004,6.005,6.806,0,0.192,GP_observed,dynamic
15,7.1770005,7.175,9.342,-2.1650002,0.19100001,2.9510002,2.355,0.23900001,6.801,7.5540004,0,0.086,Linear_observed,stoch
15,9.059,9.061001,9.342,-0.28300002,0.21400002,1.4350001,0.97700006,0.113000005,8.637,9.481001,1,0.49,GP_observed,stoch
15,7.0530005,7.0520005,8.168,-1.115,0.13900001,2.818,2.1560001,0.49800003,6.788,7.3320003,0,0.284,Linear_3S,dynamic
15,7.4170003,7.419,8.168,-0.75100005,0.15,1.863,1.565,0.42700002,7.117,7.708,0,0.47200003,GP_3S,dynamic
15,8.302,8.3,9.342,-1.0400001,0.172,2.032,1.422,0.149,7.9630003,8.656,0,0.564,Linear_3S,stoch
15,8.280001,8.282001,9.342,-1.062,0.171,1.57,1.2490001,0.135,7.9370003,8.614,0,0.66400003,GP_3S,stoch
15,7.1200004,7.122,8.168,-1.0480001,0.126,2.8030002,2.125,0.492,6.8690004,7.366,0,0.1,Linear_1S,dynamic
15,7.7510004,7.7500005,8.168,-0.41700003,0.13100001,1.7110001,1.3010001,0.38000003,7.4920006,8.008,0,0.33400002,GP_1S,dynamic
15,8.484,8.485001,9.342,-0.85800004,0.16100001,2.01,1.4120001,0.148,8.167001,8.794001,0,0.24400002,Linear_1S,stoch
15,9.004001,9.002001,9.342,-0.33800003,0.158,1.531,1.013,0.11000001,8.6970005,9.316,0,0.41000003,GP_1S,stoch
70,7.5580006,7.557,8.879001,-1.3210001,0.157,3.107,2.102,0.324,7.254,7.8670006,0,0.15400001,Linear_oracle,dynamic
70,8.503,8.503,8.879001,-0.37600002,0.113000005,1.25,0.882,0.178,8.282001,8.725,0,0.34,GP_oracle,dynamic
70,8.641001,8.641001,9.304001,-0.66300005,0.18200001,2.2680001,1.4790001,0.13900001,8.287001,9.001,0,0.27,Linear_oracle,stoch
70,8.942,8.942,9.304001,-0.36200002,0.13800001,1.2550001,0.763,0.076000005,8.675,9.218,0,0.342,GP_oracle,stoch
70,5.807,5.808,8.879001,-3.072,0.157,4.4370003,3.499,0.54,5.5000005,6.1150002,0,0.020000001,Linear_observed,dynamic
70,6.8980002,6.8980002,8.879001,-1.9810001,0.19700001,2.901,2.47,0.684,6.51,7.2880006,0,0.19800001,GP_observed,dynamic
70,6.372,6.372,9.304001,-2.9320002,0.266,3.7690003,3.0370002,0.29900002,5.8560004,6.8970003,0,0.054,Linear_observed,stoch
70,8.916,8.917001,9.304001,-0.388,0.33,1.945,1.3060001,0.147,8.266001,9.552,1,0.47800002,GP_observed,stoch
70,7.3550005,7.3510003,8.879001,-1.524,0.21300001,3.262,2.341,0.411,6.9280005,7.7790003,0,0.43600002,Linear_3S,dynamic
70,7.7040005,7.7060003,8.879001,-1.1750001,0.20300001,2.151,1.713,0.34600002,7.2990003,8.101001,0,0.642,GP_3S,dynamic
70,8.276,8.272,9.304001,-1.028,0.238,2.285,1.5810001,0.158,7.7900004,8.747001,0,0.59800005,Linear_3S,stoch
70,7.84,7.8450003,9.304001,-1.4640001,0.22900002,2.1820002,1.6150001,0.16800001,7.3770003,8.278001,0,0.71400005,GP_3S,stoch
70,7.6320004,7.6310005,8.879001,-1.2470001,0.18900001,3.1950002,2.259,0.409,7.2630005,8.004001,0,0.15,Linear_1S,dynamic
70,8.419001,8.419001,8.879001,-0.46,0.18300001,2.065,1.3490001,0.319,8.06,8.784,0,0.46600002,GP_1S,dynamic
70,8.626,8.626,9.304001,-0.67800003,0.21800001,2.275,1.5550001,0.155,8.201,9.053,0,0.24800001,Linear_1S,stoch
70,8.659,8.660001,9.304001,-0.64500004,0.20600002,2.141,1.194,0.124000005,8.255,9.063001,0,0.52400005,GP_1S,stoch
125,5.689,5.69,6.886,-1.197,0.120000005,2.9550002,2.049,0.49300003,5.4550004,5.9230003,0,0.136,Linear_oracle,dynamic
125,6.4630003,6.4630003,6.886,-0.423,0.096,1.189,0.84300005,0.317,6.2720003,6.6510005,0,0.32000002,GP_oracle,dynamic
125,7.6840005,7.6830006,8.786,-1.102,0.164,2.3460002,1.664,0.17600001,7.3650002,8.005,0,0.11000001,Linear_oracle,stoch
125,8.367001,8.367001,8.786,-0.41900003,0.15,1.4820001,0.78700006,0.080000006,8.075001,8.663,0,0.41400003,GP_oracle,stoch
125,5.156,5.156,6.886,-1.7300001,0.164,3.6490002,2.8270001,0.79700005,4.8360004,5.4750004,0,0.09,Linear_observed,dynamic
125,4.445,4.4440002,6.886,-2.4410002,0.24400002,3.5180001,3.0400002,1.672,3.9640002,4.9280005,0,0.116000004,GP_observed,dynamic
125,5.543,5.543,8.786,-3.2430003,0.19500001,3.9370003,3.3550003,0.36100003,5.1580005,5.9230003,0,0.05,Linear_observed,stoch
125,7.7090006,7.7100005,8.786,-1.077,0.24200001,1.8520001,1.4560001,0.17300001,7.2320004,8.18,0,0.28800002,GP_observed,stoch
125,5.519,5.5160003,6.886,-1.3670001,0.147,3.1750002,2.3930001,0.67600006,5.2390003,5.8120003,0,0.25800002,Linear_3S,dynamic
125,6.0720005,6.071,6.886,-0.814,0.148,2.045,1.7190001,0.58900005,5.782,6.3620005,0,0.416,GP_3S,dynamic
125,7.1780005,7.1730003,8.786,-1.608,0.19700001,2.572,1.9670001,0.22100002,6.7860003,7.5790005,0,0.4,Linear_3S,stoch
