idx,mean,median,TRUE,bias,std,RMSE,MAE,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
10,6.2320004,6.2320004,7.6530004,-1.4210001,0.12900001,3.1580002,2.2340002,0.441,5.977,6.484,0,0.104,Linear_oracle,dynamic
10,7.3240004,7.3250003,7.6530004,-0.32900003,0.097,1.0660001,0.795,0.432,7.1330004,7.5120006,0,0.342,GP_oracle,dynamic
10,8.194,8.194,9.2630005,-1.069,0.17400001,2.331,1.5860001,0.157,7.8510003,8.532001,0,0.16600001,Linear_oracle,stoch
10,8.923,8.9210005,9.2630005,-0.34,0.14400001,1.144,0.67300004,0.066,8.642,9.21,0,0.446,GP_oracle,stoch
10,5.157,5.1590004,7.6530004,-2.496,0.14600001,4.0550003,3.2120001,0.82000005,4.8710003,5.4420004,0,0.05,Linear_observed,dynamic
10,5.143,5.143,7.6530004,-2.5100002,0.18800001,3.3820002,2.9250002,1.8620001,4.774,5.511,0,0.09200001,GP_observed,dynamic
10,5.853,5.8500004,9.2630005,-3.41,0.231,4.026,3.4670002,0.354,5.4040003,6.306,0,0.032,Linear_observed,stoch
10,8.477,8.475,9.2630005,-0.786,0.321,1.9750001,1.266,0.13800001,7.8500004,9.111,0,0.48200002,GP_observed,stoch
10,5.827,5.826,7.6530004,-1.8260001,0.156,3.479,2.6720002,0.82900006,5.5200005,6.142,0,0.162,Linear_3S,dynamic
10,6.4010005,6.4010005,7.6530004,-1.2520001,0.158,2.194,1.9230001,0.73600006,6.0930004,6.7120004,0,0.3,GP_3S,dynamic
10,7.5880003,7.583,9.2630005,-1.6750001,0.21300001,2.6020002,1.9080001,0.19700001,7.1500006,8.009001,0,0.39600003,Linear_3S,stoch
10,7.3430004,7.3500004,9.2630005,-1.9200001,0.23600002,2.5110002,2.0010002,0.21100001,6.8550005,7.7880006,0,0.492,GP_3S,stoch
10,5.9490004,5.9500003,7.6530004,-1.7040001,0.14,3.4390001,2.6190002,0.85300004,5.6740003,6.222,0,0.058000002,Linear_1S,dynamic
10,7.0080004,7.0070004,7.6530004,-0.64500004,0.15300001,1.9010001,1.5680001,1.077,6.709,7.307,0,0.24800001,GP_1S,dynamic
10,7.8600006,7.8600006,9.2630005,-1.4030001,0.19900002,2.513,1.8360001,0.18900001,7.4700003,8.247001,0,0.128,Linear_1S,stoch
10,8.42,8.42,9.2630005,-0.84300005,0.246,2.3720002,1.284,0.13100001,7.931,8.903001,0,0.56600004,GP_1S,stoch
65,7.5080004,7.5080004,9.7630005,-2.255,0.17300001,3.5980003,2.651,0.39400002,7.169,7.846,0,0.078,Linear_oracle,dynamic
65,8.986,8.987,9.7630005,-0.777,0.149,1.9230001,1.093,0.231,8.695001,9.276,0,0.43800002,GP_oracle,dynamic
65,8.049001,8.05,9.704,-1.6550001,0.19000001,2.584,1.9300001,0.192,7.6760006,8.424001,0,0.072000004,Linear_oracle,stoch
65,8.984,8.985001,9.704,-0.72,0.163,1.746,0.96000004,0.091000006,8.667001,9.302,0,0.41200003,GP_oracle,stoch
65,5.493,5.4950004,9.7630005,-4.27,0.148,5.2570004,4.381,0.61800003,5.202,5.781,0,0.020000001,Linear_observed,dynamic
65,7.162,7.162,9.7630005,-2.601,0.185,3.2250001,2.7640002,0.76100004,6.793,7.5230002,0,0.094000004,GP_observed,dynamic
65,5.8560004,5.8550005,9.704,-3.8480003,0.23700002,4.4570003,3.8730001,0.386,5.3910003,6.32,0,0.026,Linear_observed,stoch
65,8.433001,8.434,9.704,-1.271,0.324,2.2310002,1.519,0.15100001,7.794,9.061001,0,0.42000002,GP_observed,stoch
65,7.1000004,7.097,9.7630005,-2.663,0.20300001,3.8940003,2.996,0.507,6.695,7.5090003,0,0.19600001,Linear_3S,dynamic
65,7.8630004,7.8650002,9.7630005,-1.9000001,0.19900002,2.6620002,2.065,0.41000003,7.465,8.249001,0,0.52000004,GP_3S,dynamic
65,7.6120005,7.61,9.704,-2.092,0.22000001,2.871,2.2010002,0.22100002,7.1710005,8.058001,0,0.32200003,Linear_3S,stoch
65,7.8050003,7.807,9.704,-1.899,0.22000001,2.505,1.927,0.19500001,7.3620005,8.225,0,0.588,GP_3S,stoch
65,7.306,7.306,9.7630005,-2.457,0.179,3.7770002,2.848,0.499,6.958,7.6600003,0,0.074,Linear_1S,dynamic
65,8.502001,8.501,9.7630005,-1.261,0.18200001,2.3920002,1.5990001,0.39000002,8.144,8.857,0,0.30400002,GP_1S,dynamic
65,7.8570004,7.8570004,9.704,-1.8470001,0.19900002,2.746,2.071,0.20700002,7.4680004,8.252001,0,0.1,Linear_1S,stoch
65,8.514,8.515,9.704,-1.19,0.202,2.2640002,1.381,0.133,8.116,8.909,0,0.386,GP_1S,stoch
120,6.9280005,6.9290004,8.011001,-1.0830001,0.127,2.9050002,1.9850001,0.523,6.6780005,7.1730003,0,0.12200001,Linear_oracle,dynamic
120,7.7450004,7.7450004,8.011001,-0.266,0.097,1.1140001,0.81600004,0.432,7.5530005,7.932,0,0.30600002,GP_oracle,dynamic
120,8.267,8.266001,8.803,-0.536,0.15100001,2.295,1.4740001,0.155,7.965,8.562,0,0.28,Linear_oracle,stoch
120,8.612,8.612,8.803,-0.19100001,0.13000001,1.118,0.628,0.064,8.356,8.869,1,0.41200003,GP_oracle,stoch
120,5.7510004,5.7510004,8.011001,-2.26,0.149,3.9190001,3.0540001,0.84900004,5.46,6.045,0,0.052,Linear_observed,dynamic
120,6.3680005,6.367,8.011001,-1.6430001,0.19600001,3.019,2.539,1.2160001,5.9820004,6.754,0,0.178,GP_observed,dynamic
120,6.0790005,6.078,8.803,-2.7240002,0.23300001,3.611,2.9520001,0.32200003,5.6210003,6.537,0,0.054,Linear_observed,stoch
120,8.089001,8.087001,8.803,-0.71400005,0.3,2.1850002,1.335,0.17,7.5000005,8.686001,0,0.49600002,GP_observed,stoch
120,6.563,6.5600004,8.011001,-1.4480001,0.16600001,3.157,2.3930001,0.588,6.241,6.9010005,0,0.328,Linear_3S,dynamic
120,6.9,6.899,8.011001,-1.1110001,0.162,2.1880002,1.8670001,0.58400005,6.583,7.221,0,0.43,GP_3S,dynamic
