idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover
1,true_net,dynamic,1.0,4.11726,3.6831398,4.14859,-0.03133,0.01706,0.035669997,0.008599999,0.03175,0.0076499996,4.0839205,4.1503453,True,1.0
1,true_net,stoch,1.0,5.0078096,4.8129697,5.0461197,-0.03831,0.02082,0.0436,0.00864,0.038829997,0.00769,4.967164,5.0481067,True,1.0
1,obs_net,dynamic,1.0,1.8153499,1.0933399,4.14859,-2.33323,0.19920999,2.3417199,0.56446,2.33323,0.56242,1.430162,2.2122145,False,0.0139999995
1,obs_net,stoch,1.0,2.05352,2.03313,5.0461197,-2.9926,0.21649,3.0004199,0.59459996,2.9926,0.59305,1.6354159,2.4820783,False,0.0
1,MWG,dynamic,1.0,3.6515298,3.17602,4.14859,-0.49705,0.13566999,0.51524,0.124199994,0.49705,0.11981,3.4485202,3.9413958,False,0.71599996
1,MWG,stochastic,1.0,4.44834,4.29442,5.0461197,-0.59778,0.37818,0.70735997,0.14017999,0.61529,0.121929996,3.710692,5.1773877,True,0.90199995
