idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist,iteration
1_0_0,true_net,dynamic,2.0,3.59598,3.10199,3.58301,0.01298,0.012259999,0.01785,0.0049799997,0.01298,0.0035299999,3.5717607,3.6199853,1.0,1.0,0.3356831,1_0
1_0_0,true_net,stoch,2.0,5.24175,5.04176,5.22285,0.0189,0.01791,0.026039999,0.00499,0.0189,0.00363,5.2063265,5.27678,1.0,1.0,0.3356831,1_0
1_0_0,obs_net,dynamic,2.0,0.9515,0.26580998,3.58301,-2.6315,0.21428,2.64021,0.73687,2.6315,0.80254996,0.52411044,1.3752962,0.0,0.0019999999,7.0959435,1_0
1_0_0,obs_net,stoch,2.0,1.3424699,1.33795,5.22285,-3.88038,0.27157,3.88987,0.74478,3.88038,0.73544997,0.7998588,1.8818271,0.0,0.0,7.0959435,1_0
1_0_0,MWG,dynamic,2.0,3.57393,3.31189,3.58301,-0.00908,0.11013,0.11051,0.03084,0.54372,0.21677999,3.3580067,3.7886038,1.0,0.98999995,1.629064,1_0
1_0_0,MWG,stoch,2.0,5.20301,5.0208097,5.22285,-0.01984,0.12956999,0.13108,0.0251,0.32338,0.064059995,4.9584227,5.47273,1.0,0.912,1.629064,1_0
1_0_0,MWG_rep,dynamic,2.0,2.9965699,2.86404,3.58301,-0.58643,0.124859996,0.59958,0.16734,0.7672,0.25184998,2.7501776,3.235918,0.0,0.996,2.4664044,1_0
1_0_0,MWG_rep,stoch,2.0,4.3237,4.15732,5.22285,-0.89914995,0.14281,0.91042,0.17431,0.91503,0.17007999,4.029009,4.5790915,0.0,0.274,2.4664044,1_0
1_0_1,true_net,dynamic,2.5,3.59633,3.1024399,3.58301,0.0133299995,0.012089999,0.017989999,0.00502,0.0133299995,0.00364,3.572675,3.6204083,1.0,1.0,0.33665264,1_0
1_0_1,true_net,stoch,2.5,5.24226,5.0422297,5.22285,0.01941,0.017649999,0.026239999,0.00502,0.01941,0.00372,5.2076755,5.2773876,1.0,1.0,0.33665264,1_0
1_0_1,obs_net,dynamic,2.5,0.92364997,0.26754,3.58301,-2.65935,0.2617,2.6722,0.74579996,2.65935,0.81193,0.3997343,1.4343957,0.0,0.0039999997,7.240433,1_0
1_0_1,obs_net,stoch,2.5,1.30896,1.3074399,5.22285,-3.9138799,0.33438998,3.92814,0.75211,3.9138799,0.742,0.63866735,1.9632512,0.0,0.0,7.240433,1_0
1_0_1,MWG,dynamic,2.5,3.2677999,2.9935,3.58301,-0.31520998,0.16802,0.35718998,0.09969,0.6027,0.21255,2.998635,3.5844812,1.0,0.97999996,1.8839275,1_0
1_0_1,MWG,stoch,2.5,4.75145,4.56309,5.22285,-0.47138998,0.23604,0.52718997,0.10094,0.53545,0.09974,4.3707137,5.1443853,0.0,0.774,1.8839275,1_0
1_0_1,MWG_rep,dynamic,2.5,2.99914,2.8502998,3.58301,-0.58387,0.13505,0.59928,0.16725999,0.76405996,0.2547,2.7372992,3.259553,0.0,0.98999995,2.4917629,1_0
1_0_1,MWG_rep,stoch,2.5,4.34836,4.18231,5.22285,-0.87447995,0.13599,0.885,0.16945,0.88733995,0.16416,4.0917473,4.6140804,0.0,0.366,2.4917629,1_0
1_0_2,true_net,dynamic,3.0,3.59602,3.10162,3.58301,0.01301,0.01265,0.01815,0.00506,0.01301,0.0035299999,3.5709221,3.620638,1.0,1.0,0.33876625,1_0
1_0_2,true_net,stoch,3.0,5.2418,5.04172,5.22285,0.01895,0.018469999,0.02647,0.00507,0.01895,0.00364,5.205204,5.2777686,1.0,1.0,0.33876625,1_0
1_0_2,obs_net,dynamic,3.0,0.73925,0.106819995,3.58301,-2.84376,0.3261,2.86239,0.79888,2.84376,0.87825996,0.1033462,1.3821601,0.0,0.0019999999,7.6139803,1_0
1_0_2,obs_net,stoch,3.0,1.07363,1.0726,5.22285,-4.14922,0.42053998,4.17048,0.79850996,4.14922,0.78836995,0.25233623,1.901362,0.0,0.0,7.6139803,1_0
1_0_2,MWG,dynamic,3.0,3.2479599,2.98244,3.58301,-0.33504,0.13389,0.3608,0.1007,0.60631,0.21260999,3.024163,3.5228293,0.0,0.97999996,1.8897332,1_0
1_0_2,MWG,stoch,3.0,4.75826,4.5770597,5.22285,-0.46458998,0.15914999,0.49109,0.09403,0.51967,0.09645,4.4680166,5.0659266,0.0,0.778,1.8897332,1_0
1_0_2,MWG_rep,dynamic,3.0,3.17554,3.0009599,3.58301,-0.40747,0.11131,0.4224,0.11789,0.64524,0.21707,2.9599235,3.3879354,0.0,0.992,2.0709593,1_0
1_0_2,MWG_rep,stoch,3.0,4.6442,4.4648,5.22285,-0.57864,0.109139994,0.58884996,0.112739995,0.62147,0.114609994,4.4307556,4.8480406,0.0,0.522,2.0709593,1_0
1_0_3,true_net,dynamic,3.5,3.59616,3.1020598,3.58301,0.01315,0.0122,0.01794,0.00501,0.01315,0.00358,3.5720234,3.6196404,1.0,1.0,0.33434683,1_0
1_0_3,true_net,stoch,3.5,5.242,5.0419397,5.22285,0.019159999,0.017819999,0.02616,0.00501,0.01915,0.00367,5.206735,5.27632,1.0,1.0,0.33434683,1_0
1_0_3,obs_net,dynamic,3.5,0.459,-0.14586,3.58301,-3.1239998,0.39170998,3.14846,0.87872,3.1239998,0.97951996,-0.29507604,1.2314813,0.0,0.0019999999,8.129176,1_0
1_0_3,obs_net,stoch,3.5,0.70495,0.70829,5.22285,-4.5179,0.5141,4.54705,0.87061,4.5179,0.86112,-0.28356835,1.7183654,0.0,0.0,8.129176,1_0
1_0_3,MWG,dynamic,3.5,3.2077599,2.90375,3.58301,-0.37524998,0.124579996,0.39539,0.11035,0.6267,0.2164,2.9768584,3.4554915,0.0,0.96999997,2.0255907,1_0
1_0_3,MWG,stoch,3.5,4.69583,4.5153,5.22285,-0.52702,0.16248,0.55149996,0.10559,0.56672,0.105459996,4.39999,5.027659,0.0,0.754,2.0255907,1_0
1_0_3,MWG_rep,dynamic,3.5,3.11498,2.9623399,3.58301,-0.46802998,0.1427,0.48929998,0.13656,0.66741997,0.22203,2.8344176,3.3794713,0.0,0.996,2.350757,1_0
1_0_3,MWG_rep,stoch,3.5,4.55044,4.37559,5.22285,-0.6724,0.16038999,0.69127,0.13235,0.71388,0.13202,4.254773,4.88772,0.0,0.48999998,2.350757,1_0
1_0_4,true_net,dynamic,4.0,3.5962298,3.10227,3.58301,0.01322,0.0122,0.017989999,0.00502,0.01322,0.0036,3.5721009,3.6202013,1.0,1.0,0.3408763,1_0
1_0_4,true_net,stoch,4.0,5.24211,5.04205,5.22285,0.01926,0.01781,0.02623,0.00502,0.01926,0.0037,5.20684,5.2770967,1.0,1.0,0.3408763,1_0
1_0_4,obs_net,dynamic,4.0,-0.04669,-0.62714,3.58301,-3.6297,0.48869,3.6624398,1.02217,3.6297,1.1621599,-0.9881955,0.9121675,0.0,0.0,9.037416,1_0
1_0_4,obs_net,stoch,4.0,0.0202,0.01818,5.22285,-5.20264,0.65349996,5.24353,1.00396,5.20264,0.99626,-1.2390218,1.3019964,0.0,0.0,9.037416,1_0
1_0_4,MWG,dynamic,4.0,3.15073,2.94521,3.58301,-0.43227997,0.1259,0.45024,0.12566,0.65038997,0.21582,2.9208658,3.4100788,0.0,0.986,2.1150548,1_0
1_0_4,MWG,stoch,4.0,4.62812,4.43002,5.22285,-0.59472,0.14928,0.61316997,0.1174,0.63152,0.11763,4.3571916,4.9103994,0.0,0.604,2.1150548,1_0
1_0_4,MWG_rep,dynamic,4.0,3.15354,3.01161,3.58301,-0.42946,0.16443999,0.45986998,0.12834999,0.65367,0.21946,2.8121216,3.4428449,0.0,0.99799997,2.243132,1_0
1_0_4,MWG_rep,stoch,4.0,4.61643,4.4263997,5.22285,-0.60642,0.1809,0.63282996,0.12117,0.64934,0.119799994,4.2530575,4.960275,0.0,0.55,2.243132,1_0
1_2_0,true_net,dynamic,2.0,4.3263197,3.89798,4.31241,0.01392,0.01512,0.02055,0.00476,0.01392,0.00342,4.2969537,4.356102,1.0,1.0,0.31460345,1_2
1_2_0,true_net,stoch,2.0,5.02911,4.8400097,5.01285,0.01626,0.01763,0.02399,0.0047899997,0.01626,0.00323,4.994854,5.063893,1.0,1.0,0.31460345,1_2
1_2_0,obs_net,dynamic,2.0,1.5972099,0.83037996,4.31241,-2.7152,0.26756,2.72835,0.63267,2.7152,0.66565,1.0754912,2.121908,0.0,0.0019999999,5.968973,1_2
1_2_0,obs_net,stoch,2.0,1.75628,1.74235,5.01285,-3.2565699,0.28113,3.2686799,0.65206,3.2565699,0.63958,1.2086753,2.3087697,0.0,0.0,5.968973,1_2
1_2_0,MWG,dynamic,2.0,3.56157,3.22309,4.31241,-0.75084,0.17778,0.7716,0.17892,0.85372996,0.2067,3.256486,3.8673599,0.0,0.88,2.1308846,1_2
1_2_0,MWG,stoch,2.0,4.25129,4.05448,5.01285,-0.76155996,0.16578,0.77939,0.15548,0.77364,0.15168999,3.9639683,4.553348,0.0,0.55399996,2.1308846,1_2
1_2_0,MWG_rep,dynamic,2.0,3.95199,3.7816398,4.31241,-0.36042,0.16239999,0.39532,0.09167,0.67772996,0.17514999,3.6376727,4.239015,0.0,0.978,2.0418172,1_2
1_2_0,MWG_rep,stoch,2.0,4.5847297,4.4099298,5.01285,-0.42812,0.14750999,0.45282,0.09033,0.51355,0.099209994,4.3074813,4.843004,0.0,0.65599996,2.0418172,1_2
1_2_1,true_net,dynamic,2.5,4.3263097,3.8981998,4.31241,0.0139,0.015079999,0.02051,0.00476,0.0139,0.00342,4.2967725,4.355608,1.0,1.0,0.31244755,1_2
1_2_1,true_net,stoch,2.5,5.0291,4.84008,5.01285,0.01625,0.01759,0.02395,0.00478,0.01625,0.0032199998,4.9945993,5.0633206,1.0,1.0,0.31244755,1_2
1_2_1,obs_net,dynamic,2.5,1.4916899,0.79899997,4.31241,-2.82072,0.3513,2.84251,0.65915,2.82072,0.69396996,0.811544,2.1883702,0.0,0.0019999999,6.191646,1_2
1_2_1,obs_net,stoch,2.5,1.65195,1.64527,5.01285,-3.3609,0.37272,3.38151,0.67456996,3.3609,0.66081,0.9278678,2.3918262,0.0,0.0,6.191646,1_2
1_2_1,MWG,dynamic,2.5,3.99773,3.6763399,4.31241,-0.31467998,0.11607999,0.33541,0.07778,0.64383996,0.16714999,3.7900262,4.2491846,0.0,0.912,1.3973485,1_2
1_2_1,MWG,stoch,2.5,4.72866,4.55364,5.01285,-0.28419,0.12516999,0.31053,0.06195,0.41331998,0.0804,4.506816,5.014705,1.0,0.842,1.3973485,1_2
1_2_1,MWG_rep,dynamic,2.5,3.73665,3.6053698,4.31241,-0.57576,0.14265,0.59316,0.13755,0.79556996,0.19784999,3.4593692,4.0127883,0.0,0.974,1.9622011,1_2
1_2_1,MWG_rep,stoch,2.5,4.37664,4.21862,5.01285,-0.63620996,0.117589995,0.64699,0.12907,0.67871,0.12946999,4.148263,4.607713,0.0,0.506,1.9622011,1_2
1_2_2,true_net,dynamic,3.0,4.32624,3.8980598,4.31241,0.01383,0.014939999,0.020359999,0.00472,0.01383,0.00341,4.297124,4.3559003,1.0,1.0,0.3142306,1_2
1_2_2,true_net,stoch,3.0,5.02902,4.83996,5.01285,0.016169999,0.01743,0.023769999,0.00474,0.016169999,0.00321,4.9950504,5.0636077,1.0,1.0,0.3142306,1_2
1_2_2,obs_net,dynamic,3.0,1.1639,0.52340996,4.31241,-3.14851,0.42964998,3.17769,0.73687,3.14851,0.78652996,0.3213741,2.003588,0.0,0.0019999999,6.6590014,1_2
1_2_2,obs_net,stoch,3.0,1.30544,1.3002399,5.01285,-3.7074099,0.45797,3.73559,0.7452,3.7074099,0.7319,0.4069847,2.2006621,0.0,0.0,6.6590014,1_2
1_2_2,MWG,dynamic,3.0,3.94152,3.6882699,4.31241,-0.37089,0.16381,0.40545,0.094019994,0.65314,0.16731,3.604473,4.2572436,0.0,0.956,1.7948941,1_2
1_2_2,MWG,stoch,3.0,4.63361,4.4555297,5.01285,-0.37923,0.16308999,0.41281998,0.08235,0.4737,0.091649994,4.275812,4.9399886,0.0,0.82,1.7948941,1_2
1_2_2,MWG_rep,dynamic,3.0,3.86004,3.71293,4.31241,-0.45237,0.13797,0.47294,0.10967,0.73618996,0.18755,3.5866244,4.134579,0.0,0.97599995,1.8043556,1_2
1_2_2,MWG_rep,stoch,3.0,4.5737,4.40765,5.01285,-0.43914998,0.13637,0.45984,0.09173,0.53165,0.101919994,4.307249,4.846871,0.0,0.658,1.8043556,1_2
1_2_3,true_net,dynamic,3.5,4.3263497,3.89833,4.31241,0.01394,0.01471,0.02027,0.0047,0.01394,0.00344,4.2967935,4.354694,1.0,1.0,0.31240687,1_2
1_2_3,true_net,stoch,3.5,5.02914,4.84011,5.01285,0.0163,0.01716,0.02367,0.00472,0.0163,0.00323,4.9946356,5.0622573,1.0,1.0,0.31240687,1_2
1_2_3,obs_net,dynamic,3.5,0.96243,0.38553,4.31241,-3.3499799,0.52081,3.39022,0.78616,3.3499799,0.84432,-0.044952452,1.971423,0.0,0.0019999999,6.966246,1_2
1_2_3,obs_net,stoch,3.5,1.09059,1.0898299,5.01285,-3.9222598,0.56284,3.96244,0.79046,3.9222598,0.77603996,0.0013874356,2.1832943,0.0,0.0,6.966246,1_2
1_2_3,MWG,dynamic,3.5,4.00653,3.7477798,4.31241,-0.30587998,0.24621,0.39266998,0.09105,0.62343997,0.16466999,3.4827633,4.3971157,1.0,0.96999997,1.6900185,1_2
1_2_3,MWG,stoch,3.5,4.73531,4.56257,5.01285,-0.27754,0.27954,0.39392,0.07858,0.39564,0.076469995,4.152541,5.2079635,1.0,0.894,1.6900185,1_2
1_2_3,MWG_rep,dynamic,3.5,3.70077,3.55878,4.31241,-0.61164,0.11545999,0.62244,0.14434,0.79494,0.19751999,3.48506,3.940673,0.0,0.96999997,2.049271,1_2
1_2_3,MWG_rep,stoch,3.5,4.3449097,4.17899,5.01285,-0.66793996,0.10211,0.6757,0.13479,0.70605,0.13588,4.157806,4.559279,0.0,0.436,2.049271,1_2
1_2_4,true_net,dynamic,4.0,4.32625,3.89812,4.31241,0.013839999,0.015009999,0.02042,0.00474,0.013839999,0.00341,4.2969556,4.3559294,1.0,1.0,0.31571013,1_2
1_2_4,true_net,stoch,4.0,5.02903,4.83997,5.01285,0.01618,0.017509999,0.023839999,0.00476,0.01618,0.00321,4.994901,5.063658,1.0,1.0,0.31571013,1_2
1_2_4,obs_net,dynamic,4.0,0.27206,-0.24319999,4.31241,-4.04035,0.64722997,4.09186,0.94886,4.04035,1.04218,-0.9750487,1.5524312,0.0,0.0,7.8959107,1_2
1_2_4,obs_net,stoch,4.0,0.33629,0.34254998,5.01285,-4.67656,0.70701,4.7297,0.94351,4.67655,0.93114996,-1.0258466,1.7335341,0.0,0.0,7.8959107,1_2
1_2_4,MWG,dynamic,4.0,3.8348398,3.6333098,4.31241,-0.47755998,0.124239996,0.49346,0.114429995,0.67934996,0.16622,3.590987,4.0655375,0.0,0.95199996,1.8511183,1_2
1_2_4,MWG,stoch,4.0,4.55605,4.37281,5.01285,-0.45679998,0.122269996,0.47287998,0.09433,0.52212,0.099879995,4.3234854,4.79814,0.0,0.724,1.8511183,1_2
1_2_4,MWG_rep,dynamic,4.0,3.9291399,3.771,4.31241,-0.38327,0.13582,0.40662,0.094289996,0.6756,0.16847,3.6695592,4.195632,0.0,0.96999997,1.7938113,1_2
1_2_4,MWG_rep,stoch,4.0,4.61766,4.43357,5.01285,-0.39519,0.12624,0.41485998,0.08276,0.49479,0.09603,4.394487,4.869974,0.0,0.68799996,1.7938113,1_2
1_3_0,true_net,dynamic,2.0,4.22252,3.74448,4.24446,-0.02194,0.01456,0.02633,0.0061999997,0.02194,0.00587,4.1937165,4.25124,1.0,1.0,0.31188026,1_3
1_3_0,true_net,stoch,2.0,5.0633698,4.85846,5.0900397,-0.02667,0.01756,0.03193,0.00627,0.02667,0.00517,5.0286117,5.097925,1.0,1.0,0.31188026,1_3
1_3_0,obs_net,dynamic,2.0,1.3061,0.49337,4.24446,-2.93836,0.27043,2.95078,0.69521,2.93836,0.74718,0.77054816,1.8345525,0.0,0.0,6.6864247,1_3
1_3_0,obs_net,stoch,2.0,1.4818599,1.47477,5.0900397,-3.6081798,0.28101,3.6191099,0.71102,3.6081798,0.70034,0.92696995,2.029153,0.0,0.0,6.6864247,1_3
1_3_0,MWG,dynamic,2.0,4.04312,3.8058698,4.24446,-0.20133999,0.19202,0.27822,0.06555,0.57404,0.15256,3.738838,4.429566,1.0,0.97999996,1.6785097,1_3
1_3_0,MWG,stoch,2.0,4.84023,4.6567698,5.0900397,-0.24981,0.19491999,0.31686,0.06225,0.3897,0.07442,4.5464,5.2315383,1.0,0.868,1.6785097,1_3
1_3_0,MWG_rep,dynamic,2.0,3.5332499,3.4199798,4.24446,-0.71120995,0.14782,0.72641,0.17114,0.83707,0.20697999,3.2488801,3.8285387,0.0,0.986,2.3956194,1_3
1_3_0,MWG_rep,stoch,2.0,4.2343698,4.08977,5.0900397,-0.85567,0.14236,0.86743,0.17041999,0.87296,0.16447,3.955727,4.503319,0.0,0.324,2.3956194,1_3
1_3_1,true_net,dynamic,2.5,4.22301,3.745,4.24446,-0.02145,0.014699999,0.025999999,0.0061299996,0.02145,0.00575,4.1943126,4.2517424,1.0,1.0,0.30993828,1_3
1_3_1,true_net,stoch,2.5,5.06396,4.85891,5.0900397,-0.02608,0.017719999,0.03154,0.0061999997,0.02609,0.00506,5.0295177,5.098624,1.0,1.0,0.30993828,1_3
1_3_1,obs_net,dynamic,2.5,1.20762,0.45102,4.24446,-3.03684,0.34104,3.05593,0.71998,3.03684,0.7744,0.5371097,1.878479,0.0,0.0,6.899921,1_3
1_3_1,obs_net,stoch,2.5,1.38396,1.37839,5.0900397,-3.70608,0.36102998,3.72362,0.73155,3.70608,0.72007996,0.6754947,2.0918791,0.0,0.0,6.899921,1_3
1_3_1,MWG,dynamic,2.5,3.9159398,3.6568499,4.24446,-0.32852,0.15239,0.36214,0.085319996,0.61626,0.16029,3.620978,4.190344,0.0,0.982,1.919223,1_3
1_3_1,MWG,stoch,2.5,4.6918597,4.50588,5.0900397,-0.39817998,0.15237999,0.42633998,0.08376,0.4711,0.08908,4.403765,4.9690228,0.0,0.782,1.919223,1_3
1_3_1,MWG_rep,dynamic,2.5,3.54984,3.42655,4.24446,-0.69461995,0.13763,0.70812,0.16682999,0.83772,0.20638,3.275742,3.8142784,0.0,0.978,2.3855925,1_3
1_3_1,MWG_rep,stoch,2.5,4.3084297,4.1465297,5.0900397,-0.78160995,0.12975,0.79231,0.15566,0.80809,0.1523,4.0705705,4.5753093,0.0,0.34,2.3855925,1_3
1_3_2,true_net,dynamic,3.0,4.22286,3.7447898,4.24446,-0.021599999,0.014409999,0.02596,0.00612,0.021599999,0.00579,4.1944766,4.2510176,1.0,1.0,0.3090867,1_3
1_3_2,true_net,stoch,3.0,5.06378,4.85881,5.0900397,-0.02626,0.01738,0.031489998,0.0061899996,0.02626,0.0050899996,5.0295687,5.097715,1.0,1.0,0.3090867,1_3
1_3_2,obs_net,dynamic,3.0,0.92236,0.23187,4.24446,-3.32209,0.43098,3.3499298,0.78924996,3.32209,0.85696,0.08200203,1.7704582,0.0,0.0,7.325761,1_3
1_3_2,obs_net,stoch,3.0,1.0809699,1.08216,5.0900397,-4.00907,0.46368,4.03579,0.79288,4.00907,0.78141,0.1747742,1.9940223,0.0,0.0,7.325761,1_3
1_3_2,MWG,dynamic,3.0,3.76684,3.49542,4.24446,-0.47761998,0.13939999,0.49754,0.11722,0.68994,0.17216,3.523742,4.0625167,0.0,0.958,1.8773773,1_3
1_3_2,MWG,stoch,3.0,4.57677,4.38614,5.0900397,-0.51326996,0.12798999,0.52897996,0.10393,0.56123,0.106589995,4.3455935,4.8319273,0.0,0.7,1.8773773,1_3
1_3_2,MWG_rep,dynamic,3.0,3.44328,3.31213,4.24446,-0.80118,0.14658,0.81448,0.19189,0.89317,0.21473,3.1670768,3.7321768,0.0,0.96999997,2.5348504,1_3
1_3_2,MWG_rep,stoch,3.0,4.17945,4.00702,5.0900397,-0.91059,0.14887999,0.92267996,0.18126999,0.91820997,0.17390999,3.9154654,4.4958034,0.0,0.32999998,2.5348504,1_3
1_3_3,true_net,dynamic,3.5,4.22282,3.7447698,4.24446,-0.021639999,0.01462,0.026109999,0.00615,0.021639999,0.00579,4.194067,4.251453,1.0,1.0,0.30836436,1_3
1_3_3,true_net,stoch,3.5,5.0637197,4.85872,5.0900397,-0.02632,0.01762,0.03167,0.00622,0.02632,0.0050999997,5.029034,5.098154,1.0,1.0,0.30836436,1_3
1_3_3,obs_net,dynamic,3.5,0.51786,-0.11594,4.24446,-3.7266,0.53723,3.7651198,0.88707,3.7266,0.97477996,-0.5320425,1.5610675,0.0,0.0,7.909403,1_3
1_3_3,obs_net,stoch,3.5,0.63841,0.64182997,5.0900397,-4.45163,0.58618,4.49006,0.88212997,4.45163,0.87112,-0.50874436,1.7779464,0.0,0.0,7.909403,1_3
1_3_3,MWG,dynamic,3.5,3.6894798,3.45768,4.24446,-0.55496997,0.14833,0.57444996,0.13533999,0.72152996,0.1742,3.4050431,4.0087223,0.0,0.94799995,2.089859,1_3
1_3_3,MWG,stoch,3.5,4.47468,4.29466,5.0900397,-0.61535996,0.15275,0.63403,0.12456,0.64124,0.12145,4.1895137,4.795674,0.0,0.65599996,2.089859,1_3
1_3_3,MWG_rep,dynamic,3.5,3.47156,3.32674,4.24446,-0.7729,0.116129994,0.78158,0.18414,0.88521,0.21413,3.2421818,3.6958349,0.0,0.964,2.3432162,1_3
1_3_3,MWG_rep,stoch,3.5,4.30051,4.12567,5.0900397,-0.78953,0.105059996,0.79648995,0.15648,0.81103,0.15439999,4.089294,4.5029745,0.0,0.35999998,2.3432162,1_3
1_3_4,true_net,dynamic,4.0,4.22318,3.74502,4.24446,-0.02128,0.01474,0.02588,0.0061,0.02128,0.0057099997,4.1941853,4.2521663,1.0,1.0,0.31092295,1_3
1_3_4,true_net,stoch,4.0,5.06416,4.85918,5.0900397,-0.02588,0.01777,0.03139,0.00617,0.02588,0.00502,5.0292706,5.0990505,1.0,1.0,0.31092295,1_3
1_3_4,obs_net,dynamic,4.0,-0.63569,-1.25901,4.24446,-4.88014,0.65433997,4.92382,1.1600599,4.88014,1.31118,-1.8942955,0.687062,0.0,0.0,9.470584,1_3
1_3_4,obs_net,stoch,4.0,-0.64732,-0.65081996,5.0900397,-5.73736,0.72485995,5.78297,1.13613,5.73736,1.1318799,-2.0428872,0.81864005,0.0,0.0,9.470584,1_3
1_3_4,MWG,dynamic,4.0,3.39303,3.1769,4.24446,-0.85143,0.103089996,0.85765,0.20206,0.92047,0.22325,3.1926446,3.5919466,0.0,0.9,2.8323386,1_3
1_3_4,MWG,stoch,4.0,4.10962,3.94979,5.0900397,-0.98042,0.10855,0.98640996,0.19378999,0.98317,0.1891,3.9088938,4.3251157,0.0,0.31,2.8323386,1_3
1_3_4,MWG_rep,dynamic,4.0,3.48222,3.36337,4.24446,-0.76224,0.12604,0.77259,0.18202,0.86903995,0.21240999,3.2426405,3.7364647,0.0,0.97999996,2.4946322,1_3
1_3_4,MWG_rep,stoch,4.0,4.164,4.0022798,5.0900397,-0.92604,0.112239994,0.93281996,0.18326,0.93187,0.17661999,3.9419029,4.3841567,0.0,0.266,2.4946322,1_3
1_4_0,true_net,dynamic,2.0,4.37186,3.9670298,4.3885098,-0.016649999,0.01469,0.0222,0.00506,0.016649999,0.00411,4.3433957,4.400784,1.0,1.0,0.2918231,1_4
1_4_0,true_net,stoch,2.0,5.27902,5.05726,5.2989597,-0.01994,0.01766,0.02663,0.0050299997,0.01994,0.00373,5.2447796,5.3137116,1.0,1.0,0.2918231,1_4
1_4_0,obs_net,dynamic,2.0,1.60219,0.83255,4.3885098,-2.78633,0.2679,2.79918,0.63784,2.78633,0.67013997,1.0858282,2.124911,0.0,0.006,5.9383545,1_4
1_4_0,obs_net,stoch,2.0,1.8975799,1.8837899,5.2989597,-3.4013798,0.2962,3.41425,0.64432,3.4013798,0.63118,1.326239,2.4734871,0.0,0.0,5.9383545,1_4
1_4_0,MWG,dynamic,2.0,4.86066,4.59504,4.3885098,0.47213998,0.18906,0.50859,0.11589,0.75813997,0.23271999,4.5226135,5.2870264,0.0,0.97999996,2.528123,1_4
1_4_0,MWG,stoch,2.0,5.92839,5.7412,5.2989597,0.62943,0.22687,0.66907,0.12626,0.67175,0.13950999,5.542651,6.4429245,0.0,0.644,2.528123,1_4
1_4_0,MWG_rep,dynamic,2.0,3.7426798,3.5760698,4.3885098,-0.64583,0.12321,0.65748,0.14982,0.84147996,0.21070999,3.5104392,3.9941788,0.0,0.982,2.1161737,1_4
1_4_0,MWG_rep,stoch,2.0,4.56609,4.38572,5.2989597,-0.73287,0.123689994,0.74324,0.14026,0.75948995,0.13784,4.345316,4.8262014,0.0,0.428,2.1161737,1_4
1_4_1,true_net,dynamic,2.5,4.3715997,3.9666698,4.3885098,-0.01691,0.014789999,0.02247,0.00512,0.01691,0.00417,4.3426747,4.3998437,1.0,1.0,0.2950808,1_4
1_4_1,true_net,stoch,2.5,5.2787,5.0569,5.2989597,-0.02025,0.01778,0.02695,0.0050899996,0.02025,0.00379,5.243907,5.312726,1.0,1.0,0.2950808,1_4
1_4_1,obs_net,dynamic,2.5,1.6086199,0.89787,4.3885098,-2.7798998,0.33108,2.79954,0.63793,2.7798998,0.66639,0.9485848,2.2407236,0.0,0.007999999,6.024461,1_4
1_4_1,obs_net,stoch,2.5,1.91104,1.90318,5.2989597,-3.38792,0.36864,3.4079099,0.64313,3.38792,0.62834,1.1763434,2.614402,0.0,0.0,6.024461,1_4
1_4_1,MWG,dynamic,2.5,3.6517599,3.3060598,4.3885098,-0.73675,0.16985999,0.75608,0.17229,0.875,0.21074,3.3509855,3.9948425,0.0,0.9,2.551107,1_4
1_4_1,MWG,stoch,2.5,4.43404,4.23592,5.2989597,-0.86491,0.16524999,0.88056,0.16618,0.87315,0.161,4.171522,4.803524,0.0,0.534,2.551107,1_4
1_4_1,MWG_rep,dynamic,2.5,3.76599,3.6016,4.3885098,-0.62253,0.14484,0.63914996,0.14564,0.85099995,0.20910999,3.48768,4.058103,0.0,0.972,2.1396487,1_4
1_4_1,MWG_rep,stoch,2.5,4.5517397,4.37243,5.2989597,-0.74722,0.13947,0.76013,0.14344999,0.77943,0.14116,4.278556,4.816107,0.0,0.44799998,2.1396487,1_4
1_4_2,true_net,dynamic,3.0,4.37138,3.96643,4.3885098,-0.017129999,0.01476,0.02261,0.00515,0.017129999,0.00423,4.341212,4.400205,1.0,1.0,0.29455236,1_4
1_4_2,true_net,stoch,3.0,5.27844,5.05677,5.2989597,-0.02052,0.01774,0.02712,0.00512,0.02052,0.00384,5.242229,5.313077,1.0,1.0,0.29455236,1_4
1_4_2,obs_net,dynamic,3.0,1.4641199,0.81259,4.3885098,-2.9243999,0.41792998,2.95411,0.67315,2.9243999,0.705,0.6334748,2.2779586,0.0,0.012,6.2617474,1_4
1_4_2,obs_net,stoch,3.0,1.7587299,1.7504,5.2989597,-3.5402298,0.47129,3.57146,0.67399,3.5402298,0.65781,0.82138175,2.6753132,0.0,0.0,6.2617474,1_4
1_4_2,MWG,dynamic,3.0,3.51138,3.2101798,4.3885098,-0.87713,0.1196,0.88525,0.20172,0.96408,0.23245,3.2797828,3.7536888,0.0,0.876,2.9413772,1_4
1_4_2,MWG,stoch,3.0,4.21124,4.01649,5.2989597,-1.0877199,0.13308999,1.09583,0.2068,1.08933,0.20195,3.9721856,4.4793096,0.0,0.324,2.9413772,1_4
