idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist,iteration
33_2_3,true_net,dynamic,3.5,4.6637397,4.32098,4.6784997,-0.01476,0.01592,0.02171,0.00464,0.01476,0.00332,4.6325974,4.6951904,1.0,1.0,0.28300023,33_2
33_2_3,true_net,stoch,3.5,5.1184297,4.91003,5.1346297,-0.0162,0.01747,0.02382,0.00464,0.0162,0.00314,5.084254,5.15295,1.0,1.0,0.28300023,33_2
33_2_3,obs_net,dynamic,3.5,1.2804099,0.70501,4.6784997,-3.3981,0.56448,3.44466,0.73627,3.3981,0.77852,0.17187957,2.3661072,0.0,0.0,6.7249794,33_2
33_2_3,obs_net,stoch,3.5,1.3957,1.3921599,5.1346297,-3.73893,0.59422,3.7858498,0.73732,3.73893,0.72032,0.23065747,2.538917,0.0,0.0,6.7249794,33_2
33_2_3,MWG,dynamic,3.5,3.9551399,3.76646,4.6784997,-0.72336,0.14011,0.73679996,0.15749,0.86912,0.18891999,3.677319,4.224361,0.0,0.928,2.3110874,33_2
33_2_3,MWG,stoch,3.5,4.37744,4.19756,5.1346297,-0.7572,0.13538,0.76919997,0.14981,0.76799,0.14418,4.1302896,4.653423,0.0,0.498,2.3110874,33_2
33_2_3,MWG_rep,dynamic,3.5,3.80564,3.6699798,4.6784997,-0.87285995,0.18895,0.89308,0.19089,0.98573995,0.21549,3.501621,4.21889,0.0,0.968,2.5681145,33_2
33_2_3,MWG_rep,stoch,3.5,4.24619,4.07049,5.1346297,-0.88844997,0.17327,0.90518,0.17628999,0.89496,0.16867,3.9719477,4.626458,0.0,0.31399998,2.5681145,33_2
33_2_4,true_net,dynamic,4.0,4.66361,4.32077,4.6784997,-0.014889999,0.016139999,0.02196,0.00469,0.014889999,0.00335,4.631778,4.695009,1.0,1.0,0.2847209,33_2
33_2_4,true_net,stoch,4.0,5.11829,4.9098997,5.1346297,-0.016339999,0.01771,0.0241,0.00469,0.016339999,0.0031599998,5.083355,5.1527505,1.0,1.0,0.2847209,33_2
33_2_4,obs_net,dynamic,4.0,0.67504,0.14771,4.6784997,-4.00346,0.67131,4.05936,0.86766,4.00346,0.93504995,-0.61368877,1.999622,0.0,0.0,7.455726,33_2
33_2_4,obs_net,stoch,4.0,0.75582,0.74641997,5.1346297,-4.37881,0.71130997,4.4362097,0.86398,4.37881,0.84865,-0.6086994,2.1595724,0.0,0.0,7.455726,33_2
33_2_4,MWG,dynamic,4.0,3.78142,3.62617,4.6784997,-0.89708,0.12524,0.90577996,0.1936,0.97462,0.21056,3.5374107,4.028029,0.0,0.936,2.4015481,33_2
33_2_4,MWG,stoch,4.0,4.2543,4.0802197,5.1346297,-0.88032997,0.105229996,0.88659996,0.17266999,0.88658,0.16726999,4.062441,4.4747353,0.0,0.384,2.4015481,33_2
33_2_4,MWG_rep,dynamic,4.0,4.10114,3.94833,4.6784997,-0.57736,0.1548,0.59775,0.12776999,0.79568,0.18105,3.7830958,4.394544,0.0,0.978,2.4070168,33_2
33_2_4,MWG_rep,stoch,4.0,4.50849,4.32856,5.1346297,-0.62614,0.12652,0.63879,0.124409996,0.66414,0.12404,4.243014,4.736862,0.0,0.478,2.4070168,33_2
33_3_0,true_net,dynamic,2.0,3.86606,3.3667998,3.87535,-0.0092899995,0.013359999,0.01627,0.0042,0.00981,0.00315,3.840313,3.8919642,1.0,1.0,0.32867882,33_3
33_3_0,true_net,stoch,2.0,5.1117697,4.92483,5.1240697,-0.0123,0.01767,0.02152,0.0042,0.0123,0.00235,5.077725,5.146047,1.0,1.0,0.32867882,33_3
33_3_0,obs_net,dynamic,2.0,0.9241,0.23861,3.87535,-2.9512498,0.22206,2.95959,0.7637,2.9512498,0.82591,0.48565087,1.3546675,0.0,0.0,6.4117293,33_3
33_3_0,obs_net,stoch,2.0,1.21037,1.2062299,5.1240697,-3.9136999,0.27398,3.92328,0.76566,3.9136999,0.75711995,0.66920877,1.741334,0.0,0.0,6.4117293,33_3
33_3_0,MWG,dynamic,2.0,3.0230598,2.73505,3.87535,-0.85229,0.09603,0.85767996,0.22131999,0.93887997,0.25153,2.845822,3.2223637,0.0,0.88199997,2.6903012,33_3
33_3_0,MWG,stoch,2.0,3.89759,3.72589,5.1240697,-1.22648,0.115169995,1.2318699,0.24041,1.22648,0.23648,3.6931298,4.1345353,0.0,0.17799999,2.6903012,33_3
33_3_0,MWG_rep,dynamic,2.0,3.2373998,3.02467,3.87535,-0.63795,0.111209996,0.64756995,0.1671,0.80021995,0.22292,3.0195963,3.4492161,0.0,0.96599996,2.4119508,33_3
33_3_0,MWG_rep,stoch,2.0,4.1946397,4.01789,5.1240697,-0.92942995,0.11369,0.93636,0.18273999,0.93562996,0.17729,3.9682481,4.4117093,0.0,0.264,2.4119508,33_3
33_3_1,true_net,dynamic,2.5,3.86621,3.3669698,3.87535,-0.00914,0.013479999,0.01629,0.0042,0.00973,0.0031299999,3.8397021,3.8923883,1.0,1.0,0.32702813,33_3
33_3_1,true_net,stoch,2.5,5.11197,4.92504,5.1240697,-0.0121,0.017819999,0.02154,0.0042,0.0121,0.00231,5.0769196,5.146591,1.0,1.0,0.32702813,33_3
33_3_1,obs_net,dynamic,2.5,0.83928996,0.19089,3.87535,-3.0360599,0.28336,3.04926,0.78683,3.0360599,0.85327,0.2858185,1.3979814,0.0,0.0,6.608658,33_3
33_3_1,obs_net,stoch,2.5,1.10606,1.1037099,5.1240697,-4.0180097,0.34840998,4.03308,0.78709,4.0180097,0.77808,0.42521897,1.793003,0.0,0.0,6.608658,33_3
33_3_1,MWG,dynamic,2.5,3.07313,2.79146,3.87535,-0.80222,0.084309995,0.80663997,0.20815,0.89404,0.24207999,2.9035544,3.2328155,0.0,0.89199996,2.5427668,33_3
33_3_1,MWG,stoch,2.5,4.01356,3.8313198,5.1240697,-1.11051,0.082559995,1.11358,0.21732,1.11051,0.21316999,3.8452778,4.1631866,0.0,0.21,2.5427668,33_3
33_3_1,MWG_rep,dynamic,2.5,3.03214,2.8344,3.87535,-0.84321,0.108169995,0.85012,0.21937,0.96026,0.26384,2.8168375,3.2404513,0.0,0.95,2.45141,33_3
33_3_1,MWG_rep,stoch,2.5,4.05085,3.88129,5.1240697,-1.07322,0.094639994,1.07739,0.21025999,1.07656,0.20484999,3.8691828,4.23475,0.0,0.16399999,2.45141,33_3
33_3_2,true_net,dynamic,3.0,3.86606,3.36692,3.87535,-0.0092899995,0.013309999,0.01623,0.00419,0.0098399995,0.0031599998,3.840008,3.8921914,1.0,1.0,0.32630092,33_3
33_3_2,true_net,stoch,3.0,5.1117797,4.92486,5.1240697,-0.01229,0.0176,0.02147,0.00419,0.01229,0.00235,5.0773277,5.146325,1.0,1.0,0.32630092,33_3
33_3_2,obs_net,dynamic,3.0,0.6992,0.0936,3.87535,-3.1761498,0.35931998,3.19641,0.82479995,3.1761498,0.89923996,0.0030729615,1.4073225,0.0,0.0,6.8701296,33_3
33_3_2,obs_net,stoch,3.0,0.93306,0.93068,5.1240697,-4.19101,0.44509,4.21458,0.82251,4.19101,0.81286997,0.07186691,1.8121485,0.0,0.0,6.8701296,33_3
33_3_2,MWG,dynamic,3.0,3.5679698,3.27137,3.87535,-0.30738,0.15443,0.34399,0.088759996,0.63642997,0.19272,3.2257667,3.8212152,0.0,0.97599995,1.7679687,33_3
33_3_2,MWG,stoch,3.0,4.67911,4.5131598,5.1240697,-0.44496,0.17781,0.47917,0.093509994,0.50951,0.09473,4.2940803,5.006714,0.0,0.78599995,1.7679687,33_3
33_3_2,MWG_rep,dynamic,3.0,3.2802699,3.0702999,3.87535,-0.59507996,0.11412,0.60593,0.15635,0.77125,0.21538,3.059833,3.497162,0.0,0.968,2.3198779,33_3
33_3_2,MWG_rep,stoch,3.0,4.2476797,4.0808,5.1240697,-0.87639,0.09973,0.88205,0.17214,0.88479,0.1665,4.0561485,4.4405046,0.0,0.32999998,2.3198779,33_3
33_3_3,true_net,dynamic,3.5,3.86623,3.36686,3.87535,-0.00912,0.013429999,0.01623,0.00419,0.00969,0.00311,3.8402715,3.892893,1.0,1.0,0.32739323,33_3
33_3_3,true_net,stoch,3.5,5.112,4.92504,5.1240697,-0.012069999,0.01776,0.02147,0.00419,0.012069999,0.0023,5.077665,5.1472554,1.0,1.0,0.32739323,33_3
33_3_3,obs_net,dynamic,3.5,0.32099998,-0.23388,3.87535,-3.55435,0.47123998,3.58545,0.92519,3.55435,1.02336,-0.61148125,1.2216275,0.0,0.0,7.4350514,33_3
33_3_3,obs_net,stoch,3.5,0.46041998,0.46543,5.1240697,-4.66365,0.58803,4.7005796,0.91735,4.66365,0.90797997,-0.70205635,1.5847609,0.0,0.0,7.4350514,33_3
33_3_3,MWG,dynamic,3.5,3.36298,3.0832498,3.87535,-0.51237,0.11989,0.52621,0.13577999,0.71125,0.20065999,3.0957866,3.5742357,0.0,0.95,2.0899363,33_3
33_3_3,MWG,stoch,3.5,4.37554,4.2044797,5.1240697,-0.74854,0.14059,0.76162,0.14863999,0.75553,0.14269,4.05374,4.6113596,0.0,0.542,2.0899363,33_3
33_3_3,MWG_rep,dynamic,3.5,3.13696,2.99589,3.87535,-0.73838997,0.12511,0.74891,0.19325,0.88439,0.24402,2.8908184,3.3780258,0.0,0.97599995,2.5128078,33_3
33_3_3,MWG_rep,stoch,3.5,4.0629597,3.91869,5.1240697,-1.06111,0.11951999,1.06782,0.20839,1.0692999,0.20199999,3.8252795,4.2895117,0.0,0.18599999,2.5128078,33_3
33_3_4,true_net,dynamic,4.0,3.8659098,3.36669,3.87535,-0.00944,0.013549999,0.01651,0.00426,0.00991,0.00318,3.839439,3.8921764,1.0,1.0,0.32583815,33_3
33_3_4,true_net,stoch,4.0,5.11158,4.9246697,5.1240697,-0.01249,0.017919999,0.021839999,0.00426,0.01249,0.00238,5.0765777,5.14631,1.0,1.0,0.32583815,33_3
33_3_4,obs_net,dynamic,4.0,-0.3922,-0.93973,3.87535,-4.26755,0.55478,4.30346,1.1104699,4.26755,1.2563499,-1.4818094,0.6900887,0.0,0.0,8.449534,33_3
33_3_4,obs_net,stoch,4.0,-0.44063,-0.43601,5.1240697,-5.5647097,0.69741,5.6082397,1.0944899,5.5647097,1.08929,-1.8099949,0.9215322,0.0,0.0,8.449534,33_3
33_3_4,MWG,dynamic,4.0,3.4805999,3.21769,3.87535,-0.39475,0.10724,0.40906,0.10555,0.67919,0.19915,3.2810466,3.6735976,0.0,0.958,2.0436306,33_3
33_3_4,MWG,stoch,4.0,4.53612,4.36476,5.1240697,-0.58795,0.10517,0.59727997,0.11656,0.62035,0.116119996,4.343197,4.747667,0.0,0.59599996,2.0436306,33_3
33_3_4,MWG_rep,dynamic,4.0,3.20956,3.02735,3.87535,-0.6658,0.13239999,0.67882997,0.17516999,0.83675,0.23073,2.9488118,3.4613369,0.0,0.968,2.3627694,33_3
33_3_4,MWG_rep,stoch,4.0,4.2480297,4.0841,5.1240697,-0.87604,0.123519994,0.8847,0.17266,0.88688,0.16680999,3.9999852,4.4878044,0.0,0.278,2.3627694,33_3
33_4_0,true_net,dynamic,2.0,3.8243499,3.37107,3.82559,-0.00124,0.01419,0.014239999,0.00372,0.0069199996,0.00171,3.7963486,3.8524466,1.0,1.0,0.2647249,33_4
33_4_0,true_net,stoch,2.0,5.0004897,4.81925,5.0015097,-0.00102,0.01881,0.01884,0.0037699998,0.0014899999,0.00031,4.9634023,5.0377297,1.0,1.0,0.2647249,33_4
33_4_0,obs_net,dynamic,2.0,1.52027,0.75606996,3.82559,-2.30532,0.22725,2.31649,0.60552996,2.30532,0.64502,1.080753,1.969322,0.0,0.006,5.9343634,33_4
33_4_0,obs_net,stoch,2.0,1.7944499,1.7799699,5.0015097,-3.2070498,0.25575,3.2172399,0.64325,3.2070498,0.63152,1.298499,2.299047,0.0,0.0,5.9343634,33_4
33_4_0,MWG,dynamic,2.0,3.80575,3.59762,3.82559,-0.01984,0.13823,0.13965,0.0365,0.53935,0.18002999,3.5502994,4.090711,1.0,0.99399996,2.0946224,33_4
33_4_0,MWG,stoch,2.0,4.85566,4.6936197,5.0015097,-0.14585,0.16375,0.21927999,0.04384,0.35448,0.0708,4.552474,5.170188,1.0,0.886,2.0946224,33_4
33_4_0,MWG_rep,dynamic,2.0,3.22942,3.1004698,3.82559,-0.59617,0.12923999,0.61000997,0.15946,0.72106,0.20460999,2.9801695,3.4867308,0.0,0.98999995,2.3934793,33_4
33_4_0,MWG_rep,stoch,2.0,4.1345797,3.98626,5.0015097,-0.86692,0.11142,0.87404996,0.17476,0.87768,0.16971,3.9175181,4.352353,0.0,0.274,2.3934793,33_4
33_4_1,true_net,dynamic,2.5,3.8241298,3.37088,3.82559,-0.0014599999,0.01409,0.014169999,0.0037,0.00685,0.00168,3.796621,3.8517432,1.0,1.0,0.2669357,33_4
33_4_1,true_net,stoch,2.5,5.0002,4.81912,5.0015097,-0.00131,0.018679999,0.01872,0.0037399998,0.0016699999,0.00036,4.9633965,5.0366483,1.0,1.0,0.2669357,33_4
33_4_1,obs_net,dynamic,2.5,1.60863,0.9149,3.82559,-2.21696,0.29264998,2.2361898,0.58454,2.21696,0.61373,1.0413812,2.1819155,0.0,0.0139999995,5.9344225,33_4
33_4_1,obs_net,stoch,2.5,1.89226,1.87964,5.0015097,-3.1092398,0.32858,3.12656,0.62512,3.1092398,0.6113,1.256848,2.53428,0.0,0.0,5.9344225,33_4
33_4_1,MWG,dynamic,2.5,2.9544299,2.69341,3.82559,-0.87116,0.10725,0.87772995,0.22943999,0.93073,0.25145,2.7593858,3.1723218,0.0,0.89,2.6329365,33_4
33_4_1,MWG,stoch,2.5,3.85231,3.68004,5.0015097,-1.1492,0.11705,1.1551399,0.23096,1.1499599,0.22721,3.671835,4.1456027,0.0,0.192,2.6329365,33_4
33_4_1,MWG_rep,dynamic,2.5,2.93746,2.8220599,3.82559,-0.88812,0.1582,0.90209997,0.23581,0.95385,0.25711998,2.6711338,3.2868896,0.0,0.96599996,2.795373,33_4
33_4_1,MWG_rep,stoch,2.5,3.75891,3.60933,5.0015097,-1.24259,0.16769,1.25386,0.2507,1.24358,0.24306,3.496348,4.13395,0.0,0.124,2.795373,33_4
33_4_2,true_net,dynamic,3.0,3.8244898,3.37123,3.82559,-0.0011,0.014269999,0.0143099995,0.0037399998,0.00696,0.00174,3.7968524,3.852221,1.0,1.0,0.27079198,33_4
33_4_2,true_net,stoch,3.0,5.00068,4.81944,5.0015097,-0.00081999996,0.0189,0.018919999,0.00378,0.00139,0.00029,4.964115,5.0374184,1.0,1.0,0.27079198,33_4
33_4_2,obs_net,dynamic,3.0,1.7027899,1.07576,3.82559,-2.1227999,0.36314,2.15363,0.56295997,2.1227999,0.58169997,0.9939281,2.4233854,0.0,0.042,5.897877,33_4
33_4_2,obs_net,stoch,3.0,2.00759,2.0033998,5.0015097,-2.9939198,0.41202,3.02213,0.60424,2.9939098,0.58747,1.202411,2.8242178,0.0,0.0,5.897877,33_4
33_4_2,MWG,dynamic,3.0,3.40516,3.1998398,3.82559,-0.42042997,0.13917999,0.44285998,0.11576,0.64782,0.18626,3.1345918,3.6728501,0.0,0.97999996,2.204805,33_4
33_4_2,MWG,stoch,3.0,4.41,4.24809,5.0015097,-0.5915,0.16320999,0.61360997,0.12267999,0.62446,0.1197,4.0789766,4.7019715,0.0,0.652,2.204805,33_4
33_4_2,MWG_rep,dynamic,3.0,3.25599,3.1079,3.82559,-0.5696,0.13427,0.58520997,0.15297,0.73389,0.20705,3.008768,3.527541,0.0,0.988,2.4122386,33_4
33_4_2,MWG_rep,stoch,3.0,4.134,3.987,5.0015097,-0.86750996,0.13168,0.87744,0.17544,0.87891,0.1697,3.8774915,4.3894143,0.0,0.29999998,2.4122386,33_4
33_4_3,true_net,dynamic,3.5,3.82408,3.37071,3.82559,-0.00151,0.01445,0.014529999,0.0037999998,0.00683,0.0016699999,3.7961993,3.852555,1.0,1.0,0.26956287,33_4
33_4_3,true_net,stoch,3.5,5.0001297,4.81884,5.0015097,-0.00137,0.019159999,0.01921,0.00384,0.00172,0.00037,4.9634037,5.037776,1.0,1.0,0.26956287,33_4
33_4_3,obs_net,dynamic,3.5,1.5893899,1.0202199,3.82559,-2.2361898,0.45027,2.28107,0.59626997,2.2361898,0.61745,0.7036123,2.4688978,0.0,0.051999997,6.084232,33_4
33_4_3,obs_net,stoch,3.5,1.8865299,1.8827,5.0015097,-3.11497,0.51563,3.1573598,0.63128,3.11497,0.61228,0.87464035,2.8936024,0.0,0.0,6.084232,33_4
33_4_3,MWG,dynamic,3.5,3.1934,2.97314,3.82559,-0.63219,0.12543,0.64451,0.16847,0.75734997,0.20818,2.966302,3.4631803,0.0,0.954,2.3150496,33_4
33_4_3,MWG,stoch,3.5,4.13755,3.9805598,5.0015097,-0.86395997,0.111379996,0.87110996,0.17417,0.86916,0.16861999,3.93613,4.378076,0.0,0.378,2.3150496,33_4
33_4_3,MWG_rep,dynamic,3.5,3.1398299,3.0149999,3.82559,-0.68575996,0.10486,0.69373,0.18134,0.80355,0.22044,2.937498,3.3487685,0.0,0.97999996,2.663466,33_4
33_4_3,MWG_rep,stoch,3.5,4.06326,3.9124398,5.0015097,-0.93825,0.10136,0.94370997,0.18868,0.94394,0.18244,3.8662808,4.262056,0.0,0.228,2.663466,33_4
33_4_4,true_net,dynamic,4.0,3.8241599,3.37075,3.82559,-0.00143,0.0144299995,0.0145,0.00379,0.00677,0.00166,3.7962134,3.8523293,1.0,1.0,0.264833,33_4
33_4_4,true_net,stoch,4.0,5.00023,4.8189497,5.0015097,-0.00128,0.019129999,0.01917,0.0038299998,0.0016399999,0.00035,4.9632125,5.0376835,1.0,1.0,0.264833,33_4
33_4_4,obs_net,dynamic,4.0,1.10666,0.58513,3.82559,-2.71892,0.56558996,2.77713,0.72593,2.71892,0.77382,0.006427825,2.2172046,0.0,0.015999999,6.7132077,33_4
33_4_4,obs_net,stoch,4.0,1.33678,1.3387699,5.0015097,-3.6647298,0.65599,3.72298,0.74437,3.6647298,0.72538,0.060775798,2.622913,0.0,0.0,6.7132077,33_4
33_4_4,MWG,dynamic,4.0,3.1808,2.99494,3.82559,-0.64479,0.11204,0.65445,0.17107,0.7614,0.20942,2.9556017,3.3881812,0.0,0.96599996,2.531138,33_4
33_4_4,MWG,stoch,4.0,4.1448097,3.9749799,5.0015097,-0.85669,0.11012,0.86373997,0.1727,0.86162996,0.16767,3.9239583,4.3427076,0.0,0.31599998,2.531138,33_4
33_4_4,MWG_rep,dynamic,4.0,3.30067,3.13502,3.82559,-0.52492,0.13987,0.54323,0.14199999,0.68727,0.19326,3.0305312,3.5763547,0.0,0.978,2.3649664,33_4
33_4_4,MWG_rep,stoch,4.0,4.2651997,4.1054,5.0015097,-0.73631,0.12966,0.74763,0.14948,0.7507,0.14451,3.9936302,4.500809,0.0,0.392,2.3649664,33_4
33_5_0,true_net,dynamic,2.0,4.36025,3.90164,4.37283,-0.01258,0.01447,0.01917,0.00438,0.01258,0.0029799999,4.3325086,4.388735,1.0,1.0,0.27589437,33_5
33_5_0,true_net,stoch,2.0,5.0380297,4.8400297,5.05258,-0.0145499995,0.01674,0.02218,0.00439,0.0145499995,0.00287,5.0059013,5.0710297,1.0,1.0,0.27589437,33_5
33_5_0,obs_net,dynamic,2.0,1.7498399,0.95001996,4.37283,-2.62299,0.27606,2.63748,0.60315,2.62305,0.6322,1.2082932,2.3029494,0.0,0.012,5.8064117,33_5
33_5_0,obs_net,stoch,2.0,1.9233799,1.90676,5.05258,-3.12921,0.28798,3.1424298,0.62195,3.12921,0.60814,1.3576901,2.5000422,0.0,0.0,5.8064117,33_5
33_5_0,MWG,dynamic,2.0,4.3203897,4.0308,4.37283,-0.05244,0.16736,0.17538999,0.04011,0.60427,0.16826,4.009789,4.604959,1.0,0.982,1.6461757,33_5
33_5_0,MWG,stoch,2.0,4.92737,4.73672,5.05258,-0.12521,0.16085,0.20383999,0.04034,0.35198998,0.070549995,4.6263714,5.206714,1.0,0.90199995,1.6461757,33_5
33_5_0,MWG_rep,dynamic,2.0,4.16919,4.00636,4.37283,-0.20364,0.14817,0.25184998,0.05759,0.67785996,0.18197,3.8840356,4.4580197,1.0,0.98399997,1.9176375,33_5
33_5_0,MWG_rep,stoch,2.0,4.74002,4.5635,5.05258,-0.31256,0.13891,0.34204,0.0677,0.4799,0.09326,4.469984,4.9992557,0.0,0.65599996,1.9176375,33_5
33_5_1,true_net,dynamic,2.5,4.36087,3.9022698,4.37283,-0.01196,0.014579999,0.01886,0.0043099998,0.01196,0.00283,4.332457,4.389238,1.0,1.0,0.27847725,33_5
33_5_1,true_net,stoch,2.5,5.0387397,4.84067,5.05258,-0.013839999,0.01687,0.02182,0.00432,0.013839999,0.0027299998,5.005895,5.0715737,1.0,1.0,0.27847725,33_5
33_5_1,obs_net,dynamic,2.5,1.8386799,1.11579,4.37283,-2.53415,0.34625,2.55769,0.58491,2.5346498,0.60697,1.1582724,2.5049572,0.0,0.022,5.812457,33_5
33_5_1,obs_net,stoch,2.5,2.02761,2.01502,5.05258,-3.0249698,0.36523,3.0469398,0.60305,3.0249698,0.58684,1.3097597,2.730518,0.0,0.0,5.812457,33_5
33_5_1,MWG,dynamic,2.5,4.03017,3.7605999,4.37283,-0.34265998,0.13082999,0.36679,0.08388,0.68404,0.17934999,3.753522,4.2725024,0.0,0.97599995,1.8346968,33_5
33_5_1,MWG,stoch,2.5,4.62911,4.43604,5.05258,-0.42348,0.13136,0.44338,0.087749995,0.49879998,0.096209995,4.345483,4.8854556,0.0,0.788,1.8346968,33_5
33_5_1,MWG_rep,dynamic,2.5,3.92359,3.7333498,4.37283,-0.44924,0.11434,0.46357,0.10601,0.71278,0.17943,3.6954727,4.146662,0.0,0.982,2.1563206,33_5
33_5_1,MWG_rep,stoch,2.5,4.5029798,4.31598,5.05258,-0.54960996,0.11012,0.56053,0.110939994,0.61179996,0.11733,4.290514,4.7217307,0.0,0.552,2.1563206,33_5
33_5_2,true_net,dynamic,3.0,4.36066,3.902,4.37283,-0.01217,0.01444,0.018889999,0.00432,0.01217,0.00289,4.3328595,4.3894925,1.0,1.0,0.28036192,33_5
33_5_2,true_net,stoch,3.0,5.0385,4.84049,5.05258,-0.014079999,0.016719999,0.02186,0.00433,0.014079999,0.00278,5.0063257,5.0718994,1.0,1.0,0.28036192,33_5
33_5_2,obs_net,dynamic,3.0,1.8135799,1.1810399,4.37283,-2.5592499,0.43796,2.5964599,0.59376997,2.55983,0.61265,0.96233565,2.6657481,0.0,0.03,5.904451,33_5
33_5_2,obs_net,stoch,3.0,2.0121,2.0058498,5.05258,-3.04048,0.46754998,3.07622,0.60884,3.04048,0.58981,1.102174,2.9208295,0.0,0.0,5.904451,33_5
33_5_2,MWG,dynamic,3.0,4.2315598,3.96134,4.37283,-0.14127,0.12117,0.18610999,0.04256,0.61485,0.16754,3.9836566,4.4648824,1.0,0.97999996,1.8945674,33_5
33_5_2,MWG,stoch,3.0,4.83076,4.64048,5.05258,-0.22182,0.119629994,0.25202,0.049879998,0.3861,0.075679995,4.6033897,5.062133,1.0,0.84999996,1.8945674,33_5
33_5_2,MWG_rep,dynamic,3.0,3.78327,3.6375198,4.37283,-0.58956,0.13844,0.6056,0.13848999,0.81214,0.20409,3.5162692,4.051823,0.0,0.992,2.19811,33_5
33_5_2,MWG_rep,stoch,3.0,4.37824,4.21209,5.05258,-0.67434996,0.13237,0.68722,0.13600999,0.71941996,0.13680999,4.132055,4.6401706,0.0,0.44799998,2.19811,33_5
33_5_3,true_net,dynamic,3.5,4.36057,3.9018898,4.37283,-0.012259999,0.014389999,0.0189,0.00432,0.012259999,0.00291,4.3324814,4.3884215,1.0,1.0,0.28025034,33_5
33_5_3,true_net,stoch,3.5,5.0383997,4.8403697,5.05258,-0.01418,0.016649999,0.02187,0.00433,0.01418,0.0028,5.005933,5.070631,1.0,1.0,0.28025034,33_5
33_5_3,obs_net,dynamic,3.5,1.23393,0.62522,4.37283,-3.1388998,0.52524996,3.18254,0.72779995,3.1388998,0.77305,0.20187382,2.258905,0.0,0.0139999995,6.6208496,33_5
33_5_3,obs_net,stoch,3.5,1.3970699,1.39858,5.05258,-3.65551,0.56830996,3.69943,0.73218,3.65551,0.71524996,0.28099868,2.5044787,0.0,0.0,6.6208496,33_5
33_5_3,MWG,dynamic,3.5,4.0306797,3.73976,4.37283,-0.34215,0.15502,0.37563,0.0859,0.65905,0.16901,3.700779,4.3301945,0.0,0.96999997,1.8884839,33_5
33_5_3,MWG,stoch,3.5,4.58525,4.3962197,5.05258,-0.46732998,0.14247,0.48856997,0.0967,0.52899,0.102029994,4.2715797,4.876924,0.0,0.774,1.8884839,33_5
33_5_3,MWG_rep,dynamic,3.5,3.8290298,3.6439898,4.37283,-0.5438,0.14762999,0.56347996,0.12886,0.72946995,0.18205999,3.5521,4.1261168,0.0,0.982,2.1392164,33_5
33_5_3,MWG_rep,stoch,3.5,4.3531,4.17382,5.05258,-0.69949,0.14149,0.71366,0.14125,0.73089,0.14009,4.1022615,4.6371236,0.0,0.482,2.1392164,33_5
33_5_4,true_net,dynamic,4.0,4.3607497,3.90202,4.37283,-0.01208,0.01426,0.01869,0.00427,0.01208,0.00287,4.333142,4.3886256,1.0,1.0,0.27763525,33_5
33_5_4,true_net,stoch,4.0,5.0386,4.84058,5.05258,-0.013979999,0.01651,0.021639999,0.00428,0.013979999,0.0027599998,5.006644,5.070855,1.0,1.0,0.27763525,33_5
33_5_4,obs_net,dynamic,4.0,0.84932,0.3181,4.37283,-3.52351,0.65308,3.58352,0.81949997,3.52351,0.88061,-0.43452784,2.1051784,0.0,0.006,7.1239047,33_5
33_5_4,obs_net,stoch,4.0,0.97914,0.98504996,5.05258,-4.07344,0.71397996,4.13554,0.8185,4.07344,0.80059,-0.42503914,2.351045,0.0,0.0,7.1239047,33_5
33_5_4,MWG,dynamic,4.0,3.80968,3.51612,4.37283,-0.56315,0.116069995,0.57499,0.13148999,0.76423997,0.18676999,3.5845673,4.0262547,0.0,0.946,3.2771688,33_5
33_5_4,MWG,stoch,4.0,4.3098197,4.1521397,5.05258,-0.74276,0.12746,0.75361997,0.14915,0.76587,0.14702,4.0637593,4.5348625,0.0,0.552,3.2771688,33_5
33_5_4,MWG_rep,dynamic,4.0,4.14957,3.9558098,4.37283,-0.22326,0.1206,0.25375998,0.058029998,0.62667,0.16601999,3.9107652,4.3827844,1.0,0.98999995,2.0995011,33_5
33_5_4,MWG_rep,stoch,4.0,4.7717,4.58776,5.05258,-0.28089,0.11317,0.30282998,0.05994,0.4294,0.083399996,4.56005,5.007372,0.0,0.76,2.0995011,33_5
33_6_0,true_net,dynamic,2.0,3.87423,3.4535298,3.88512,-0.01089,0.0123499995,0.01647,0.0042399997,0.01089,0.0023,3.8501377,3.8985746,1.0,1.0,0.28286132,33_6
33_6_0,true_net,stoch,2.0,5.06641,4.87891,5.08061,-0.0142,0.016169999,0.02152,0.0042399997,0.0142,0.00284,5.0348663,5.098236,1.0,1.0,0.28286132,33_6
33_6_0,obs_net,dynamic,2.0,1.50342,0.73192,3.88512,-2.3817,0.22109999,2.3919399,0.61566997,2.3817,0.65672,1.0643926,1.9347819,0.0,0.01,6.0010266,33_6
33_6_0,obs_net,stoch,2.0,1.90824,1.8897799,5.08061,-3.17237,0.27065,3.1838899,0.62667996,3.17237,0.61416996,1.3713692,2.4356022,0.0,0.0,6.0010266,33_6
33_6_0,MWG,dynamic,2.0,3.43655,3.12555,3.88512,-0.44856998,0.108669996,0.46155,0.1188,0.63285,0.18066,3.2197874,3.6593058,0.0,0.974,1.993459,33_6
