,idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,MAPE_all,rel_RMSE,rel_RMSE_all,q025,q975,covering,mean_ind_cover,method,estimand,TRUE,model,type,abs_bias,ci_length
148,505.0,0.483,0.48200002,0.632,-0.149,0.041,0.155,0.31300002,0.149,0.22900002,0.23600002,1812.5731,0.060000002,32909150.0,0.402,0.565,0.0,0.272,Linear_observed,dynamic,,Linear,Obs.,0.149,0.16299999999999992
149,505.0,0.312,0.312,0.632,-0.32000002,0.052,0.324,0.47800002,0.32000002,0.384,0.50600004,2263.6812,0.263,68903530.0,0.21000001,0.41500002,0.0,0.36200002,GP_observed,dynamic,,GP,Obs.,0.32000002,0.20500001000000004
150,505.0,1.7370001,1.7350001,2.545,-0.808,0.132,0.81900007,1.072,0.808,0.84700006,0.317,0.3,0.10300001,0.113000005,1.475,1.9990001,0.0,0.15200001,Linear_observed,stoch,,Linear,Obs.,0.808,0.5240000999999999
151,505.0,1.8110001,1.8110001,2.545,-0.734,0.143,0.748,1.169,0.734,0.92300004,0.28800002,0.347,0.086,0.164,1.531,2.0900002,0.0,0.33,GP_observed,stoch,,GP,Obs.,0.734,0.5590002000000001
152,505.0,0.55300003,0.55200005,0.632,-0.079,0.033,0.086,0.27600002,0.079,0.20700002,0.126,2221.0781,0.018000001,59504720.0,0.49100003,0.62,0.0,0.85400003,Linear_3S,dynamic,,Linear,3S,0.079,0.12899997000000002
153,505.0,2.25,2.2480001,2.545,-0.29500002,0.116000004,0.317,0.61300004,0.296,0.47100002,0.116000004,0.178,0.016,0.047000002,2.026,2.479,0.0,0.726,Linear_3S,stoch,,Linear,3S,0.29500002,0.4530000000000003
154,505.0,0.54200006,0.541,0.632,-0.09,0.042000003,0.1,0.36200002,0.091000006,0.24300002,0.14400001,1982.946,0.025,61321572.0,0.46300003,0.62700003,0.0,0.93200004,GP_3S,dynamic,,GP,3S,0.09,0.16400000000000003
155,505.0,2.1030002,2.102,2.545,-0.44200003,0.134,0.462,0.77000004,0.44200003,0.597,0.17400001,0.22500001,0.033,0.07300001,1.843,2.367,0.0,0.88400006,GP_3S,stoch,,GP,3S,0.44200003,0.524
156,505.0,0.68700004,0.68600005,0.632,0.055000003,0.025,0.060000002,0.22600001,0.055000003,0.177,0.087000005,3565.882,0.009000001,96291980.0,0.638,0.73700005,0.0,0.19800001,Linear_1S,dynamic,,Linear,1S,0.055000003,0.09900005
157,505.0,0.679,0.679,0.632,0.047000002,0.036000002,0.059000004,0.317,0.05,0.21000001,0.079,3866.5522,0.009000001,115793540.0,0.60800004,0.75100005,1.0,0.5,GP_1S,dynamic,,GP,1S,0.047000002,0.14300001000000007
