,idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,MAPE_all,rel_RMSE,rel_RMSE_all,q025,q975,covering,mean_ind_cover,method,estimand,TRUE,model,type,abs_bias,ci_length
23,90.0,1.524,1.5230001,2.647,-1.123,0.13100001,1.13,1.4310001,1.1220001,1.179,0.42400002,0.42100003,0.18200001,0.22200002,1.266,1.7830001,0.0,0.208,GP_observed,stoch,,GP,Obs.,1.123,0.5170001
24,90.0,0.62100005,0.62,0.725,-0.104,0.041,0.112,0.30900002,0.104,0.23700002,0.14400001,2315.3862,0.024,71908920.0,0.54300004,0.70400006,0.0,0.81600004,Linear_3S,dynamic,,Linear,3S,0.104,0.16100002000000002
25,90.0,2.107,2.1060002,2.647,-0.54,0.126,0.554,0.791,0.54,0.63100004,0.20400001,0.223,0.044000003,0.067,1.8640001,2.355,0.0,0.56600004,Linear_3S,stoch,,Linear,3S,0.54,0.49099990000000004
26,90.0,0.60700005,0.606,0.725,-0.11800001,0.05,0.128,0.48400003,0.11800001,0.323,0.163,2156.28,0.031000001,93335640.0,0.51000005,0.707,0.0,0.95600003,GP_3S,dynamic,,GP,3S,0.11800001,0.19699994999999992
27,90.0,1.9240001,1.9230001,2.647,-0.72300005,0.13900001,0.73600006,1.0320001,0.72200006,0.827,0.273,0.30200002,0.07700001,0.12100001,1.654,2.1980002,0.0,0.79600006,GP_3S,stoch,,GP,3S,0.72300005,0.5440002000000002
28,90.0,0.814,0.814,0.725,0.089,0.035,0.095000006,0.26200002,0.089,0.216,0.123,3912.412,0.017,144299660.0,0.74600005,0.882,0.0,0.21800001,Linear_1S,dynamic,,Linear,1S,0.089,0.13599994999999998
29,90.0,0.735,0.74100006,0.725,0.010000001,0.055000003,0.056,0.39900002,0.045,0.26000002,0.062000003,3344.039,0.006,113181570.0,0.61,0.82900006,1.0,0.56600004,GP_1S,dynamic,,GP,1S,0.010000001,0.21900006000000005
30,90.0,2.7970002,2.7970002,2.647,0.15,0.12200001,0.194,0.46,0.163,0.36200002,0.061000004,0.15400001,0.0050000004,0.044000003,2.5570002,3.039,1.0,0.41000003,Linear_1S,stoch,,Linear,1S,0.15,0.4819998000000001
31,90.0,2.4980001,2.499,2.647,-0.149,0.17,0.22600001,0.646,0.18400002,0.439,0.069000006,0.163,0.007,0.046000004,2.16,2.8300002,1.0,0.712,GP_1S,stoch,,GP,1S,0.149,0.6700002
32,145.0,0.63100004,0.63100004,0.638,-0.007,0.016,0.017,0.039,0.014,0.019000001,0.022000002,0.029000001,0.001,0.002,0.59900004,0.66200006,1.0,1.0,Linear_oracle,dynamic,,Linear,Oracle,0.007,0.06300002000000005
33,145.0,0.624,0.624,0.638,-0.014,0.019000001,0.023000002,0.14500001,0.019000001,0.063,0.030000001,0.117000006,0.001,0.032,0.587,0.661,1.0,1.0,GP_oracle,dynamic,,GP,Oracle,0.014,0.07400000000000007
34,145.0,2.799,2.798,2.8240001,-0.025,0.076000005,0.080000006,0.087000005,0.064,0.066,0.023000002,0.023000002,0.001,0.001,2.6480002,2.9440002,1.0,1.0,Linear_oracle,stoch,,Linear,Oracle,0.025,0.29600000000000026
35,145.0,2.71,2.7110002,2.8240001,-0.11400001,0.080000006,0.13900001,0.35000002,0.119,0.172,0.042000003,0.058000002,0.002,0.007,2.551,2.8650002,1.0,0.998,GP_oracle,stoch,,GP,Oracle,0.11400001,0.31400019999999973
36,145.0,0.50600004,0.50600004,0.638,-0.132,0.034,0.136,0.29900002,0.132,0.20400001,0.20700002,1452.2921,0.046000004,25573684.0,0.439,0.572,0.0,0.29000002,Linear_observed,dynamic,,Linear,Obs.,0.132,0.13299999999999995
37,145.0,0.35200003,0.35200003,0.638,-0.286,0.061000004,0.29200003,0.48200002,0.286,0.351,0.448,1464.9291,0.21000001,38364416.0,0.23200001,0.47000003,0.0,0.49400002,GP_observed,dynamic,,GP,Obs.,0.286,0.23800002
38,145.0,1.812,1.812,2.8240001,-1.0120001,0.11800001,1.018,1.2770001,1.011,1.0480001,0.358,0.337,0.13000001,0.13900001,1.58,2.042,0.0,0.124000005,Linear_observed,stoch,,Linear,Obs.,1.0120001,0.46199999999999974
39,145.0,1.8510001,1.8500001,2.8240001,-0.97300005,0.128,0.98100007,1.3900001,0.97200006,1.128,0.344,0.38000003,0.12100001,0.19000001,1.603,2.1030002,0.0,0.254,GP_observed,stoch,,GP,Obs.,0.97300005,0.5000001999999999
40,145.0,0.54,0.53900003,0.638,-0.098000005,0.032,0.10300001,0.263,0.098000005,0.19000001,0.15300001,1462.1381,0.026,31903698.0,0.48000002,0.606,0.0,0.84400004,Linear_3S,dynamic,,Linear,3S,0.098000005,0.12599997999999996
41,145.0,2.2900002,2.288,2.8240001,-0.53400004,0.135,0.551,0.804,0.53400004,0.646,0.18900001,0.21700001,0.038000003,0.064,2.0300002,2.555,0.0,0.582,Linear_3S,stoch,,Linear,3S,0.53400004,0.5249998000000002
42,145.0,0.513,0.514,0.638,-0.125,0.042000003,0.13100001,0.39200002,0.124000005,0.24100001,0.19500001,1220.8451,0.042000003,29341676.0,0.43,0.595,0.0,0.924,GP_3S,dynamic,,GP,3S,0.125,0.16499999999999998
43,145.0,2.128,2.128,2.8240001,-0.69600004,0.147,0.711,1.0320001,0.69600004,0.80600005,0.246,0.272,0.063,0.102000006,1.8390001,2.417,0.0,0.81600004,GP_3S,stoch,,GP,3S,0.69600004,0.5779998999999998
44,145.0,0.71000004,0.71000004,0.638,0.072000004,0.026,0.07700001,0.21300001,0.072000004,0.17,0.113000005,2626.0642,0.015000001,68289960.0,0.65800005,0.762,0.0,0.22200002,Linear_1S,dynamic,,Linear,1S,0.072000004,0.10399995000000006
45,145.0,0.66800004,0.66700006,0.638,0.030000001,0.038000003,0.048,0.324,0.039,0.215,0.061000004,2719.883,0.006,77029380.0,0.595,0.74200004,1.0,0.45200002,GP_1S,dynamic,,GP,1S,0.030000001,0.14700004
46,145.0,3.1590002,3.1590002,2.8240001,0.335,0.128,0.35900003,0.55700004,0.33600003,0.448,0.119,0.18200001,0.016,0.060000002,2.904,3.413,0.0,0.33600003,Linear_1S,stoch,,Linear,1S,0.335,0.5089999999999999
47,145.0,3.025,3.0240002,2.8240001,0.201,0.171,0.264,0.744,0.22100002,0.52500004,0.078,0.19800001,0.009000001,0.07,2.687,3.357,1.0,0.554,GP_1S,stoch,,GP,1S,0.201,0.6700000000000004
48,200.0,0.63000005,0.63000005,0.64100003,-0.011000001,0.018000001,0.021000002,0.05,0.017,0.024,0.026,0.031000001,0.001,0.002,0.595,0.66400003,1.0,1.0,Linear_oracle,dynamic,,Linear,Oracle,0.011000001,0.06900002999999999
49,200.0,0.58000004,0.58100003,0.64100003,-0.061000004,0.027,0.066,0.29000002,0.061000004,0.094000004,0.095000006,0.128,0.011000001,0.059000004,0.52400005,0.629,0.0,0.98600006,GP_oracle,dynamic,,GP,Oracle,0.061000004,0.10499994999999995
50,200.0,2.7240002,2.7240002,2.7710001,-0.047000002,0.076000005,0.089,0.096,0.072000004,0.075,0.026,0.027,0.001,0.001,2.5760002,2.8730001,1.0,1.0,Linear_oracle,stoch,,Linear,Oracle,0.047000002,0.2969998999999999
51,200.0,2.6060002,2.6060002,2.7710001,-0.165,0.085,0.186,0.55,0.16700001,0.20400001,0.060000002,0.058000002,0.004,0.012,2.4390001,2.769,0.0,0.97,GP_oracle,stoch,,GP,Oracle,0.165,0.32999990000000023
52,200.0,0.45600003,0.45700002,0.64100003,-0.185,0.038000003,0.18800001,0.356,0.18400002,0.266,0.28800002,1962.868,0.086,43884772.0,0.38000003,0.531,0.0,0.21400002,Linear_observed,dynamic,,Linear,Obs.,0.185,0.15099997000000004
53,200.0,0.35300002,0.35300002,0.64100003,-0.28800002,0.048,0.29200003,0.50200003,0.28800002,0.38700002,0.44900003,1840.1711,0.20700002,50376684.0,0.26000002,0.446,0.0,0.42600003,GP_observed,dynamic,,GP,Obs.,0.28800002,0.18599998
54,200.0,1.853,1.8540001,2.7710001,-0.91800004,0.14,0.929,1.2090001,0.919,0.97,0.33200002,0.31800002,0.112,0.128,1.572,2.127,0.0,0.172,Linear_observed,stoch,,Linear,Obs.,0.91800004,0.5549999999999997
55,200.0,2.111,2.1100001,2.7710001,-0.66,0.18,0.684,1.468,0.66,1.144,0.238,0.402,0.061000004,0.22800002,1.764,2.4710002,0.0,0.294,GP_observed,stoch,,GP,Obs.,0.66,0.7070002000000002
56,200.0,0.52500004,0.52400005,0.64100003,-0.116000004,0.032,0.120000005,0.319,0.115,0.23900001,0.18,2171.0142,0.035,66156324.0,0.46500003,0.591,0.0,0.846,Linear_3S,dynamic,,Linear,3S,0.116000004,0.12599996999999996
57,200.0,2.3470001,2.3460002,2.7710001,-0.42400002,0.123,0.441,0.703,0.42400002,0.558,0.15300001,0.194,0.025,0.054,2.1100001,2.591,0.0,0.71000004,Linear_3S,stoch,,Linear,3S,0.42400002,0.48099990000000004
58,200.0,0.48100004,0.48100004,0.64100003,-0.16000001,0.040000003,0.165,0.47900003,0.16000001,0.29700002,0.25,1958.2911,0.066,69510270.0,0.40100002,0.559,0.0,0.92,GP_3S,dynamic,,GP,3S,0.16000001,0.15799998000000004
59,200.0,2.1820002,2.1820002,2.7710001,-0.58900005,0.13000001,0.60300004,1.01,0.58900005,0.721,0.21300001,0.24300002,0.047000002,0.087000005,1.9290001,2.4380002,0.0,0.81000006,GP_3S,stoch,,GP,3S,0.58900005,0.5090000999999997
60,200.0,0.669,0.669,0.64100003,0.028,0.025,0.038000003,0.245,0.032,0.194,0.049000002,3377.3462,0.004,100574510.0,0.62,0.71900004,1.0,0.19600001,Linear_1S,dynamic,,Linear,1S,0.028,0.09900003999999996
61,200.0,0.609,0.61,0.64100003,-0.032,0.036000002,0.048,0.446,0.039,0.261,0.060000002,3480.1372,0.006,115736616.0,0.535,0.67600006,1.0,0.39200002,GP_1S,dynamic,,GP,1S,0.032,0.14100005999999998
62,200.0,3.005,3.0030003,2.7710001,0.23400001,0.113000005,0.26000002,0.47700003,0.23500001,0.38500002,0.085,0.158,0.009000001,0.044000003,2.7830002,3.233,0.0,0.33400002,Linear_1S,stoch,,Linear,1S,0.23400001,0.44999980000000006
63,200.0,2.8430002,2.844,2.7710001,0.072000004,0.132,0.15100001,0.89900005,0.12100001,0.54300004,0.044000003,0.193,0.003,0.069000006,2.5800002,3.0960002,1.0,0.47800002,GP_1S,stoch,,GP,1S,0.072000004,0.516
64,255.0,0.735,0.735,0.72900003,0.006,0.019000001,0.020000001,0.040000003,0.016,0.021000002,0.022000002,0.031000001,0.001,0.002,0.697,0.77300006,1.0,1.0,Linear_oracle,dynamic,,Linear,Oracle,0.006,0.07600006000000004
65,255.0,0.72300005,0.72300005,0.72900003,-0.006,0.021000002,0.022000002,0.17400001,0.018000001,0.072000004,0.024,0.112,0.001,0.033,0.68200004,0.76500005,1.0,0.99000007,GP_oracle,dynamic,,GP,Oracle,0.006,0.08300001000000001
66,255.0,2.604,2.604,2.5830002,0.021000002,0.07,0.07300001,0.080000006,0.058000002,0.059000004,0.022000002,0.023000002,0.001,0.001,2.467,2.7410002,1.0,1.0,Linear_oracle,stoch,,Linear,Oracle,0.021000002,0.27400020000000014
67,255.0,2.551,2.551,2.5830002,-0.032,0.076000005,0.082,0.30400002,0.066,0.14500001,0.025,0.05,0.001,0.006,2.403,2.6990001,1.0,0.99200004,GP_oracle,stoch,,GP,Oracle,0.032,0.2960001000000001
68,255.0,0.53900003,0.53800005,0.72900003,-0.19000001,0.042000003,0.19500001,0.38000003,0.19100001,0.27400002,0.261,1380.999,0.072000004,23326302.0,0.45800003,0.624,0.0,0.254,Linear_observed,dynamic,,Linear,Obs.,0.19000001,0.16599997
69,255.0,0.379,0.37800002,0.72900003,-0.35000002,0.081,0.36,0.53800005,0.35000002,0.409,0.48100004,1752.7891,0.24300002,55769756.0,0.21700001,0.53900003,0.0,0.48200002,GP_observed,dynamic,,GP,Obs.,0.35000002,0.32200001999999994
70,255.0,1.7760001,1.774,2.5830002,-0.80700004,0.13100001,0.818,1.0760001,0.80700004,0.86100006,0.31300002,0.30100003,0.1,0.11400001,1.5250001,2.042,0.0,0.18400002,Linear_observed,stoch,,Linear,Obs.,0.80700004,0.5169998999999998
71,255.0,1.7760001,1.7730001,2.5830002,-0.80700004,0.13700001,0.81900007,1.212,0.80700004,0.94500005,0.312,0.34300002,0.1,0.16100001,1.5100001,2.048,0.0,0.32000002,GP_observed,stoch,,GP,Obs.,0.80700004,0.5379999
72,255.0,0.56100005,0.56,0.72900003,-0.16800001,0.034,0.172,0.34,0.16800001,0.24900001,0.23,1542.9191,0.055000003,32948778.0,0.497,0.63100004,0.0,0.69600004,Linear_3S,dynamic,,Linear,3S,0.16800001,0.13400004
73,255.0,2.0760002,2.0740001,2.5830002,-0.507,0.12100001,0.522,0.75600004,0.508,0.60700005,0.19600001,0.21900001,0.041,0.065000005,1.8440001,2.3140001,0.0,0.512,Linear_3S,stoch,,Linear,3S,0.507,0.47
74,255.0,0.544,0.544,0.72900003,-0.185,0.038000003,0.18900001,0.41400003,0.185,0.28100002,0.254,1435.322,0.067,36321180.0,0.47200003,0.62,0.0,0.83000004,GP_3S,dynamic,,GP,3S,0.185,0.14799996999999998
75,255.0,1.932,1.9310001,2.5830002,-0.651,0.13900001,0.666,0.934,0.652,0.734,0.252,0.26700002,0.067,0.096,1.6610001,2.206,0.0,0.634,GP_3S,stoch,,GP,3S,0.651,0.5449998999999999
76,255.0,0.71900004,0.71800005,0.72900003,-0.010000001,0.029000001,0.031000001,0.24100001,0.025,0.185,0.034,2838.1592,0.002,74882310.0,0.66200006,0.776,1.0,0.23400001,Linear_1S,dynamic,,Linear,1S,0.010000001,0.11399994000000002
77,255.0,0.726,0.725,0.72900003,-0.003,0.039,0.039,0.344,0.031000001,0.23500001,0.043,3190.528,0.003,101409530.0,0.652,0.804,1.0,0.51000005,GP_1S,dynamic,,GP,1S,0.003,0.15200000000000002
78,255.0,2.755,2.7540002,2.5830002,0.172,0.12100001,0.21000001,0.45400003,0.18,0.36200002,0.07,0.162,0.007,0.05,2.5200002,2.993,1.0,0.402,Linear_1S,stoch,,Linear,1S,0.172,0.47299979999999975
79,255.0,2.657,2.661,2.5830002,0.074,0.21100001,0.224,0.697,0.179,0.47800002,0.069000006,0.194,0.007,0.069000006,2.2310002,3.0590003,1.0,0.72200006,GP_1S,stoch,,GP,1S,0.074,0.8280001000000001
80,310.0,0.93600005,0.93600005,0.89000005,0.046000004,0.025,0.052,0.07300001,0.047000002,0.049000002,0.053000003,0.067,0.003,0.007,0.8880001,0.9850001,1.0,1.0,Linear_oracle,dynamic,,Linear,Oracle,0.046000004,0.09700000000000009
81,310.0,0.906,0.90700006,0.89000005,0.016,0.033,0.037,0.29700002,0.028,0.12200001,0.031000001,0.15,0.002,0.048,0.84800005,0.96300006,1.0,0.98600006,GP_oracle,dynamic,,GP,Oracle,0.016,0.11500001000000004
82,310.0,2.71,2.709,2.578,0.132,0.07,0.15,0.163,0.134,0.134,0.052,0.05,0.003,0.003,2.571,2.848,1.0,1.0,Linear_oracle,stoch,,Linear,Oracle,0.132,0.2769999999999997
83,310.0,2.588,2.588,2.578,0.010000001,0.085,0.085,0.40500003,0.063,0.19500001,0.025,0.068,0.001,0.010000001,2.4350002,2.7380002,1.0,0.882,GP_oracle,stoch,,GP,Oracle,0.010000001,0.30299999999999994
84,310.0,0.64400005,0.64400005,0.89000005,-0.246,0.042000003,0.25,0.46500003,0.246,0.34,0.277,1288.5371,0.079,33407264.0,0.56100005,0.726,0.0,0.216,Linear_observed,dynamic,,Linear,Obs.,0.246,0.16499995
85,310.0,0.42600003,0.42700002,0.89000005,-0.46400002,0.066,0.469,0.65300006,0.46400002,0.522,0.521,1304.9071,0.277,44514390.0,0.29700002,0.554,0.0,0.33600003,GP_observed,dynamic,,GP,Obs.,0.46400002,0.2569999800000001
86,310.0,1.797,1.797,2.578,-0.781,0.105000004,0.78800005,1.047,0.781,0.83900005,0.303,0.296,0.093,0.11000001,1.5890001,2.003,0.0,0.13800001,Linear_observed,stoch,,Linear,Obs.,0.781,0.4139999000000001
87,310.0,1.83,1.83,2.578,-0.748,0.10300001,0.75500005,1.1400001,0.748,0.95500004,0.29000002,0.363,0.086,0.172,1.6250001,2.028,0.0,0.24200001,GP_observed,stoch,,GP,Obs.,0.748,0.40299989999999997
88,310.0,0.73700005,0.73600006,0.89000005,-0.15300001,0.044000003,0.15900001,0.397,0.15300001,0.29700002,0.172,1204.8881,0.032,41732764.0,0.65500003,0.82500005,0.0,0.808,Linear_3S,dynamic,,Linear,3S,0.15300001,0.17000002000000003
89,310.0,2.1850002,2.183,2.578,-0.393,0.113000005,0.409,0.665,0.393,0.522,0.15200001,0.193,0.025,0.053000003,1.968,2.4090002,0.0,0.656,Linear_3S,stoch,,Linear,3S,0.393,0.44100019999999995
90,310.0,0.707,0.707,0.89000005,-0.18300001,0.048,0.18900001,0.50600004,0.18300001,0.35200003,0.20500001,872.73505,0.045,30829458.0,0.614,0.804,0.0,0.896,GP_3S,dynamic,,GP,3S,0.18300001,0.19000000000000006
91,310.0,2.022,2.0210001,2.578,-0.55600005,0.12200001,0.57000005,0.85400003,0.55600005,0.683,0.216,0.25800002,0.049000002,0.09200001,1.784,2.263,0.0,0.85400003,GP_3S,stoch,,GP,3S,0.55600005,0.47899999999999987
92,310.0,0.95500004,0.95500004,0.89000005,0.065000005,0.036000002,0.074,0.305,0.066,0.24300002,0.074,2037.6451,0.007,74615400.0,0.88500005,1.026,1.0,0.19800001,Linear_1S,dynamic,,Linear,1S,0.065000005,0.14099994999999999
93,310.0,0.897,0.897,0.89000005,0.007,0.042000003,0.042000003,0.46300003,0.034,0.31100002,0.038000003,1607.165,0.002,57039196.0,0.814,0.97800004,1.0,0.358,GP_1S,dynamic,,GP,1S,0.007,0.16400004
94,310.0,2.822,2.821,2.578,0.24400002,0.104,0.266,0.47400004,0.245,0.379,0.095000006,0.16800001,0.011000001,0.053000003,2.615,3.0300002,0.0,0.316,Linear_1S,stoch,,Linear,1S,0.24400002,0.4150001999999997
95,310.0,2.5630002,2.5630002,2.578,-0.015000001,0.134,0.135,0.61700004,0.108,0.42800003,0.042000003,0.16700001,0.003,0.048,2.296,2.8260002,1.0,0.536,GP_1S,stoch,,GP,1S,0.015000001,0.5300002000000004
96,365.0,0.878,0.878,0.9110001,-0.033,0.028,0.044000003,0.066,0.037,0.046000004,0.041,0.069000006,0.002,0.007,0.822,0.933,1.0,1.0,Linear_oracle,dynamic,,Linear,Oracle,0.033,0.1110000000000001
97,365.0,0.83400005,0.83400005,0.9110001,-0.07700001,0.031000001,0.083000004,0.28800002,0.07700001,0.12200001,0.085,0.18,0.008,0.07300001,0.77300006,0.896,0.0,0.89400005,GP_oracle,dynamic,,GP,Oracle,0.07700001,0.12299994000000003
98,365.0,2.6290002,2.6290002,2.7270002,-0.098000005,0.08400001,0.12900001,0.147,0.108,0.11000001,0.040000003,0.038000003,0.002,0.002,2.4640002,2.7930002,1.0,1.0,Linear_oracle,stoch,,Linear,Oracle,0.098000005,0.32899999999999974
99,365.0,2.4910002,2.4910002,2.7270002,-0.23600002,0.09,0.252,0.554,0.23500001,0.254,0.086,0.082,0.009000001,0.016,2.3170002,2.6680002,0.0,0.776,GP_oracle,stoch,,GP,Oracle,0.23600002,0.351
100,365.0,0.609,0.609,0.9110001,-0.30200002,0.05,0.30600002,0.47300002,0.30200002,0.356,0.33200002,594.426,0.113000005,11339070.0,0.51000005,0.708,0.0,0.24200001,Linear_observed,dynamic,,Linear,Obs.,0.30200002,0.19799994999999992
101,365.0,0.48400003,0.485,0.9110001,-0.42700002,0.093,0.437,0.656,0.42700002,0.509,0.469,828.79803,0.23,29950700.0,0.30200002,0.666,0.0,0.44200003,GP_observed,dynamic,,GP,Obs.,0.42700002,0.36399998000000006
102,365.0,1.8010001,1.8010001,2.7270002,-0.92600006,0.13900001,0.93600005,1.1930001,0.92600006,0.966,0.34,0.321,0.11800001,0.12900001,1.5270001,2.0730002,0.0,0.178,Linear_observed,stoch,,Linear,Obs.,0.92600006,0.5460001000000001
103,365.0,1.894,1.8880001,2.7270002,-0.83300006,0.24200001,0.86700004,1.5280001,0.83300006,1.143,0.305,0.39200002,0.101,0.22000001,1.4360001,2.3950002,0.0,0.386,GP_observed,stoch,,GP,Obs.,0.83300006,0.9590001000000001
104,365.0,0.753,0.75200003,0.9110001,-0.158,0.048,0.16600001,0.39900002,0.15900001,0.30100003,0.17400001,1030.781,0.033,38077464.0,0.661,0.851,0.0,0.814,Linear_3S,dynamic,,Linear,3S,0.158,0.18999999999999995
105,365.0,2.282,2.282,2.7270002,-0.44500002,0.123,0.46100003,0.72300005,0.44400004,0.573,0.163,0.19900002,0.029000001,0.055000003,2.0440001,2.5240002,0.0,0.634,Linear_3S,stoch,,Linear,3S,0.44500002,0.48000010000000026
106,365.0,0.68700004,0.68600005,0.9110001,-0.224,0.058000002,0.23200001,0.569,0.22500001,0.393,0.24700001,779.03705,0.065000005,35012444.0,0.573,0.80200005,0.0,0.93000007,GP_3S,dynamic,,GP,3S,0.224,0.22900005
107,365.0,2.1390002,2.138,2.7270002,-0.588,0.13900001,0.60400003,1.049,0.587,0.767,0.215,0.26700002,0.049000002,0.104,1.8690001,2.4160001,0.0,0.91200006,GP_3S,stoch,,GP,3S,0.588,0.5470000000000002
108,365.0,0.952,0.952,0.9110001,0.041,0.038000003,0.056,0.30600002,0.046000004,0.24000001,0.051000003,1574.78,0.004,58859336.0,0.87600005,1.026,1.0,0.21200001,Linear_1S,dynamic,,Linear,1S,0.041,0.14999995
109,365.0,0.87000006,0.87000006,0.9110001,-0.041,0.052,0.067,0.44700003,0.054,0.291,0.060000002,1252.795,0.0050000004,44971916.0,0.76900005,0.9760001,1.0,0.53400004,GP_1S,dynamic,,GP,1S,0.041,0.20700005
110,365.0,2.874,2.8720002,2.7270002,0.147,0.115,0.187,0.455,0.158,0.36200002,0.058000002,0.149,0.0050000004,0.039,2.6490002,3.0960002,1.0,0.39800003,Linear_1S,stoch,,Linear,1S,0.147,0.44700000000000006
111,365.0,2.6590002,2.6580002,2.7270002,-0.068,0.13900001,0.155,0.79200006,0.124000005,0.47500002,0.046000004,0.16600001,0.003,0.051000003,2.3860002,2.937,1.0,0.582,GP_1S,stoch,,GP,1S,0.068,0.5509998
112,420.0,0.9480001,0.9480001,0.94100004,0.007,0.028,0.029000001,0.047000002,0.023000002,0.029000001,0.024,0.035,0.001,0.002,0.89300007,1.0020001,1.0,1.0,Linear_oracle,dynamic,,Linear,Oracle,0.007,0.10900003000000003
113,420.0,0.92600006,0.92600006,0.94100004,-0.015000001,0.030000001,0.033,0.25300002,0.027,0.105000004,0.028,0.13100001,0.001,0.042000003,0.86800003,0.98600006,1.0,0.99600005,GP_oracle,dynamic,,GP,Oracle,0.015000001,0.11800002999999992
114,420.0,2.6490002,2.6480002,2.6330001,0.016,0.074,0.075,0.08400001,0.060000002,0.062000003,0.023000002,0.023000002,0.001,0.001,2.503,2.7910001,1.0,1.0,Linear_oracle,stoch,,Linear,Oracle,0.016,0.2880001000000001
115,420.0,2.5630002,2.5630002,2.6330001,-0.07,0.07700001,0.104,0.44200003,0.085,0.19000001,0.032,0.064,0.002,0.010000001,2.413,2.7140002,1.0,0.98,GP_oracle,stoch,,GP,Oracle,0.07,0.3010002000000003
116,420.0,0.60700005,0.606,0.94100004,-0.33400002,0.052,0.33800003,0.52500004,0.33400002,0.402,0.35500002,1089.008,0.12900001,27057700.0,0.50600004,0.70900005,0.0,0.216,Linear_observed,dynamic,,Linear,Obs.,0.33400002,0.20300001
117,420.0,0.384,0.384,0.94100004,-0.55700004,0.09900001,0.56600004,0.75100005,0.55700004,0.60700005,0.592,1136.2511,0.36200002,41870384.0,0.192,0.578,0.0,0.354,GP_observed,dynamic,,GP,Obs.,0.55700004,0.38599999999999995
118,420.0,1.7730001,1.7700001,2.6330001,-0.86,0.133,0.87000006,1.1350001,0.86,0.90200007,0.32700002,0.30800003,0.109000005,0.12100001,1.514,2.036,0.0,0.17600001,Linear_observed,stoch,,Linear,Obs.,0.86,0.522
119,420.0,2.091,2.0900002,2.6330001,-0.54200006,0.14600001,0.56200004,1.376,0.54200006,1.13,0.20600002,0.42600003,0.045,0.24400002,1.8100001,2.381,0.0,0.21000001,GP_observed,stoch,,GP,Obs.,0.54200006,0.5709998999999999
120,420.0,0.73600006,0.735,0.94100004,-0.20500001,0.049000002,0.21100001,0.45200002,0.20500001,0.347,0.21800001,1729.6771,0.05,73779050.0,0.64400005,0.83400005,0.0,0.76600003,Linear_3S,dynamic,,Linear,3S,0.20500001,0.18999999999999995
121,420.0,2.1490002,2.147,2.6330001,-0.48400003,0.115,0.49800003,0.744,0.48400003,0.58900005,0.18400002,0.21100001,0.036000002,0.061000004,1.9280001,2.3760002,0.0,0.60200006,Linear_3S,stoch,,Linear,3S,0.48400003,0.4480001
122,420.0,0.674,0.67300004,0.94100004,-0.26700002,0.059000004,0.27400002,0.583,0.26700002,0.42000002,0.284,1388.154,0.085,70903976.0,0.559,0.791,0.0,0.882,GP_3S,dynamic,,GP,3S,0.26700002,0.23199999999999998
123,420.0,1.963,1.9620001,2.6330001,-0.67,0.13100001,0.683,1.003,0.67,0.78300005,0.25500003,0.28500003,0.067,0.11000001,1.7070001,2.2220001,0.0,0.85400003,GP_3S,stoch,,GP,3S,0.67,0.5149999999999999
124,420.0,0.97800004,0.97700006,0.94100004,0.037,0.040000003,0.054,0.33200002,0.044000003,0.266,0.047000002,2881.6672,0.003,142629390.0,0.89900005,1.057,1.0,0.192,Linear_1S,dynamic,,Linear,1S,0.037,0.1579999499999999
125,420.0,0.99500006,0.994,0.94100004,0.054,0.060000002,0.080000006,0.47500002,0.066,0.34600002,0.07,3122.2742,0.007,173488480.0,0.87700003,1.1110001,1.0,0.42400002,GP_1S,dynamic,,GP,1S,0.054,0.23400007
126,420.0,2.785,2.7830002,2.6330001,0.15200001,0.10700001,0.186,0.44400004,0.15900001,0.35900003,0.061000004,0.15200001,0.0050000004,0.039,2.5740001,2.9980001,1.0,0.342,Linear_1S,stoch,,Linear,1S,0.15200001,0.42399999999999993
127,420.0,2.7510002,2.752,2.6330001,0.11800001,0.16100001,0.19900002,0.757,0.162,0.50100005,0.061000004,0.192,0.006,0.062000003,2.436,3.065,1.0,0.54800004,GP_1S,stoch,,GP,1S,0.11800001,0.629
128,475.0,0.83400005,0.83300006,0.82000005,0.014,0.028,0.031000001,0.048,0.025,0.029000001,0.030000001,0.038000003,0.001,0.003,0.77900004,0.887,1.0,1.0,Linear_oracle,dynamic,,Linear,Oracle,0.014,0.10799996
129,475.0,0.781,0.78200006,0.82000005,-0.039,0.038000003,0.054,0.312,0.045,0.105000004,0.054,0.124000005,0.004,0.048,0.708,0.85400003,1.0,0.99000007,GP_oracle,dynamic,,GP,Oracle,0.039,0.14600003000000006
130,475.0,2.624,2.6230001,2.582,0.042000003,0.08400001,0.094000004,0.102000006,0.075,0.076000005,0.029000001,0.029000001,0.001,0.001,2.459,2.786,1.0,1.0,Linear_oracle,stoch,,Linear,Oracle,0.042000003,0.32699999999999996
131,475.0,2.503,2.5040002,2.582,-0.079,0.09900001,0.126,0.55,0.10300001,0.19900002,0.040000003,0.061000004,0.002,0.013,2.3130002,2.696,1.0,0.966,GP_oracle,stoch,,GP,Oracle,0.079,0.38299980000000033
132,475.0,0.536,0.535,0.82000005,-0.284,0.042000003,0.287,0.448,0.284,0.34300002,0.347,1619.2521,0.123,37596124.0,0.45400003,0.61800003,0.0,0.19800001,Linear_observed,dynamic,,Linear,Obs.,0.284,0.16400000000000003
