,idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,MAPE_all,rel_RMSE,rel_RMSE_all,q025,q975,covering,mean_ind_cover,method,estimand,model,type,abs_bias,ci_length
48,178.0,0.51500005,0.513,0.69200003,-0.177,0.068,0.3,0.323,0.177,0.179,0.256,0.238,0.43300003,0.467,0.386,0.65300006,0.0,0.896,Linear_oracle,dynamic,Linear,Oracle,0.177,0.26700006
49,178.0,0.76900005,0.72900003,0.69200003,0.07700001,0.208,0.29200003,0.532,0.11100001,0.193,0.22800002,0.21300001,0.42200002,0.76900005,0.47700003,1.2900001,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.07700001,0.8130000700000001
50,178.0,1.9510001,1.9440001,2.6200001,-0.669,0.256,0.698,0.75200003,0.669,0.671,0.256,0.256,0.266,0.287,1.463,2.4680002,0.0,0.0,Linear_oracle,stoch,Linear,Oracle,0.669,1.0050002
51,178.0,2.917,2.766,2.6200001,0.29700002,0.791,0.3,0.873,0.29700002,0.61200005,0.22900002,0.23900001,0.115,0.333,1.812,4.894,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.29700002,3.082
52,178.0,0.303,0.30200002,0.69200003,-0.38900003,0.076000005,0.551,0.564,0.404,0.409,0.563,649.966,0.79600006,0.81500006,0.15400001,0.455,0.0,0.29000002,Linear_observed,dynamic,Linear,Obs.,0.38900003,0.30099999
53,178.0,0.402,0.36100003,0.69200003,-0.29000002,0.18400002,0.42400002,0.57600003,0.31300002,0.39000002,0.46100003,890.73706,0.61200005,0.832,0.171,0.90000004,1.0,0.56,BYM_observed,dynamic,BYM,Obs.,0.29000002,0.72900004
54,178.0,1.1320001,1.1320001,2.6200001,-1.488,0.26700002,1.6610001,1.6860001,1.488,1.491,0.568,0.53900003,0.634,0.643,0.614,1.6650001,0.0,0.07,Linear_observed,stoch,Linear,Obs.,1.488,1.0510001
55,178.0,1.501,1.3460001,2.6200001,-1.1190001,0.67200005,1.3390001,1.5070001,1.1270001,1.268,0.46500003,0.46,0.51100004,0.57500005,0.679,3.315,1.0,0.85800004,BYM_observed,stoch,BYM,Obs.,1.1190001,2.636
56,178.0,0.358,0.35700002,0.69200003,-0.33400002,0.07300001,0.505,0.526,0.35900003,0.37300003,0.483,922.252,0.72900003,0.75900006,0.21300001,0.505,0.0,0.546,Linear_3S,dynamic,Linear,3S,0.33400002,0.29199999
57,178.0,1.3620001,1.36,2.6200001,-1.258,0.273,1.3970001,1.4350001,1.258,1.264,0.48000002,0.45800003,0.53300005,0.54800004,0.81900007,1.9150001,0.0,0.120000005,Linear_3S,stoch,Linear,3S,1.258,1.0960000300000001
58,178.0,0.44500002,0.41900003,0.69200003,-0.24700001,0.156,0.374,0.53300005,0.275,0.356,0.38500002,1019.28406,0.541,0.76900005,0.23200001,0.84800005,1.0,0.708,BYM_3S,dynamic,BYM,3S,0.24700001,0.61600004
59,178.0,1.6980001,1.595,2.6200001,-0.92200005,0.595,1.0960001,1.266,0.929,1.0480001,0.38200003,0.381,0.418,0.483,0.89000005,3.2410002,1.0,0.924,BYM_3S,stoch,BYM,3S,0.92200005,2.35100015
60,178.0,0.46600002,0.46300003,0.69200003,-0.22600001,0.08400001,0.42400002,0.44200003,0.294,0.30200002,0.32700002,1652.8171,0.61300004,0.63900006,0.31100002,0.637,0.0,0.4,Linear_1S,dynamic,Linear,1S,0.22600001,0.32599998
61,178.0,0.66400003,0.61300004,0.69200003,-0.028,0.231,0.34,0.63500005,0.24900001,0.326,0.261,1921.8911,0.49100003,0.91800004,0.35900003,1.269,1.0,0.65800005,BYM_1S,dynamic,BYM,1S,0.028,0.9099999699999999
62,178.0,1.7620001,1.7530001,2.6200001,-0.85800004,0.31300002,0.99500006,1.049,0.86300004,0.87900007,0.328,0.31500003,0.38000003,0.4,1.1810001,2.401,0.0,0.32000002,Linear_1S,stoch,Linear,1S,0.85800004,1.2199998999999997
63,178.0,2.5210001,2.325,2.6200001,-0.09900001,0.87700003,0.485,1.0170001,0.374,0.77400005,0.261,0.30200002,0.185,0.388,1.3670001,4.829,1.0,1.0,BYM_1S,stoch,BYM,1S,0.09900001,3.4619998999999995
64,233.0,0.643,0.642,0.69200003,-0.049000002,0.075,0.15300001,0.20300001,0.05,0.097,0.105000004,0.120000005,0.22100002,0.294,0.50100005,0.795,1.0,1.0,Linear_oracle,dynamic,Linear,Oracle,0.049000002,0.29399995
65,233.0,0.703,0.68600005,0.69200003,0.011000001,0.119,0.038000003,0.23400001,0.028,0.106000006,0.127,0.14600001,0.055000003,0.33900002,0.52000004,0.989,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.011000001,0.46899996
66,233.0,2.4320002,2.426,2.6200001,-0.18800001,0.28300002,0.18900001,0.363,0.18900001,0.28500003,0.105000004,0.11000001,0.072000004,0.13900001,1.8980001,3.0030003,1.0,1.0,Linear_oracle,stoch,Linear,Oracle,0.18800001,1.1050002
67,233.0,2.66,2.5960002,2.6200001,0.040000003,0.45100003,0.059000004,0.48200002,0.044000003,0.33800003,0.127,0.12900001,0.023000002,0.18400002,1.9690001,3.7470002,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.040000003,1.7780001
68,233.0,0.38700002,0.38700002,0.69200003,-0.305,0.067,0.455,0.47000003,0.33800003,0.34300002,0.44000003,1013.1791,0.657,0.68,0.25800002,0.52000004,0.0,0.268,Linear_observed,dynamic,Linear,Obs.,0.305,0.26200002
69,233.0,0.15400001,-0.0,0.69200003,-0.53800005,0.521,1.126,1.319,0.588,0.78800005,0.984,2482.759,1.626,1.9060001,-0.36,0.97800004,1.0,0.76600003,BYM_observed,dynamic,BYM,Obs.,0.53800005,1.3380000399999998
70,233.0,1.4480001,1.4460001,2.6200001,-1.172,0.24200001,1.381,1.4050001,1.177,1.189,0.44700003,0.42100003,0.527,0.536,0.98300004,1.9290001,0.0,0.172,Linear_observed,stoch,Linear,Obs.,1.172,0.9460000600000001
71,233.0,0.53800005,-0.009000001,2.6200001,-2.082,1.8610001,2.207,2.9780002,2.082,2.647,0.95600003,1.0300001,0.84200007,1.136,-1.2950001,3.4650002,1.0,0.70400006,BYM_observed,stoch,BYM,Obs.,2.082,4.7600003
72,233.0,0.492,0.48700002,0.69200003,-0.2,0.08400001,0.358,0.40600002,0.263,0.29700002,0.291,1548.941,0.518,0.587,0.34,0.66800004,0.0,0.83400005,Linear_3S,dynamic,Linear,3S,0.2,0.32800004
73,233.0,1.8190001,1.8030001,2.6200001,-0.80100006,0.29700002,0.952,1.0320001,0.80700004,0.851,0.30600002,0.305,0.363,0.39400002,1.276,2.44,0.0,0.57000005,Linear_3S,stoch,Linear,3S,0.80100006,1.164
74,233.0,0.588,0.559,0.69200003,-0.104,0.21400002,0.279,0.58900005,0.21000001,0.33,0.266,1704.91,0.40300003,0.851,0.05,1.125,1.0,0.94000006,BYM_3S,dynamic,BYM,3S,0.104,1.075
75,233.0,2.1850002,2.0730002,2.6200001,-0.43500003,0.79700005,0.66,1.0830001,0.513,0.82000005,0.272,0.30800003,0.252,0.41300002,0.072000004,4.184,1.0,1.0,BYM_3S,stoch,BYM,3S,0.43500003,4.111999996
76,233.0,0.74100006,0.739,0.69200003,0.049000002,0.11000001,0.273,0.31300002,0.22100002,0.24400002,0.13800001,3166.0251,0.39400002,0.45200002,0.53300005,0.96500003,1.0,0.52400005,Linear_1S,dynamic,Linear,1S,0.049000002,0.43199998000000006
77,233.0,0.87200004,0.84000003,0.69200003,0.18,0.20300001,0.312,0.48600003,0.254,0.30400002,0.289,3483.9512,0.45100003,0.702,0.574,1.363,1.0,0.568,BYM_1S,dynamic,BYM,1S,0.18,0.789
78,233.0,2.7040002,2.6950002,2.6200001,0.08400001,0.39200002,0.437,0.605,0.342,0.46500003,0.12200001,0.18400002,0.16700001,0.231,1.9570001,3.505,1.0,0.906,Linear_1S,stoch,Linear,1S,0.08400001,1.5479999
79,233.0,3.1920002,3.071,2.6200001,0.572,0.74500006,0.725,1.059,0.61800003,0.77000004,0.257,0.317,0.277,0.404,2.111,5.0070004,1.0,0.87600005,BYM_1S,stoch,BYM,1S,0.572,2.8960003999999997
80,288.0,0.499,0.497,0.69200003,-0.193,0.07,0.33100003,0.35200003,0.194,0.19500001,0.28,0.256,0.47900003,0.509,0.36600003,0.63900006,0.0,0.896,Linear_oracle,dynamic,Linear,Oracle,0.193,0.27300003
81,288.0,0.60300004,0.57600003,0.69200003,-0.089,0.147,0.11400001,0.33600003,0.089,0.162,0.20600002,0.22800002,0.165,0.48600003,0.4,0.96900004,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.089,0.5690000399999999
82,288.0,1.8880001,1.881,2.6200001,-0.73200005,0.26200002,0.763,0.81500006,0.73300004,0.734,0.28,0.28,0.291,0.31100002,1.3900001,2.4190001,0.0,0.0,Linear_oracle,stoch,Linear,Oracle,0.73200005,1.029
83,288.0,2.285,2.183,2.6200001,-0.335,0.559,0.374,0.69200003,0.335,0.546,0.20600002,0.20700002,0.143,0.264,1.519,3.6780002,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.335,2.1590002000000004
84,288.0,0.19600001,0.19500001,0.69200003,-0.49600002,0.068,0.67,0.679,0.49600002,0.5,0.716,362.06802,0.96800005,0.98100007,0.068,0.33100003,0.0,0.186,Linear_observed,dynamic,Linear,Obs.,0.49600002,0.26300003
85,288.0,0.303,0.257,0.69200003,-0.38900003,0.19100001,0.508,0.707,0.39400002,0.497,0.59000003,659.598,0.73300004,1.0220001,0.063,0.83500004,1.0,0.39200002,BYM_observed,dynamic,BYM,Obs.,0.38900003,0.77200004
86,288.0,0.758,0.75500005,2.6200001,-1.8620001,0.24100001,2.0140002,2.0300002,1.8620001,1.8620001,0.711,0.688,0.76900005,0.77500004,0.298,1.2370001,0.0,0.0,Linear_observed,stoch,Linear,Obs.,1.8620001,0.9390000999999999
87,288.0,1.179,1.0,2.6200001,-1.4410001,0.71300006,1.639,1.7960001,1.442,1.549,0.578,0.56700003,0.625,0.68500006,0.307,3.16,1.0,0.832,BYM_observed,stoch,BYM,Obs.,1.4410001,2.853
88,288.0,0.37,0.36600003,0.69200003,-0.32200003,0.074,0.51900005,0.541,0.35500002,0.374,0.46600002,1094.542,0.75000006,0.781,0.238,0.52500004,0.0,0.59400004,Linear_3S,dynamic,Linear,3S,0.32200003,0.28700004
89,288.0,1.4050001,1.391,2.6200001,-1.215,0.27400002,1.343,1.386,1.2160001,1.223,0.46400002,0.446,0.512,0.52900004,0.90800005,1.9770001,0.0,0.158,Linear_3S,stoch,Linear,3S,1.215,1.06900005
90,288.0,0.47000003,0.44500002,0.69200003,-0.22200002,0.179,0.35500002,0.55300003,0.257,0.35900003,0.36400002,1097.0221,0.513,0.799,0.105000004,0.89400005,1.0,0.76000005,BYM_3S,dynamic,BYM,3S,0.22200002,0.7890000460000001
91,288.0,1.7930001,1.697,2.6200001,-0.827,0.67800003,1.0090001,1.241,0.841,1.005,0.36,0.36800003,0.38500002,0.47400004,0.40500003,3.3980002,1.0,0.9620001,BYM_3S,stoch,BYM,3S,0.827,2.9930001699999997
92,288.0,0.521,0.51900005,0.69200003,-0.171,0.091000006,0.42000002,0.439,0.28500003,0.29500002,0.252,2088.155,0.60700005,0.634,0.351,0.711,1.0,0.416,Linear_1S,dynamic,Linear,1S,0.171,0.36
93,288.0,0.638,0.59900004,0.69200003,-0.054,0.194,0.25800002,0.514,0.19700001,0.294,0.22700001,2164.437,0.372,0.74200004,0.379,1.143,1.0,0.62600005,BYM_1S,dynamic,BYM,1S,0.054,0.764
94,288.0,1.9670001,1.9570001,2.6200001,-0.65300006,0.34,0.78900003,0.869,0.67,0.70900005,0.25300002,0.257,0.30100003,0.33200002,1.3290001,2.6780002,1.0,0.55600005,Linear_1S,stoch,Linear,1S,0.65300006,1.3490001
95,288.0,2.4160001,2.265,2.6200001,-0.20400001,0.73700005,0.48200002,0.897,0.37100002,0.68100005,0.22800002,0.261,0.18400002,0.342,1.437,4.34,1.0,0.99600005,BYM_1S,stoch,BYM,1S,0.20400001,2.9029999999999996
96,343.0,0.53400004,0.53300005,0.69200003,-0.158,0.069000006,0.37100002,0.39100003,0.158,0.17300001,0.22900002,0.16100001,0.536,0.564,0.404,0.674,0.0,0.896,Linear_oracle,dynamic,Linear,Oracle,0.158,0.27
97,343.0,0.717,0.68100005,0.69200003,0.025,0.18900001,0.040000003,0.39200002,0.025,0.158,0.201,0.19500001,0.058000002,0.56600004,0.455,1.195,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.025,0.74
98,343.0,2.0170002,2.012,2.6200001,-0.60300004,0.26000002,0.61,0.67300004,0.60300004,0.60800004,0.231,0.24000001,0.23300001,0.257,1.529,2.542,0.0,0.202,Linear_oracle,stoch,Linear,Oracle,0.60300004,1.013
99,343.0,2.7150002,2.5760002,2.6200001,0.095000006,0.717,0.1,0.75600004,0.095000006,0.53300005,0.201,0.20500001,0.038000003,0.28800002,1.72,4.53,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.095000006,2.8100000000000005
100,343.0,0.326,0.326,0.69200003,-0.36600003,0.071,0.57600003,0.587,0.39900002,0.404,0.528,1033.7631,0.832,0.84900004,0.18900001,0.467,0.0,0.24400002,Linear_observed,dynamic,Linear,Obs.,0.36600003,0.27799999000000003
101,343.0,0.46500003,0.397,0.69200003,-0.22700001,0.24800001,0.381,0.633,0.28,0.39200002,0.43500003,1391.425,0.551,0.91400003,0.201,1.1500001,1.0,0.71000004,BYM_observed,dynamic,BYM,Obs.,0.22700001,0.9490000999999999
102,343.0,1.22,1.2190001,2.6200001,-1.4000001,0.259,1.5790001,1.603,1.4000001,1.406,0.53400004,0.508,0.60200006,0.61200005,0.72,1.7290001,0.0,0.096,Linear_observed,stoch,Linear,Obs.,1.4000001,1.0090001
103,343.0,1.743,1.4840001,2.6200001,-0.87700003,0.92100006,1.1420001,1.4840001,0.91700006,1.217,0.437,0.44900003,0.43600002,0.56600004,0.772,4.296,1.0,0.97,BYM_observed,stoch,BYM,Obs.,0.87700003,3.524
104,343.0,0.34500003,0.342,0.69200003,-0.347,0.068,0.56100005,0.58100003,0.37500003,0.393,0.50100005,947.44904,0.81000006,0.83900005,0.22000001,0.48800004,0.0,0.6,Linear_3S,dynamic,Linear,3S,0.347,0.26800003000000006
105,343.0,1.36,1.35,2.6200001,-1.2600001,0.27100003,1.3770001,1.4210001,1.2600001,1.266,0.48100004,0.46400002,0.526,0.54200006,0.85800004,1.9150001,0.0,0.12200001,Linear_3S,stoch,Linear,3S,1.2600001,1.05700006
106,343.0,0.48000002,0.44500002,0.69200003,-0.21200001,0.164,0.34,0.54200006,0.24900001,0.35700002,0.34800002,1036.7201,0.49100003,0.78300005,0.25300002,0.887,1.0,0.8,BYM_3S,dynamic,BYM,3S,0.21200001,0.63399998
107,343.0,1.8800001,1.746,2.6200001,-0.74,0.64000005,0.91800004,1.1520001,0.76100004,0.943,0.333,0.347,0.35000002,0.439,0.98600006,3.469,1.0,0.984,BYM_3S,stoch,BYM,3S,0.74,2.48299994
108,343.0,0.522,0.52000004,0.69200003,-0.17,0.09,0.45000002,0.469,0.29000002,0.30100003,0.25,2008.1521,0.651,0.67800003,0.356,0.70500004,1.0,0.416,Linear_1S,dynamic,Linear,1S,0.17,0.34900004000000007
109,343.0,0.625,0.595,0.69200003,-0.067,0.171,0.26000002,0.46,0.19800001,0.279,0.21200001,2093.854,0.37500003,0.66400003,0.381,1.0370001,1.0,0.63600004,BYM_1S,dynamic,BYM,1S,0.067,0.6560001
110,343.0,2.0700002,2.061,2.6200001,-0.55,0.36100003,0.69100004,0.79300004,0.58100003,0.642,0.21900001,0.23500001,0.264,0.30200002,1.4020001,2.801,1.0,0.66800004,Linear_1S,stoch,Linear,1S,0.55,1.3989999000000002
111,343.0,2.469,2.3530002,2.6200001,-0.15100001,0.67200005,0.44000003,0.827,0.34600002,0.62600005,0.20300001,0.24100001,0.16800001,0.316,1.498,4.086,1.0,1.0,BYM_1S,stoch,BYM,1S,0.15100001,2.588
112,398.0,0.45600003,0.455,0.69200003,-0.23600002,0.062000003,0.37600002,0.39200002,0.23600002,0.23600002,0.34100002,0.33400002,0.54300004,0.56600004,0.33800003,0.58100003,0.0,0.1,Linear_oracle,dynamic,Linear,Oracle,0.23600002,0.243
113,398.0,0.72900003,0.688,0.69200003,0.037,0.21100001,0.344,0.596,0.17600001,0.224,0.22600001,0.261,0.49800003,0.86200005,0.43600002,1.2520001,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.037,0.81600008
114,398.0,1.728,1.7240001,2.6200001,-0.892,0.23300001,0.938,0.97200006,0.892,0.892,0.34,0.337,0.358,0.37100002,1.2830001,2.2,0.0,0.0,Linear_oracle,stoch,Linear,Oracle,0.892,0.9169999000000002
115,398.0,2.7710001,2.6160002,2.6200001,0.15100001,0.804,0.21900001,0.85700005,0.19000001,0.61600006,0.22700001,0.24100001,0.083000004,0.32700002,1.659,4.761,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.15100001,3.1020000000000003
116,398.0,0.24900001,0.24900001,0.69200003,-0.44300002,0.065000005,0.609,0.619,0.44900003,0.453,0.64100003,434.07404,0.88000005,0.89400005,0.12200001,0.37800002,0.0,0.224,Linear_observed,dynamic,Linear,Obs.,0.44300002,0.25600001
117,398.0,-0.134,-0.061000004,0.69200003,-0.82600003,0.372,1.432,1.519,0.82600003,0.90000004,1.1930001,2373.7522,2.068,2.1950002,-0.72200006,0.30800003,0.0,0.54200006,BYM_observed,dynamic,BYM,Obs.,0.82600003,1.0300000900000001
118,398.0,0.94400007,0.943,2.6200001,-1.6760001,0.231,1.8370001,1.853,1.6760001,1.677,0.64000005,0.61300004,0.70100003,0.707,0.49600002,1.401,0.0,0.018000001,Linear_observed,stoch,Linear,Obs.,1.6760001,0.90499998
119,398.0,-0.49,-0.20400001,2.6200001,-3.1100001,1.2930001,3.2120001,3.5070002,3.111,3.1120002,1.187,1.2,1.2260001,1.3390001,-2.5600002,1.006,0.0,0.012,BYM_observed,stoch,BYM,Obs.,3.1100001,3.5660002000000004
120,398.0,0.36,0.358,0.69200003,-0.33200002,0.07,0.51900005,0.53800005,0.36,0.37600002,0.47900003,1015.8381,0.749,0.777,0.22900002,0.508,0.0,0.55600005,Linear_3S,dynamic,Linear,3S,0.33200002,0.27899998000000004
121,398.0,1.3790001,1.371,2.6200001,-1.241,0.264,1.3700001,1.409,1.241,1.2470001,0.47400004,0.45400003,0.523,0.53800005,0.88000005,1.9300001,0.0,0.13000001,Linear_3S,stoch,Linear,3S,1.241,1.05000005
122,398.0,0.596,0.563,0.69200003,-0.096,0.316,0.47100002,0.92600006,0.33400002,0.45100003,0.35700002,1229.155,0.68,1.338,-0.23,1.34,1.0,0.83400005,BYM_3S,dynamic,BYM,3S,0.096,1.57
123,398.0,2.288,2.161,2.6200001,-0.33200002,1.2140001,0.65800005,1.414,0.49,1.0400001,0.35700002,0.40300003,0.25100002,0.54,-0.88900006,5.143,1.0,1.0,BYM_3S,stoch,BYM,3S,0.33200002,6.03200006
124,398.0,0.47500002,0.47300002,0.69200003,-0.21700001,0.081,0.43800002,0.45400003,0.29700002,0.30400002,0.314,1789.0851,0.633,0.656,0.32200003,0.64100003,0.0,0.37,Linear_1S,dynamic,Linear,1S,0.21700001,0.31900000000000006
125,398.0,0.71900004,0.66800004,0.69200003,0.027,0.24900001,0.409,0.72300005,0.28100002,0.34500003,0.264,2062.1912,0.591,1.0450001,0.39000002,1.3390001,1.0,0.666,BYM_1S,dynamic,BYM,1S,0.027,0.94900008
126,398.0,1.815,1.807,2.6200001,-0.80500007,0.30800003,0.93200004,0.98800004,0.81100005,0.82900006,0.30800003,0.29900002,0.356,0.377,1.2310001,2.4480002,0.0,0.326,Linear_1S,stoch,Linear,1S,0.80500007,1.2170001000000001
127,398.0,2.753,2.5560002,2.6200001,0.133,0.95400006,0.462,1.077,0.37100002,0.79,0.26700002,0.317,0.17600001,0.411,1.4920001,5.1270003,1.0,1.0,BYM_1S,stoch,BYM,1S,0.133,3.6350001999999995
128,453.0,0.44400004,0.44200003,0.69200003,-0.24800001,0.063,0.379,0.397,0.24800001,0.24800001,0.35900003,0.367,0.54800004,0.574,0.32500002,0.574,0.0,0.1,Linear_oracle,dynamic,Linear,Oracle,0.24800001,0.24899997999999995
129,453.0,0.72200006,0.67200005,0.69200003,0.030000001,0.23900001,0.397,0.683,0.21200001,0.25800002,0.24900001,0.30800003,0.573,0.98700005,0.411,1.332,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.030000001,0.921
130,453.0,1.6840001,1.6760001,2.6200001,-0.93600005,0.23700002,0.99100006,1.024,0.93700004,0.93700004,0.35700002,0.35200003,0.37800002,0.39100003,1.2370001,2.173,0.0,0.0,Linear_oracle,stoch,Linear,Oracle,0.93600005,0.9359999000000001
131,453.0,2.749,2.5560002,2.6200001,0.12900001,0.9110001,0.24300002,0.96700007,0.201,0.684,0.25,0.26700002,0.093,0.36900002,1.5660001,5.0730004,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.12900001,3.5070002999999996
132,453.0,0.36200002,0.36100003,0.69200003,-0.33,0.080000006,0.504,0.51900005,0.363,0.37,0.47700003,1000.21106,0.72800004,0.75100005,0.208,0.52000004,0.0,0.27,Linear_observed,dynamic,Linear,Obs.,0.33,0.31200004000000003
133,453.0,0.037,-0.040000003,0.69200003,-0.65500003,0.61200005,1.164,1.373,0.661,0.892,1.139,3734.683,1.6810001,1.9840001,-0.72900003,0.95900005,1.0,0.73800004,BYM_observed,dynamic,BYM,Obs.,0.65500003,1.6880000800000001
134,453.0,1.337,1.335,2.6200001,-1.2830001,0.28,1.475,1.5050001,1.284,1.2950001,0.49,0.46300003,0.563,0.574,0.794,1.894,0.0,0.14600001,Linear_observed,stoch,Linear,Obs.,1.2830001,1.0999999999999999
135,453.0,0.127,-0.171,2.6200001,-2.493,2.117,2.6030002,3.4750001,2.493,2.983,1.0890001,1.164,0.99300003,1.3260001,-2.49,3.341,1.0,0.70600003,BYM_observed,stoch,BYM,Obs.,2.493,5.831
136,453.0,0.38200003,0.38000003,0.69200003,-0.31,0.075,0.48700002,0.509,0.342,0.35900003,0.448,1033.1481,0.70400006,0.73600006,0.24400002,0.535,0.0,0.57600003,Linear_3S,dynamic,Linear,3S,0.31,0.29099998000000005
137,453.0,1.44,1.4350001,2.6200001,-1.1800001,0.272,1.3160001,1.3590001,1.1800001,1.1880001,0.45000002,0.43100002,0.50200003,0.51900005,0.93200004,1.9890001,0.0,0.17400001,Linear_3S,stoch,Linear,3S,1.1800001,1.05700006
138,453.0,0.388,0.45000002,0.69200003,-0.30400002,0.33900002,0.425,0.70900005,0.316,0.45900002,0.5,1395.128,0.614,1.024,-0.25300002,0.94400007,1.0,0.76600003,BYM_3S,dynamic,BYM,3S,0.30400002,1.19700009
139,453.0,1.48,1.7040001,2.6200001,-1.1400001,1.256,1.325,1.8750001,1.1420001,1.366,0.49500003,0.509,0.50600004,0.71500003,-0.82500005,3.5640001,1.0,0.97200006,BYM_3S,stoch,BYM,3S,1.1400001,4.38900015
140,453.0,0.50600004,0.504,0.69200003,-0.186,0.089,0.40800002,0.42800003,0.28100002,0.29200003,0.27100003,1832.909,0.58900005,0.619,0.33800003,0.69000006,0.0,0.42200002,Linear_1S,dynamic,Linear,1S,0.186,0.35200003
141,453.0,0.73800004,0.68500006,0.69200003,0.046000004,0.25800002,0.38300002,0.693,0.26900002,0.337,0.263,2132.6282,0.55300003,1.001,0.402,1.3900001,1.0,0.684,BYM_1S,dynamic,BYM,1S,0.046000004,0.9880000999999999
142,453.0,1.894,1.886,2.6200001,-0.726,0.328,0.86700004,0.93500006,0.735,0.767,0.279,0.275,0.33100003,0.35700002,1.2750001,2.5700002,0.0,0.46800002,Linear_1S,stoch,Linear,1S,0.726,1.2950001
143,453.0,2.778,2.5760002,2.6200001,0.158,0.97400004,0.476,1.103,0.38500002,0.786,0.26200002,0.31500003,0.18200001,0.42100003,1.519,5.2440004,1.0,0.998,BYM_1S,stoch,BYM,1S,0.158,3.7250004
0,14.0,0.52400005,0.522,0.69200003,-0.16800001,0.072000004,0.483,0.497,0.16800001,0.202,0.24400002,0.15300001,0.698,0.71800005,0.388,0.67,0.0,0.896,Linear_oracle,dynamic,Linear,Oracle,0.16800001,0.28200000000000003
1,14.0,0.582,0.57100004,0.69200003,-0.11000001,0.108,0.36400002,0.41200003,0.125,0.178,0.192,0.16800001,0.527,0.596,0.40300003,0.82900006,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.11000001,0.42600003000000003
2,14.0,1.9740001,1.9670001,2.6200001,-0.646,0.27,0.647,0.712,0.646,0.65400004,0.24700001,0.26500002,0.24700001,0.272,1.463,2.525,0.0,0.24200001,Linear_oracle,stoch,Linear,Oracle,0.646,1.0619999999999998
3,14.0,2.1950002,2.153,2.6200001,-0.425,0.409,0.42600003,0.61300004,0.425,0.521,0.194,0.209,0.163,0.23400001,1.5200001,3.1280003,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.425,1.6080002
4,14.0,0.171,0.171,0.69200003,-0.521,0.063,0.79,0.79700005,0.527,0.53000003,0.75200003,419.09702,1.1420001,1.151,0.049000002,0.29700002,0.0,0.22200002,Linear_observed,dynamic,Linear,Obs.,0.521,0.248000018
5,14.0,0.34100002,0.27100003,0.69200003,-0.351,0.25500003,0.48100004,0.697,0.365,0.46400002,0.574,929.32404,0.69500005,1.006,0.052,1.013,1.0,0.652,BYM_observed,dynamic,BYM,Obs.,0.351,0.9609999999999999
6,14.0,0.648,0.64500004,2.6200001,-1.9720001,0.22500001,2.1100001,2.124,1.973,1.973,0.753,0.735,0.80500007,0.81100005,0.209,1.098,0.0,0.0,Linear_observed,stoch,Linear,Obs.,1.9720001,0.8890000000000001
7,14.0,1.289,1.026,2.6200001,-1.3310001,0.93500006,1.5230001,1.8040001,1.3310001,1.5450001,0.57100004,0.573,0.58100003,0.688,0.238,3.7810001,1.0,0.92600006,BYM_observed,stoch,BYM,Obs.,1.3310001,3.5430001
8,14.0,0.319,0.316,0.69200003,-0.37300003,0.07,0.67800003,0.69600004,0.411,0.43300003,0.53800005,1174.4651,0.98,1.006,0.193,0.467,0.0,0.66200006,Linear_3S,dynamic,Linear,3S,0.37300003,0.274
9,14.0,1.2160001,1.2040001,2.6200001,-1.404,0.25800002,1.5070001,1.5450001,1.404,1.4070001,0.536,0.52400005,0.57500005,0.59000003,0.74100006,1.7530001,0.0,0.066,Linear_3S,stoch,Linear,3S,1.404,1.01200004
10,14.0,0.45900002,0.411,0.69200003,-0.23300001,0.192,0.40800002,0.578,0.289,0.37500003,0.39900002,1446.3541,0.58900005,0.83500004,0.215,0.989,1.0,0.924,BYM_3S,dynamic,BYM,3S,0.23300001,0.774
11,14.0,1.7500001,1.5690001,2.6200001,-0.87000006,0.72800004,1.0070001,1.284,0.87500006,1.0840001,0.395,0.404,0.384,0.49,0.82400006,3.765,1.0,0.99000007,BYM_3S,stoch,BYM,3S,0.87000006,2.94099994
12,14.0,0.503,0.499,0.69200003,-0.18900001,0.091000006,0.57500005,0.588,0.335,0.347,0.27600002,2351.4492,0.83000004,0.84900004,0.33600003,0.693,1.0,0.42400002,Linear_1S,dynamic,Linear,1S,0.18900001,0.35699996999999994
13,14.0,0.661,0.61600006,0.69200003,-0.031000001,0.21400002,0.33100003,0.497,0.24700001,0.31500003,0.24100001,2808.843,0.47900003,0.71900004,0.374,1.2060001,1.0,0.66,BYM_1S,dynamic,BYM,1S,0.031000001,0.8320001
