,idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,MAPE_all,rel_RMSE,rel_RMSE_all,q025,q975,covering,mean_ind_cover,method,estimand,model,type,abs_bias,ci_length
153,524.0,1.3840001,1.371,2.6200001,-1.2360001,0.294,1.342,1.396,1.2370001,1.2440001,0.47200003,0.46,0.512,0.53300005,0.85300004,1.9850001,0.0,0.18,Linear_3S,stoch,Linear,3S,1.2360001,1.13200006
154,524.0,0.74500006,0.69900006,0.69200003,0.053000003,0.31500003,0.393,0.772,0.272,0.41400003,0.33800003,2217.581,0.568,1.116,0.31100002,1.5840001,1.0,0.98800004,BYM_3S,dynamic,BYM,3S,0.053000003,1.2730000799999999
155,524.0,2.8700001,2.6980002,2.6200001,0.25,1.2110001,0.49100003,1.396,0.40100002,1.01,0.344,0.404,0.187,0.53300005,1.2010001,6.103,1.0,1.0,BYM_3S,stoch,BYM,3S,0.25,4.9019999
156,524.0,0.53300005,0.52900004,0.69200003,-0.15900001,0.096,0.51900005,0.535,0.319,0.33,0.23700002,2486.6682,0.75000006,0.77300006,0.35500002,0.72800004,1.0,0.416,Linear_1S,dynamic,Linear,1S,0.15900001,0.37300001999999993
157,524.0,0.79200006,0.739,0.69200003,0.1,0.26200002,0.257,0.53300005,0.21000001,0.33,0.29000002,3270.308,0.372,0.77000004,0.42900002,1.452,1.0,0.656,BYM_1S,dynamic,BYM,1S,0.1,1.02299998
158,524.0,2.056,2.0400002,2.6200001,-0.564,0.36900002,0.69900006,0.804,0.588,0.65500003,0.22500001,0.24100001,0.26700002,0.307,1.366,2.8070002,1.0,0.66,Linear_1S,stoch,Linear,1S,0.564,1.4410002
159,524.0,3.052,2.8470001,2.6200001,0.432,1.008,0.614,1.215,0.503,0.86300004,0.29900002,0.34500003,0.23500001,0.46400002,1.651,5.5950003,1.0,0.998,BYM_1S,stoch,BYM,1S,0.432,3.9440003
0,3.0,0.441,0.441,0.69200003,-0.25100002,0.059000004,0.41400003,0.42800003,0.25100002,0.25100002,0.36200002,0.34100002,0.59800005,0.619,0.32900003,0.56,0.0,0.1,Linear_oracle,dynamic,Linear,Oracle,0.25100002,0.23099997000000005
1,3.0,0.79300004,0.753,0.69200003,0.101,0.24800001,0.379,0.65900004,0.143,0.23700002,0.28,0.25100002,0.54700005,0.95300007,0.437,1.391,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.101,0.954
2,3.0,1.672,1.669,2.6200001,-0.9480001,0.22200002,0.99200004,1.0220001,0.9480001,0.9480001,0.36200002,0.36,0.379,0.39000002,1.2490001,2.117,0.0,0.0,Linear_oracle,stoch,Linear,Oracle,0.9480001,0.8679999
3,3.0,3.0110002,2.858,2.6200001,0.39100003,0.94400007,0.395,1.052,0.39100003,0.75100005,0.282,0.29500002,0.15100001,0.402,1.6600001,5.28,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.39100003,3.6199999000000003
4,3.0,0.31300002,0.312,0.69200003,-0.379,0.071,0.56200004,0.574,0.40100002,0.40600002,0.54800004,820.66406,0.81200004,0.82900006,0.17600001,0.453,0.0,0.298,Linear_observed,dynamic,Linear,Obs.,0.379,0.27699999
5,3.0,0.467,0.4,0.69200003,-0.22500001,0.25300002,0.41000003,0.725,0.30600002,0.42000002,0.43,1011.53503,0.592,1.047,0.185,1.131,1.0,0.59400004,BYM_observed,dynamic,BYM,Obs.,0.22500001,0.946
6,3.0,1.1630001,1.161,2.6200001,-1.457,0.25,1.6300001,1.651,1.457,1.46,0.55600005,0.528,0.62200004,0.63000005,0.68,1.6620001,0.0,0.072000004,Linear_observed,stoch,Linear,Obs.,1.457,0.9820000999999999
7,3.0,1.756,1.4990001,2.6200001,-0.864,0.93600005,1.1320001,1.4820001,0.90000004,1.2010001,0.43,0.441,0.432,0.56600004,0.73300004,4.2190003,1.0,0.9760001,BYM_observed,stoch,BYM,Obs.,0.864,3.4860002600000004
8,3.0,0.35200003,0.35000002,0.69200003,-0.34,0.068,0.526,0.545,0.36600003,0.38000003,0.49100003,927.18506,0.75900006,0.78700006,0.22600001,0.49400002,0.0,0.544,Linear_3S,dynamic,Linear,3S,0.34,0.26800000999999996
9,3.0,1.3160001,1.3100001,2.6200001,-1.304,0.24000001,1.4350001,1.465,1.304,1.307,0.49800003,0.47700003,0.54800004,0.559,0.86300004,1.8130001,0.0,0.074,Linear_3S,stoch,Linear,3S,1.304,0.95000006
10,3.0,0.441,0.42100003,0.69200003,-0.25100002,0.21000001,0.374,0.592,0.27600002,0.37500003,0.4,1020.28,0.541,0.85600007,0.19100001,0.878,1.0,0.73,BYM_3S,dynamic,BYM,3S,0.25100002,0.68699999
11,3.0,1.6600001,1.5810001,2.6200001,-0.96000004,0.77800006,1.133,1.3950001,0.96500003,1.1040001,0.402,0.404,0.432,0.532,0.739,3.301,1.0,0.93000007,BYM_3S,stoch,BYM,3S,0.96000004,2.5620000000000003
12,3.0,0.453,0.45100003,0.69200003,-0.23900001,0.083000004,0.45900002,0.47500002,0.307,0.31500003,0.34600002,1604.394,0.66300005,0.68700004,0.29500002,0.623,0.0,0.384,Linear_1S,dynamic,Linear,1S,0.23900001,0.32799998
13,3.0,0.717,0.65800005,0.69200003,0.025,0.27100003,0.37500003,0.72200006,0.261,0.34300002,0.289,2041.9991,0.54200006,1.0430001,0.36600003,1.4030001,1.0,0.726,BYM_1S,dynamic,BYM,1S,0.025,1.0370000700000002
14,3.0,1.677,1.672,2.6200001,-0.943,0.30100003,1.0660001,1.113,0.94400007,0.95400006,0.36,0.34500003,0.407,0.425,1.108,2.2930002,0.0,0.21200001,Linear_1S,stoch,Linear,1S,0.943,1.1850001999999997
15,3.0,2.6790001,2.4550002,2.6200001,0.059000004,1.016,0.45400003,1.131,0.363,0.836,0.287,0.33100003,0.17300001,0.432,1.3720001,5.2580004,1.0,1.0,BYM_1S,stoch,BYM,1S,0.059000004,3.8860003
16,58.0,0.517,0.51600003,0.69200003,-0.17500001,0.066,0.31300002,0.33600003,0.17600001,0.178,0.254,0.223,0.45200002,0.485,0.39000002,0.64900005,0.0,0.896,Linear_oracle,dynamic,Linear,Oracle,0.17500001,0.25900003000000005
17,58.0,0.657,0.623,0.69200003,-0.035,0.16700001,0.079,0.37800002,0.061000004,0.158,0.194,0.201,0.11400001,0.54700005,0.425,1.0760001,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.035,0.6510000999999999
18,58.0,1.955,1.9510001,2.6200001,-0.665,0.24900001,0.69000006,0.74200004,0.665,0.666,0.254,0.25500003,0.263,0.28300002,1.478,2.4540002,0.0,0.0,Linear_oracle,stoch,Linear,Oracle,0.665,0.9760001999999999
19,58.0,2.492,2.3620002,2.6200001,-0.128,0.633,0.16700001,0.67800003,0.132,0.51500005,0.194,0.19800001,0.064,0.259,1.6120001,4.0820003,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.128,2.4700002
20,58.0,0.27,0.26900002,0.69200003,-0.42200002,0.074,0.58000004,0.592,0.43,0.43400002,0.609,485.05002,0.83800006,0.85600007,0.13000001,0.418,0.0,0.24800001,Linear_observed,dynamic,Linear,Obs.,0.42200002,0.28799999
21,58.0,0.41700003,0.35900003,0.69200003,-0.275,0.23200001,0.432,0.69600004,0.324,0.432,0.47500002,771.70905,0.625,1.006,0.141,1.082,1.0,0.546,BYM_observed,dynamic,BYM,Obs.,0.275,0.9410000000000001
22,58.0,1.023,1.0200001,2.6200001,-1.5970001,0.263,1.764,1.7860001,1.598,1.5990001,0.61,0.582,0.67300004,0.68200004,0.52400005,1.547,0.0,0.042000003,Linear_observed,stoch,Linear,Obs.,1.5970001,1.02299995
23,58.0,1.5790001,1.3560001,2.6200001,-1.041,0.86100006,1.2780001,1.5530001,1.054,1.294,0.47200003,0.47400004,0.48800004,0.59300005,0.57600003,4.0350003,1.0,0.96400005,BYM_observed,stoch,BYM,Obs.,1.041,3.45900027
24,58.0,0.37300003,0.37100002,0.69200003,-0.319,0.076000005,0.49300003,0.517,0.347,0.365,0.46100003,967.96204,0.71300006,0.74700004,0.23200001,0.528,0.0,0.578,Linear_3S,dynamic,Linear,3S,0.319,0.29599999
25,58.0,1.3900001,1.3840001,2.6200001,-1.23,0.27,1.363,1.4030001,1.23,1.2360001,0.469,0.44900003,0.52000004,0.536,0.88600004,1.9350001,0.0,0.128,Linear_3S,stoch,Linear,3S,1.23,1.04900006
26,58.0,0.42400002,0.41200003,0.69200003,-0.268,0.162,0.39600003,0.537,0.294,0.35700002,0.41000003,985.58,0.572,0.776,-0.043,0.76900005,1.0,0.73600006,BYM_3S,dynamic,BYM,3S,0.268,0.8120000500000001
27,58.0,1.5870001,1.5430001,2.6200001,-1.033,0.597,1.192,1.3520001,1.0350001,1.12,0.41500002,0.407,0.455,0.51600003,-0.14600001,2.8630002,1.0,0.76400006,BYM_3S,stoch,BYM,3S,1.033,3.00900021
28,58.0,0.526,0.52500004,0.69200003,-0.16600001,0.091000006,0.39400002,0.416,0.273,0.28300002,0.24400002,1945.2831,0.569,0.601,0.35300002,0.711,1.0,0.42200002,Linear_1S,dynamic,Linear,1S,0.16600001,0.35799997999999994
29,58.0,0.647,0.60800004,0.69200003,-0.045,0.193,0.254,0.52000004,0.19700001,0.289,0.22200002,2039.555,0.36600003,0.75200003,0.38500002,1.1550001,1.0,0.656,BYM_1S,dynamic,BYM,1S,0.045,0.7700000800000001
30,58.0,1.9360001,1.9310001,2.6200001,-0.684,0.32700002,0.81900007,0.89000005,0.69900006,0.731,0.263,0.264,0.31300002,0.34,1.315,2.598,0.0,0.47000003,Linear_1S,stoch,Linear,1S,0.684,1.283
31,58.0,2.3950002,2.249,2.6200001,-0.22500001,0.71900004,0.49600002,0.88900006,0.38900003,0.68100005,0.22700001,0.26000002,0.18900001,0.33900002,1.434,4.301,1.0,1.0,BYM_1S,stoch,BYM,1S,0.22500001,2.867
32,113.0,0.58500004,0.583,0.69200003,-0.10700001,0.074,0.33200002,0.356,0.108,0.15300001,0.163,0.13900001,0.48000002,0.514,0.44500002,0.73800004,1.0,0.896,Linear_oracle,dynamic,Linear,Oracle,0.10700001,0.29300001999999997
33,113.0,0.791,0.73800004,0.69200003,0.09900001,0.23200001,0.128,0.45400003,0.09900001,0.19500001,0.246,0.264,0.18400002,0.65500003,0.49600002,1.3750001,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.09900001,0.8790000800000001
34,113.0,2.209,2.2020001,2.6200001,-0.411,0.28,0.41200003,0.514,0.411,0.44400004,0.165,0.179,0.157,0.19600001,1.6810001,2.782,1.0,0.762,Linear_oracle,stoch,Linear,Oracle,0.411,1.1009999
35,113.0,2.9910002,2.7900002,2.6200001,0.37100002,0.87900007,0.41000003,1.0070001,0.37100002,0.652,0.246,0.24800001,0.156,0.384,1.8770001,5.202,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.37100002,3.3249999
36,113.0,0.30900002,0.30900002,0.69200003,-0.38300002,0.07300001,0.582,0.59400004,0.407,0.41300002,0.554,858.866,0.841,0.859,0.165,0.45600003,0.0,0.312,Linear_observed,dynamic,Linear,Obs.,0.38300002,0.29100002999999997
37,113.0,0.57500005,0.48600003,0.69200003,-0.117000006,0.321,0.41300002,0.77500004,0.305,0.42400002,0.40500003,1512.645,0.597,1.1190001,0.19900002,1.452,1.0,0.794,BYM_observed,dynamic,BYM,Obs.,0.117000006,1.25299998
38,113.0,1.154,1.154,2.6200001,-1.4660001,0.264,1.6400001,1.664,1.4670001,1.47,0.56,0.532,0.62600005,0.63500005,0.637,1.6810001,0.0,0.086,Linear_observed,stoch,Linear,Obs.,1.4660001,1.0440001
39,113.0,2.154,1.825,2.6200001,-0.46600002,1.187,0.873,1.4990001,0.65400004,1.1700001,0.402,0.44500002,0.333,0.572,0.77500004,5.406,1.0,0.99200004,BYM_observed,stoch,BYM,Obs.,0.46600002,4.63099996
40,113.0,0.40800002,0.40600002,0.69200003,-0.284,0.080000006,0.509,0.53800005,0.34,0.36600003,0.41000003,1524.394,0.73600006,0.77800006,0.25800002,0.572,0.0,0.69000006,Linear_3S,dynamic,Linear,3S,0.284,0.31399997999999996
41,113.0,1.557,1.554,2.6200001,-1.0630001,0.29900002,1.1880001,1.2520001,1.0630001,1.0830001,0.40600002,0.395,0.453,0.47800002,0.989,2.164,0.0,0.324,Linear_3S,stoch,Linear,3S,1.0630001,1.1750000000000003
42,113.0,0.56700003,0.503,0.69200003,-0.125,0.22100002,0.28800002,0.592,0.21300001,0.36600003,0.321,1871.2821,0.41700003,0.855,0.312,1.121,1.0,0.94200003,BYM_3S,dynamic,BYM,3S,0.125,0.8089999999999999
43,113.0,2.1650002,1.9240001,2.6200001,-0.455,0.83800006,0.669,1.128,0.526,0.92100006,0.319,0.35000002,0.25500003,0.43100002,1.1980001,4.269,1.0,1.0,BYM_3S,stoch,BYM,3S,0.455,3.0709999000000003
44,113.0,0.679,0.67600006,0.69200003,-0.013,0.113000005,0.38900003,0.41700003,0.286,0.3,0.13100001,3458.4993,0.56200004,0.60200006,0.469,0.9110001,1.0,0.43400002,Linear_1S,dynamic,Linear,1S,0.013,0.4420001
45,113.0,0.96000004,0.91200006,0.69200003,0.268,0.28100002,0.374,0.596,0.314,0.39000002,0.42000002,4534.8384,0.54,0.86,0.558,1.651,1.0,0.554,BYM_1S,dynamic,BYM,1S,0.268,1.093
46,113.0,2.5870001,2.5760002,2.6200001,-0.033,0.42700002,0.42800003,0.625,0.33900002,0.48200002,0.13000001,0.18800001,0.163,0.238,1.7880001,3.4670002,1.0,0.934,Linear_1S,stoch,Linear,1S,0.033,1.6790001
47,113.0,3.6580002,3.4740002,2.6200001,1.0380001,1.0710001,1.1580001,1.605,1.039,1.1800001,0.42800003,0.48100004,0.44200003,0.61300004,2.127,6.2890005,1.0,0.88400006,BYM_1S,stoch,BYM,1S,1.0380001,4.1620005
48,168.0,0.485,0.483,0.69200003,-0.20700002,0.065000005,0.30200002,0.32500002,0.20700002,0.208,0.3,0.324,0.437,0.469,0.35900003,0.61700004,0.0,0.1,Linear_oracle,dynamic,Linear,Oracle,0.20700002,0.25800000999999995
49,168.0,0.81700003,0.771,0.69200003,0.125,0.24800001,0.57600003,0.822,0.24300002,0.286,0.28100002,0.27600002,0.832,1.187,0.47500002,1.427,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.125,0.9519999800000001
50,168.0,1.8390001,1.8320001,2.6200001,-0.781,0.246,0.83300006,0.87500006,0.781,0.78200006,0.298,0.29200003,0.31800002,0.33400002,1.365,2.335,0.0,0.0,Linear_oracle,stoch,Linear,Oracle,0.781,0.97
51,168.0,3.1090002,2.933,2.6200001,0.48900002,0.94400007,0.508,1.0940001,0.49,0.77000004,0.284,0.31,0.194,0.41700003,1.8100001,5.4290004,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.48900002,3.6190002999999997
52,168.0,0.41300002,0.411,0.69200003,-0.279,0.07700001,0.44300002,0.46,0.324,0.33200002,0.404,1330.1621,0.64000005,0.66400003,0.26200002,0.568,0.0,0.316,Linear_observed,dynamic,Linear,Obs.,0.279,0.30599997999999995
53,168.0,0.522,0.47000003,0.69200003,-0.17,0.21800001,0.35300002,0.596,0.25800002,0.34500003,0.34500003,1586.0381,0.51100004,0.86100006,0.286,1.118,1.0,0.558,BYM_observed,dynamic,BYM,Obs.,0.17,0.8320000000000001
54,168.0,1.5430001,1.536,2.6200001,-1.077,0.28100002,1.3000001,1.3340001,1.09,1.1090001,0.411,0.39200002,0.49600002,0.509,0.9990001,2.1100001,0.0,0.254,Linear_observed,stoch,Linear,Obs.,1.077,1.1110000000000002
55,168.0,1.9560001,1.7580001,2.6200001,-0.66400003,0.81500006,0.98700005,1.292,0.757,1.014,0.349,0.37100002,0.377,0.49300003,1.0890001,4.211,1.0,0.96400005,BYM_observed,stoch,BYM,Obs.,0.66400003,3.1219999000000005
56,168.0,0.39600003,0.393,0.69200003,-0.296,0.072000004,0.45400003,0.47800002,0.32700002,0.344,0.42800003,1075.5481,0.65500003,0.69100004,0.264,0.54700005,0.0,0.57000005,Linear_3S,dynamic,Linear,3S,0.296,0.28300004999999995
57,168.0,1.5560001,1.5460001,2.6200001,-1.064,0.28500003,1.2,1.253,1.064,1.079,0.40600002,0.39000002,0.45800003,0.47800002,1.028,2.148,0.0,0.27400002,Linear_3S,stoch,Linear,3S,1.064,1.12
58,168.0,0.54800004,0.53000003,0.69200003,-0.14400001,0.31100002,0.37800002,0.85200006,0.28100002,0.42800003,0.37300003,1177.237,0.546,1.23,-0.128,1.2140001,1.0,0.82600003,BYM_3S,dynamic,BYM,3S,0.14400001,1.3420001
59,168.0,2.144,2.078,2.6200001,-0.476,1.212,0.726,1.4440001,0.55700004,1.0610001,0.36800003,0.40800002,0.277,0.551,-0.49500003,4.729,1.0,1.0,BYM_3S,stoch,BYM,3S,0.476,5.22400003
60,168.0,0.53300005,0.53000003,0.69200003,-0.15900001,0.086,0.35300002,0.37500003,0.256,0.264,0.23400001,1979.9711,0.51000005,0.54200006,0.372,0.707,1.0,0.418,Linear_1S,dynamic,Linear,1S,0.15900001,0.33499999999999996
61,168.0,0.81100005,0.763,0.69200003,0.119,0.256,0.53800005,0.809,0.326,0.36600003,0.287,2355.4812,0.777,1.169,0.45600003,1.4300001,1.0,0.688,BYM_1S,dynamic,BYM,1S,0.119,0.97400007
62,168.0,2.108,2.0970001,2.6200001,-0.512,0.344,0.66700006,0.76100004,0.546,0.605,0.20500001,0.21900001,0.254,0.291,1.463,2.8100002,1.0,0.68200004,Linear_1S,stoch,Linear,1S,0.512,1.3470002
63,168.0,3.1920002,3.002,2.6200001,0.572,1.0040001,0.69900006,1.241,0.606,0.89900005,0.31100002,0.374,0.26700002,0.47400004,1.7930001,5.611,1.0,0.95600003,BYM_1S,stoch,BYM,1S,0.572,3.8179999
64,223.0,0.795,0.79200006,0.69200003,0.10300001,0.094000004,0.13900001,0.231,0.102000006,0.127,0.165,0.19900002,0.2,0.33400002,0.619,0.98700005,1.0,1.0,Linear_oracle,dynamic,Linear,Oracle,0.10300001,0.36800005
65,223.0,0.86300004,0.84900004,0.69200003,0.171,0.13700001,0.263,0.37100002,0.171,0.186,0.257,0.27,0.38000003,0.537,0.64100003,1.182,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.171,0.5409999699999999
66,223.0,3.006,2.9950001,2.6200001,0.386,0.35300002,0.41700003,0.565,0.38500002,0.43400002,0.164,0.162,0.15900001,0.216,2.341,3.7300003,1.0,1.0,Linear_oracle,stoch,Linear,Oracle,0.386,1.3890002999999997
67,223.0,3.2670002,3.213,2.6200001,0.647,0.51600003,0.683,0.87700003,0.647,0.674,0.256,0.254,0.261,0.335,2.426,4.473,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.647,2.0469999999999997
68,223.0,0.32500002,0.324,0.69200003,-0.367,0.082,0.48400003,0.512,0.36900002,0.393,0.53000003,405.639,0.69900006,0.739,0.16900001,0.48900002,0.0,0.33600003,Linear_observed,dynamic,Linear,Obs.,0.367,0.32000001
69,223.0,0.43400002,0.4,0.69200003,-0.25800002,0.186,0.6,0.76600003,0.47100002,0.50200003,0.41500002,691.05206,0.86600006,1.1060001,0.172,0.89900005,1.0,0.39000002,BYM_observed,dynamic,BYM,Obs.,0.25800002,0.72700005
70,223.0,1.248,1.243,2.6200001,-1.3720001,0.3,1.5690001,1.6010001,1.373,1.3800001,0.52400005,0.492,0.59900004,0.611,0.68,1.8440001,0.0,0.126,Linear_observed,stoch,Linear,Obs.,1.3720001,1.1640001
71,223.0,1.6800001,1.547,2.6200001,-0.94000006,0.69500005,1.222,1.417,0.96700007,1.1350001,0.40300003,0.407,0.46600002,0.541,0.716,3.426,1.0,0.892,BYM_observed,stoch,BYM,Obs.,0.94000006,2.71
72,223.0,0.507,0.505,0.69200003,-0.185,0.086,0.32500002,0.38700002,0.23400001,0.286,0.26900002,1277.1531,0.47000003,0.559,0.349,0.68200004,0.0,0.8,Linear_3S,dynamic,Linear,3S,0.185,0.33300004000000005
73,223.0,1.968,1.9590001,2.6200001,-0.652,0.33,0.84700006,0.94600004,0.68,0.75100005,0.252,0.26700002,0.323,0.36100003,1.3520001,2.6330001,1.0,0.72400004,Linear_3S,stoch,Linear,3S,0.652,1.281
74,223.0,0.60700005,0.577,0.69200003,-0.085,0.19800001,0.36800003,0.596,0.26700002,0.347,0.246,1438.987,0.531,0.86100006,0.328,1.0990001,1.0,0.90000004,BYM_3S,dynamic,BYM,3S,0.085,0.7710001
75,223.0,2.354,2.237,2.6200001,-0.266,0.76600003,0.583,1.018,0.44000003,0.767,0.24000001,0.291,0.22200002,0.388,1.268,4.257,1.0,1.0,BYM_3S,stoch,BYM,3S,0.266,2.989
76,223.0,0.81600004,0.814,0.69200003,0.124000005,0.11800001,0.26500002,0.32700002,0.22200002,0.256,0.20300001,3345.5051,0.38300002,0.47300002,0.59300005,1.057,1.0,0.50600004,Linear_1S,dynamic,Linear,1S,0.124000005,0.46399994999999994
77,223.0,0.90500003,0.882,0.69200003,0.21300001,0.18,0.351,0.46400002,0.28300002,0.316,0.32200003,3637.7642,0.507,0.671,0.62100005,1.3460001,1.0,0.55,BYM_1S,dynamic,BYM,1S,0.21300001,0.7250000499999999
78,223.0,3.177,3.1690001,2.6200001,0.55700004,0.46100003,0.712,0.864,0.596,0.684,0.23,0.286,0.272,0.33,2.306,4.116,1.0,0.75000006,Linear_1S,stoch,Linear,1S,0.55700004,1.8099999999999996
79,223.0,3.5230002,3.4340003,2.6200001,0.90300006,0.702,1.019,1.2550001,0.9110001,0.98200005,0.35500002,0.40800002,0.38900003,0.47900003,2.413,5.2370005,1.0,0.67200005,BYM_1S,stoch,BYM,1S,0.90300006,2.8240005
80,278.0,0.49500003,0.49400002,0.69200003,-0.19700001,0.065000005,0.446,0.46,0.19800001,0.20400001,0.286,0.18800001,0.64500004,0.665,0.372,0.624,0.0,0.896,Linear_oracle,dynamic,Linear,Oracle,0.19700001,0.252
81,278.0,0.712,0.675,0.69200003,0.020000001,0.194,0.038000003,0.37600002,0.030000001,0.162,0.208,0.20400001,0.055000003,0.54300004,0.44400004,1.2040001,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.020000001,0.7600000600000001
82,278.0,1.8670001,1.8650001,2.6200001,-0.753,0.24300002,0.76400006,0.809,0.753,0.754,0.28800002,0.29700002,0.291,0.30900002,1.4070001,2.3530002,0.0,0.020000001,Linear_oracle,stoch,Linear,Oracle,0.753,0.9460000999999998
83,278.0,2.6940002,2.5530002,2.6200001,0.074,0.735,0.09200001,0.77500004,0.075,0.55200005,0.209,0.21200001,0.035,0.296,1.6800001,4.556,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.074,2.8759999
84,278.0,0.25100002,0.25100002,0.69200003,-0.441,0.061000004,0.67600006,0.684,0.45800003,0.46100003,0.637,694.294,0.97700006,0.98800004,0.13100001,0.372,0.0,0.284,Linear_observed,dynamic,Linear,Obs.,0.441,0.24099999
85,278.0,0.080000006,0.11400001,0.69200003,-0.61200005,0.47300002,0.99000007,1.1420001,0.614,0.772,0.88500005,3581.0403,1.4300001,1.6500001,-0.558,0.65000004,0.0,0.64400005,BYM_observed,dynamic,BYM,Obs.,0.61200005,1.20800004
86,278.0,0.93200004,0.93000007,2.6200001,-1.6880001,0.216,1.8410001,1.8560001,1.6890001,1.6890001,0.64400005,0.62100005,0.703,0.708,0.51100004,1.358,0.0,0.016,Linear_observed,stoch,Linear,Obs.,1.6880001,0.8469999600000001
87,278.0,0.30200002,0.393,2.6200001,-2.318,1.6120001,2.4390001,3.0230002,2.318,2.436,0.88500005,0.93500006,0.93100005,1.154,-1.838,2.26,0.0,0.39400002,BYM_observed,stoch,BYM,Obs.,2.318,4.098
88,278.0,0.333,0.33100003,0.69200003,-0.35900003,0.072000004,0.61700004,0.63500005,0.393,0.41200003,0.51900005,1143.498,0.892,0.91700006,0.202,0.47800002,0.0,0.59400004,Linear_3S,dynamic,Linear,3S,0.35900003,0.27600002
89,278.0,1.279,1.2720001,2.6200001,-1.3410001,0.27100003,1.455,1.4970001,1.3410001,1.345,0.512,0.49600002,0.555,0.57100004,0.777,1.8220001,0.0,0.104,Linear_3S,stoch,Linear,3S,1.3410001,1.0450000999999998
90,278.0,0.46600002,0.42600003,0.69200003,-0.22600001,0.194,0.36100003,0.56100005,0.26700002,0.37,0.384,1272.5491,0.521,0.81100005,0.21300001,0.94600004,1.0,0.84800005,BYM_3S,dynamic,BYM,3S,0.22600001,0.73300003
91,278.0,1.7900001,1.639,2.6200001,-0.83000004,0.74200004,0.99500006,1.2750001,0.84000003,1.054,0.37800002,0.39100003,0.38000003,0.48700002,0.822,3.6280003,1.0,0.99000007,BYM_3S,stoch,BYM,3S,0.83000004,2.8060003
92,278.0,0.521,0.517,0.69200003,-0.171,0.089,0.514,0.52900004,0.317,0.32700002,0.252,2421.666,0.74300003,0.76400006,0.354,0.70400006,1.0,0.404,Linear_1S,dynamic,Linear,1S,0.171,0.35000006000000006
93,278.0,0.70500004,0.66400003,0.69200003,0.013,0.215,0.24400002,0.50100005,0.193,0.30100003,0.23200001,2801.3262,0.35300002,0.72300005,0.404,1.25,1.0,0.66200006,BYM_1S,dynamic,BYM,1S,0.013,0.846
94,278.0,1.9970001,1.983,2.6200001,-0.623,0.342,0.75900006,0.84300005,0.64400005,0.69000006,0.24200001,0.25300002,0.29000002,0.32200003,1.358,2.7020001,1.0,0.58400005,Linear_1S,stoch,Linear,1S,0.623,1.3440000999999997
95,278.0,2.706,2.5470002,2.6200001,0.086,0.82600003,0.43600002,0.957,0.34300002,0.707,0.23300001,0.279,0.16600001,0.365,1.5500001,4.7980003,1.0,0.99600005,BYM_1S,stoch,BYM,1S,0.086,3.2480002
96,333.0,0.53800005,0.537,0.69200003,-0.15400001,0.067,0.31800002,0.34,0.15400001,0.162,0.223,0.17400001,0.45900002,0.49100003,0.411,0.67300004,0.0,0.896,Linear_oracle,dynamic,Linear,Oracle,0.15400001,0.26200004000000005
97,333.0,0.592,0.577,0.69200003,-0.1,0.109000005,0.19900002,0.296,0.1,0.13900001,0.18300001,0.165,0.28800002,0.42700002,0.42700002,0.85600007,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.1,0.42900005
98,333.0,2.035,2.0310001,2.6200001,-0.58500004,0.25,0.597,0.65800005,0.58500004,0.58900005,0.224,0.23,0.22800002,0.25100002,1.5580001,2.5430002,0.0,0.14,Linear_oracle,stoch,Linear,Oracle,0.58500004,0.9850000999999997
99,333.0,2.2410002,2.184,2.6200001,-0.379,0.41200003,0.38900003,0.58500004,0.379,0.48400003,0.18300001,0.187,0.148,0.223,1.6170001,3.242,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.379,1.6249999
100,333.0,0.289,0.28800002,0.69200003,-0.40300003,0.072000004,0.57600003,0.588,0.41700003,0.42100003,0.582,647.609,0.832,0.84900004,0.15100001,0.43400002,0.0,0.29000002,Linear_observed,dynamic,Linear,Obs.,0.40300003,0.28300000999999997
101,333.0,-0.13800001,-0.037,0.69200003,-0.83000004,0.596,1.3770001,1.562,0.83000004,0.95500004,1.199,3150.2703,1.9890001,2.2570002,-1.064,0.587,0.0,0.66400003,BYM_observed,dynamic,BYM,Obs.,0.83000004,1.651
102,333.0,1.0910001,1.088,2.6200001,-1.529,0.261,1.6980001,1.72,1.529,1.531,0.58400005,0.55600005,0.648,0.657,0.58900005,1.6150001,0.0,0.060000002,Linear_observed,stoch,Linear,Obs.,1.529,1.02600005
