idx,model,estimand,mean,median,true,bias,std,RMSE_rel,MAPE,covering,mean_ind_cover,w_dist
55,MWG,dynamic,3.6878019,4.2395752,3.6577199,0.030082,0.33431,0.0601086,0.0853935,False,1.17928,0.6282164
55,MWG,gate,13.673696300000001,14.7153829,13.2615595,0.4121368,1.1893,0.021553,0.0352384,True,0.9281037,0.5245976
56,true_net,dynamic,4.0633097,3.89446,4.0320897,0.031219998,0.1503,0.03807,0.00979,True,1.0,0.24448602
56,true_net,gate,12.61741,12.23992,12.52189,0.09552,0.43133,0.03528,0.0074699996,True,1.0,0.24448602
56,MWG,dynamic,4.2628173,5.5808711,4.0320897,0.2307276,0.42279,0.113394,0.1230946,True,1.3397971,1.4080158
56,MWG,gate,12.738877100000002,16.0376188,12.52189,0.2169871,1.2888299,0.0531563,0.012221,True,0.1420189,1.1637587
57,true_net,dynamic,4.1167397,3.94111,3.9732099,0.14353,0.15326,0.052849997,0.03555,True,1.0,0.2971642
57,true_net,gate,13.45825,13.058229,12.98746,0.47079,0.46815997,0.051119998,0.036289997,True,1.0,0.2971642
57,MWG,dynamic,3.9938525,3.8357372,3.9732099,0.0206426,0.38333,0.0151617,0.0169833,True,1.05625,0.3942368
57,MWG,gate,13.0331696,12.9057788,12.98746,0.0457096,1.22284,0.0140472,0.0204037,True,1.0194458,0.3230839
58,true_net,dynamic,4.57921,4.40872,4.56833,0.01088,0.17266999,0.037869997,0.00962,True,1.0,0.25275514
58,true_net,gate,13.42466,12.98851,13.39907,0.025589999,0.46886998,0.03504,0.0019299999,True,1.0,0.25275514
58,MWG,dynamic,4.6561748,4.806627,4.56833,0.0878448,0.55742,0.0370584,0.0156232,True,1.02182,0.3338236
58,MWG,gate,13.5101009,13.8267141,13.39907,0.1110309,1.5892899,0.0502318,0.0095428,True,1.1103541,0.6185656
59,true_net,dynamic,4.12244,3.98611,4.06188,0.060549997,0.16262,0.042719997,0.01531,True,1.0,0.26447198
59,true_net,gate,13.25817,12.871059,13.064179,0.19399999,0.48795,0.04019,0.014819999,True,1.0,0.26447198
59,MWG,dynamic,3.2279216,-1.5177286,4.06188,-0.8339584,0.32806998,0.3482647,0.0808689,False,0.0052954,2.53886
59,MWG,gate,11.201964499999999,-4.9570765,13.064179,-1.8622145,0.98073,0.0728565,0.2827853,True,0.0,1.5866373
60,true_net,dynamic,4.2536497,4.1345,4.2652698,-0.01162,0.15715,0.03695,0.01285,True,1.0,0.28302845
60,true_net,gate,12.574309,12.20288,12.606939,-0.03263,0.43311,0.03445,0.0033099998,True,1.0,0.28302845
60,MWG,dynamic,4.021033999999999,-5.7972797,4.2652698,-0.2442358,0.6354,0.3064369,0.8115303,False,0.0,4.846967
60,MWG,gate,9.5658343,-16.4894061,12.606939,-3.0411047,1.8488699,0.0946753,0.5204419,True,0.0,2.6284428
61,true_net,dynamic,4.72608,4.56002,4.64998,0.07611,0.18717,0.043449998,0.02011,True,1.0,0.24876
61,true_net,gate,13.38482,12.984719,13.1737795,0.21102999,0.49956,0.041169997,0.015689999,True,1.0,0.24876
61,MWG,dynamic,3.6676639,-3.1989006,4.64998,-0.9823161,0.48373,0.3162599,0.1441116,True,0.0,4.2586646
61,MWG,gate,10.7050219,-9.9303331,13.1737795,-2.4687576,1.4105699,0.0648192,0.3841825,True,0.0,3.753377
62,true_net,dynamic,4.08533,3.9369898,4.16878,-0.08345,0.18518999,0.048729997,0.022429999,True,1.0,0.2591856
62,true_net,gate,11.46799,11.15323,11.69422,-0.22623,0.48097,0.04545,0.019129999,True,1.0,0.2591856
62,MWG,dynamic,4.1848991,4.1351217,4.16878,0.0161191,0.29773998,0.0249436,0.0306914,True,1.12643,0.3467454
62,MWG,gate,11.8924713,11.2669773,11.69422,0.1982513,0.81373996,0.0094898,0.0050836,True,1.2927716,0.5941596
63,true_net,dynamic,3.8034399,3.66904,3.80002,0.00342,0.14396,0.03789,0.00594,True,1.0,0.23641206
63,true_net,gate,13.722719,13.27038,13.712879,0.0098399995,0.47364998,0.03455,0.00122,True,1.0,0.23641206
63,MWG,dynamic,3.8041632,3.4764559,3.80002,0.0041432,0.41153,0.018811,0.0199461,True,1.08624,0.4651846
63,MWG,gate,13.7257251,12.3364363,13.712879,0.0128461,1.46331,0.0214601,0.0039536,True,1.3456856,1.048434
64,true_net,dynamic,3.6733599,3.5254998,3.86038,-0.18701999,0.15563999,0.06303,0.05353,True,1.0,0.32123792
64,true_net,gate,11.35464,11.02573,11.93145,-0.57681,0.44145998,0.060879998,0.047819998,True,1.0,0.32123792
64,MWG,dynamic,3.9036547,3.8821705,3.86038,0.0432747,0.38682,0.0133601,0.0210765,True,1.04639,0.3618159
64,MWG,gate,12.0735593,12.6199324,11.93145,0.1421093,1.22785,0.0565342,0.021954,True,1.3017087,1.0273132
65,true_net,dynamic,3.64143,3.49869,3.7015,-0.060069997,0.15635,0.04525,0.01959,True,1.0,0.23650303
65,true_net,gate,12.092569,11.75355,12.294749,-0.20218,0.48009,0.04237,0.016169999,True,1.0,0.23650303
65,MWG,dynamic,3.777647,3.7757344,3.7015,0.076147,0.33903998,0.0078414,0.0343344,True,1.41073,1.0957104
65,MWG,gate,12.346518699999999,12.2713679,12.294749,0.0517697,1.11601,0.0173721,0.0052775,True,1.2976978,0.9409846
66,true_net,dynamic,3.81863,3.67434,3.84508,-0.026449999,0.14494,0.038319997,0.0070399996,True,1.0,0.22095369
66,true_net,gate,13.60551,13.2001295,13.7012,-0.09568,0.47445,0.035329998,0.0069899997,True,1.0,0.22095369
66,MWG,dynamic,3.9160374,3.8407796,3.84508,0.0709574,0.20278,0.0271584,0.0210208,True,1.03273,0.1987691
66,MWG,gate,13.9087002,13.6091355,13.7012,0.2075002,0.69877,0.0087618,0.0101121,True,1.0299031,0.2868991
67,true_net,dynamic,5.21937,5.0531,4.85131,0.36804998,0.16501999,0.08314,0.08287,False,1.0,0.54794216
67,true_net,gate,14.2439995,13.78881,13.24428,0.99972,0.42143998,0.08192,0.07463,False,1.0,0.54794216
67,MWG,dynamic,5.0601958,5.4945396,4.85131,0.2088858,0.55271,0.0360592,0.0238626,False,1.0281895,0.4068926
67,MWG,gate,13.3837138,14.9858209,13.24428,0.1394338,1.51599,0.0170229,0.0191424,False,1.1239271,1.3980463
68,true_net,dynamic,3.7400599,3.60178,3.84246,-0.1024,0.15181999,0.04766,0.02897,True,1.0,0.27326858
68,true_net,gate,12.75253,12.34982,13.1042595,-0.35173,0.48141998,0.0455,0.02663,True,1.0,0.27326858
68,MWG,dynamic,3.9479836,4.6153881,3.84246,0.1055236,0.17435,0.0571551,0.0811881,True,0.9767807,0.21378
68,MWG,gate,13.7140339,14.8467222,13.1042595,0.6097744,0.55456996,0.0052423,0.0392021,False,0.4956017,0.5772953
69,true_net,dynamic,4.42451,4.2859397,4.37732,0.04719,0.18163,0.04287,0.01169,True,1.0,0.23245834
69,true_net,gate,13.20115,12.80762,13.0596895,0.14146,0.5069,0.0403,0.010729999,True,1.0,0.23245834
69,MWG,dynamic,4.4640955,4.4959079,4.37732,0.0867755,0.30493,0.0089078,0.0313532,True,1.17696,0.4327069
69,MWG,gate,13.1515831,12.6611675,13.0596895,0.0918936,0.87153,0.0329725,0.0055806,True,1.0857142,0.3145037
70,true_net,dynamic,4.34083,4.21977,4.35151,-0.010679999,0.1801,0.04146,0.02145,True,1.0,0.3317036
70,true_net,gate,13.07342,12.6749,13.11617,-0.04274,0.50759,0.03884,0.00465,True,1.0,0.3317036
70,MWG,dynamic,1.0017400000000003,-15.5023273,4.35151,-3.34977,1.3876,1.0530355,0.5030827,False,0.0,7.2877512
70,MWG,gate,3.942006000000001,-47.1736126,13.11617,-9.174164,4.32015,0.8030174,0.159294,True,0.0,9.069669
71,true_net,dynamic,4.36196,4.2272,4.3245697,0.037389997,0.18766999,0.04425,0.00907,True,1.0,0.25739163
71,true_net,gate,12.778049,12.394159,12.666369,0.111669995,0.51896,0.04191,0.00877,True,1.0,0.25739163
71,MWG,dynamic,4.4038264,4.6502452,4.3245697,0.0792567,0.26073998,0.013789,0.0173708,False,1.0448161,0.2585493
71,MWG,gate,13.054940799999999,13.6173441,12.666369,0.3885718,0.72661,0.0306795,0.0218343,True,0.8885136,0.4563011
72,true_net,dynamic,3.9375699,3.7756999,3.9480798,-0.0105,0.1654,0.04198,0.00405,True,1.0,0.243468
72,true_net,gate,12.57737,12.21849,12.60927,-0.0319,0.49095,0.03902,0.00253,True,1.0,0.243468
72,MWG,dynamic,4.1358601,5.2199562,3.9480798,0.1877803,0.21901,0.0097996,0.0701571,True,1.0517836,0.9443738
72,MWG,gate,13.0174771,16.2199642,12.60927,0.4082071,0.67184,0.0774195,0.0710317,False,0.0894432,1.383447
73,true_net,dynamic,4.13162,3.9989798,4.2547197,-0.12311,0.17618999,0.05052,0.02853,True,1.0,0.29144397
73,true_net,gate,12.8640995,12.50079,13.244659,-0.38057,0.51647,0.04844,0.028779998,True,1.0,0.29144397
73,MWG,dynamic,4.27672,4.3099426,4.2547197,0.0220003,0.17475,0.021431,0.0345699,True,1.02574,0.1406354
73,MWG,gate,13.426523900000001,12.3382891,13.244659,0.1818649,0.51689,0.0131415,0.0020096,True,1.3087476,0.4347112
74,true_net,dynamic,4.24365,4.09593,4.06106,0.18259,0.16923,0.0613,0.049209997,True,1.0,0.35434517
74,true_net,gate,13.351999,12.919829,12.78286,0.56913996,0.48983,0.058739997,0.04412,True,1.0,0.35434517
74,MWG,dynamic,3.6142483000000003,-0.6495884,4.06106,-0.4468117,0.39806998,0.2625349,0.0319768,True,0.278813,1.672376
74,MWG,gate,12.0063382,-2.0438949,12.78286,-0.7765218,1.2417899,0.2405566,0.2191722,True,0.0,2.2941913
75,true_net,dynamic,3.79667,3.5874999,3.7964299,0.00024,0.15051,0.03964,0.019539999,True,1.0,0.31006783
75,true_net,gate,13.435639,12.993859,13.43163,0.0039999997,0.48766997,0.03631,0.0026099999,True,1.0,0.31006783
75,MWG,dynamic,2.008172,-9.8170399,3.7964299,-1.7882579,0.89225996,0.7179976,0.5029101,True,0.0,6.2997633
75,MWG,gate,3.9651887000000006,-36.5126887,13.43163,-9.4664413,3.17514,0.3952091,0.8928693,True,0.0,7.3799521
76,true_net,dynamic,3.99592,3.8662398,3.9589398,0.036989998,0.15122999,0.03932,0.01033,True,1.0,0.2811194
76,true_net,gate,13.205709,12.80641,13.08266,0.12305,0.4525,0.035839997,0.00932,True,1.0,0.2811194
76,MWG,dynamic,3.2689524,-1.5393262,3.9589398,-0.6899874,0.33038,0.3893162,0.2404504,True,0.0175256,2.2742726
76,MWG,gate,10.197386600000002,-4.7862052,13.08266,-2.8852734,1.03191,0.2904742,0.1115914,True,0.0,2.6838469
77,true_net,dynamic,3.47171,3.32245,3.7121098,-0.24039999,0.15195,0.07661,0.07347,True,1.0,0.35481474
77,true_net,gate,11.782229,11.482969,12.619619,-0.83739996,0.48253,0.076579995,0.06568,True,1.0,0.35481474
77,MWG,dynamic,3.9721783999999998,4.8841994,3.7121098,0.2600686,0.38472998,0.1150125,0.117159,True,1.3069769,1.1197206
77,MWG,gate,13.4687758,15.1632682,12.619619,0.8491568,1.27747,0.0615863,0.0168683,False,0.4788992,1.3642818
78,true_net,dynamic,4.6493196,4.50491,4.50938,0.13994,0.18899,0.05215,0.028479999,True,1.0,0.3650066
78,true_net,gate,13.17592,12.790939,12.777559,0.39835998,0.50857,0.050559998,0.03143,True,1.0,0.3650066
78,MWG,dynamic,4.2183781,-6.6149378,4.50938,-0.2910019,1.0657899,0.4799257,0.4250454,True,0.0,1.0820039
78,MWG,gate,8.6017343,-19.7162762,12.777559,-4.1758247,3.0511198,0.5433097,0.6892836,True,0.0,5.2873049
79,true_net,dynamic,3.82089,3.6254098,3.9710898,-0.1502,0.15482,0.05432,0.049379997,True,1.0,0.41343066
79,true_net,gate,12.20634,11.86603,12.6622,-0.45586,0.44542998,0.05034,0.03512,True,1.0,0.41343066
79,MWG,dynamic,3.9673143,3.764601,3.9710898,-0.0037755,0.39183,0.0082362,0.0559751,True,1.02055,0.3200525
79,MWG,gate,12.6531915,11.3061379,12.6622,-0.0090085,1.1986699,0.0262802,0.0065928,True,1.4543355,1.2803199
80,true_net,dynamic,3.84103,3.70718,3.7396998,0.10133,0.15033999,0.04848,0.030679999,True,1.0,0.2859165
80,true_net,gate,14.58336,14.12503,14.18413,0.39923,0.53284,0.04694,0.02781,True,1.0,0.2859165
80,MWG,dynamic,3.8859486,4.3911391,3.7396998,0.1462488,0.36431998,0.040312,0.0682739,True,1.39216,1.1531533
80,MWG,gate,14.6651162,16.00022,14.18413,0.4809862,1.35761,0.0327085,0.0358931,False,0.8038756,0.445285
81,true_net,dynamic,3.7740698,3.63792,3.8501198,-0.07604,0.16024,0.04607,0.02132,True,1.0,0.262784
81,true_net,gate,12.363339,12.033839,12.61488,-0.25154,0.48532,0.04333,0.0198,True,1.0,0.262784
81,MWG,dynamic,3.8663776999999997,3.7945605,3.8501198,0.0162579,0.22730999,0.0157228,0.0299498,True,1.45327,0.5635218
81,MWG,gate,12.681936499999999,11.5653674,12.61488,0.0670565,0.69676,0.00571,0.004338,True,1.16073,0.2784536
82,true_net,dynamic,4.05268,3.9133399,4.02235,0.030329999,0.15155,0.038429998,0.01081,True,1.0,0.25114387
82,true_net,gate,12.68515,12.29324,12.583389,0.10176,0.44329998,0.03614,0.00787,True,1.0,0.25114387
82,MWG,dynamic,4.0520696,4.1528336,4.02235,0.0297196,0.34801,0.0172981,0.045593,True,1.05411,0.3578398
82,MWG,gate,12.7440124,12.5734215,12.583389,0.1606234,1.07398,0.0132479,0.0198683,True,1.0791858,0.4209468
83,true_net,dynamic,3.7374198,3.5732799,3.92452,-0.1871,0.15440999,0.061809998,0.060569998,True,1.0,0.35793188
83,true_net,gate,11.548269,11.20202,12.14036,-0.59209,0.44189999,0.060859997,0.04767,True,1.0,0.35793188
83,MWG,dynamic,3.9202619,3.6566487,3.92452,-0.0042581,0.30377,0.0201491,0.0461596,True,1.01637,0.2791427
83,MWG,gate,12.145700399999999,11.0627408,12.14036,0.0053404,0.94992,0.0230935,0.0099816,True,1.25153,0.7434425
84,true_net,dynamic,3.66058,3.5276299,3.6705198,-0.00995,0.16809,0.045879997,0.00798,True,1.0,0.30726817
84,true_net,gate,12.28296,11.94051,12.314839,-0.03188,0.5198,0.04229,0.00287,True,1.0,0.30726817
84,MWG,dynamic,3.8129948000000002,4.3516559,3.6705198,0.142475,0.45391998,0.0322024,0.0915263,True,1.07453,0.4863146
84,MWG,gate,12.8632475,13.7746104,12.314839,0.5484085,1.52113,0.0779865,0.024381,True,1.0321017,0.812982
85,true_net,dynamic,4.54903,4.37667,4.34428,0.20475,0.16912,0.06113,0.04674,True,1.0,0.3774384
85,true_net,gate,14.22915,13.7666,13.588249,0.64089996,0.48591998,0.059189998,0.04722,True,1.0,0.3774384
85,MWG,dynamic,3.3598663,-14.961372,4.34428,-0.9844137,1.14208,0.2040407,1.3181031,True,0.0,5.0862032
85,MWG,gate,1.0028413999999994,-48.9296355,13.588249,-12.5854076,3.74539,0.8495738,1.1698758,True,0.0,3.1583183
86,true_net,dynamic,4.30953,4.14501,4.1638,0.14574,0.17204,0.05415,0.03992,True,1.0,0.30625
86,true_net,gate,14.07111,13.605289,13.585919,0.48518997,0.52983,0.05288,0.03524,True,1.0,0.30625
86,MWG,dynamic,4.1801313,4.1329494,4.1638,0.0163313,0.32051998,0.0148199,0.0157129,True,1.0768,0.322076
86,MWG,gate,13.817488,13.894837,13.585919,0.231569,1.0284,0.0355741,0.0218548,True,1.2825084,0.6627456
87,true_net,dynamic,3.564,3.3560698,3.57195,-0.0079499995,0.1565,0.04387,0.010009999,True,1.0,0.2651942
87,true_net,gate,11.894119,11.53587,11.91262,-0.0185,0.47393,0.039809998,0.00177,True,1.0,0.2651942
87,MWG,dynamic,3.6083061,3.8126034,3.57195,0.0363561,0.35970998,0.0400535,0.0710829,True,1.0243,0.2820608
87,MWG,gate,12.062753500000001,12.5147357,11.91262,0.1501335,1.17286,0.0216164,0.0299609,True,1.2805572,0.7759033
88,true_net,dynamic,4.14781,3.97958,4.34234,-0.19453,0.14407,0.055749997,0.047969997,True,1.0,0.30930427
88,true_net,gate,12.33046,11.93952,12.9114,-0.58094996,0.39461,0.05439,0.04468,True,1.0,0.30930427
88,MWG,dynamic,4.3479039,3.9080443,4.34234,0.0055639,0.30104998,0.0143177,0.0100078,True,1.37313,0.9298375
88,MWG,gate,12.9268754,11.516107,12.9114,0.0154754,0.87325,0.0149519,0.0038243,True,1.33882,0.8658105
89,true_net,dynamic,3.99414,3.88355,3.83,0.16414,0.16208999,0.060229998,0.060629997,True,1.0,0.49242082
89,true_net,gate,13.40072,12.9767,12.83931,0.56141,0.50352997,0.058739997,0.04254,True,1.0,0.49242082
89,MWG,dynamic,4.0269832,4.3446733,3.83,0.1969832,0.37002,0.0186097,0.0332413,True,1.19424,0.7547677
89,MWG,gate,13.100179599999999,15.4341351,12.83931,0.2608696,1.22901,0.0236528,0.0755499,False,0.7674988,0.331502
90,true_net,dynamic,4.45912,4.31552,4.4148197,0.044299997,0.16451,0.03859,0.00906,True,1.0,0.24168731
90,true_net,gate,13.08464,12.65928,12.957689,0.12695,0.45619,0.036539998,0.00995,True,1.0,0.24168731
90,MWG,dynamic,4.4397793,5.000365,4.4148197,0.0249596,0.21023999,0.0129905,0.0642096,True,1.0299271,0.2696108
90,MWG,gate,13.4405134,14.7384748,12.957689,0.4828244,0.59878,0.0420841,0.056772,True,0.6760846,0.3289167
91,true_net,dynamic,4.0271697,3.9218,3.97014,0.057019997,0.17952,0.04744,0.030499998,True,1.0,0.38118753
91,true_net,gate,12.35081,11.984469,12.17202,0.17877999,0.51453,0.044749998,0.013959999,True,1.0,0.38118753
91,MWG,dynamic,4.0063868,4.2752058,3.97014,0.0362468,0.35577,0.027231,0.0577591,True,1.14878,0.5847627
91,MWG,gate,12.5547522,12.9647884,12.17202,0.3827322,1.10039,0.0315637,0.028944,True,1.0084914,0.3563523
92,true_net,dynamic,4.0931997,3.93832,3.94154,0.15166,0.15444,0.05492,0.04335,True,1.0,0.30645573
92,true_net,gate,13.126699,12.699019,12.63809,0.48861,0.45905998,0.05305,0.03822,True,1.0,0.30645573
92,MWG,dynamic,4.1489137,4.8919073,3.94154,0.2073737,0.41741,0.0778604,0.1115587,True,1.0983888,0.5456649
92,MWG,gate,12.8705521,14.5389802,12.63809,0.2324621,1.30651,0.0802704,0.0340802,False,0.9120988,0.778824
93,true_net,dynamic,3.36624,3.19342,3.3919098,-0.02567,0.14192,0.042519998,0.019849999,True,1.0,0.2699375
93,true_net,gate,12.84138,12.49307,12.934819,-0.093439996,0.48319998,0.03805,0.0068099997,True,1.0,0.2699375
93,MWG,dynamic,3.5002389000000003,3.7825285,3.3919098,0.1083291,0.2628,0.0753659,0.0361856,True,1.2701,0.8283472
93,MWG,gate,13.6316726,15.3841277,12.934819,0.6968536,0.99324995,0.0214558,0.0573297,True,0.8105735,1.2553622
94,true_net,dynamic,3.7261999,3.54491,3.90743,-0.18122,0.14582999,0.059529997,0.05576,True,1.0,0.4512994
94,true_net,gate,11.73555,11.401489,12.303949,-0.56839997,0.42163998,0.05752,0.04535,True,1.0,0.4512994
94,MWG,dynamic,3.9121028,3.9318113,3.90743,0.0046728,0.40864998,0.0329942,0.0348543,True,1.13681,0.5395687
94,MWG,gate,12.4322161,12.571557,12.303949,0.1282671,1.23999,0.0351728,0.0257509,True,1.0485242,0.3750318
95,true_net,dynamic,3.92417,3.74328,3.9222798,0.00189,0.16401,0.041819997,0.0075999997,True,1.0,0.24055733
95,true_net,gate,11.93814,11.532559,11.93411,0.00403,0.46653998,0.03909,0.00125,True,1.0,0.24055733
95,MWG,dynamic,4.0130442,4.2978338,3.9222798,0.0907644,0.40181,0.0446356,0.0773719,True,1.26383,0.8044937
95,MWG,gate,11.9835475,12.2248995,11.93411,0.0494375,1.21497,0.0419192,0.0115098,True,1.2961328,0.9486022
96,true_net,dynamic,4.10096,3.9396799,4.22154,-0.120579995,0.16008,0.04747,0.02705,True,1.0,0.293091
96,true_net,gate,12.396979,12.0328,12.7605,-0.36352,0.44603,0.045089997,0.02864,True,1.0,0.293091
96,MWG,dynamic,4.242899,4.1400977,4.22154,0.021359,0.47157,0.0132155,0.0372944,True,1.2296,0.7795661
96,MWG,gate,12.8021606,12.1563239,12.7605,0.0416606,1.36808,0.0164437,0.0157383,True,1.25976,0.8458765
97,true_net,dynamic,3.36269,3.1866598,3.5223799,-0.15969,0.15529,0.06324,0.05179,True,1.0,0.28692853
97,true_net,gate,11.90177,11.5737095,12.48247,-0.5807,0.51440996,0.062149998,0.04606,True,1.0,0.28692853
97,MWG,dynamic,3.5715199999999996,3.2877031,3.5223799,0.0491401,0.15087,0.0068278,0.0113497,True,1.45472,0.3751588
97,MWG,gate,12.765148499999999,12.8451069,12.48247,0.2826785,0.53481,0.0076693,0.0214568,True,1.1270276,0.2080009
98,true_net,dynamic,4.30195,4.1472297,4.06711,0.23483999,0.16544999,0.07063,0.064739995,True,1.0,0.39586544
98,true_net,gate,13.93744,13.46531,13.1734495,0.76399,0.5015,0.06937,0.05734,True,1.0,0.39586544
98,MWG,dynamic,3.6568171999999994,-11.1191581,4.06711,-0.4102928,1.3895,0.1321158,1.2333638,True,0.0,6.5007644
98,MWG,gate,12.5022724,-35.3280752,13.1734495,-0.6711771,4.43076,0.6450271,1.0623184,True,0.0,2.9491701
99,true_net,dynamic,3.9777,3.77701,3.7087998,0.2689,0.15277,0.08339,0.07194,True,1.0,0.452792
99,true_net,gate,14.02625,13.552199,13.078489,0.94776,0.48928,0.081549995,0.07253,False,1.0,0.452792
99,MWG,dynamic,3.8100479,4.3653673,3.7087998,0.1012481,0.22548999,0.0851307,0.0778868,True,1.3742149,0.8909332
99,MWG,gate,13.4334092,14.9488268,13.078489,0.3549202,0.74750996,0.0082995,0.0447348,True,0.6343434,0.5261423
