idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE_rel,MAPE,covering,mean_ind_cover,w_dist
241_0_0,true_net,dynamic,2.0,3.64742,3.14657,3.5299098,0.11752,0.12624,0.04886,0.03649,True,1.0,0.25299332
241_0_0,true_net,gate,2.0,12.88285,12.33937,12.466,0.41685,0.44798,0.049089998,0.03315,True,1.0,0.25299332
241_0_0,obs_net,dynamic,2.0,1.95089,1.26411,3.5299098,-1.57901,0.45786,0.46574998,0.47855,False,0.22,3.8687851
241_0_0,obs_net,gate,2.0,6.3663397,6.30477,12.466,-6.09967,1.40691,0.50215,0.47359,False,0.04,3.8687851
241_0_0,MWG,dynamic,2.0,3.6677299,3.49961,3.5299098,0.13781999,0.18553999,0.039288,0.14668499,True,0.99799997,0.5747477
241_0_0,MWG,gate,2.0,12.82346,12.38344,12.466,0.35746,0.57006997,0.032388,0.056775,True,0.95199996,0.5747477
241_0_0,MWG_no_z,dynamic,2.0,3.5645099,3.3929698,3.5299098,0.03461,0.20887,0.0509829983,0.202209,True,1.0,0.77667195
241_0_0,MWG_no_z,gate,2.0,12.37258,11.949369,12.466,-0.09343,0.65633,0.0452029983,0.075376,True,0.95199996,0.77667195
241_0_0,MWG_rep,dynamic,2.0,3.6079998,3.4493399,3.5299098,0.07809,0.1802,0.033383998199999994,0.12827,True,1.0,0.49932897
241_0_0,MWG_rep,gate,2.0,12.51412,12.10994,12.466,0.048109997,0.58057,0.028038,0.049815,True,0.97599995,0.49932897
241_0_0,MWG_misspec,dynamic,2.0,3.68942,3.54163,3.5299098,0.15951,0.18834,0.06432639632,0.27182700000000004,True,0.99799997,999.0
241_0_0,MWG_misspec,gate,2.0,12.87291,12.38668,12.466,0.4069,0.56003,0.05108759724,0.1021229964,True,0.958,999.0
241_0_0,two_stage_refined,dynamic,2.0,3.67747,3.1575499,3.5299098,0.14756,0.14874,0.05935,0.31022,True,0.20799999,0.5926844
241_0_0,two_stage_refined,gate,2.0,12.91206,12.37021,12.466,0.44605,0.52388996,0.055189997,0.12380999,True,0.40399998,0.5926844
241_0_0,two_stage_no_refine,dynamic,2.0,1.6073899,0.81325,3.5299098,-1.9225199,0.14265999,0.54614,0.5974,False,0.018,3.0318317
241_0_0,two_stage_no_refine,gate,2.0,5.58984,5.41999,12.466,-6.8761697,0.49705,0.55303,0.54288,False,0.0,3.0318317
241_0_0,two_stage_rep_refined,dynamic,2.0,3.5808198,3.03441,3.5299098,0.05091,0.15462999,0.04612,0.26835,True,0.254,0.5318679
241_0_0,two_stage_rep_refined,gate,2.0,12.43337,11.907439,12.466,-0.03263,0.53692,0.04315,0.10384,True,0.47,0.5318679
241_0_0,cont_relax,dynamic,2.0,3.81453,3.7071998,3.5299098,0.28462,0.16109,0.09265,0.29446998,True,1.0,999.0
241_0_0,cont_relax,gate,2.0,13.19737,13.1601,12.466,0.73137,0.26716,0.062459998,0.14112,False,0.942,999.0
241_0_1,true_net,dynamic,2.5,3.6459298,3.1448998,3.5299098,0.116019994,0.12638,0.0486,0.036,True,1.0,0.25256455
241_0_1,true_net,gate,2.5,12.87753,12.334169,12.466,0.41152,0.44845998,0.04883,0.03273,True,1.0,0.25256455
241_0_1,obs_net,dynamic,2.5,1.61518,0.99955,3.5299098,-1.9147199,0.55788,0.56498,0.58882,False,0.176,4.1932135
241_0_1,obs_net,gate,2.5,5.35996,5.32922,12.466,-7.10604,1.7334499,0.58675,0.55634,False,0.015999999,4.1932135
241_0_1,MWG,dynamic,2.5,3.6817598,3.52494,3.5299098,0.15186,0.19229,0.0416459976,0.15183,True,1.0,0.6329656
241_0_1,MWG,gate,2.5,12.709419,12.366389,12.466,0.24341999,0.61266,0.031728,0.05616,True,0.96599996,0.6329656
241_0_1,MWG_no_z,dynamic,2.5,3.35868,3.19555,3.5299098,-0.17122999,0.16827999,0.05780849575,0.190273986,True,1.0,1.0840254
241_0_1,MWG_no_z,gate,2.5,11.8025,11.42178,12.466,-0.6635,0.55941,0.059177,0.07737799649999999,True,0.95199996,1.0840254
241_0_1,MWG_rep,dynamic,2.5,3.6452198,3.50634,3.5299098,0.11531,0.21852,0.042,0.14379999,True,0.99799997,0.50531226
241_0_1,MWG_rep,gate,2.5,12.730129,12.34612,12.466,0.26413,0.68944997,0.035538,0.05396,True,0.97599995,0.50531226
241_0_1,MWG_misspec,dynamic,2.5,3.4914498,3.3789098,3.5299098,-0.038459998,0.19374,0.05148320000000001,0.237231,True,1.0,999.0
241_0_1,MWG_misspec,gate,2.5,12.25719,11.92478,12.466,-0.20881,0.62341,0.0485208,0.09710099550000001,True,0.97599995,999.0
241_0_1,two_stage_refined,dynamic,2.5,3.8150399,3.2935,3.5299098,0.28513,0.16104,0.092769995,0.33800998,True,0.212,0.6533887
241_0_1,two_stage_refined,gate,2.5,13.06153,12.627359,12.466,0.59551996,0.54914,0.06498,0.12726,True,0.412,0.6533887
241_0_1,two_stage_no_refine,dynamic,2.5,1.88673,1.1544399,3.5299098,-1.64318,0.17621,0.46817,0.50521,False,0.067999996,2.7566292
241_0_1,two_stage_no_refine,gate,2.5,6.6416197,6.4387097,12.466,-5.82439,0.62781996,0.46993,0.45751,False,0.0,2.7566292
241_0_1,two_stage_rep_refined,dynamic,2.5,3.7760599,3.34441,3.5299098,0.24614999,0.15786,0.082839996,0.3261,True,0.21,0.50114423
241_0_1,two_stage_rep_refined,gate,2.5,13.15648,12.656509,12.466,0.69047,0.55052996,0.07084,0.12658,True,0.44799998,0.50114423
241_0_1,cont_relax,dynamic,2.5,4.4653697,4.3530498,3.5299098,0.93546,0.16695,0.2692,0.47085,False,1.0,999.0
241_0_1,cont_relax,gate,2.5,15.406839,15.402539,12.466,2.94083,0.28037,0.23697999,0.29681998,False,0.61,999.0
241_0_2,true_net,dynamic,3.0,3.64588,3.1445298,3.5299098,0.11597,0.12645,0.048609998,0.03596,True,1.0,0.25223324
241_0_2,true_net,gate,3.0,12.87735,12.334,12.466,0.41134,0.44878998,0.048839998,0.03272,True,1.0,0.25223324
241_0_2,obs_net,dynamic,3.0,1.49523,0.95397997,3.5299098,-2.03468,0.67893,0.60765,0.63040996,False,0.22,4.3589005
241_0_2,obs_net,gate,3.0,5.0005097,4.96835,12.466,-7.4655,2.12511,0.62266,0.58589,False,0.025999999,4.3589005
241_0_2,MWG,dynamic,3.0,3.94452,3.8059099,3.5299098,0.41461,0.20645,0.07872599999999999,0.173825,True,1.0,0.73072386
241_0_2,MWG,gate,3.0,13.50748,13.09404,12.466,1.04148,0.63347,0.058673997,0.0713,True,0.91599995,0.73072386
241_0_2,MWG_no_z,dynamic,3.0,3.7819998,3.6153698,3.5299098,0.25209,0.17276,0.073593,0.21326199999999998,True,1.0,0.44577911
241_0_2,MWG_no_z,gate,3.0,13.50484,13.11557,12.466,1.0388299,0.56876,0.0807585,0.097132,True,0.9,0.44577911
241_0_2,MWG_rep,dynamic,3.0,3.9175298,3.76117,3.5299098,0.38762,0.18741,0.073182,0.16102,True,0.99799997,0.60212874
241_0_2,MWG_rep,gate,3.0,13.568069,13.13668,12.466,1.10207,0.64333,0.0614219964,0.069235,True,0.922,0.60212874
241_0_2,MWG_misspec,dynamic,3.0,3.6096199,3.4761999,3.5299098,0.07971,0.19909999,0.0558992,0.25272900000000004,True,0.99799997,999.0
241_0_2,MWG_misspec,gate,3.0,12.44438,12.088989,12.466,-0.02162,0.62983996,0.046506,0.096273,True,0.97999996,999.0
241_0_2,two_stage_refined,dynamic,3.0,4.03711,3.54753,3.5299098,0.50721,0.1795,0.15242,0.37853998,False,0.228,0.76026106
241_0_2,two_stage_refined,gate,3.0,13.73193,13.200629,12.466,1.2659299,0.60719,0.112629995,0.15809,False,0.366,0.76026106
241_0_2,two_stage_no_refine,dynamic,3.0,1.65859,0.84955996,3.5299098,-1.87131,0.18376,0.53268,0.58559996,False,0.024,3.2284238
241_0_2,two_stage_no_refine,gate,3.0,5.8002896,5.6627398,12.466,-6.66571,0.64812,0.53723,0.52474,False,0.0,3.2284238
241_0_2,two_stage_rep_refined,dynamic,3.0,4.0050497,3.48612,3.5299098,0.47513998,0.16569999,0.14255999,0.35156998,False,0.20799999,0.64826316
241_0_2,two_stage_rep_refined,gate,3.0,13.87459,13.30761,12.466,1.40858,0.57368,0.12201,0.1592,False,0.336,0.64826316
241_0_2,cont_relax,dynamic,3.0,5.14595,5.03226,3.5299098,1.61604,0.16742,0.46025997,0.69190997,False,0.99799997,999.0
241_0_2,cont_relax,gate,3.0,17.72341,17.71852,12.466,5.25741,0.28138,0.42233998,0.47125998,False,0.174,999.0
241_0_3,true_net,dynamic,3.5,3.64813,3.1469898,3.5299098,0.11823,0.12841,0.04945,0.03666,True,1.0,0.25555933
241_0_3,true_net,gate,3.5,12.885349,12.3406,12.466,0.41935,0.45569,0.04968,0.03336,True,1.0,0.25555933
241_0_3,obs_net,dynamic,3.5,1.12528,0.63883996,3.5299098,-2.40462,0.79199,0.71721,0.76212,False,0.174,4.672854
241_0_3,obs_net,gate,3.5,3.8520598,3.85075,12.466,-8.61394,2.51597,0.71987,0.68082,False,0.01,4.672854
241_0_3,MWG,dynamic,3.5,3.7878299,3.6268299,3.5299098,0.25792,0.19372,0.054828,0.15502,True,0.99799997,0.67058754
241_0_3,MWG,gate,3.5,13.051579,12.670859,12.466,0.58558,0.63299996,0.041502,0.059589997,True,0.96199995,0.67058754
241_0_3,MWG_no_z,dynamic,3.5,3.64282,3.4824998,3.5299098,0.112909995,0.20120999,0.05555599575,0.20138298599999999,True,1.0,0.8590359
241_0_3,MWG_no_z,gate,3.5,12.78233,12.38764,12.466,0.31632,0.64700997,0.0491045,0.08152899579999999,True,0.958,0.8590359
241_0_3,MWG_rep,dynamic,3.5,3.54241,3.3702998,3.5299098,0.012499999,0.18362999,0.031283998199999996,0.13167499,True,1.0,0.5959593
241_0_3,MWG_rep,gate,3.5,12.33556,11.972759,12.466,-0.13045,0.60498,0.029789999999999997,0.05168,True,0.97599995,0.5959593
241_0_3,MWG_misspec,dynamic,3.5,3.77802,3.62599,3.5299098,0.24812,0.23730999,0.08947920000000001,0.263745,True,1.0,999.0
241_0_3,MWG_misspec,gate,3.5,12.92647,12.58012,12.466,0.46047,0.72319996,0.0632684,0.107802,True,0.972,999.0
241_0_3,two_stage_refined,dynamic,3.5,3.8264198,3.30245,3.5299098,0.29650998,0.16736999,0.09646,0.32496,True,0.23799999,0.6396356
241_0_3,two_stage_refined,gate,3.5,13.20085,12.67972,12.466,0.73485,0.57637,0.07492,0.12861,True,0.408,0.6396356
241_0_3,two_stage_no_refine,dynamic,3.5,1.36823,0.54143,3.5299098,-2.16168,0.17647,0.61443,0.67884,False,0.01,3.5772955
241_0_3,two_stage_no_refine,gate,3.5,4.79237,4.7104597,12.466,-7.6736298,0.62891,0.61763,0.60627997,False,0.0,3.5772955
241_0_3,two_stage_rep_refined,dynamic,3.5,3.54705,2.88326,3.5299098,0.01714,0.15923999,0.045369998,0.27896,True,0.26,0.5974422
241_0_3,two_stage_rep_refined,gate,3.5,12.367579,11.897369,12.466,-0.098419994,0.55591,0.045289997,0.10892,True,0.494,0.5974422
241_0_3,cont_relax,dynamic,3.5,2.3438199,2.22648,3.5299098,-1.18609,0.15834999,0.33899,0.36113998,False,0.982,999.0
241_0_3,cont_relax,gate,3.5,8.183559,8.18276,12.466,-4.2824397,0.26475,0.34419,0.32276,False,0.52599996,999.0
241_0_4,true_net,dynamic,4.0,3.64478,3.1436698,3.5299098,0.11487,0.12715,0.04854,0.035669997,True,1.0,0.25183973
241_0_4,true_net,gate,4.0,12.873469,12.3300495,12.466,0.40746,0.45121,0.04877,0.03241,True,1.0,0.25183973
241_0_4,obs_net,dynamic,4.0,0.32213998,-0.11273,3.5299098,-3.2077599,0.96177,0.94870996,1.05801,False,0.044,5.3070474
241_0_4,obs_net,gate,4.0,1.2784,1.30256,12.466,-11.1876,3.0909,0.93106997,0.89399,False,0.0,5.3070474
241_0_4,MWG,dynamic,4.0,3.22376,3.06859,3.5299098,-0.30615,0.17198,0.0596879976,0.12622,True,1.0,1.2902621
241_0_4,MWG,gate,4.0,11.38925,11.11442,12.466,-1.0767499,0.55332,0.0582659976,0.0598949975,True,0.922,1.2902621
241_0_4,MWG_no_z,dynamic,4.0,2.96973,2.7941399,3.5299098,-0.56017,0.18053,0.1417205,0.19188399999999997,True,0.99399996,2.252835
241_0_4,MWG_no_z,gate,4.0,10.289519,10.06629,12.466,-2.17648,0.55123997,0.1530935,0.124089,True,0.79399997,2.252835
241_0_4,MWG_rep,dynamic,4.0,3.0386698,2.90504,3.5299098,-0.49124,0.19169,0.089628,0.123145,True,1.0,1.1286664
241_0_4,MWG_rep,gate,4.0,10.6553,10.39839,12.466,-1.81071,0.63298,0.092322,0.076485,True,0.854,1.1286664
241_0_4,MWG_misspec,dynamic,4.0,3.38934,3.2619,3.5299098,-0.14057,0.17557,0.058613200000000004,0.23630398200000002,True,0.99799997,999.0
241_0_4,MWG_misspec,gate,4.0,12.09783,11.751969,12.466,-0.36817998,0.56343,0.04967080000000001,0.091962,True,0.964,999.0
241_0_4,two_stage_refined,dynamic,4.0,3.19238,2.6341,3.5299098,-0.33752,0.14315,0.10386,0.26509,True,0.274,1.3034644
241_0_4,two_stage_refined,gate,4.0,11.30847,10.945149,12.466,-1.15754,0.51056,0.10149,0.12829,False,0.362,1.3034644
241_0_4,two_stage_no_refine,dynamic,4.0,1.85813,1.0407699,3.5299098,-1.67178,0.21025999,0.47733,0.51894,False,0.063999996,3.054323
241_0_4,two_stage_no_refine,gate,4.0,6.45405,6.30362,12.466,-6.01195,0.73055,0.48582,0.47142997,False,0.0,3.054323
241_0_4,two_stage_rep_refined,dynamic,4.0,3.0690398,2.43531,3.5299098,-0.46085998,0.16229999,0.13842,0.25235,True,0.294,1.0657221
241_0_4,two_stage_rep_refined,gate,4.0,10.8059,10.41974,12.466,-1.6601,0.57439,0.14092,0.14694,False,0.334,1.0657221
241_0_4,cont_relax,dynamic,4.0,4.6290097,4.5081697,3.5299098,1.0991,0.17006,0.31507,0.52404,False,1.0,999.0
241_0_4,cont_relax,gate,4.0,15.9736395,15.972919,12.466,3.50764,0.28829,0.28233,0.34662,False,0.454,999.0
6_0_0,true_net,dynamic,2.0,4.33942,3.85391,4.32972,0.009699999,0.1515,0.03506,0.00358,True,1.0,0.25245255
6_0_0,true_net,gate,2.0,12.921169,12.40193,12.8889,0.03227,0.44377,0.03452,0.0026399998,True,1.0,0.25245255
6_0_0,obs_net,dynamic,2.0,1.9147199,1.13222,4.32972,-2.415,0.39356998,0.56513,0.59554,False,0.031999998,4.4625287
6_0_0,obs_net,gate,2.0,5.8000298,5.7479897,12.8889,-7.08886,1.13194,0.55697,0.5374,False,0.006,4.4625287
6_0_0,MWG,dynamic,2.0,3.78924,3.62484,4.32972,-0.54047,0.18971999,0.079379994,0.11865,True,0.996,1.0747976
6_0_0,MWG,gate,2.0,10.9022,10.55971,12.8889,-1.9866999,0.49976,0.09536399999999999,0.079859995,True,0.806,1.0747976
6_0_0,MWG_no_z,dynamic,2.0,3.8545198,3.6784399,4.32972,-0.4752,0.21451,0.1023569949,0.153726993,True,1.0,1.1479384
6_0_0,MWG_no_z,gate,2.0,11.212589,10.90903,12.8889,-1.6762999,0.56917,0.11674749999999999,0.10168899299999999,True,0.886,1.1479384
6_0_0,MWG_rep,dynamic,2.0,4.02564,3.84893,4.32972,-0.30407,0.20730999,0.051000000000000004,0.100114995,True,1.0,0.85035497
6_0_0,MWG_rep,gate,2.0,11.85981,11.55052,12.8889,-1.02908,0.56925,0.054743997600000004,0.0539749975,True,0.94799995,0.85035497
6_0_0,MWG_misspec,dynamic,2.0,3.90816,3.7907,4.32972,-0.42156,0.25219,0.10438320000000001,0.19411199099999998,True,1.0,999.0
6_0_0,MWG_misspec,gate,2.0,11.56996,11.273479,12.8889,-1.3189399,0.65511,0.10511919632000001,0.111042,True,0.936,999.0
6_0_0,two_stage_refined,dynamic,2.0,3.7712,3.2373998,4.32972,-0.55851,0.15243,0.13371,0.25451,False,0.226,1.0986755
6_0_0,two_stage_refined,gate,2.0,10.8811,10.378059,12.8889,-2.0077999,0.4267,0.15925999,0.16455999,False,0.22999999,1.0986755
6_0_0,two_stage_no_refine,dynamic,2.0,2.43504,1.63207,4.32972,-1.8946799,0.25803,0.44164,0.46065998,False,0.067999996,3.2845914
6_0_0,two_stage_no_refine,gate,2.0,7.2477098,7.0804,12.8889,-5.64119,0.73469,0.44136998,0.42745,False,0.0019999999,3.2845914
6_0_0,two_stage_rep_refined,dynamic,2.0,3.9914799,3.39687,4.32972,-0.33822998,0.18846999,0.08943,0.2154,True,0.31,0.943553
6_0_0,two_stage_rep_refined,gate,2.0,11.7219095,11.2980995,12.8889,-1.1669899,0.54074997,0.09979,0.118609995,False,0.392,0.943553
6_0_0,cont_relax,dynamic,2.0,2.73035,2.61512,4.32972,-1.59937,0.16594,0.37138,0.37732,False,0.98399997,999.0
6_0_0,cont_relax,gate,2.0,8.53251,8.5315895,12.8889,-4.35638,0.26211998,0.33861,0.32016,False,0.48999998,999.0
6_0_1,true_net,dynamic,2.5,4.33561,3.8499498,4.32972,0.0058899997,0.15754999,0.03641,0.00413,True,1.0,0.25702053
6_0_1,true_net,gate,2.5,12.91,12.392469,12.8889,0.0211,0.46164998,0.03585,0.0017799999,True,1.0,0.25702053
6_0_1,obs_net,dynamic,2.5,1.71319,1.0199,4.32972,-2.61653,0.49282,0.61495,0.6482,False,0.025999999,4.715223
6_0_1,obs_net,gate,2.5,5.2122397,5.19246,12.8889,-7.6766596,1.40981,0.60556,0.58395,False,0.0,4.715223
6_0_1,MWG,dynamic,2.5,4.02237,3.8953898,4.32972,-0.30734,0.23868999,0.053928,0.1083,True,0.99799997,1.1992327
6_0_1,MWG,gate,2.5,12.04838,11.80678,12.8889,-0.84050995,0.66064996,0.0497699976,0.0536349975,True,0.956,1.1992327
6_0_1,MWG_no_z,dynamic,2.5,4.30335,4.1462097,4.32972,-0.02637,0.24679999,0.04873049745,0.152074993,True,1.0,1.1050901
6_0_1,MWG_no_z,gate,2.5,12.929299,12.64504,12.8889,0.04041,0.71031,0.046919999999999996,0.073766,True,0.97599995,1.1050901
6_0_1,MWG_rep,dynamic,2.5,4.18221,3.9884999,4.32972,-0.14750999,0.22694999,0.037512000000000004,0.10883,True,0.99399996,0.7929371
6_0_1,MWG_rep,gate,2.5,12.252069,11.9056,12.8889,-0.63681996,0.6117,0.0411059976,0.053845,True,0.956,0.7929371
6_0_1,MWG_misspec,dynamic,2.5,3.94537,3.8171499,4.32972,-0.38434,0.25682,0.0982191954,0.19242900000000002,True,1.0,999.0
6_0_1,MWG_misspec,gate,2.5,11.78224,11.54883,12.8889,-1.10665,0.70989996,0.09384920000000001,0.103977,True,0.96599996,999.0
6_0_1,two_stage_refined,dynamic,2.5,3.95189,3.4449399,4.32972,-0.37783,0.20785,0.099599995,0.22792,True,0.294,1.2451978
6_0_1,two_stage_refined,gate,2.5,11.86508,11.52036,12.8889,-1.0238199,0.61342996,0.092599995,0.114819996,True,0.464,1.2451978
6_0_1,two_stage_no_refine,dynamic,2.5,1.69292,0.82771,4.32972,-2.6368,0.23926999,0.61149997,0.65797997,False,0.0039999997,4.025588
6_0_1,two_stage_no_refine,gate,2.5,5.15924,5.0741,12.8889,-7.72966,0.68799,0.60209,0.59112,False,0.0,4.025588
6_0_1,two_stage_rep_refined,dynamic,2.5,4.18453,3.58127,4.32972,-0.14518,0.18978,0.055189997,0.23259999,True,0.288,0.820444
6_0_1,two_stage_rep_refined,gate,2.5,12.226709,11.6896,12.8889,-0.66218996,0.54172,0.06638,0.115229994,True,0.412,0.820444
6_0_1,cont_relax,dynamic,2.5,4.4379697,4.33787,4.32972,0.10826,0.16695,0.045959998,0.21577999,True,0.99799997,999.0
6_0_1,cont_relax,gate,2.5,13.79025,13.78558,12.8889,0.90134996,0.26077,0.072799996,0.15264,False,0.912,999.0
6_0_2,true_net,dynamic,3.0,4.33918,3.8539999,4.32972,0.009459999,0.15698,0.03632,0.00364,True,1.0,0.25751382
6_0_2,true_net,gate,3.0,12.92048,12.401239,12.8889,0.031579997,0.45983,0.03576,0.0025799999,True,1.0,0.25751382
6_0_2,obs_net,dynamic,3.0,1.45577,0.82166,4.32972,-2.87394,0.58558,0.67741,0.71803,False,0.022,4.977122
6_0_2,obs_net,gate,3.0,4.48791,4.47298,12.8889,-8.40099,1.6903399,0.66486,0.64160997,False,0.0,4.977122
6_0_2,MWG,dynamic,3.0,3.82582,3.66346,4.32972,-0.5039,0.20301,0.075282,0.116665,True,0.996,1.0929751
6_0_2,MWG,gate,3.0,11.35474,11.08189,12.8889,-1.53416,0.55357,0.075923994,0.06635,True,0.89199996,1.0929751
6_0_2,MWG_no_z,dynamic,3.0,3.76433,3.5943198,4.32972,-0.56539,0.21536,0.1187789915,0.16702,True,0.992,1.1472113
6_0_2,MWG_no_z,gate,3.0,11.138909,10.882919,12.8889,-1.74999,0.58412,0.12166899999999999,0.104195,True,0.87,1.1472113
6_0_2,MWG_rep,dynamic,3.0,4.0452,3.88072,4.32972,-0.28452,0.23224999,0.050898,0.116284995,True,0.99799997,0.8956208
6_0_2,MWG_rep,gate,3.0,12.08473,11.80138,12.8889,-0.80416995,0.67530996,0.048882,0.053985,True,0.956,0.8956208
6_0_2,MWG_misspec,dynamic,3.0,3.50507,3.39727,4.32972,-0.82465,0.27074,0.1844232,0.22572899999999999,True,0.99799997,999.0
6_0_2,MWG_misspec,gate,3.0,10.54462,10.35771,12.8889,-2.34427,0.74316,0.175536,0.162594,True,0.81799996,999.0
6_0_2,two_stage_refined,dynamic,3.0,3.9303598,3.3828099,4.32972,-0.39936,0.17023,0.100269996,0.24048999,True,0.228,1.0503055
6_0_2,two_stage_refined,gate,3.0,11.6703,11.2471895,12.8889,-1.2185999,0.49543,0.10206,0.12505,False,0.366,1.0503055
6_0_2,two_stage_no_refine,dynamic,3.0,1.5671899,0.68432,4.32972,-2.7625198,0.19675,0.63965,0.69141,False,0.0039999997,3.9799511
6_0_2,two_stage_no_refine,gate,3.0,4.8417897,4.75805,12.8889,-8.0471,0.58169,0.62597,0.61647,False,0.0,3.9799511
6_0_2,two_stage_rep_refined,dynamic,3.0,4.046,3.5047898,4.32972,-0.28371,0.19719,0.079799995,0.24521999,True,0.264,0.9457293
6_0_2,two_stage_rep_refined,gate,3.0,12.15005,11.7299595,12.8889,-0.73884,0.58256996,0.073,0.11383,True,0.464,0.9457293
6_0_2,cont_relax,dynamic,3.0,1.62226,1.50525,4.32972,-2.70746,0.1616,0.62643,0.67385,False,0.876,999.0
6_0_2,cont_relax,gate,3.0,5.13409,5.13434,12.8889,-7.75481,0.25737998,0.602,0.59003997,False,0.007999999,999.0
6_0_3,true_net,dynamic,3.5,4.34058,3.8557699,4.32972,0.01086,0.15795,0.036569998,0.00336,True,1.0,0.25757265
6_0_3,true_net,gate,3.5,12.92452,12.405399,12.8889,0.03562,0.46256,0.03599,0.00289,True,1.0,0.25757265
6_0_3,obs_net,dynamic,3.5,0.92267996,0.32884,4.32972,-3.4070399,0.67684,0.80227,0.86610997,False,0.006,5.441149
6_0_3,obs_net,gate,3.5,2.9436,2.9563498,12.8889,-9.9453,1.99296,0.78696,0.76484,False,0.0,5.441149
6_0_3,MWG,dynamic,3.5,3.6157598,3.4717999,4.32972,-0.71396,0.20196,0.102822,0.120825,True,0.996,1.2401007
6_0_3,MWG,gate,3.5,10.6757,10.42791,12.8889,-2.2131999,0.54682,0.106128,0.086059995,True,0.796,1.2401007
6_0_3,MWG_no_z,dynamic,3.5,3.66499,3.50203,4.32972,-0.66473,0.23743999,0.1385755,0.16638299299999998,True,0.99799997,1.299222
6_0_3,MWG_no_z,gate,3.5,10.70439,10.448649,12.8889,-2.18451,0.62746,0.149889,0.11914699299999999,True,0.81399995,1.299222
6_0_3,MWG_rep,dynamic,3.5,3.74135,3.58473,4.32972,-0.58836,0.23165,0.087624,0.110719995,True,0.99799997,1.1839726
6_0_3,MWG_rep,gate,3.5,10.979469,10.71132,12.8889,-1.9094299,0.62347996,0.093504,0.076235,True,0.852,1.1839726
6_0_3,MWG_misspec,dynamic,3.5,3.81984,3.69167,4.32972,-0.50987,0.21253,0.11737360000000001,0.203589,True,0.99799997,999.0
6_0_3,MWG_misspec,gate,3.5,11.23914,10.965899,12.8889,-1.64975,0.58541,0.12495440000000001,0.126117,True,0.908,999.0
6_0_3,two_stage_refined,dynamic,3.5,3.6157598,3.0549998,4.32972,-0.71396,0.18118,0.17012,0.25274,False,0.22,1.2463686
6_0_3,two_stage_refined,gate,3.5,10.665239,10.28329,12.8889,-2.22365,0.52132,0.17719999,0.17559999,False,0.236,1.2463686
6_0_3,two_stage_no_refine,dynamic,3.5,1.8292999,0.97422,4.32972,-2.5004199,0.19471,0.57925,0.62198997,False,0.006,3.662572
6_0_3,two_stage_no_refine,gate,3.5,5.48901,5.363,12.8889,-7.39989,0.54688996,0.57569,0.56608,False,0.0,3.662572
6_0_3,two_stage_rep_refined,dynamic,3.5,3.83321,3.2147,4.32972,-0.49651,0.20810999,0.12434,0.22715,False,0.29,1.125789
6_0_3,two_stage_rep_refined,gate,3.5,11.21217,10.79389,12.8889,-1.6767199,0.59257996,0.13798,0.14116,True,0.34399998,1.125789
6_0_3,cont_relax,dynamic,3.5,5.80447,5.70152,4.32972,1.4747499,0.16667,0.34278,0.47393,False,1.0,999.0
6_0_3,cont_relax,gate,3.5,18.21456,18.21225,12.8889,5.3256598,0.26137,0.41369,0.45655,False,0.168,999.0
6_0_4,true_net,dynamic,4.0,4.33769,3.853,4.32972,0.00798,0.15921,0.03682,0.00372,True,1.0,0.2591019
6_0_4,true_net,gate,4.0,12.916039,12.396959,12.8889,0.027139999,0.46644998,0.03625,0.0022399998,True,1.0,0.2591019
6_0_4,obs_net,dynamic,4.0,0.68986,0.17043999,4.32972,-3.63985,0.81468,0.86147,0.93077,False,0.006,5.677277
6_0_4,obs_net,gate,4.0,2.25351,2.2611299,12.8889,-10.635389,2.40945,0.84607,0.81997997,False,0.0,5.677277
6_0_4,MWG,dynamic,4.0,3.63851,3.4968,4.32972,-0.69119996,0.21876,0.10046999999999999,0.113725,True,1.0,1.4709187
6_0_4,MWG,gate,4.0,10.8788595,10.63449,12.8889,-2.01004,0.60394,0.097704,0.078334995,True,0.856,1.4709187
6_0_4,MWG_no_z,dynamic,4.0,3.62254,3.49501,4.32972,-0.70717,0.22806999,0.1458685,0.162477,True,0.99799997,1.1324744
6_0_4,MWG_no_z,gate,4.0,10.86955,10.58272,12.8889,-2.01934,0.63496,0.139604,0.112567,True,0.85999995,1.1324744
6_0_4,MWG_rep,dynamic,4.0,3.16365,3.0457098,4.32972,-1.16606,0.22195,0.164489988,0.147605,True,0.99799997,1.9662257
6_0_4,MWG_rep,gate,4.0,9.35299,9.19036,12.8889,-3.53591,0.60065997,0.166962,0.13323,True,0.564,1.9662257
6_0_4,MWG_misspec,dynamic,4.0,3.70015,3.58543,4.32972,-0.62957,0.26909,0.1454795908,0.203292,True,1.0,999.0
6_0_4,MWG_misspec,gate,4.0,10.89201,10.64474,12.8889,-1.99689,0.74381,0.1521036,0.141768,True,0.908,999.0
6_0_4,two_stage_refined,dynamic,4.0,3.70392,3.11737,4.32972,-0.62579,0.20265,0.15191999,0.23083,False,0.266,1.3850032
6_0_4,two_stage_refined,gate,4.0,11.09664,10.685599,12.8889,-1.7922499,0.59538,0.14653,0.1461,False,0.34399998,1.3850032
6_0_4,two_stage_no_refine,dynamic,4.0,2.0372,1.2052699,4.32972,-2.29252,0.21443999,0.5318,0.56852,False,0.0139999995,3.5270097
