idx,mean,median,true,bias,std,RMSE,MAE,MAPE,q025,q975,covering,method,estimand
2.0,6.3040004,6.3040004,7.0790005,-0.77500004,0.12100001,0.785,0.77500004,0.11000001,6.0660005,6.5420003,0.0,Linear_oracle,dynamic
2.0,7.038,7.038,7.0790005,-0.041,0.095000006,0.104,0.083000004,0.012,6.853,7.228,1.0,GP_oracle,dynamic
2.0,6.281,6.281,7.202,-0.92100006,0.134,0.93100005,0.92100006,0.128,6.017,6.543,0.0,Linear_oracle,stoch
2.0,7.1210003,7.1200004,7.202,-0.081,0.127,0.15100001,0.12200001,0.017,6.873,7.3740005,1.0,GP_oracle,stoch
2.0,6.854,6.854,7.0790005,-0.22500001,0.115,0.25300002,0.22800002,0.032,6.629,7.0790005,1.0,Linear_observed,dynamic
2.0,6.8620005,6.8620005,7.0790005,-0.21700001,0.11400001,0.245,0.21900001,0.031000001,6.642,7.0850005,1.0,GP_observed,dynamic
2.0,6.5860004,6.5870004,7.202,-0.61600006,0.142,0.632,0.61600006,0.086,6.308,6.8680005,0.0,Linear_observed,stoch
2.0,6.043,6.0420003,7.202,-1.159,0.16900001,1.171,1.159,0.16100001,5.715,6.3770003,0.0,GP_observed,stoch
2.0,6.2460003,6.248,7.0790005,-0.83300006,0.12900001,0.84400004,0.83400005,0.11800001,5.9880004,6.497,0.0,Linear_3S,dynamic
2.0,6.649,6.6480002,7.0790005,-0.43,0.134,0.45100003,0.43100002,0.061000004,6.387,6.9160004,0.0,GP_3S,dynamic
2.0,6.168,6.1730003,7.202,-1.034,0.14600001,1.0450001,1.034,0.14400001,5.8770003,6.446,0.0,Linear_3S,stoch
2.0,6.6660004,6.6640005,7.202,-0.536,0.17,0.56200004,0.536,0.074,6.3370004,7.011,0.0,GP_3S,stoch
2.0,6.155,6.156,7.0790005,-0.924,0.113000005,0.93200004,0.9250001,0.13100001,5.931,6.373,0.0,Linear_1S,dynamic
2.0,6.9360003,6.9350004,7.0790005,-0.143,0.127,0.192,0.16000001,0.023000002,6.6850004,7.1870003,1.0,GP_1S,dynamic
2.0,6.0280004,6.03,7.202,-1.174,0.127,1.1810001,1.174,0.163,5.7760005,6.274,0.0,Linear_1S,stoch
2.0,7.0450006,7.0450006,7.202,-0.157,0.171,0.23200001,0.19100001,0.026,6.709,7.3770003,1.0,GP_1S,stoch
55.0,6.6840005,6.6840005,7.0360003,-0.35200003,0.124000005,0.37300003,0.35200003,0.05,6.4410005,6.9280005,0.0,Linear_oracle,dynamic
55.0,7.129,7.1280003,7.0360003,0.093,0.086,0.127,0.105000004,0.015000001,6.959,7.2970004,1.0,GP_oracle,dynamic
55.0,6.892,6.8910003,7.1830006,-0.291,0.13700001,0.32200003,0.293,0.041,6.623,7.1580005,0.0,Linear_oracle,stoch
55.0,7.247,7.247,7.1830006,0.064,0.112,0.12900001,0.104,0.014,7.0280004,7.464,1.0,GP_oracle,stoch
55.0,6.7660003,6.7660003,7.0360003,-0.27,0.109000005,0.291,0.27,0.038000003,6.551,6.9810004,0.0,Linear_observed,dynamic
55.0,6.768,6.768,7.0360003,-0.268,0.11000001,0.29000002,0.268,0.038000003,6.5520005,6.985,0.0,GP_observed,dynamic
55.0,6.8840003,6.885,7.1830006,-0.29900002,0.14600001,0.333,0.30200002,0.042000003,6.5940003,7.169,0.0,Linear_observed,stoch
55.0,6.6460004,6.6610003,7.1830006,-0.537,0.25800002,0.596,0.537,0.075,6.1120005,7.0940003,0.0,GP_observed,stoch
55.0,6.512,6.5160003,7.0360003,-0.52400005,0.13000001,0.54,0.52400005,0.075,6.2520003,6.7660003,0.0,Linear_3S,dynamic
55.0,6.8310003,6.8290005,7.0360003,-0.20500001,0.143,0.25,0.216,0.031000001,6.5550003,7.116,1.0,GP_3S,dynamic
