idx,mean,median,TRUE,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,MAPE_all,rel_RMSE,rel_RMSE_all,q025,q975,covering,mean_ind_cover,method,estimand
22,2.266,2.2640002,3.0000002,-0.734,0.22000001,0.734,0.76600003,0.734,0.734,0.245,0.245,0.245,0.25500003,1.8440001,2.706,0,0,Linear_oracle,dynamic
22,2.8560002,2.693,3.0000002,-0.14400001,0.67200005,0.14400001,0.68700004,0.14400001,0.54,0.18,0.18,0.048,0.22900002,2.0070002,4.597,1,1,BYM_oracle,dynamic
22,2.266,2.2640002,3.0000002,-0.734,0.22000001,0.734,0.76600003,0.734,0.734,0.245,0.245,0.245,0.25500003,1.8440001,2.706,0,0,Linear_oracle,stoch
22,2.8560002,2.693,3.0000002,-0.14400001,0.67200005,0.14400001,0.68700004,0.14400001,0.54,0.18,0.18,0.048,0.22900002,2.0070002,4.597,1,1,BYM_oracle,stoch
22,2.266,2.2640002,3.0000002,-0.734,0.22000001,0.734,0.76600003,0.734,0.734,0.245,0.245,0.245,0.25500003,1.8440001,2.706,0,0,Linear_observed,dynamic
22,3.1350002,2.8170002,3.0000002,0.135,1.046,0.135,1.0550001,0.135,0.72700006,0.24200001,0.24200001,0.045,0.35200003,2.013,5.912,1,1,BYM_observed,dynamic
22,2.266,2.2640002,3.0000002,-0.734,0.22000001,0.734,0.76600003,0.734,0.734,0.245,0.245,0.245,0.25500003,1.8440001,2.706,0,0,Linear_observed,stoch
22,3.1350002,2.8170002,3.0000002,0.135,1.046,0.135,1.0550001,0.135,0.72700006,0.24200001,0.24200001,0.045,0.35200003,2.013,5.912,1,1,BYM_observed,stoch
22,2.2930002,2.301,3.0000002,-0.707,0.215,0.707,0.739,0.707,0.707,0.23600002,0.23600002,0.23600002,0.246,1.853,2.6480002,0,0,Linear_3S,dynamic
22,2.2930002,2.301,3.0000002,-0.707,0.215,0.707,0.739,0.707,0.707,0.23600002,0.23600002,0.23600002,0.246,1.853,2.6480002,0,0,Linear_3S,stoch
22,2.8520002,2.657,3.0000002,-0.148,0.74600005,0.148,0.76100004,0.148,0.58900005,0.19600001,0.19600001,0.049000002,0.254,1.9700001,4.914,1,1,BYM_3S,dynamic
22,2.8520002,2.657,3.0000002,-0.148,0.74600005,0.148,0.76100004,0.148,0.58900005,0.19600001,0.19600001,0.049000002,0.254,1.9700001,4.914,1,1,BYM_3S,stoch
22,2.266,2.2640002,3.0000002,-0.734,0.22000001,0.734,0.76600003,0.734,0.734,0.245,0.245,0.245,0.25500003,1.8440001,2.706,0,0,Linear_1S,dynamic
22,2.802,2.621,3.0000002,-0.19800001,0.69500005,0.19800001,0.72300005,0.19800001,0.57000005,0.19000001,0.19000001,0.066,0.24100001,1.9840001,4.675,1,1,BYM_1S,dynamic
22,2.266,2.2640002,3.0000002,-0.734,0.22000001,0.734,0.76600003,0.734,0.734,0.245,0.245,0.245,0.25500003,1.8440001,2.706,0,0,Linear_1S,stoch
