idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,MAPE_all,rel_RMSE,rel_RMSE_all,q025,q975,covering,mean_ind_cover,method,estimand
25.0,1.978,1.9760001,3.0000002,-1.0220001,0.21700001,1.0220001,1.0450001,1.0220001,1.0220001,0.34100002,0.34100002,0.34100002,0.34800002,1.5560001,2.403,0.0,0.0,Linear_oracle,dynamic
25.0,4.61,4.267,3.0000002,1.6100001,1.687,1.6100001,2.332,1.6100001,1.702,0.56700003,0.56700003,0.537,0.777,2.4120002,8.938001,1.0,1.0,BYM_oracle,dynamic
25.0,1.978,1.9760001,3.0000002,-1.0220001,0.21700001,1.0220001,1.0450001,1.0220001,1.0220001,0.34100002,0.34100002,0.34100002,0.34800002,1.5560001,2.403,0.0,0.0,Linear_oracle,stoch
25.0,4.61,4.267,3.0000002,1.6100001,1.687,1.6100001,2.332,1.6100001,1.702,0.56700003,0.56700003,0.537,0.777,2.4120002,8.938001,1.0,1.0,BYM_oracle,stoch
25.0,1.978,1.9760001,3.0000002,-1.0220001,0.21700001,1.0220001,1.0450001,1.0220001,1.0220001,0.34100002,0.34100002,0.34100002,0.34800002,1.5560001,2.403,0.0,0.0,Linear_observed,dynamic
25.0,2.9810002,2.6200001,3.0000002,-0.019000001,1.1810001,0.019000001,1.1810001,0.019000001,0.85,0.28300002,0.28300002,0.006,0.39400002,1.764,6.182,1.0,1.0,BYM_observed,dynamic
25.0,1.978,1.9760001,3.0000002,-1.0220001,0.21700001,1.0220001,1.0450001,1.0220001,1.0220001,0.34100002,0.34100002,0.34100002,0.34800002,1.5560001,2.403,0.0,0.0,Linear_observed,stoch
25.0,2.9810002,2.6200001,3.0000002,-0.019000001,1.1810001,0.019000001,1.1810001,0.019000001,0.85,0.28300002,0.28300002,0.006,0.39400002,1.764,6.182,1.0,1.0,BYM_observed,stoch
25.0,1.955,1.9360001,3.0000002,-1.0450001,0.201,1.0450001,1.064,1.0450001,1.0450001,0.34800002,0.34800002,0.34800002,0.35500002,1.593,2.3820002,0.0,0.0,Linear_3S,dynamic
25.0,1.955,1.9360001,3.0000002,-1.0450001,0.201,1.0450001,1.064,1.0450001,1.0450001,0.34800002,0.34800002,0.34800002,0.35500002,1.593,2.3820002,0.0,0.0,Linear_3S,stoch
25.0,2.818,2.6320002,3.0000002,-0.18200001,1.0830001,0.18200001,1.098,0.18200001,0.78700006,0.26200002,0.26200002,0.061000004,0.36600003,1.6880001,5.3580003,1.0,1.0,BYM_3S,dynamic
25.0,2.818,2.6320002,3.0000002,-0.18200001,1.0830001,0.18200001,1.098,0.18200001,0.78700006,0.26200002,0.26200002,0.061000004,0.36600003,1.6880001,5.3580003,1.0,1.0,BYM_3S,stoch
25.0,1.978,1.9760001,3.0000002,-1.0220001,0.21700001,1.0220001,1.0450001,1.0220001,1.0220001,0.34100002,0.34100002,0.34100002,0.34800002,1.5560001,2.403,0.0,0.0,Linear_1S,dynamic
25.0,4.321,3.9680002,3.0000002,1.3210001,1.7670001,1.3210001,2.206,1.3210001,1.5580001,0.51900005,0.51900005,0.44000003,0.735,2.026,8.833,1.0,1.0,BYM_1S,dynamic
