idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,MAPE_all,rel_RMSE,rel_RMSE_all,q025,q975,covering,mean_ind_cover,method,estimand
15.0,0.39800003,0.397,0.646,-0.24800001,0.052,0.41400003,0.42400002,0.24900001,0.24900001,0.38500002,0.365,0.409,0.16100001,0.298,0.50200003,0.0,0.104,Linear_oracle,dynamic
15.0,0.76600003,0.735,0.646,0.120000005,0.223,0.41700003,0.633,0.14600001,0.22900002,0.22600001,0.246,0.416,0.115,0.42600003,1.279,1.0,1.0,BYM_oracle,dynamic
15.0,1.6250001,1.621,2.6460001,-1.021,0.216,1.069,1.0940001,1.0220001,1.0220001,0.386,0.384,0.163,0.15400001,1.212,2.056,0.0,0.0,Linear_oracle,stoch
15.0,3.1090002,2.9850001,2.6460001,0.46300003,0.906,0.46500003,1.046,0.46300003,0.77400005,0.17500001,0.30100003,0.031000001,0.163,1.7270001,5.2000003,1.0,1.0,BYM_oracle,stoch
15.0,0.37300003,0.372,0.646,-0.273,0.069000006,0.492,0.503,0.333,0.33900002,0.51500005,1644.1941,0.57900006,37668828.0,0.238,0.51100004,0.0,0.314,Linear_observed,dynamic
15.0,-0.49100003,-0.57000005,0.646,-1.1370001,0.38700002,1.5040001,1.5910001,1.138,1.138,1.7600001,4447.6704,5.4160004,386849100.0,-0.88600004,0.061000004,0.0,0.006,BYM_observed,dynamic
15.0,1.325,1.3230001,2.6460001,-1.3210001,0.22800002,1.503,1.5230001,1.3230001,1.3280001,0.5,0.47400004,0.323,0.254,0.87900007,1.7880001,0.0,0.106000006,Linear_observed,stoch
15.0,-1.5630001,-1.8360001,2.6460001,-4.209,1.2590001,4.3710003,4.578,4.209,4.209,1.5910001,1.6170001,2.729,2.9970002,-2.8660002,0.28500003,0.0,0.0,BYM_observed,stoch
15.0,0.33900002,0.33600003,0.646,-0.307,0.07,0.51600003,0.53300005,0.34100002,0.35700002,0.527,1187.9501,0.637,24499392.0,0.21300001,0.48400003,0.0,0.592,Linear_3S,dynamic
15.0,1.296,1.286,2.6460001,-1.35,0.256,1.4660001,1.501,1.3510001,1.353,0.51000005,0.49300003,0.307,0.264,0.82400006,1.8220001,0.0,0.072000004,Linear_3S,stoch
