idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,MAPE_all,rel_RMSE,rel_RMSE_all,q025,q975,covering,mean_ind_cover,method,estimand
7.0,0.648,0.648,0.646,0.002,0.016,0.016,0.047000002,0.013,0.024,0.020000001,0.036000002,0.001,0.002,0.61600006,0.679,1.0,1.0,Linear_oracle,dynamic
7.0,0.64500004,0.64500004,0.646,-0.001,0.016,0.016,0.14500001,0.013,0.065000005,0.020000001,0.108,0.001,0.031000001,0.61300004,0.67700005,1.0,0.97800004,GP_oracle,dynamic
7.0,2.6480002,2.6480002,2.6460001,0.002,0.067,0.067,0.07700001,0.054,0.057000004,0.020000001,0.021000002,0.001,0.001,2.515,2.7800002,1.0,1.0,Linear_oracle,stoch
7.0,2.6160002,2.6160002,2.6460001,-0.030000001,0.071,0.07700001,0.42700002,0.062000003,0.165,0.023000002,0.051000003,0.001,0.008,2.4750001,2.755,1.0,0.95600003,GP_oracle,stoch
7.0,0.49800003,0.49800003,0.646,-0.148,0.036000002,0.15300001,0.31300002,0.149,0.24100001,0.23,1455.338,0.056,27933488.0,0.42600003,0.568,0.0,0.22000001,Linear_observed,dynamic
7.0,0.272,0.272,0.646,-0.374,0.060000002,0.379,0.504,0.374,0.407,0.57900006,1356.5421,0.34300002,35231840.0,0.157,0.39000002,0.0,0.34600002,GP_observed,dynamic
7.0,1.8180001,1.817,2.6460001,-0.82800007,0.119,0.837,1.102,0.82900006,0.874,0.31300002,0.298,0.1,0.113000005,1.5840001,2.0500002,0.0,0.18200001,Linear_observed,stoch
7.0,1.9480001,1.9480001,2.6460001,-0.698,0.132,0.711,1.2670001,0.69900006,1.046,0.264,0.39200002,0.072000004,0.20300001,1.687,2.2010002,0.0,0.256,GP_observed,stoch
7.0,0.56700003,0.56600004,0.646,-0.079,0.036000002,0.087000005,0.29000002,0.080000006,0.224,0.123,1839.3451,0.018000001,57574104.0,0.499,0.64100003,0.0,0.87200004,Linear_3S,dynamic
7.0,2.1750002,2.1750002,2.6460001,-0.47100002,0.115,0.485,0.71500003,0.47100002,0.56600004,0.178,0.201,0.034,0.055000003,1.9490001,2.41,0.0,0.578,Linear_3S,stoch
7.0,0.536,0.535,0.646,-0.11000001,0.038000003,0.117000006,0.356,0.11000001,0.261,0.171,1533.8771,0.033,54087410.0,0.46400002,0.614,0.0,0.934,GP_3S,dynamic
7.0,2.0170002,2.0170002,2.6460001,-0.629,0.123,0.64100003,0.89400005,0.629,0.70400006,0.238,0.252,0.059000004,0.085,1.7770001,2.2580001,0.0,0.73600006,GP_3S,stoch
7.0,0.70500004,0.70500004,0.646,0.059000004,0.027,0.064,0.23200001,0.059000004,0.186,0.091000006,2864.641,0.010000001,86662344.0,0.65300006,0.757,0.0,0.20400001,Linear_1S,dynamic
7.0,0.702,0.702,0.646,0.056,0.034,0.065000005,0.287,0.057000004,0.21800001,0.08800001,2977.9583,0.010000001,100266936.0,0.63600004,0.768,1.0,0.43,GP_1S,dynamic
7.0,2.69,2.6910002,2.6460001,0.044000003,0.1,0.109000005,0.39400002,0.08800001,0.312,0.033,0.12900001,0.002,0.029000001,2.4950001,2.887,1.0,0.38200003,Linear_1S,stoch
7.0,2.6320002,2.6330001,2.6460001,-0.014,0.13800001,0.13900001,0.62100005,0.11100001,0.4,0.042000003,0.15100001,0.003,0.041,2.361,2.9060001,1.0,0.63000005,GP_1S,stoch
62.0,0.65400004,0.65400004,0.646,0.008,0.016,0.018000001,0.036000002,0.014,0.020000001,0.022000002,0.035,0.001,0.002,0.62200004,0.68500006,1.0,1.0,Linear_oracle,dynamic
62.0,0.64000005,0.64000005,0.646,-0.006,0.017,0.019000001,0.11800001,0.015000001,0.060000002,0.023000002,0.112,0.001,0.030000001,0.606,0.67300004,1.0,1.0,GP_oracle,dynamic
62.0,2.68,2.6810002,2.6460001,0.034,0.067,0.075,0.085,0.061000004,0.062000003,0.023000002,0.023000002,0.001,0.001,2.548,2.809,1.0,1.0,Linear_oracle,stoch
62.0,2.568,2.568,2.6460001,-0.078,0.080000006,0.112,0.32900003,0.093,0.16000001,0.035,0.061000004,0.002,0.008,2.4120002,2.7250001,1.0,0.95800006,GP_oracle,stoch
62.0,0.45700002,0.45700002,0.646,-0.18900001,0.035,0.193,0.32700002,0.18900001,0.25,0.293,1307.9851,0.089,21654248.0,0.388,0.526,0.0,0.238,Linear_observed,dynamic
62.0,0.296,0.296,0.646,-0.35000002,0.068,0.35700002,0.5,0.351,0.39900002,0.54200006,1490.1621,0.305,37648930.0,0.164,0.42800003,0.0,0.432,GP_observed,dynamic
62.0,1.669,1.669,2.6460001,-0.97700006,0.115,0.984,1.2190001,0.97700006,0.99700004,0.36900002,0.342,0.13800001,0.142,1.4460001,1.894,0.0,0.11400001,Linear_observed,stoch
62.0,1.6980001,1.6980001,2.6460001,-0.9480001,0.120000005,0.95500004,1.3440001,0.9480001,1.0600001,0.358,0.377,0.13000001,0.19000001,1.4640001,1.9380001,0.0,0.27400002,GP_observed,stoch
62.0,-0.82100004,-0.859,0.646,-1.4670001,0.28800002,1.496,1.519,1.468,1.468,2.2710001,12015.421,5.3560004,1482189600.0,-1.3080001,-0.143,0.0,0.0,Linear_3S,dynamic
62.0,-3.417,-3.5660002,2.6460001,-6.063,1.153,6.1720004,6.2070003,6.063,6.063,2.2910001,2.4,5.44,6.1740003,-5.368,-0.70100003,0.0,0.0,Linear_3S,stoch
62.0,1.093,1.075,0.646,0.44700003,0.638,0.77900004,1.235,0.61800003,0.98700005,0.957,13479.482,1.452,2541088000.0,-0.12100001,2.414,1.0,0.906,GP_3S,dynamic
62.0,-0.559,-0.57100004,2.6460001,-3.2050002,1.399,3.4970002,3.663,3.223,3.2570002,1.218,1.2390001,1.7470001,1.876,-3.2500002,2.3500001,0.0,0.526,GP_3S,stoch
62.0,-0.92700005,-0.93100005,0.646,-1.5730001,0.185,1.5840001,1.605,1.5730001,1.5730001,2.433,13128.349,6.004,1697761400.0,-1.2870001,-0.56100005,0.0,0.0,Linear_1S,dynamic
62.0,1.268,1.251,0.646,0.62200004,0.6,0.864,1.302,0.707,1.0580001,1.0940001,15022.637,1.7870001,2949561900.0,0.13800001,2.4780002,1.0,0.70600003,GP_1S,dynamic
62.0,-3.857,-3.874,2.6460001,-6.5030003,0.757,6.5470004,6.5790005,6.5030003,6.5030003,2.4580002,2.5800002,6.122,6.978,-5.3360004,-2.3590002,0.0,0.0,Linear_1S,stoch
62.0,-0.513,-0.512,2.6460001,-3.1590002,1.4640001,3.482,3.6480002,3.183,3.2140002,1.2030001,1.22,1.7310001,1.848,-3.3520002,2.367,0.0,0.55200005,GP_1S,stoch
117.0,0.648,0.648,0.646,0.002,0.017,0.017,0.034,0.013,0.018000001,0.021000002,0.030000001,0.001,0.002,0.61600006,0.68100005,1.0,1.0,Linear_oracle,dynamic
117.0,0.64100003,0.64100003,0.646,-0.0050000004,0.017,0.018000001,0.135,0.014,0.065000005,0.022000002,0.12200001,0.001,0.037,0.60700005,0.675,1.0,0.994,GP_oracle,dynamic
117.0,2.654,2.654,2.6460001,0.008,0.07,0.071,0.078,0.056,0.058000002,0.021000002,0.021000002,0.001,0.001,2.5170002,2.7910001,1.0,1.0,Linear_oracle,stoch
117.0,2.571,2.5700002,2.6460001,-0.075,0.07300001,0.105000004,0.38300002,0.087000005,0.171,0.033,0.060000002,0.002,0.008,2.4280002,2.713,1.0,0.984,GP_oracle,stoch
117.0,0.47500002,0.47500002,0.646,-0.171,0.038000003,0.17600001,0.32200003,0.172,0.246,0.266,1448.9011,0.074,27308384.0,0.402,0.55,0.0,0.25,Linear_observed,dynamic
117.0,0.34500003,0.34500003,0.646,-0.30100003,0.058000002,0.307,0.485,0.30100003,0.384,0.46600002,1860.8931,0.22500001,55855884.0,0.23200001,0.45900002,0.0,0.446,GP_observed,dynamic
117.0,1.7440001,1.7450001,2.6460001,-0.90200007,0.124000005,0.91,1.1580001,0.90200007,0.93600005,0.34100002,0.32000002,0.11800001,0.127,1.503,1.9930001,0.0,0.14600001,Linear_observed,stoch
117.0,1.8930001,1.894,2.6460001,-0.753,0.135,0.76500005,1.2670001,0.753,0.98600006,0.28500003,0.356,0.08400001,0.17500001,1.631,2.157,0.0,0.32000002,GP_observed,stoch
