idx,mean,median,true,bias,std,RMSE,MAE,MAPE,q025,q975,covering,method,estimand
28.0,4.913,4.913,4.9360003,-0.023000002,0.064,0.068,0.054,0.011000001,4.787,5.0410004,1.0,Linear_oracle,dynamic
28.0,4.859,4.859,4.9360003,-0.07700001,0.07,0.104,0.087000005,0.018000001,4.7190003,4.9950004,1.0,GP_oracle,dynamic
28.0,5.736,5.736,5.793,-0.057000004,0.076000005,0.095000006,0.07700001,0.013,5.5880003,5.885,1.0,Linear_oracle,stoch
28.0,5.6000004,5.604,5.793,-0.193,0.09900001,0.21800001,0.19500001,0.034,5.3820004,5.781,0.0,GP_oracle,stoch
28.0,4.296,4.296,4.9360003,-0.64000005,0.089,0.646,0.64000005,0.13000001,4.1210003,4.474,0.0,Linear_observed,dynamic
28.0,4.283,4.283,4.9360003,-0.65300006,0.08800001,0.66,0.65400004,0.132,4.1130004,4.4560003,0.0,GP_observed,dynamic
28.0,5.209,5.208,5.793,-0.58400005,0.120000005,0.597,0.58500004,0.101,4.9740005,5.4440002,0.0,Linear_observed,stoch
28.0,6.0400004,6.037,5.793,0.24700001,0.23600002,0.34100002,0.28100002,0.048,5.5870004,6.512,1.0,GP_observed,stoch
28.0,4.8310003,4.8310003,4.9360003,-0.105000004,0.091000006,0.13900001,0.116000004,0.024,4.6520004,5.0090003,1.0,Linear_3S,dynamic
28.0,4.69,4.69,4.9360003,-0.246,0.104,0.268,0.24700001,0.05,4.4810004,4.892,0.0,GP_3S,dynamic
28.0,5.5150003,5.518,5.793,-0.27800003,0.108,0.29900002,0.279,0.048,5.302,5.7200003,0.0,Linear_3S,stoch
28.0,5.242,5.2460003,5.793,-0.551,0.15200001,0.572,0.551,0.095000006,4.9290004,5.5280004,0.0,GP_3S,stoch
28.0,4.934,4.934,4.9360003,-0.002,0.074,0.074,0.059000004,0.012,4.7900004,5.0810003,1.0,Linear_1S,dynamic
28.0,4.815,4.8180003,4.9360003,-0.12100001,0.091000006,0.15200001,0.128,0.026,4.629,4.9890003,1.0,GP_1S,dynamic
28.0,5.7130003,5.7130003,5.793,-0.080000006,0.089,0.120000005,0.098000005,0.017,5.539,5.8880005,1.0,Linear_1S,stoch
28.0,5.4740005,5.4810004,5.793,-0.319,0.136,0.347,0.32000002,0.055000003,5.19,5.7200003,0.0,GP_1S,stoch
61.0,5.2640004,5.2640004,5.3290005,-0.065000005,0.076000005,0.1,0.081,0.015000001,5.116,5.412,1.0,Linear_oracle,dynamic
61.0,5.1860003,5.189,5.3290005,-0.143,0.09,0.16900001,0.14600001,0.027,4.997,5.355,1.0,GP_oracle,dynamic
61.0,5.8300004,5.8310003,5.912,-0.082,0.086,0.119,0.098000005,0.017,5.6610003,5.998,1.0,Linear_oracle,stoch
61.0,5.644,5.6600003,5.912,-0.268,0.141,0.303,0.26900002,0.046000004,5.3160005,5.8780003,0.0,GP_oracle,stoch
61.0,4.3310003,4.3300004,5.3290005,-0.998,0.08400001,1.0020001,0.998,0.187,4.168,4.4960003,0.0,Linear_observed,dynamic
61.0,4.313,4.314,5.3290005,-1.016,0.083000004,1.019,1.016,0.19100001,4.1480002,4.4750004,0.0,GP_observed,dynamic
61.0,5.2200003,5.2190003,5.912,-0.69200003,0.123,0.70400006,0.693,0.117000006,4.978,5.4610004,0.0,Linear_observed,stoch
61.0,5.5670004,5.5550003,5.912,-0.34500003,0.268,0.437,0.37500003,0.063,5.0750003,6.1190004,1.0,GP_observed,stoch
61.0,5.013,5.0150003,5.3290005,-0.316,0.102000006,0.33200002,0.316,0.059000004,4.813,5.21,0.0,Linear_3S,dynamic
61.0,4.9040003,4.907,5.3290005,-0.425,0.115,0.44000003,0.42400002,0.080000006,4.671,5.1210003,0.0,GP_3S,dynamic
61.0,5.519,5.5230002,5.912,-0.393,0.116000004,0.41000003,0.393,0.066,5.2910004,5.7390003,0.0,Linear_3S,stoch
61.0,5.321,5.328,5.912,-0.591,0.15900001,0.61200005,0.591,0.1,4.9870005,5.61,0.0,GP_3S,stoch
61.0,5.182,5.182,5.3290005,-0.147,0.08400001,0.16900001,0.15,0.028,5.0160003,5.347,1.0,Linear_1S,dynamic
61.0,5.105,5.1070004,5.3290005,-0.224,0.093,0.24200001,0.224,0.042000003,4.9150004,5.2830005,0.0,GP_1S,dynamic
61.0,5.7440004,5.7440004,5.912,-0.16800001,0.096,0.193,0.171,0.029000001,5.5550003,5.931,1.0,Linear_1S,stoch
61.0,5.5790005,5.589,5.912,-0.333,0.13100001,0.358,0.333,0.056,5.2860003,5.813,0.0,GP_1S,stoch
94.0,4.401,4.401,4.361,0.040000003,0.063,0.074,0.060000002,0.014,4.2780004,4.524,1.0,Linear_oracle,dynamic
94.0,4.3640003,4.3640003,4.361,0.003,0.065000005,0.066,0.052,0.012,4.235,4.4900002,1.0,GP_oracle,dynamic
94.0,5.7990003,5.8,5.8550005,-0.056,0.07700001,0.095000006,0.07700001,0.013,5.6480002,5.9500003,1.0,Linear_oracle,stoch
94.0,5.6940002,5.696,5.8550005,-0.16100001,0.08800001,0.18300001,0.163,0.028,5.5200005,5.8630004,1.0,GP_oracle,stoch
94.0,4.056,4.056,4.361,-0.305,0.09900001,0.321,0.305,0.07,3.8600001,4.2520003,0.0,Linear_observed,dynamic
94.0,4.136,4.136,4.361,-0.22500001,0.101,0.246,0.22600001,0.052,3.9400003,4.333,0.0,GP_observed,dynamic
94.0,5.313,5.314,5.8550005,-0.54200006,0.113000005,0.554,0.54200006,0.093,5.09,5.531,0.0,Linear_observed,stoch
94.0,5.767,5.767,5.8550005,-0.08800001,0.15300001,0.177,0.142,0.024,5.4680004,6.071,1.0,GP_observed,stoch
94.0,4.412,4.4100003,4.361,0.051000003,0.086,0.1,0.079,0.018000001,4.249,4.585,1.0,Linear_3S,dynamic
94.0,4.4030004,4.4030004,4.361,0.042000003,0.087000005,0.097,0.078,0.018000001,4.237,4.5730004,1.0,GP_3S,dynamic
94.0,5.6150002,5.618,5.8550005,-0.24000001,0.11000001,0.264,0.24100001,0.041,5.3970003,5.826,0.0,Linear_3S,stoch
94.0,5.3780003,5.3840003,5.8550005,-0.47700003,0.14500001,0.49800003,0.47700003,0.081,5.0790005,5.6460004,0.0,GP_3S,stoch
94.0,4.42,4.419,4.361,0.059000004,0.071,0.09200001,0.075,0.017,4.2790003,4.5600004,1.0,Linear_1S,dynamic
94.0,4.3910003,4.3910003,4.361,0.030000001,0.07700001,0.082,0.066,0.015000001,4.2400002,4.5420003,1.0,GP_1S,dynamic
94.0,5.801,5.801,5.8550005,-0.054,0.091000006,0.106000006,0.085,0.015000001,5.6200004,5.9760003,1.0,Linear_1S,stoch
94.0,5.662,5.663,5.8550005,-0.193,0.11100001,0.223,0.19700001,0.034,5.4370003,5.873,1.0,GP_1S,stoch
127.0,4.7310004,4.7310004,4.649,0.082,0.07300001,0.11000001,0.09200001,0.020000001,4.585,4.874,1.0,Linear_oracle,dynamic
127.0,4.6800003,4.6800003,4.649,0.031000001,0.086,0.09200001,0.07300001,0.016,4.506,4.8490005,1.0,GP_oracle,dynamic
127.0,5.7840004,5.7850003,5.67,0.11400001,0.091000006,0.14600001,0.124000005,0.022000002,5.602,5.9630003,1.0,Linear_oracle,stoch
127.0,5.6530004,5.663,5.67,-0.017,0.127,0.12900001,0.09900001,0.017,5.366,5.88,1.0,GP_oracle,stoch
127.0,3.551,3.5520003,4.649,-1.098,0.097,1.102,1.098,0.23600002,3.3620002,3.742,0.0,Linear_observed,dynamic
127.0,3.5570002,3.5570002,4.649,-1.092,0.101,1.097,1.092,0.23500001,3.3600001,3.7560003,0.0,GP_observed,dynamic
127.0,4.8620005,4.8620005,5.67,-0.808,0.149,0.822,0.808,0.143,4.5670004,5.1520004,0.0,Linear_observed,stoch
127.0,5.894,5.8910003,5.67,0.224,0.32200003,0.39200002,0.31500003,0.056,5.2770004,6.537,1.0,GP_observed,stoch
127.0,4.546,4.545,4.649,-0.10300001,0.106000006,0.148,0.12200001,0.026,4.34,4.755,1.0,Linear_3S,dynamic
127.0,4.2860003,4.2910004,4.649,-0.363,0.135,0.38700002,0.363,0.078,4.011,4.539,0.0,GP_3S,dynamic
