idx,mean,median,TRUE,bias,std,RMSE,MAE,MAPE,q025,q975,covering,method,estimand
6,5.2050004,5.2050004,5.1990004,0.006,0.068,0.068,0.055000003,0.010000001,5.0730004,5.339,1,Linear_oracle,dynamic
6,5.1730003,5.1720004,5.1990004,-0.026,0.075,0.079,0.063,0.012,5.0270004,5.3240004,1,GP_oracle,dynamic
6,5.7520003,5.7520003,5.727,0.025,0.075,0.079,0.063,0.011000001,5.6060004,5.9,1,Linear_oracle,stoch
6,5.6930003,5.6930003,5.727,-0.034,0.087000005,0.094000004,0.074,0.013,5.5210004,5.866,1,GP_oracle,stoch
6,4.2990003,4.2990003,5.1990004,-0.90000004,0.097,0.90500003,0.90000004,0.17300001,4.109,4.492,0,Linear_observed,dynamic
6,4.2450004,4.2450004,5.1990004,-0.95400006,0.09200001,0.95800006,0.95400006,0.18300001,4.064,4.426,0,GP_observed,dynamic
6,5.2450004,5.2460003,5.727,-0.48200002,0.123,0.497,0.48200002,0.08400001,5.004,5.4880004,0,Linear_observed,stoch
6,5.84,5.84,5.727,0.113000005,0.13800001,0.179,0.14500001,0.025,5.5690002,6.1130004,1,GP_observed,stoch
6,5.0670004,5.0670004,5.1990004,-0.132,0.097,0.164,0.14,0.027,4.8780003,5.256,1,Linear_3S,dynamic
6,4.835,4.8370004,5.1990004,-0.36400002,0.119,0.38300002,0.36400002,0.07,4.5990005,5.063,0,GP_3S,dynamic
6,5.564,5.5660005,5.727,-0.163,0.106000006,0.194,0.16800001,0.029000001,5.3580003,5.768,1,Linear_3S,stoch
6,5.2450004,5.2530003,5.727,-0.48200002,0.15400001,0.505,0.48100004,0.08400001,4.925,5.5270004,0,GP_3S,stoch
6,5.1780005,5.1790004,5.1990004,-0.021000002,0.076000005,0.079,0.063,0.012,5.0280004,5.3250003,1,Linear_1S,dynamic
6,5.1530004,5.1530004,5.1990004,-0.046000004,0.095000006,0.105000004,0.08400001,0.016,4.9700003,5.3420005,1,GP_1S,dynamic
6,5.7260003,5.727,5.727,-0.001,0.08400001,0.08400001,0.067,0.012,5.558,5.8880005,1,Linear_1S,stoch
