idx,mean,median,true,bias,std,RMSE,MAE,MAPE,q025,q975,covering,method,estimand
44.0,5.0020003,5.0020003,5.0150003,-0.013,0.066,0.067,0.054,0.011000001,4.872,5.131,1.0,Linear_oracle,dynamic
44.0,4.9220004,4.9230003,5.0150003,-0.093,0.07300001,0.11800001,0.09900001,0.020000001,4.7790003,5.064,1.0,GP_oracle,dynamic
44.0,5.5530005,5.5530005,5.556,-0.003,0.07300001,0.07300001,0.058000002,0.011000001,5.4090004,5.695,1.0,Linear_oracle,stoch
44.0,5.4480004,5.4490004,5.556,-0.108,0.08800001,0.13900001,0.117000006,0.021000002,5.276,5.6190004,1.0,GP_oracle,stoch
44.0,4.2070003,4.2060003,5.0150003,-0.808,0.095000006,0.814,0.808,0.16100001,4.019,4.395,0.0,Linear_observed,dynamic
44.0,4.112,4.112,5.0150003,-0.90300006,0.093,0.90800005,0.90300006,0.18,3.9290001,4.296,0.0,GP_observed,dynamic
44.0,4.993,4.992,5.556,-0.563,0.11400001,0.574,0.563,0.101,4.7700005,5.2190003,0.0,Linear_observed,stoch
44.0,5.46,5.459,5.556,-0.096,0.13800001,0.16800001,0.136,0.024,5.189,5.7300005,1.0,GP_observed,stoch
44.0,4.9350004,4.9350004,5.0150003,-0.080000006,0.095000006,0.124000005,0.101,0.020000001,4.748,5.122,1.0,Linear_3S,dynamic
44.0,4.695,4.695,5.0150003,-0.32000002,0.108,0.33800003,0.32000002,0.064,4.48,4.906,0.0,GP_3S,dynamic
44.0,5.4620004,5.464,5.556,-0.094000004,0.106000006,0.142,0.115,0.021000002,5.254,5.6660004,1.0,Linear_3S,stoch
44.0,5.143,5.1470003,5.556,-0.41300002,0.141,0.437,0.41300002,0.074,4.853,5.4080005,0.0,GP_3S,stoch
44.0,5.0480003,5.0480003,5.0150003,0.033,0.07300001,0.080000006,0.064,0.013,4.9030004,5.19,1.0,Linear_1S,dynamic
44.0,4.9430003,4.9440002,5.0150003,-0.072000004,0.087000005,0.113000005,0.09200001,0.018000001,4.769,5.1150002,1.0,GP_1S,dynamic
44.0,5.6460004,5.6460004,5.556,0.09,0.083000004,0.12200001,0.102000006,0.018000001,5.4810004,5.807,1.0,Linear_1S,stoch
44.0,5.511,5.512,5.556,-0.045,0.11100001,0.119,0.095000006,0.017,5.289,5.728,1.0,GP_1S,stoch
77.0,4.472,4.473,4.5800004,-0.108,0.064,0.125,0.11000001,0.024,4.3450003,4.6000004,1.0,Linear_oracle,dynamic
77.0,4.467,4.467,4.5800004,-0.113000005,0.067,0.132,0.116000004,0.025,4.3370004,4.5990005,1.0,GP_oracle,dynamic
77.0,5.6070004,5.6070004,5.7060003,-0.09900001,0.07700001,0.126,0.10700001,0.019000001,5.4540005,5.7590003,1.0,Linear_oracle,stoch
77.0,5.59,5.5880003,5.7060003,-0.116000004,0.094000004,0.15,0.127,0.022000002,5.4100003,5.7830005,1.0,GP_oracle,stoch
77.0,3.6660001,3.6650002,4.5800004,-0.91400003,0.105000004,0.92,0.91400003,0.2,3.4620001,3.8710003,0.0,Linear_observed,dynamic
77.0,3.7840002,3.7840002,4.5800004,-0.79600006,0.102000006,0.80200005,0.79600006,0.17400001,3.584,3.9850001,0.0,GP_observed,dynamic
77.0,5.019,5.0200005,5.7060003,-0.68700004,0.126,0.69900006,0.68700004,0.120000005,4.7700005,5.2630005,0.0,Linear_observed,stoch
77.0,5.985,5.984,5.7060003,0.279,0.17600001,0.32900003,0.287,0.05,5.637,6.333,1.0,GP_observed,stoch
77.0,4.4170003,4.4160004,4.5800004,-0.163,0.091000006,0.187,0.16600001,0.036000002,4.2380004,4.596,1.0,Linear_3S,dynamic
