mean,median,std,q005,q025,q975,q995,min,max,type,iter
0.5017934,0.5017188787460327,0.02687112,0.43230061486363414,0.4500743605196476,0.5547144815325736,0.5699651846289632,0.3849659,0.6118337,oracle,5
0.2383946,0.23849502205848694,0.030498018,0.16159088611602784,0.17938225902616978,0.29881701320409776,0.31849851831793785,0.10868922,0.3762221,observed,5
0.24871791899204254,0.24871650338172913,0.04500030977411505,0.13196634158492088,0.1604110434651375,0.33683754950761796,0.36505145132541655,0.0028956979513168335,0.46188127994537354,cut-2S,5
0.24941150844097137,0.2464369237422943,0.059125582164225865,0.11599159076809883,0.14301633834838867,0.3724344864487648,0.4148428151011467,0.02994442917406559,0.557016134262085,cut-3S,5
0.4990662,0.49906444549560547,0.046884328,0.38109806552529335,0.40748619586229323,0.591431400179863,0.6224464613199233,0.32561925,0.70772564,plugin,5
0.53061867,0.5304999351501465,0.028558163,0.4582495120167732,0.4748467355966568,0.5866387441754342,0.6040720593929289,0.4162264,0.64010286,oracle,6
0.24954608,0.24932730197906494,0.02723337,0.17663022570312023,0.19551281593739986,0.30240122601389885,0.31692505061626414,0.13946675,0.3614871,observed,6
0.2922160029411316,0.292267769575119,0.04705911528240011,0.17056241020560264,0.19993405006825923,0.3843669474124909,0.4137500384449959,0.055448248982429504,0.5215380191802979,cut-2S,6
0.2937743663787842,0.29077214002609253,0.06386222896911353,0.14795191168785096,0.17800231575965883,0.4234012208878994,0.4624025110900402,0.058334436267614365,0.6061674952507019,cut-3S,6
0.56227225,0.5621767044067383,0.04832452,0.43440933257341385,0.4660819910466671,0.6560167849063873,0.6867419436573976,0.3669518,0.74362284,plugin,6
0.5200132,0.5202552080154419,0.027717784,0.44783358082175256,0.46587962061166766,0.5745172441005707,0.5932945969700811,0.4218441,0.6386047,oracle,7
0.26870692,0.26886242628097534,0.029245488,0.194540848582983,0.21114088073372841,0.32610041201114653,0.3447286093235016,0.16209577,0.3817485,observed,7
0.2486516684293747,0.24877296388149261,0.04811588389161435,0.12413587089627981,0.15412748381495475,0.3426921382546425,0.37215759366750717,0.0010958644561469555,0.47552695870399475,cut-2S,7
0.2477388083934784,0.2436670958995819,0.06406193192964685,0.10391718484461307,0.13382649533450605,0.3811122059822083,0.4230054101347923,0.010034937411546707,0.5723711252212524,cut-3S,7
0.5267569,0.5267749428749084,0.050519638,0.3965155155956745,0.42702122032642365,0.6260243237018585,0.6547069963812823,0.34573022,0.711657,plugin,7
0.43253744,0.432516485452652,0.02963611,0.3568056273460388,0.3744430184364319,0.4909196197986603,0.5105021867156028,0.32384413,0.5365295,oracle,8
0.17742497,0.17748376727104187,0.028086158,0.10643494229763746,0.12243699971586466,0.23123742975294587,0.2497863543033595,0.07061048,0.27829644,observed,8
0.17585855722427368,0.17588849365711212,0.04209499297464665,0.06694095224142074,0.09338748548179865,0.2581580027937889,0.2838553914427757,-0.02830333076417446,0.3925529420375824,cut-2S,8
0.17616045475006104,0.17321914434432983,0.05028579012481161,0.061010624952614306,0.08589346073567868,0.281603416800499,0.317572572529316,-0.028019530698657036,0.4650179445743561,cut-3S,8
0.38192764,0.38200610876083374,0.04672179,0.2606520274281502,0.29055835530161855,0.47244479656219485,0.503379926383495,0.21036327,0.545676,plugin,8
0.49056515,0.4904600977897644,0.025722204,0.42357300892472266,0.4404093958437443,0.5405584245920181,0.5566828110814095,0.3966454,0.5843425,oracle,9
0.22428754,0.22422850131988525,0.029190127,0.14673535093665124,0.1670494306832552,0.28180016502738,0.29834219992160793,0.10597918,0.33894372,observed,9
0.24512414634227753,0.24514123797416687,0.040840644318518846,0.13958265736699105,0.16497416384518146,0.324866608530283,0.34978655889630317,0.021631259471178055,0.487177312374115,cut-2S,9
0.2468830943107605,0.24183806777000427,0.05891062241971503,0.12140005782246589,0.14590258412063123,0.3720291882753372,0.41104296043515204,0.039022140204906464,0.5602352619171143,cut-3S,9
0.4518302,0.4513557553291321,0.042030644,0.3397860635817051,0.37046430706977845,0.5339407876133919,0.5578302699327465,0.28728226,0.6078327,plugin,9
0.5187639,0.518710732460022,0.025347846,0.45430632919073105,0.46958801969885827,0.569313882291317,0.5857732573151588,0.42683783,0.62964267,oracle,10
0.24753241,0.24769705533981323,0.028944157,0.17474549911916257,0.191729399561882,0.30387585461139677,0.32221807435154903,0.1407433,0.35956854,observed,10
0.27494388818740845,0.27525678277015686,0.047175071208027136,0.1514467117190361,0.18179765194654465,0.3666624277830124,0.3952774460613728,0.03898158669471741,0.5314239859580994,cut-2S,10
0.2775777280330658,0.27341294288635254,0.06499245212877672,0.1344598800688982,0.16280923411250114,0.41172067373991017,0.4530905003845692,0.04241466522216797,0.6085418462753296,cut-3S,10
0.5483778,0.5484709739685059,0.04849876,0.4245524330437183,0.45297073721885683,0.6435535609722137,0.6729851350188251,0.34775585,0.7471378,plugin,10
0.5300374,0.5300754308700562,0.028326156,0.45804592326283455,0.4744747579097748,0.5864930585026741,0.6026786491274833,0.42980263,0.6363559,oracle,11
0.23351395,0.2333253026008606,0.029890409,0.15511825010180474,0.17502981349825858,0.29161799401044847,0.310295192748308,0.12115468,0.34085464,observed,11
0.24422071874141693,0.24421736598014832,0.05121301334579715,0.11139017887413502,0.14355431608855723,0.34429207593202593,0.3756099990010262,-0.011788051575422287,0.4815458059310913,cut-2S,11
0.24422959983348846,0.2406330704689026,0.06456485532791317,0.09492842052131892,0.1276116818189621,0.37885188683867455,0.42421417325735095,0.0015138308517634869,0.5946160554885864,cut-3S,11
0.5211895,0.5208042860031128,0.055775274,0.3791980481147766,0.41290620490908625,0.6319316998124123,0.6661037826538081,0.31743196,0.7512768,plugin,11
0.5104643,0.5102779865264893,0.025023252,0.4472538316249847,0.46250585094094276,0.5594616338610648,0.5758427971601483,0.41926476,0.6081102,oracle,12
0.24525385,0.24475565552711487,0.030242067,0.16916388131678103,0.18662610575556754,0.30583612397313115,0.3248655514419077,0.12592371,0.36251715,observed,12
0.22973088920116425,0.22971388697624207,0.04336627898074285,0.11804068114608526,0.1449242476373911,0.31456713378429413,0.34176734164357186,0.029221178963780403,0.4663066565990448,cut-2S,12
0.22847433388233185,0.22483158111572266,0.05787504610176658,0.09909955114126205,0.12557029463350772,0.34854794666171074,0.3864621528983116,0.01394272968173027,0.5190658569335938,cut-3S,12
0.4568209,0.4566155970096588,0.04575155,0.34247003436088563,0.36812085583806037,0.5468379810452461,0.5749436962604519,0.2834439,0.6260345,plugin,12
0.48858652,0.4888744354248047,0.030302942,0.4088702729344368,0.4286943279206753,0.547757326066494,0.5666307204961776,0.37730625,0.60746795,oracle,13
0.19616523,0.1958363950252533,0.027928434,0.12555059738457203,0.14218984581530095,0.2515370897948742,0.2690691830217835,0.07549546,0.30084625,observed,13
0.1802651584148407,0.18031936883926392,0.04379070918340578,0.06674962408840657,0.09439772181212902,0.2660347826778889,0.2933587667346001,-0.026383019983768463,0.3922346234321594,cut-2S,13
0.18054574728012085,0.1778876632452011,0.05334061973143854,0.05747743673622608,0.08367539402097464,0.29113095551729207,0.32737812712788583,-0.03715380281209946,0.4410901665687561,cut-3S,13
0.3771905,0.3767410218715668,0.048032098,0.25203975453972816,0.28478463888168337,0.47274027243256567,0.5003083783388136,0.18641539,0.55871624,plugin,13
0.5084503,0.508590817451477,0.025934694,0.4395453727245331,0.4579544298350811,0.5604170233011245,0.5787609335780143,0.41419,0.60540164,oracle,14
0.24264556,0.24263602495193481,0.032197163,0.1583018136769533,0.17855939231812953,0.30617328137159344,0.3261021205782889,0.11308362,0.386778,observed,14
0.26053258776664734,0.26079243421554565,0.04445844194411313,0.1442486773431301,0.17274451553821565,0.34695304781198505,0.3737052166461945,0.0325898602604866,0.49029117822647095,cut-2S,14
0.2623777687549591,0.25877416133880615,0.05990930182669295,0.1286386063694954,0.1558565478771925,0.3869820810854435,0.4272872439026833,0.025223642587661743,0.5634757280349731,cut-3S,14
0.4898811,0.49020031094551086,0.045424666,0.3720616136491299,0.4002089470624924,0.5796618849039078,0.6130525842308998,0.30936384,0.6659823,plugin,14
0.51448005,0.5143128633499146,0.023634663,0.45349272578954697,0.46818104609847067,0.5607024043798446,0.5744138571619987,0.43601036,0.59724706,oracle,15
0.23209098,0.23190799355506897,0.026307037,0.1648759488016367,0.1811082985252142,0.2840926773846149,0.3007451426982874,0.119546875,0.33237574,observed,15
0.20781709253787994,0.20780768990516663,0.03609819085914287,0.11454817775636911,0.13710906803607942,0.2784536488354206,0.30079001665115357,0.02751215733587742,0.39029020071029663,cut-2S,15
0.2081090360879898,0.20587067306041718,0.048856817485110726,0.09728150554001332,0.12020871229469776,0.3087809607386589,0.342179219275713,0.023123973980545998,0.48301181197166443,cut-3S,15
0.38052228,0.3803402781486511,0.037793808,0.2842741300165653,0.30751975029706957,0.454485048353672,0.47958833113312704,0.24373378,0.53606826,plugin,15
0.5117879,0.5120577812194824,0.029583875,0.43796628072857857,0.45363929197192193,0.57121462225914,0.5893539255857467,0.40342426,0.61464775,oracle,16
0.22704066,0.22707590460777283,0.028102987,0.1555595547705889,0.17226591594517232,0.28178774714469906,0.2975835818052292,0.11449366,0.3478603,observed,16
0.25501617789268494,0.2550341784954071,0.04905678471656442,0.1282266791164875,0.15872002094984056,0.3509269542992115,0.3810339891910553,0.028587782755494118,0.4757298231124878,cut-2S,16
0.2585332989692688,0.2553706467151642,0.0644251345685,0.11291121501475572,0.14230986945331098,0.39062793552875524,0.4321699373424054,0.004016178660094738,0.6226940751075745,cut-3S,16
0.536323,0.5364129543304443,0.051847577,0.40169848546385767,0.43529597073793413,0.6386732563376426,0.6739185950160024,0.3637945,0.7554429,plugin,16
0.48225737,0.48251062631607056,0.027481947,0.4122592206299305,0.42767015770077704,0.5352464720606803,0.5508985850214955,0.3514187,0.577815,oracle,17
0.21923669,0.21944382786750793,0.029658414,0.1446227564662695,0.16031908802688122,0.2776652775704861,0.2998368482291698,0.10848616,0.33095792,observed,17
0.24021773040294647,0.24037040770053864,0.04397403228557975,0.12599378012120724,0.1536191064864397,0.3257947184145451,0.3531327098608017,0.01669343374669552,0.44934359192848206,cut-2S,17
0.2402162253856659,0.23591676354408264,0.058201746443945476,0.11265504781156778,0.13846199326217173,0.36214266419410707,0.40132959470152857,0.031886085867881775,0.5188767313957214,cut-3S,17
0.47099492,0.47113126516342163,0.04651391,0.35444908544421194,0.37998560518026353,0.5622962966561317,0.5920109876990317,0.2882549,0.6412162,plugin,17
0.5250998,0.5249071717262268,0.025530573,0.45900807648897174,0.4758785679936409,0.5759783565998078,0.5928126680850982,0.42495254,0.61623377,oracle,18
0.21905024,0.2188948690891266,0.027968928,0.14798929527401924,0.16501820534467698,0.2740845806896687,0.2897224295139308,0.109745234,0.32228744,observed,18
0.2604471743106842,0.2604798674583435,0.04043720301016448,0.1556846310943365,0.181205840036273,0.3395663060247898,0.36466546431183816,0.0732911080121994,0.4504741132259369,cut-2S,18
0.25988513231277466,0.2558629810810089,0.056999112383008865,0.13546828351914883,0.16020163744688035,0.37881758436560636,0.4157164627313614,0.051869239658117294,0.5353561639785767,cut-3S,18
0.47864753,0.4784435033798218,0.04081866,0.37320042446255686,0.399709215015173,0.5594482541084289,0.5849188858270645,0.31584394,0.6295436,plugin,18
0.46419844,0.4640790820121765,0.028910551,0.3899985183775425,0.4081987127661705,0.521314363181591,0.5400178152322768,0.34640148,0.5748572,oracle,19
0.19460465,0.19445477426052094,0.024682343,0.13129912093281745,0.14610759429633619,0.24352422133088109,0.25829811930656404,0.09922012,0.2831076,observed,19
0.17845909297466278,0.17873156070709229,0.04144106620033537,0.06994027063250542,0.09650101121515035,0.2588001228868962,0.28336442783474924,-0.04169946908950806,0.3801431655883789,cut-2S,19
0.1781916320323944,0.17596808075904846,0.05236779076864495,0.05626048501580953,0.08225351311266423,0.28514823839068415,0.319612554460764,-0.034938570111989975,0.4570266008377075,cut-3S,19
0.37258697,0.37250325083732605,0.04650602,0.25348359152674677,0.28231805711984637,0.4641111627221107,0.4945028629899025,0.1903794,0.5427859,plugin,19
0.5010338,0.5012332797050476,0.02745978,0.4313840016722679,0.44706173688173295,0.5546143695712089,0.5718854156136511,0.37860996,0.6119081,oracle,20
0.17622104,0.1762695610523224,0.030683883,0.09599651250988245,0.1169424956664443,0.23635871820151805,0.2570021678507326,0.059834998,0.2916684,observed,20
0.24389736354351044,0.24381422996520996,0.046029740986057985,0.12563147433102131,0.15380091331899165,0.3342023588716984,0.3623557558655739,0.024378551170229912,0.45818230509757996,cut-2S,20
0.24321450293064117,0.23965275287628174,0.05830926366905623,0.1121999466791749,0.13946492522954942,0.36492419168353085,0.4048127135634423,0.002015342703089118,0.5784047842025757,cut-3S,20
0.5066206,0.5059696435928345,0.04786235,0.3811733750998974,0.4142291322350502,0.6020931780338287,0.630472917258739,0.3266608,0.6878076,plugin,20
0.48106563,0.4809796214103699,0.026753228,0.41395818293094633,0.428496327996254,0.5339792490005493,0.5493649181723592,0.37511277,0.5862149,oracle,21
0.20590374,0.20613691210746765,0.027557164,0.1333567224442959,0.15169535167515277,0.2589343748986721,0.27572089076042167,0.10755616,0.2994319,observed,21
0.22421970963478088,0.224437415599823,0.040921811857889866,0.11734786082059145,0.14346395507454873,0.3039083793759346,0.32915043920278547,0.02941025421023369,0.4338715970516205,cut-2S,21
0.22447746992111206,0.22189103066921234,0.05183648179921947,0.10563522707670928,0.13056273199617863,0.3311983831226826,0.3662262576818467,0.024816827848553658,0.5056648254394531,cut-3S,21
0.4194613,0.41970252990722656,0.042779658,0.3080124628543854,0.33519132137298585,0.5025944307446479,0.5257985684275626,0.2542959,0.60719585,plugin,21
0.49411812,0.49442002177238464,0.02972211,0.41555894404649735,0.43463911935687066,0.5528113797307015,0.5705555769801139,0.37858492,0.61030686,oracle,22
0.18466227,0.1849099099636078,0.028424976,0.10976883612573148,0.12888819202780724,0.23993130177259445,0.25724353432655317,0.0544031,0.29098138,observed,22
0.1807776391506195,0.18087753653526306,0.044109636450112066,0.06621674168854952,0.09393473360687495,0.2668459340929985,0.29410042747855186,-0.04026949405670166,0.39002490043640137,cut-2S,22
0.18205784261226654,0.17929086089134216,0.052639150124619664,0.05899756170809269,0.0863149430602789,0.29144634306430817,0.3269216513633728,-0.09238282591104507,0.44817236065864563,cut-3S,22
0.39218944,0.39268356561660767,0.050409198,0.259513129144907,0.29220810905098915,0.4895351447165012,0.5171017354726787,0.1732556,0.5945709,plugin,22
0.53818536,0.5382139682769775,0.024113595,0.47616215705871584,0.4907497353851795,0.5849555760622025,0.59941659450531,0.43272904,0.6358808,oracle,23
0.23546422,0.23566828668117523,0.030342594,0.15873659901320936,0.17443521171808243,0.29428984001278874,0.31553301870822864,0.11194822,0.36066082,observed,23
0.26545554399490356,0.2657512426376343,0.04753154549492263,0.14062623977661132,0.17136245332658293,0.3578762069344521,0.38756191909313203,0.01541084609925747,0.4903748035430908,cut-2S,23
0.2672228515148163,0.2632901072502136,0.06281170191630611,0.1270043333619833,0.1556965872645378,0.3973204679787159,0.4372431956231594,0.016645153984427452,0.5604337453842163,cut-3S,23
0.4922622,0.4921022653579712,0.048487518,0.3669646775722504,0.39543694704771043,0.5876837372779846,0.6174003288149826,0.26599988,0.67378604,plugin,23
0.5505962,0.5506845712661743,0.02523988,0.4883950464427471,0.5012639671564102,0.5996773093938828,0.6161295172572135,0.46195126,0.6719383,oracle,24
0.24403784,0.24419763684272766,0.029717768,0.16653360567986966,0.18523289002478122,0.3011248096823692,0.3192266170680523,0.13616279,0.36136204,observed,24
0.272969514131546,0.2730174660682678,0.0446397298686326,0.15749211877584457,0.18537238352000712,0.3605279251933098,0.38846792593598367,0.05648501589894295,0.48919183015823364,cut-2S,24
0.27217936515808105,0.269065260887146,0.06015913243369102,0.13675285443663598,0.16432422995567322,0.3960491806268692,0.43563778296113015,0.050174910575151443,0.5661821961402893,cut-3S,24
0.5232908,0.5234650373458862,0.04500558,0.4088976716995239,0.4338661193847656,0.6122016936540604,0.6370946824550626,0.35136205,0.70833546,plugin,24
0.49480075,0.49500778317451477,0.028871538,0.42124249577522277,0.4383779250085354,0.5513553574681282,0.5674387767910953,0.38672522,0.5964318,oracle,25
0.19331188,0.19360342621803284,0.029724767,0.11723082512617111,0.13470600992441178,0.2515111126005649,0.2695113062858581,0.082180254,0.30755937,observed,25
0.21963715553283691,0.21961534023284912,0.044264728903480106,0.10567840456962585,0.13296902291476725,0.30626935660839083,0.33468357086181644,0.0003908409853465855,0.44054141640663147,cut-2S,25
0.2191852331161499,0.21617642045021057,0.05302763012757976,0.0976832640171051,0.12368372101336718,0.32997936457395555,0.36700599387288096,0.004099969752132893,0.5040823817253113,cut-3S,25
0.4499886,0.4507901072502136,0.04734363,0.32650250181555746,0.3561752766370773,0.5424572274088859,0.5677890115976333,0.26680964,0.6449415,plugin,25
0.51020014,0.5103600025177002,0.028623983,0.43529134526848795,0.4539460018277168,0.5661321729421616,0.5828651192784309,0.40163064,0.62466955,oracle,26
0.2136494,0.21380296349525452,0.029504277,0.1347557695955038,0.1557667911052704,0.27107373401522633,0.2907672251760959,0.08615891,0.34011135,observed,26
0.21983830630779266,0.2198014110326767,0.04240796977582832,0.11024007976055145,0.13681408911943435,0.30318052172660825,0.3294638641178608,0.02040371112525463,0.4287795126438141,cut-2S,26
0.22124670445919037,0.21846893429756165,0.05509311992175044,0.09469738639891148,0.12168521862477065,0.33468556627631185,0.372564349770546,-0.0004967147833667696,0.5064695477485657,cut-3S,26
0.43444166,0.43432411551475525,0.044378676,0.31941652938723564,0.3479187719523907,0.5207769602537156,0.5502755442261694,0.26558656,0.610568,plugin,26
0.47036967,0.4699907898902893,0.02882697,0.3952240668237209,0.41522314548492434,0.528347772359848,0.5453449100255965,0.35562634,0.5822346,oracle,27
0.14857623,0.1485874354839325,0.031083748,0.06871948532760143,0.08723904043436051,0.2095897179096937,0.22931081630289546,0.03497234,0.26507926,observed,27
0.22239330410957336,0.22237084805965424,0.04801334919412616,0.0991046579182148,0.12868152372539043,0.31655192375183105,0.34657640784978866,-0.001600868534296751,0.44998326897621155,cut-2S,27
0.2239108383655548,0.22096745669841766,0.05649659348255979,0.09335273776203394,0.12164502758532762,0.34135574847459793,0.38162893429398537,-0.006485048681497574,0.580842912197113,cut-3S,27
0.48304245,0.4831991195678711,0.052946262,0.34649524971842766,0.378200750797987,0.5866448387503623,0.6197035488486287,0.28569567,0.66723764,plugin,27
0.5139848,0.5142185091972351,0.026421957,0.44414459466934203,0.4614155925810337,0.5650932490825653,0.5801067006587982,0.4136863,0.6255235,oracle,28
0.20552887,0.20542369782924652,0.029316723,0.129333101734519,0.14874277040362358,0.26292469799518586,0.28082888558506963,0.0992359,0.3217948,observed,28
0.24591684341430664,0.24596792459487915,0.04566011850675161,0.12884927742183208,0.15649862289428712,0.3350792579352856,0.3631525091826916,0.021117229014635086,0.46807482838630676,cut-2S,28
0.24559111893177032,0.24244648218154907,0.055952120406148775,0.11833935018628836,0.1451100304722786,0.36260302215814594,0.4033272132277489,-0.00814833864569664,0.5469228029251099,cut-3S,28
0.47038102,0.4701618552207947,0.047495928,0.34806793317198753,0.37673935666680336,0.5634869337081909,0.59310632109642,0.29371643,0.6646802,plugin,28
0.5060487,0.5060638189315796,0.026604906,0.43675444662570956,0.45339198410511017,0.5581251382827759,0.5744951763749122,0.40436047,0.59995675,oracle,29
0.2112376,0.21170227229595184,0.028960226,0.13548001937568188,0.154262750223279,0.2674307279288769,0.28465646877884826,0.104192175,0.31051385,observed,29
0.2419482320547104,0.24201181530952454,0.04291941757854866,0.1308298098295927,0.15769556984305383,0.3258289009332658,0.3524156577885151,0.03684090077877045,0.44065412878990173,cut-2S,29
0.24429088830947876,0.24052280187606812,0.057599522323295356,0.11568364772945643,0.142172858864069,0.36464786827564244,0.4033475896716118,0.023060930892825127,0.5271227955818176,cut-3S,29
0.44137052,0.4413154721260071,0.043674793,0.32887509346008303,0.3548869200050831,0.5268817737698555,0.5567453998327252,0.2790273,0.63339585,plugin,29
0.4833278,0.4831511676311493,0.02785112,0.4106754870712757,0.4298257276415825,0.5390232920646667,0.5573275977373122,0.37197188,0.5908598,oracle,30
0.20567012,0.20569151639938354,0.028165286,0.13227404795587064,0.15004949010908603,0.26072799190878865,0.278680547773838,0.0985884,0.3243819,observed,30
0.23230570554733276,0.23237252235412598,0.04300543094670704,0.12054661337286234,0.14788901656866074,0.3163308843970299,0.3428368352353573,0.027425555512309074,0.45170238614082336,cut-2S,30
0.23258495330810547,0.22886905074119568,0.05586679595828667,0.10791875578463078,0.1334392987191677,0.3489776514470577,0.386099339723587,0.02472698874771595,0.5051062703132629,cut-3S,30
0.4586743,0.4584556818008423,0.044728532,0.3413231535255909,0.3707653872668743,0.5462426155805588,0.5758888688683508,0.290692,0.6472336,plugin,30
0.53405005,0.5344420671463013,0.027760202,0.4626399089396,0.4792099855840206,0.5868872880935668,0.6052351409196853,0.43572757,0.63469136,oracle,31
0.26203355,0.2620770335197449,0.031619683,0.18093101784586907,0.19994830936193467,0.32349708452820775,0.34325482934713286,0.13709426,0.3874162,observed,31
0.2494286745786667,0.2496124804019928,0.05722093086546551,0.10128975372761488,0.13702329955995082,0.36050867363810546,0.3953178964555264,-0.035351742058992386,0.5633289217948914,cut-2S,31
0.25000086426734924,0.24627982079982758,0.06844378058215023,0.09232043940573931,0.12641760893166065,0.39291989579796793,0.4405455388128758,-0.010998920537531376,0.5976017713546753,cut-3S,31
0.59043723,0.591214656829834,0.06358633,0.4264113433659077,0.465232839435339,0.7151585176587104,0.7587626928091039,0.34520054,0.82404554,plugin,31
0.5160766,0.5160334706306458,0.029027931,0.4424344269931316,0.45994979962706567,0.5732906073331833,0.5908076870441437,0.39661807,0.6286357,oracle,32
0.23865815,0.2385445237159729,0.028599575,0.16339996501803397,0.1814019564539194,0.29449211359024047,0.31363345667719833,0.122191355,0.3405425,observed,32
0.24907785654067993,0.24904003739356995,0.04764856145534478,0.1253487306088209,0.1557101160287857,0.3426637664437294,0.3728158174455166,0.0028414451517164707,0.485077440738678,cut-2S,32
0.2462725043296814,0.24341362714767456,0.05953646817884889,0.1084436747059226,0.13796478174626828,0.3688960701227188,0.4079451572895051,-0.0051466673612594604,0.553034782409668,cut-3S,32
0.5375597,0.5374488234519958,0.05087968,0.40034363061189654,0.4384154103696346,0.6365431264042855,0.6675088533759116,0.30815285,0.7363736,plugin,32
0.51834345,0.5184279680252075,0.025357043,0.4529723756015301,0.46848013028502467,0.5681782230734825,0.5822956123948093,0.41864905,0.6072669,oracle,33
0.27426046,0.2741798460483551,0.030581187,0.19350858800113202,0.21493454724550248,0.33505193814635276,0.35261592328548425,0.1560367,0.3858867,observed,33
0.3208063542842865,0.3211013078689575,0.051149184755430614,0.18795998938381672,0.2198350951075554,0.42006263583898545,0.45126733779907224,0.05440996587276459,0.5626921653747559,cut-2S,33
0.32340842485427856,0.318082332611084,0.07484726793347346,0.1627608110010624,0.1934368770569563,0.47944820970296864,0.530656227171421,0.06430119276046753,0.7705576419830322,cut-3S,33
0.6129769,0.6128119230270386,0.051306058,0.4842058263719082,0.5120251789689064,0.7119362786412239,0.7433873075246806,0.41102433,0.8058132,plugin,33
0.49451452,0.4944556653499603,0.024399819,0.4307946565747261,0.4464935749769211,0.5418380096554756,0.5561421275138855,0.40214208,0.57924044,oracle,34
0.22983107,0.2296978235244751,0.029403286,0.15370202749967576,0.17146897204220296,0.28673883229494096,0.30598801895976013,0.116231434,0.3369765,observed,34
0.24106578528881073,0.24113541841506958,0.04220921256701557,0.13098837800323962,0.15818539783358573,0.3234514988958836,0.34990138918161395,0.027203315868973732,0.45048773288726807,cut-2S,34
