idx,mean,median,true,bias,std,RMSE,MAE,MAPE,q025,q975,covering,method,estimand
14.0,0.95900005,0.95900005,0.94400007,0.015000001,0.033,0.036000002,0.029000001,0.030000001,0.89400005,1.023,1.0,Linear_oracle,dynamic
14.0,0.9110001,0.91200006,0.94400007,-0.033,0.039,0.051000003,0.041,0.043,0.832,0.984,1.0,GP_oracle,dynamic
14.0,3.7310002,3.7310002,3.6770003,0.054,0.13000001,0.14,0.112,0.031000001,3.473,3.9830003,1.0,Linear_oracle,stoch
14.0,3.331,3.3370001,3.6770003,-0.34600002,0.201,0.4,0.351,0.096,2.9160001,3.713,1.0,GP_oracle,stoch
14.0,0.70600003,0.70600003,0.94400007,-0.238,0.057000004,0.245,0.238,0.252,0.595,0.81900007,0.0,Linear_observed,dynamic
14.0,0.58500004,0.587,0.94400007,-0.35900003,0.082,0.36900002,0.36,0.381,0.42000002,0.739,0.0,GP_observed,dynamic
14.0,2.49,2.49,3.6770003,-1.187,0.194,1.2030001,1.187,0.323,2.1100001,2.8720002,0.0,Linear_observed,stoch
14.0,2.506,2.496,3.6770003,-1.171,0.23500001,1.195,1.172,0.319,2.0640001,2.9970002,0.0,GP_observed,stoch
14.0,0.86200005,0.86200005,0.94400007,-0.082,0.053000003,0.098000005,0.085,0.09,0.76100004,0.96500003,1.0,Linear_3S,dynamic
14.0,0.72300005,0.725,0.94400007,-0.22100002,0.071,0.23200001,0.22100002,0.23400001,0.58000004,0.85600007,0.0,GP_3S,dynamic
14.0,3.305,3.305,3.6770003,-0.372,0.194,0.42000002,0.37600002,0.102000006,2.9310002,3.6780002,1.0,Linear_3S,stoch
14.0,2.3370001,2.3360002,3.6770003,-1.34,0.31,1.376,1.34,0.365,1.7320001,2.9550002,0.0,GP_3S,stoch
14.0,0.99300003,0.99300003,0.94400007,0.049000002,0.041,0.064,0.053000003,0.056,0.91300005,1.074,1.0,Linear_1S,dynamic
14.0,0.93900007,0.94100004,0.94400007,-0.0050000004,0.062000003,0.062000003,0.048,0.051000003,0.808,1.056,1.0,GP_1S,dynamic
14.0,3.8190002,3.8200002,3.6770003,0.142,0.16000001,0.21400002,0.17500001,0.048,3.5080001,4.136,1.0,Linear_1S,stoch
14.0,3.3450003,3.3650002,3.6770003,-0.33200002,0.34600002,0.48000002,0.38500002,0.105000004,2.6120002,3.9800003,1.0,GP_1S,stoch
47.0,0.83800006,0.837,0.85800004,-0.020000001,0.027,0.034,0.028,0.032,0.785,0.89000005,1.0,Linear_oracle,dynamic
47.0,0.781,0.78300005,0.85800004,-0.07700001,0.037,0.085,0.07700001,0.09,0.703,0.84900004,0.0,GP_oracle,dynamic
47.0,3.5520003,3.551,3.6410003,-0.089,0.115,0.14500001,0.11800001,0.032,3.3260002,3.7770002,1.0,Linear_oracle,stoch
47.0,3.1150002,3.117,3.6410003,-0.526,0.18,0.55600005,0.526,0.14500001,2.762,3.4650002,0.0,GP_oracle,stoch
47.0,0.629,0.629,0.85800004,-0.22900002,0.051000003,0.23500001,0.22900002,0.26700002,0.527,0.73,0.0,Linear_observed,dynamic
47.0,0.43500003,0.43500003,0.85800004,-0.423,0.052,0.42600003,0.423,0.49300003,0.33200002,0.536,0.0,GP_observed,dynamic
47.0,2.4050002,2.4050002,3.6410003,-1.2360001,0.187,1.2490001,1.235,0.33900002,2.036,2.7710001,0.0,Linear_observed,stoch
47.0,2.42,2.42,3.6410003,-1.2210001,0.18100001,1.2340001,1.2210001,0.335,2.0670002,2.772,0.0,GP_observed,stoch
47.0,0.74700004,0.74700004,0.85800004,-0.11100001,0.042000003,0.119,0.112,0.13000001,0.665,0.83100003,0.0,Linear_3S,dynamic
47.0,0.573,0.57600003,0.85800004,-0.28500003,0.067,0.293,0.28500003,0.33200002,0.432,0.69600004,0.0,GP_3S,dynamic
47.0,3.223,3.2270002,3.6410003,-0.418,0.17300001,0.45200002,0.41900003,0.115,2.8860002,3.5630002,0.0,Linear_3S,stoch
47.0,2.118,2.1200001,3.6410003,-1.5230001,0.24900001,1.5430001,1.5230001,0.418,1.6220001,2.6030002,0.0,GP_3S,stoch
47.0,0.83300006,0.83300006,0.85800004,-0.025,0.030000001,0.040000003,0.032,0.038000003,0.77300006,0.892,1.0,Linear_1S,dynamic
47.0,0.68700004,0.69100004,0.85800004,-0.171,0.061000004,0.18100001,0.171,0.19900002,0.55700004,0.79600006,0.0,GP_1S,dynamic
47.0,3.6020002,3.6020002,3.6410003,-0.039,0.133,0.13900001,0.11100001,0.030000001,3.3400002,3.8630002,1.0,Linear_1S,stoch
47.0,2.5340002,2.535,3.6410003,-1.107,0.31,1.149,1.107,0.30400002,1.9240001,3.1380002,0.0,GP_1S,stoch
80.0,0.74300003,0.74300003,0.74500006,-0.002,0.024,0.024,0.019000001,0.025,0.69600004,0.78900003,1.0,Linear_oracle,dynamic
80.0,0.703,0.702,0.74500006,-0.042000003,0.033,0.054,0.046000004,0.062000003,0.64000005,0.772,1.0,GP_oracle,dynamic
80.0,3.752,3.752,3.7610002,-0.009000001,0.125,0.125,0.1,0.027,3.5040002,3.9980001,1.0,Linear_oracle,stoch
80.0,3.558,3.5600002,3.7610002,-0.20300001,0.155,0.25500003,0.216,0.057000004,3.246,3.8590002,1.0,GP_oracle,stoch
