idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,q025,q975,covering,mean_ind_cover,method,estimand
24.0,0.71300006,0.71300006,0.69600004,0.017,0.019000001,0.025,0.043,0.020000001,0.027,0.67600006,0.749,1.0,1.0,Linear_oracle,dynamic
24.0,0.69900006,0.698,0.69600004,0.003,0.021000002,0.148,0.185,0.056,0.07700001,0.65900004,0.74,1.0,0.98800004,GP_oracle,dynamic
24.0,2.917,2.9180002,2.8470001,0.07,0.078,0.082,0.11800001,0.07,0.08800001,2.7640002,3.0670002,1.0,1.0,Linear_oracle,stoch
24.0,2.8130002,2.8130002,2.8470001,-0.034,0.081,0.36100003,0.418,0.16600001,0.19700001,2.653,2.9720001,1.0,0.96000004,GP_oracle,stoch
24.0,0.55700004,0.55600005,0.69600004,-0.13900001,0.046000004,0.324,0.33100003,0.246,0.252,0.467,0.647,0.0,0.25,Linear_observed,dynamic
24.0,0.35500002,0.35500002,0.69600004,-0.34100002,0.064,0.46100003,0.48800004,0.36800003,0.386,0.23300001,0.483,0.0,0.432,GP_observed,dynamic
24.0,2.036,2.0340002,2.8470001,-0.81100005,0.156,1.1090001,1.1220001,0.883,0.89300007,1.7300001,2.344,0.0,0.2,Linear_observed,stoch
24.0,2.253,2.252,2.8470001,-0.59400004,0.186,1.3110001,1.3770001,1.0430001,1.0860001,1.8830001,2.6160002,0.0,0.342,GP_observed,stoch
24.0,0.60400003,0.60300004,0.69600004,-0.09200001,0.038000003,0.259,0.30800003,0.19700001,0.23600002,0.53300005,0.683,0.0,0.85200006,Linear_3S,dynamic
24.0,2.4380002,2.433,2.8470001,-0.409,0.132,0.61,0.69900006,0.49,0.55700004,2.186,2.7050002,0.0,0.716,Linear_3S,stoch
24.0,0.59000003,0.59000003,0.69600004,-0.106000006,0.045,0.30400002,0.42800003,0.215,0.291,0.503,0.679,0.0,0.94400007,GP_3S,dynamic
24.0,2.289,2.289,2.8470001,-0.558,0.13800001,0.76500005,0.95400006,0.59300005,0.72200006,2.0180001,2.558,0.0,0.89400005,GP_3S,stoch
24.0,0.757,0.75600004,0.69600004,0.061000004,0.028,0.24100001,0.245,0.19600001,0.19900002,0.702,0.813,0.0,0.192,Linear_1S,dynamic
24.0,0.72,0.721,0.69600004,0.024,0.036000002,0.303,0.34600002,0.22100002,0.24000001,0.648,0.78900003,1.0,0.46800002,GP_1S,dynamic
24.0,3.0730002,3.0700002,2.8470001,0.22600001,0.116000004,0.46600002,0.48200002,0.374,0.38500002,2.8460002,3.305,1.0,0.358,Linear_1S,stoch
24.0,2.904,2.904,2.8470001,0.057000004,0.142,0.62200004,0.70400006,0.432,0.469,2.628,3.1820002,1.0,0.628,GP_1S,stoch
79.0,0.83300006,0.832,0.84000003,-0.007,0.023000002,0.030000001,0.051000003,0.013,0.027,0.78800005,0.878,1.0,1.0,Linear_oracle,dynamic
79.0,0.823,0.823,0.84000003,-0.017,0.024,0.13800001,0.186,0.076000005,0.101,0.77400005,0.87000006,1.0,0.9620001,GP_oracle,dynamic
79.0,2.696,2.6950002,2.7220001,-0.026,0.075,0.027,0.086,0.026,0.065000005,2.551,2.8430002,1.0,1.0,Linear_oracle,stoch
79.0,2.594,2.595,2.7220001,-0.128,0.082,0.34500003,0.39600003,0.12900001,0.18100001,2.4290001,2.753,1.0,0.934,GP_oracle,stoch
79.0,0.63900006,0.63900006,0.84000003,-0.201,0.042000003,0.39000002,0.395,0.29200003,0.298,0.554,0.721,0.0,0.21800001,Linear_observed,dynamic
79.0,0.40300003,0.404,0.84000003,-0.437,0.075,0.586,0.61,0.469,0.48900002,0.257,0.551,0.0,0.38000003,GP_observed,dynamic
79.0,1.9590001,1.9590001,2.7220001,-0.763,0.12100001,1.034,1.042,0.814,0.82100004,1.718,2.193,0.0,0.18800001,Linear_observed,stoch
79.0,2.078,2.079,2.7220001,-0.64400005,0.14,1.192,1.2370001,0.94900006,0.96900004,1.8010001,2.3490002,0.0,0.29200003,GP_observed,stoch
79.0,0.675,0.67300004,0.84000003,-0.165,0.044000003,0.32000002,0.36400002,0.238,0.27800003,0.59400004,0.76400006,0.0,0.794,Linear_3S,dynamic
79.0,2.2440002,2.2410002,2.7220001,-0.47800002,0.124000005,0.657,0.73200005,0.52500004,0.583,2.006,2.4910002,0.0,0.65000004,Linear_3S,stoch
79.0,0.652,0.651,0.84000003,-0.18800001,0.05,0.367,0.48800004,0.259,0.33900002,0.55700004,0.75200003,0.0,0.934,GP_3S,dynamic
79.0,2.0900002,2.089,2.7220001,-0.632,0.132,0.80700004,0.97200006,0.65000004,0.754,1.8310001,2.3490002,0.0,0.864,GP_3S,stoch
79.0,0.86700004,0.86700004,0.84000003,0.027,0.033,0.259,0.264,0.20500001,0.208,0.80200005,0.933,1.0,0.21400002,Linear_1S,dynamic
79.0,0.85,0.85300004,0.84000003,0.010000001,0.049000002,0.39000002,0.44000003,0.259,0.282,0.74500006,0.94000006,1.0,0.51600003,GP_1S,dynamic
79.0,2.894,2.8930001,2.7220001,0.172,0.112,0.43100002,0.448,0.342,0.35300002,2.674,3.117,1.0,0.38200003,Linear_1S,stoch
79.0,2.89,2.89,2.7220001,0.16800001,0.162,0.77500004,0.845,0.52000004,0.55300003,2.572,3.206,1.0,0.55600005,GP_1S,stoch
134.0,0.83100003,0.83100003,0.82600003,0.0050000004,0.025,0.048,0.062000003,0.033,0.038000003,0.78200006,0.88000005,1.0,1.0,Linear_oracle,dynamic
134.0,0.82500005,0.82500005,0.82600003,-0.001,0.026,0.21300001,0.24000001,0.097,0.113000005,0.77400005,0.87500006,1.0,0.73800004,GP_oracle,dynamic
134.0,2.604,2.604,2.5960002,0.008,0.075,0.031000001,0.087000005,0.022000002,0.065000005,2.457,2.7500002,1.0,1.0,Linear_oracle,stoch
134.0,2.5470002,2.5470002,2.5960002,-0.049000002,0.076000005,0.46500003,0.49600002,0.187,0.209,2.3960001,2.697,1.0,0.95400006,GP_oracle,stoch
134.0,0.535,0.53400004,0.82600003,-0.291,0.048,0.43100002,0.43600002,0.335,0.33900002,0.441,0.629,0.0,0.2,Linear_observed,dynamic
134.0,0.409,0.409,0.82600003,-0.41700003,0.075,0.545,0.573,0.44200003,0.462,0.26500002,0.559,0.0,0.404,GP_observed,dynamic
134.0,1.695,1.6930001,2.5960002,-0.901,0.135,1.1,1.1090001,0.91600007,0.92200005,1.429,1.9620001,0.0,0.128,Linear_observed,stoch
134.0,2.0040002,2.003,2.5960002,-0.592,0.17500001,1.1190001,1.1850001,0.91600007,0.96000004,1.6620001,2.3500001,0.0,0.37,GP_observed,stoch
134.0,0.60400003,0.60200006,0.82600003,-0.22200002,0.042000003,0.35900003,0.39200002,0.277,0.30400002,0.527,0.69000006,0.0,0.71000004,Linear_3S,dynamic
134.0,2.0140002,2.01,2.5960002,-0.582,0.120000005,0.72200006,0.77300006,0.6,0.63100004,1.7850001,2.2540002,0.0,0.48400003,Linear_3S,stoch
134.0,0.588,0.587,0.82600003,-0.238,0.046000004,0.38500002,0.462,0.29000002,0.34100002,0.50100005,0.68,0.0,0.84800005,GP_3S,dynamic
134.0,1.9100001,1.909,2.5960002,-0.68600005,0.124000005,0.823,0.92,0.69200003,0.73800004,1.667,2.1520002,0.0,0.646,GP_3S,stoch
134.0,0.79,0.78900003,0.82600003,-0.036000002,0.034,0.26700002,0.272,0.21000001,0.21400002,0.72300005,0.85600007,1.0,0.23600002,Linear_1S,dynamic
134.0,0.78400004,0.785,0.82600003,-0.042000003,0.038000003,0.34100002,0.36900002,0.246,0.26000002,0.70900005,0.85700005,1.0,0.446,GP_1S,dynamic
134.0,2.617,2.615,2.5960002,0.021000002,0.11100001,0.358,0.377,0.27,0.286,2.4,2.8330002,1.0,0.508,Linear_1S,stoch
134.0,2.604,2.6030002,2.5960002,0.008,0.141,0.577,0.634,0.36100003,0.39800003,2.3260002,2.877,1.0,0.66,GP_1S,stoch
189.0,0.656,0.656,0.632,0.024,0.017,0.037,0.049000002,0.024,0.027,0.623,0.689,1.0,1.0,Linear_oracle,dynamic
189.0,0.643,0.642,0.632,0.011000001,0.019000001,0.157,0.18300001,0.066,0.076000005,0.606,0.68100005,1.0,0.99200004,GP_oracle,dynamic
189.0,2.637,2.637,2.539,0.098000005,0.068,0.105000004,0.12900001,0.098000005,0.10300001,2.5040002,2.7700002,1.0,1.0,Linear_oracle,stoch
189.0,2.561,2.562,2.539,0.022000002,0.07300001,0.277,0.321,0.14600001,0.16900001,2.42,2.7050002,1.0,0.92800003,GP_oracle,stoch
189.0,0.469,0.469,0.632,-0.163,0.039,0.31800002,0.323,0.23900001,0.24300002,0.393,0.546,0.0,0.24200001,Linear_observed,dynamic
189.0,0.29500002,0.294,0.632,-0.337,0.058000002,0.45900002,0.483,0.37,0.388,0.18400002,0.41000003,0.0,0.404,GP_observed,dynamic
189.0,1.7750001,1.7720001,2.539,-0.76400006,0.134,1.029,1.039,0.81100005,0.82100004,1.508,2.042,0.0,0.23,Linear_observed,stoch
189.0,1.9390001,1.94,2.539,-0.6,0.15100001,1.2270001,1.281,1.008,1.029,1.6430001,2.237,0.0,0.27400002,GP_observed,stoch
189.0,0.535,0.53400004,0.632,-0.097,0.034,0.24900001,0.29000002,0.18800001,0.22200002,0.47100002,0.606,0.0,0.85400003,Linear_3S,dynamic
189.0,2.151,2.148,2.539,-0.388,0.11400001,0.595,0.67200005,0.45900002,0.527,1.932,2.3790002,0.0,0.674,Linear_3S,stoch
189.0,0.51000005,0.51000005,0.632,-0.12200001,0.043,0.303,0.411,0.208,0.275,0.42700002,0.59800005,0.0,0.95400006,GP_3S,dynamic
189.0,1.988,1.988,2.539,-0.551,0.128,0.726,0.883,0.57500005,0.68200004,1.7350001,2.237,0.0,0.878,GP_3S,stoch
189.0,0.68700004,0.68700004,0.632,0.055000003,0.026,0.22600001,0.23,0.18300001,0.186,0.637,0.73800004,0.0,0.19000001,Linear_1S,dynamic
189.0,0.68600005,0.68700004,0.632,0.054,0.038000003,0.3,0.34,0.223,0.23900001,0.61,0.76000005,1.0,0.44000003,GP_1S,dynamic
189.0,2.769,2.7670002,2.539,0.23,0.105000004,0.45900002,0.47200003,0.37500003,0.384,2.5640001,2.9740002,0.0,0.314,Linear_1S,stoch
