idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,q025,q975,covering,mean_ind_cover,method,estimand
32.0,0.731,0.731,0.76100004,-0.030000001,0.022000002,0.042000003,0.058000002,0.033,0.039,0.688,0.77400005,1.0,1.0,Linear_oracle,dynamic
32.0,0.69900006,0.69900006,0.76100004,-0.062000003,0.026,0.202,0.24200001,0.071,0.094000004,0.64900005,0.749,0.0,0.99600005,GP_oracle,dynamic
32.0,2.528,2.528,2.63,-0.102000006,0.076000005,0.117000006,0.14400001,0.102000006,0.11000001,2.378,2.677,1.0,1.0,Linear_oracle,stoch
32.0,2.443,2.443,2.63,-0.187,0.081,0.49400002,0.537,0.187,0.22500001,2.2870002,2.6020002,0.0,0.86600006,GP_oracle,stoch
32.0,0.58500004,0.58500004,0.76100004,-0.17600001,0.044000003,0.37600002,0.381,0.27600002,0.28,0.5,0.67200005,0.0,0.24000001,Linear_observed,dynamic
32.0,0.47500002,0.47500002,0.76100004,-0.286,0.058000002,0.44300002,0.47000003,0.335,0.36,0.36,0.59000003,0.0,0.528,GP_observed,dynamic
32.0,1.881,1.8790001,2.63,-0.749,0.128,0.99100006,1.001,0.79700005,0.804,1.6320001,2.135,0.0,0.192,Linear_observed,stoch
32.0,2.013,2.013,2.63,-0.61700004,0.177,1.1370001,1.2110001,0.84000003,0.88000005,1.6680001,2.3600001,0.0,0.41000003,GP_observed,stoch
32.0,0.55200005,0.55,0.76100004,-0.209,0.033,0.36100003,0.384,0.261,0.28300002,0.49100003,0.62,0.0,0.67,Linear_3S,dynamic
32.0,1.9850001,1.9800001,2.63,-0.64500004,0.11400001,0.809,0.851,0.666,0.694,1.7680001,2.216,0.0,0.43800002,Linear_3S,stoch
32.0,0.536,0.536,0.76100004,-0.22500001,0.042000003,0.41000003,0.48400003,0.28100002,0.328,0.45400003,0.619,0.0,0.83000004,GP_3S,dynamic
32.0,1.9080001,1.9070001,2.63,-0.72200006,0.120000005,0.92,1.0220001,0.73300004,0.78800005,1.6730001,2.144,0.0,0.624,GP_3S,stoch
32.0,0.707,0.70600003,0.76100004,-0.054,0.030000001,0.28,0.28300002,0.21100001,0.21400002,0.65000004,0.76600003,1.0,0.19600001,Linear_1S,dynamic
32.0,0.665,0.665,0.76100004,-0.096,0.037,0.44200003,0.47000003,0.287,0.296,0.59400004,0.73800004,0.0,0.354,GP_1S,dynamic
32.0,2.5830002,2.5800002,2.63,-0.047000002,0.112,0.40600002,0.423,0.326,0.33900002,2.364,2.8070002,1.0,0.388,Linear_1S,stoch
32.0,2.5330002,2.5330002,2.63,-0.097,0.134,0.84700006,0.89100003,0.50200003,0.52500004,2.273,2.798,1.0,0.512,GP_1S,stoch
87.0,0.63900006,0.63900006,0.652,-0.013,0.018000001,0.023000002,0.042000003,0.013,0.022000002,0.60300004,0.674,1.0,1.0,Linear_oracle,dynamic
87.0,0.619,0.619,0.652,-0.033,0.020000001,0.134,0.179,0.043,0.068,0.57900006,0.657,1.0,0.99600005,GP_oracle,dynamic
87.0,2.493,2.492,2.542,-0.049000002,0.072000004,0.051000003,0.094000004,0.05,0.072000004,2.3500001,2.6330001,1.0,1.0,Linear_oracle,stoch
