idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,q025,q975,covering,mean_ind_cover,method,estimand
45.0,0.54800004,0.549,0.54,0.008,0.015000001,0.027,0.042000003,0.009000001,0.019000001,0.51900005,0.578,1.0,1.0,Linear_oracle,dynamic
45.0,0.518,0.518,0.54,-0.022000002,0.017,0.18800001,0.215,0.053000003,0.07,0.483,0.55200005,1.0,0.97400004,GP_oracle,dynamic
45.0,2.7340002,2.7340002,2.696,0.038000003,0.078,0.038000003,0.094000004,0.038000003,0.072000004,2.578,2.8880002,1.0,1.0,Linear_oracle,stoch
45.0,2.651,2.65,2.696,-0.045,0.082,0.51000005,0.55,0.17,0.208,2.49,2.812,1.0,0.95400006,GP_oracle,stoch
45.0,0.38700002,0.38700002,0.54,-0.15300001,0.029000001,0.30800003,0.312,0.20300001,0.208,0.32900003,0.44500002,0.0,0.27,Linear_observed,dynamic
45.0,0.314,0.31300002,0.54,-0.22600001,0.049000002,0.45100003,0.47000003,0.323,0.337,0.21800001,0.41000003,0.0,0.46400002,GP_observed,dynamic
45.0,1.6610001,1.6600001,2.696,-1.0350001,0.123,1.268,1.2750001,1.057,1.0600001,1.417,1.9020001,0.0,0.106000006,Linear_observed,stoch
45.0,1.8340001,1.835,2.696,-0.86200005,0.158,1.3160001,1.378,1.0300001,1.067,1.5250001,2.141,0.0,0.36,GP_observed,stoch
45.0,0.437,0.43600002,0.54,-0.10300001,0.026,0.24000001,0.266,0.164,0.18800001,0.38900003,0.49,0.0,0.79800004,Linear_3S,dynamic
45.0,2.197,2.193,2.696,-0.499,0.126,0.698,0.75900006,0.55700004,0.60300004,1.9540001,2.4480002,0.0,0.582,Linear_3S,stoch
45.0,0.42600003,0.425,0.54,-0.11400001,0.027,0.26000002,0.31500003,0.171,0.208,0.374,0.48100004,0.0,0.85800004,GP_3S,dynamic
45.0,2.098,2.0970001,2.696,-0.59800005,0.127,0.81100005,0.92700005,0.63000005,0.70500004,1.8510001,2.3500001,0.0,0.74200004,GP_3S,stoch
45.0,0.549,0.549,0.54,0.009000001,0.020000001,0.193,0.19700001,0.147,0.15,0.509,0.588,1.0,0.2,Linear_1S,dynamic
45.0,0.53000003,0.53000003,0.54,-0.010000001,0.025,0.272,0.3,0.18300001,0.193,0.48200002,0.58100003,1.0,0.372,GP_1S,dynamic
45.0,2.8930001,2.8930001,2.696,0.19700001,0.119,0.46600002,0.483,0.374,0.388,2.657,3.127,1.0,0.36200002,Linear_1S,stoch
45.0,2.8200002,2.8190002,2.696,0.124000005,0.141,0.74500006,0.80300003,0.505,0.53000003,2.5440001,3.0960002,1.0,0.476,GP_1S,stoch
100.0,0.94100004,0.94000006,0.97400004,-0.033,0.029000001,0.052,0.069000006,0.044000003,0.05,0.88400006,0.99700004,1.0,1.0,Linear_oracle,dynamic
100.0,0.91600007,0.91700006,0.97400004,-0.058000002,0.036000002,0.21100001,0.28100002,0.108,0.142,0.84400004,0.984,1.0,0.998,GP_oracle,dynamic
100.0,2.6160002,2.615,2.6910002,-0.075,0.075,0.093,0.124000005,0.076000005,0.091000006,2.469,2.762,1.0,1.0,Linear_oracle,stoch
