idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,q025,q975,covering,mean_ind_cover,method,estimand
18.0,0.80500007,0.80500007,0.859,-0.054,0.025,0.11100001,0.11800001,0.054,0.058000002,0.757,0.85300004,0.0,0.88600004,Linear_oracle,dynamic
18.0,0.79,0.79,0.859,-0.069000006,0.028,0.22000001,0.25300002,0.081,0.108,0.734,0.84300005,0.0,0.91200006,GP_oracle,dynamic
18.0,2.479,2.48,2.6550002,-0.17600001,0.07300001,0.179,0.19600001,0.17600001,0.177,2.3360002,2.621,0.0,0.080000006,Linear_oracle,stoch
18.0,2.404,2.404,2.6550002,-0.25100002,0.07700001,0.36600003,0.40600002,0.25100002,0.259,2.2540002,2.552,0.0,0.36800003,GP_oracle,stoch
18.0,0.47300002,0.47300002,0.859,-0.386,0.048,0.54300004,0.54700005,0.423,0.425,0.377,0.568,0.0,0.178,Linear_observed,dynamic
18.0,0.291,0.29000002,0.859,-0.568,0.072000004,0.712,0.734,0.58400005,0.59900004,0.15300001,0.43300003,0.0,0.284,GP_observed,dynamic
18.0,1.5130001,1.511,2.6550002,-1.1420001,0.133,1.368,1.3750001,1.149,1.153,1.248,1.7760001,0.0,0.09200001,Linear_observed,stoch
18.0,1.4950001,1.4940001,2.6550002,-1.1600001,0.15,1.4970001,1.5320001,1.205,1.223,1.202,1.7910001,0.0,0.246,GP_observed,stoch
18.0,0.66,0.65800005,0.859,-0.19900002,0.046000004,0.386,0.43300003,0.29500002,0.333,0.57500005,0.75500005,0.0,0.78800005,Linear_3S,dynamic
18.0,2.0930002,2.089,2.6550002,-0.56200004,0.120000005,0.731,0.794,0.59900004,0.643,1.8650001,2.335,0.0,0.56600004,Linear_3S,stoch
18.0,0.63900006,0.638,0.859,-0.22000001,0.053000003,0.439,0.54700005,0.31300002,0.393,0.53800005,0.74700004,0.0,0.89800006,GP_3S,dynamic
18.0,1.9160001,1.917,2.6550002,-0.739,0.128,0.88100004,0.99700004,0.74700004,0.81000006,1.664,2.1650002,0.0,0.694,GP_3S,stoch
18.0,0.86,0.859,0.859,0.001,0.035,0.31500003,0.319,0.25300002,0.256,0.79,0.93100005,1.0,0.19800001,Linear_1S,dynamic
18.0,0.84200007,0.84200007,0.859,-0.017,0.046000004,0.397,0.432,0.289,0.30600002,0.75200003,0.93200004,1.0,0.44000003,GP_1S,dynamic
18.0,2.6750002,2.673,2.6550002,0.020000001,0.105000004,0.40100002,0.41700003,0.321,0.333,2.469,2.887,1.0,0.402,Linear_1S,stoch
18.0,2.5970001,2.598,2.6550002,-0.058000002,0.156,0.573,0.632,0.38300002,0.42100003,2.289,2.901,1.0,0.64000005,GP_1S,stoch
73.0,0.771,0.771,0.75600004,0.015000001,0.021000002,0.021000002,0.043,0.016,0.026,0.73,0.81100005,1.0,1.0,Linear_oracle,dynamic
73.0,0.753,0.753,0.75600004,-0.003,0.022000002,0.14500001,0.18200001,0.054,0.076000005,0.71000004,0.795,1.0,0.99600005,GP_oracle,dynamic
73.0,2.7170002,2.7170002,2.664,0.053000003,0.07300001,0.060000002,0.1,0.053000003,0.074,2.5730002,2.857,1.0,1.0,Linear_oracle,stoch
73.0,2.65,2.6490002,2.664,-0.014,0.07700001,0.349,0.39000002,0.133,0.17,2.499,2.8000002,1.0,0.96400005,GP_oracle,stoch
73.0,0.485,0.485,0.75600004,-0.27100003,0.038000003,0.43400002,0.43800002,0.316,0.319,0.411,0.559,0.0,0.22000001,Linear_observed,dynamic
73.0,0.35000002,0.349,0.75600004,-0.40600002,0.074,0.56200004,0.58400005,0.425,0.44500002,0.20500001,0.49100003,0.0,0.42000002,GP_observed,dynamic
73.0,1.641,1.6400001,2.664,-1.023,0.11400001,1.2360001,1.2420001,1.031,1.0350001,1.416,1.8650001,0.0,0.1,Linear_observed,stoch
73.0,1.71,1.7110001,2.664,-0.95400006,0.120000005,1.2590001,1.2950001,1.0530001,1.07,1.478,1.945,0.0,0.22200002,GP_observed,stoch
73.0,-0.984,-0.99000007,0.75600004,-1.7400001,0.24000001,1.769,1.7870001,1.7400001,1.7400001,-1.4580001,-0.518,0.0,0.0,Linear_3S,dynamic
73.0,-3.6770003,-3.6990001,2.664,-6.341,0.878,6.372,6.433,6.341,6.341,-5.4150004,-1.978,0.0,0.0,Linear_3S,stoch
73.0,1.2420001,1.2140001,0.75600004,0.48600003,0.679,1.0270001,1.3210001,0.82500005,1.062,-0.008,2.6910002,1.0,0.804,GP_3S,dynamic
73.0,-0.943,-0.93100005,2.664,-3.607,1.5090001,3.7280002,4.04,3.607,3.63,-4.052,1.9560001,0.0,0.28,GP_3S,stoch
73.0,-1.079,-1.0780001,0.75600004,-1.835,0.20300001,1.863,1.8750001,1.835,1.835,-1.4710001,-0.67300004,0.0,0.0,Linear_1S,dynamic
73.0,1.274,1.2750001,0.75600004,0.518,0.68600005,1.059,1.3470001,0.85800004,1.093,-0.071,2.6130002,1.0,0.846,GP_1S,dynamic
73.0,-4.032,-4.0290003,2.664,-6.696,0.749,6.7250004,6.767,6.696,6.696,-5.477,-2.528,0.0,0.0,Linear_1S,stoch
73.0,-0.98600006,-0.96000004,2.664,-3.65,1.4770001,3.7710001,4.0730004,3.6510003,3.676,-4.0410004,1.8900001,0.0,0.246,GP_1S,stoch
128.0,0.71400005,0.71400005,0.731,-0.017,0.021000002,0.022000002,0.042000003,0.017,0.026,0.674,0.754,1.0,1.0,Linear_oracle,dynamic
