idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,q025,q975,covering,mean_ind_cover,method,estimand
15.0,0.531,0.531,0.54,-0.009000001,0.014,0.012,0.033,0.009000001,0.016,0.504,0.558,1.0,1.0,Linear_oracle,dynamic
15.0,0.518,0.518,0.54,-0.022000002,0.015000001,0.17500001,0.194,0.057000004,0.067,0.48900002,0.54800004,1.0,0.9480001,GP_oracle,dynamic
15.0,2.607,2.608,2.6550002,-0.048,0.071,0.052,0.093,0.048,0.07,2.4680002,2.746,1.0,1.0,Linear_oracle,stoch
15.0,2.5540001,2.5540001,2.6550002,-0.101,0.075,0.41900003,0.45200002,0.18200001,0.20700002,2.4060001,2.7,1.0,0.79800004,GP_oracle,stoch
15.0,0.44700003,0.446,0.54,-0.093,0.030000001,0.24900001,0.254,0.17300001,0.177,0.38700002,0.50600004,0.0,0.252,Linear_observed,dynamic
15.0,0.326,0.326,0.54,-0.21400002,0.049000002,0.319,0.34800002,0.23700002,0.25800002,0.23,0.42200002,0.0,0.558,GP_observed,dynamic
15.0,1.8080001,1.807,2.6550002,-0.84700006,0.119,1.1140001,1.121,0.89000005,0.89400005,1.5760001,2.042,0.0,0.16600001,Linear_observed,stoch
15.0,1.8970001,1.8960001,2.6550002,-0.758,0.128,1.1910001,1.2310001,0.96400005,0.98600006,1.6480001,2.1490002,0.0,0.294,GP_observed,stoch
15.0,0.46,0.45900002,0.54,-0.080000006,0.025,0.20700002,0.23900001,0.14500001,0.17300001,0.41300002,0.51100004,0.0,0.86,Linear_3S,dynamic
15.0,2.177,2.174,2.6550002,-0.47800002,0.10700001,0.666,0.73,0.528,0.58100003,1.9720001,2.391,0.0,0.606,Linear_3S,stoch
15.0,0.44400004,0.44400004,0.54,-0.096,0.031000001,0.24400002,0.32200003,0.156,0.208,0.384,0.507,0.0,0.93600005,GP_3S,dynamic
15.0,2.0800002,2.0800002,2.6550002,-0.57500005,0.126,0.785,0.92,0.601,0.698,1.835,2.3300002,0.0,0.84200007,GP_3S,stoch
15.0,0.544,0.544,0.54,0.004,0.019000001,0.18400002,0.18800001,0.13700001,0.14,0.50600004,0.58100003,1.0,0.19600001,Linear_1S,dynamic
15.0,0.56,0.56,0.54,0.020000001,0.027,0.256,0.286,0.178,0.19100001,0.50600004,0.61200005,1.0,0.418,GP_1S,dynamic
15.0,2.6420002,2.641,2.6550002,-0.013,0.09900001,0.402,0.416,0.319,0.328,2.4480002,2.8360002,1.0,0.39200002,Linear_1S,stoch
15.0,2.838,2.8390002,2.6550002,0.18300001,0.13900001,0.767,0.809,0.532,0.555,2.568,3.107,1.0,0.446,GP_1S,stoch
70.0,0.74700004,0.74700004,0.725,0.022000002,0.022000002,0.027,0.048,0.022000002,0.030000001,0.702,0.79,1.0,1.0,Linear_oracle,dynamic
70.0,0.73300004,0.73300004,0.725,0.008,0.027,0.16000001,0.21100001,0.063,0.089,0.68100005,0.78700006,1.0,0.99600005,GP_oracle,dynamic
70.0,2.69,2.69,2.615,0.075,0.079,0.083000004,0.119,0.075,0.091000006,2.5340002,2.8420002,1.0,1.0,Linear_oracle,stoch
70.0,2.628,2.6290002,2.615,0.013,0.082,0.21400002,0.286,0.096,0.14600001,2.4710002,2.788,1.0,0.998,GP_oracle,stoch
70.0,0.537,0.537,0.725,-0.18800001,0.042000003,0.37100002,0.37600002,0.27,0.275,0.45600003,0.62100005,0.0,0.246,Linear_observed,dynamic
70.0,0.42100003,0.42100003,0.725,-0.30400002,0.058000002,0.46100003,0.48800004,0.36100003,0.381,0.30900002,0.537,0.0,0.47000003,GP_observed,dynamic
70.0,1.9110001,1.909,2.615,-0.70400006,0.135,0.96000004,0.9710001,0.763,0.772,1.649,2.183,0.0,0.21400002,Linear_observed,stoch
70.0,1.9790001,1.9790001,2.615,-0.63600004,0.162,1.092,1.156,0.809,0.84400004,1.6650001,2.292,0.0,0.42600003,GP_observed,stoch
70.0,0.565,0.564,0.725,-0.16000001,0.038000003,0.31500003,0.35700002,0.224,0.266,0.49300003,0.64400005,0.0,0.82400006,Linear_3S,dynamic
70.0,2.075,2.072,2.615,-0.54,0.115,0.70500004,0.76000005,0.57100004,0.609,1.8540001,2.306,0.0,0.55,Linear_3S,stoch
70.0,0.56700003,0.56600004,0.725,-0.158,0.046000004,0.32500002,0.425,0.22700001,0.30200002,0.48200002,0.661,0.0,0.93000007,GP_3S,dynamic
70.0,2.0010002,2.0,2.615,-0.614,0.12100001,0.76000005,0.87700003,0.628,0.70000005,1.766,2.24,0.0,0.77800006,GP_3S,stoch
70.0,0.734,0.734,0.725,0.009000001,0.032,0.252,0.256,0.194,0.19800001,0.67200005,0.79700005,1.0,0.21400002,Linear_1S,dynamic
70.0,0.71400005,0.71400005,0.725,-0.011000001,0.034,0.29200003,0.324,0.208,0.22600001,0.647,0.781,1.0,0.49400002,GP_1S,dynamic
70.0,2.661,2.6580002,2.615,0.046000004,0.11000001,0.40100002,0.41700003,0.316,0.32900003,2.444,2.88,1.0,0.418,Linear_1S,stoch
70.0,2.598,2.5990002,2.615,-0.017,0.127,0.49800003,0.55,0.35300002,0.38200003,2.351,2.848,1.0,0.578,GP_1S,stoch
125.0,0.70000005,0.69900006,0.679,0.021000002,0.018000001,0.027,0.046000004,0.020000001,0.027,0.66400003,0.73600006,1.0,1.0,Linear_oracle,dynamic
125.0,0.679,0.679,0.679,-0.0,0.022000002,0.124000005,0.18200001,0.048,0.075,0.63600004,0.721,1.0,0.998,GP_oracle,dynamic
125.0,2.709,2.7080002,2.6260002,0.083000004,0.074,0.091000006,0.123,0.083000004,0.094000004,2.565,2.854,1.0,1.0,Linear_oracle,stoch
125.0,2.6460001,2.647,2.6260002,0.020000001,0.079,0.34,0.409,0.133,0.16800001,2.4870002,2.799,1.0,0.99200004,GP_oracle,stoch
125.0,0.55600005,0.55600005,0.679,-0.123,0.039,0.323,0.328,0.23300001,0.238,0.48000002,0.63100004,0.0,0.224,Linear_observed,dynamic
125.0,0.48900002,0.48900002,0.679,-0.19000001,0.07,0.39400002,0.42700002,0.26900002,0.30100003,0.351,0.62700003,0.0,0.64400005,GP_observed,dynamic
125.0,1.9060001,1.9050001,2.6260002,-0.72,0.126,1.0090001,1.018,0.791,0.8,1.6560001,2.151,0.0,0.21000001,Linear_observed,stoch
125.0,2.055,2.0540001,2.6260002,-0.57100004,0.162,1.2,1.2720001,0.94600004,0.9760001,1.7400001,2.374,0.0,0.33200002,GP_observed,stoch
125.0,0.56200004,0.56,0.679,-0.117000006,0.031000001,0.26200002,0.30400002,0.187,0.223,0.504,0.625,0.0,0.85600007,Linear_3S,dynamic
125.0,2.2,2.197,2.6260002,-0.42600003,0.112,0.611,0.67800003,0.48900002,0.535,1.9860001,2.4250002,0.0,0.66,Linear_3S,stoch
125.0,0.54700005,0.546,0.679,-0.132,0.035,0.284,0.37100002,0.19500001,0.252,0.48000002,0.61600006,0.0,0.896,GP_3S,dynamic
125.0,2.0930002,2.091,2.6260002,-0.53300005,0.12200001,0.721,0.859,0.568,0.65300006,1.8570001,2.334,0.0,0.85400003,GP_3S,stoch
125.0,0.69200003,0.69100004,0.679,0.013,0.025,0.21900001,0.224,0.171,0.17400001,0.642,0.74,1.0,0.192,Linear_1S,dynamic
125.0,0.67700005,0.67800003,0.679,-0.002,0.028,0.27400002,0.31100002,0.19000001,0.20500001,0.62100005,0.73200005,1.0,0.45000002,GP_1S,dynamic
125.0,2.7800002,2.7800002,2.6260002,0.15400001,0.10700001,0.41400003,0.42900002,0.32700002,0.33900002,2.5700002,2.9880002,1.0,0.39200002,Linear_1S,stoch
125.0,2.7410002,2.742,2.6260002,0.115,0.128,0.62,0.683,0.418,0.44300002,2.486,2.9850001,1.0,0.532,GP_1S,stoch
180.0,0.57100004,0.57100004,0.578,-0.007,0.014,0.009000001,0.032,0.007,0.016,0.544,0.59800005,1.0,1.0,Linear_oracle,dynamic
180.0,0.55600005,0.55600005,0.578,-0.022000002,0.015000001,0.147,0.17600001,0.042000003,0.060000002,0.526,0.58500004,1.0,0.99200004,GP_oracle,dynamic
180.0,2.654,2.654,2.69,-0.036000002,0.067,0.039,0.083000004,0.035,0.062000003,2.5240002,2.788,1.0,1.0,Linear_oracle,stoch
180.0,2.6490002,2.6490002,2.69,-0.041,0.07,0.36600003,0.40300003,0.13800001,0.171,2.5110002,2.788,1.0,0.952,GP_oracle,stoch
180.0,0.49400002,0.49300003,0.578,-0.08400001,0.037,0.277,0.28300002,0.2,0.20400001,0.42200002,0.569,0.0,0.272,Linear_observed,dynamic
180.0,0.38900003,0.38900003,0.578,-0.18900001,0.056,0.37500003,0.40500003,0.282,0.30600002,0.28,0.499,0.0,0.56600004,GP_observed,dynamic
180.0,1.9230001,1.9190001,2.69,-0.767,0.13700001,1.0860001,1.0960001,0.841,0.85,1.6570001,2.193,0.0,0.216,Linear_observed,stoch
180.0,2.0210001,2.0210001,2.69,-0.669,0.15300001,1.248,1.309,0.92600006,0.95800006,1.723,2.321,0.0,0.36400002,GP_observed,stoch
180.0,0.48600003,0.485,0.578,-0.09200001,0.029000001,0.223,0.259,0.162,0.193,0.43400002,0.546,0.0,0.832,Linear_3S,dynamic
180.0,2.171,2.167,2.69,-0.51900005,0.108,0.70500004,0.77000004,0.572,0.619,1.968,2.3930001,0.0,0.568,Linear_3S,stoch
180.0,0.462,0.462,0.578,-0.116000004,0.036000002,0.27800003,0.365,0.177,0.23200001,0.39100003,0.53300005,0.0,0.92,GP_3S,dynamic
180.0,2.035,2.035,2.69,-0.65500003,0.125,0.832,0.952,0.67800003,0.74700004,1.7910001,2.279,0.0,0.72400004,GP_3S,stoch
180.0,0.586,0.586,0.578,0.008,0.021000002,0.19000001,0.194,0.15,0.15300001,0.545,0.62700003,1.0,0.202,Linear_1S,dynamic
180.0,0.54200006,0.545,0.578,-0.036000002,0.040000003,0.30400002,0.363,0.18900001,0.209,0.45800003,0.61300004,1.0,0.504,GP_1S,dynamic
180.0,2.6720002,2.6720002,2.69,-0.018000001,0.101,0.402,0.416,0.323,0.333,2.47,2.867,1.0,0.36600003,Linear_1S,stoch
180.0,2.7020001,2.703,2.69,0.012,0.14600001,0.62,0.703,0.441,0.476,2.4150002,2.9900002,1.0,0.572,GP_1S,stoch
235.0,0.85200006,0.85200006,0.83800006,0.014,0.023000002,0.057000004,0.07,0.027,0.036000002,0.80600005,0.897,1.0,1.0,Linear_oracle,dynamic
235.0,0.82400006,0.82400006,0.83800006,-0.014,0.025,0.202,0.24000001,0.069000006,0.094000004,0.776,0.874,1.0,0.99000007,GP_oracle,dynamic
235.0,2.529,2.528,2.4880002,0.041,0.069000006,0.042000003,0.087000005,0.041,0.069000006,2.3920002,2.664,1.0,1.0,Linear_oracle,stoch
235.0,2.4720001,2.4710002,2.4880002,-0.016,0.074,0.335,0.37500003,0.11000001,0.15,2.332,2.617,1.0,0.97200006,GP_oracle,stoch
235.0,0.63000005,0.63000005,0.83800006,-0.208,0.05,0.411,0.41700003,0.30200002,0.307,0.531,0.72900003,0.0,0.254,Linear_observed,dynamic
235.0,0.45200002,0.45200002,0.83800006,-0.386,0.074,0.523,0.551,0.409,0.42900002,0.30600002,0.6,0.0,0.43800002,GP_observed,dynamic
235.0,1.746,1.7440001,2.4880002,-0.74200004,0.12200001,0.97,0.97900003,0.767,0.77400005,1.5040001,1.9890001,0.0,0.18800001,Linear_observed,stoch
235.0,1.8180001,1.817,2.4880002,-0.67,0.14400001,1.074,1.1370001,0.809,0.845,1.5370001,2.1030002,0.0,0.372,GP_observed,stoch
235.0,0.671,0.67,0.83800006,-0.16700001,0.036000002,0.32900003,0.36200002,0.24100001,0.27,0.605,0.744,0.0,0.73,Linear_3S,dynamic
235.0,2.0180001,2.0140002,2.4880002,-0.47000003,0.10300001,0.633,0.67700005,0.505,0.53800005,1.8240001,2.2250001,0.0,0.53800005,Linear_3S,stoch
235.0,0.652,0.652,0.83800006,-0.186,0.039,0.36400002,0.45100003,0.25500003,0.31,0.57500005,0.73,0.0,0.89000005,GP_3S,dynamic
235.0,1.9080001,1.9070001,2.4880002,-0.58000004,0.109000005,0.721,0.81700003,0.59400004,0.648,1.695,2.124,0.0,0.70600003,GP_3S,stoch
235.0,0.82500005,0.82400006,0.83800006,-0.013,0.031000001,0.259,0.264,0.2,0.20300001,0.76400006,0.887,1.0,0.20600002,Linear_1S,dynamic
