idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,q025,q975,covering,mean_ind_cover,method,estimand
39.0,0.632,0.632,0.619,0.013,0.016,0.037,0.05,0.013,0.023000002,0.601,0.66300005,1.0,1.0,Linear_oracle,dynamic
39.0,0.619,0.619,0.619,-0.0,0.017,0.09900001,0.136,0.035,0.056,0.58500004,0.652,1.0,0.998,GP_oracle,dynamic
39.0,2.7270002,2.726,2.6780002,0.049000002,0.07300001,0.049000002,0.093,0.048,0.07300001,2.5830002,2.867,1.0,1.0,Linear_oracle,stoch
39.0,2.637,2.638,2.6780002,-0.041,0.080000006,0.254,0.317,0.074,0.133,2.4810002,2.792,1.0,0.998,GP_oracle,stoch
39.0,0.476,0.476,0.619,-0.143,0.039,0.296,0.30100003,0.21000001,0.215,0.39900002,0.55300003,0.0,0.284,Linear_observed,dynamic
39.0,0.36600003,0.36600003,0.619,-0.25300002,0.064,0.37300003,0.40300003,0.27400002,0.29900002,0.24000001,0.48800004,0.0,0.55600005,GP_observed,dynamic
39.0,1.7360001,1.7350001,2.6780002,-0.94200003,0.135,1.1780001,1.1860001,0.96000004,0.96500003,1.4670001,2.003,0.0,0.142,Linear_observed,stoch
39.0,1.8520001,1.853,2.6780002,-0.82600003,0.15,1.197,1.2470001,0.99100006,1.024,1.5600001,2.1420002,0.0,0.29200003,GP_observed,stoch
39.0,0.54,0.53900003,0.619,-0.079,0.033,0.216,0.25300002,0.158,0.18900001,0.47700003,0.60700005,0.0,0.864,Linear_3S,dynamic
39.0,2.1650002,2.163,2.6780002,-0.513,0.124000005,0.689,0.74600005,0.554,0.595,1.9230001,2.4080002,0.0,0.56600004,Linear_3S,stoch
39.0,0.52500004,0.52400005,0.619,-0.094000004,0.034,0.22600001,0.31300002,0.165,0.21900001,0.45700002,0.59300005,0.0,0.9480001,GP_3S,dynamic
39.0,2.0080001,2.009,2.6780002,-0.67,0.13100001,0.80300003,0.91200006,0.68100005,0.74,1.7470001,2.262,0.0,0.67600006,GP_3S,stoch
39.0,0.67700005,0.67700005,0.619,0.058000002,0.026,0.19000001,0.19500001,0.15100001,0.15400001,0.62600005,0.72700006,0.0,0.23200001,Linear_1S,dynamic
39.0,0.66700006,0.666,0.619,0.048,0.033,0.21700001,0.263,0.16900001,0.18800001,0.60400003,0.734,1.0,0.53400004,GP_1S,dynamic
39.0,2.782,2.7810001,2.6780002,0.104,0.11100001,0.38900003,0.407,0.312,0.324,2.561,2.999,1.0,0.418,Linear_1S,stoch
39.0,2.663,2.664,2.6780002,-0.015000001,0.17400001,0.49100003,0.577,0.347,0.395,2.321,3.0080001,1.0,0.74,GP_1S,stoch
94.0,0.754,0.753,0.772,-0.018000001,0.020000001,0.025,0.044000003,0.018000001,0.025,0.716,0.79300004,1.0,1.0,Linear_oracle,dynamic
94.0,0.753,0.754,0.772,-0.019000001,0.022000002,0.067,0.12200001,0.042000003,0.069000006,0.70900005,0.79600006,1.0,1.0,GP_oracle,dynamic
94.0,2.6160002,2.615,2.6780002,-0.062000003,0.067,0.065000005,0.09900001,0.062000003,0.076000005,2.4850001,2.7510002,1.0,1.0,Linear_oracle,stoch
