idx,mean,median,TRUE,bias,std,RMSE,q025,q975,covering,method,estimand
3,1.6190001,1.6190001,1.613,0.006,0.036000002,0.036000002,1.549,1.6880001,1,Linear_oracle,dynamic
3,1.618,1.618,1.613,0.005,0.036000002,0.036000002,1.5480001,1.6890001,1,GP_oracle,dynamic
3,1.6450001,1.6450001,1.6650001,-0.020000001,0.038000003,0.043,1.572,1.7190001,1,Linear_oracle,stoch
3,1.6340001,1.6350001,1.6650001,-0.031000001,0.039,0.05,1.5580001,1.71,1,GP_oracle,stoch
3,1.825,1.8240001,1.613,0.21200001,0.055000003,0.21800001,1.7170001,1.9310001,0,Linear_observed,dynamic
3,1.8360001,1.835,1.613,0.223,0.057000004,0.23,1.7270001,1.9510001,0,GP_observed,dynamic
3,1.6060001,1.6060001,1.6650001,-0.059000004,0.053000003,0.080000006,1.501,1.71,1,Linear_observed,stoch
3,1.6200001,1.6190001,1.6650001,-0.045,0.059000004,0.074,1.5090001,1.7390001,1,GP_observed,stoch
3,1.6350001,1.636,1.613,0.022000002,0.049000002,0.053000003,1.5370001,1.7300001,1,Linear_2S,dynamic
3,1.6420001,1.6420001,1.613,0.029000001,0.047000002,0.055000003,1.549,1.7350001,1,GP_2S,dynamic
3,1.5710001,1.572,1.6650001,-0.094000004,0.054,0.108,1.4640001,1.6760001,1,Linear_2S,stoch
3,1.539,1.5380001,1.6650001,-0.126,0.059000004,0.13900001,1.424,1.6560001,0,GP_2S,stoch
3,1.6350001,1.636,1.613,0.022000002,0.051000003,0.056,1.534,1.7360001,1,Linear_3S,dynamic
3,1.6420001,1.641,1.613,0.029000001,0.05,0.057000004,1.5450001,1.7400001,1,GP_3S,dynamic
3,1.57,1.57,1.6650001,-0.095000006,0.055000003,0.11000001,1.462,1.6790001,1,Linear_3S,stoch
3,1.5370001,1.5370001,1.6650001,-0.128,0.059000004,0.141,1.422,1.6560001,0,GP_3S,stoch
