idx,mean,median,true,bias,std,RMSE,q025,q975,covering,method,estimand
11.0,1.6190001,1.6190001,1.613,0.006,0.035,0.035,1.552,1.6880001,1.0,Linear_oracle,dynamic
11.0,1.6190001,1.6190001,1.613,0.006,0.036000002,0.036000002,1.549,1.6880001,1.0,GP_oracle,dynamic
11.0,1.646,1.646,1.6650001,-0.019000001,0.037,0.042000003,1.5740001,1.718,1.0,Linear_oracle,stoch
11.0,1.636,1.636,1.6650001,-0.029000001,0.039,0.049000002,1.559,1.7110001,1.0,GP_oracle,stoch
11.0,1.8240001,1.8240001,1.613,0.21100001,0.053000003,0.21700001,1.7210001,1.927,0.0,Linear_observed,dynamic
11.0,1.835,1.835,1.613,0.22200002,0.057000004,0.22900002,1.7240001,1.9470001,0.0,GP_observed,dynamic
11.0,1.6060001,1.6060001,1.6650001,-0.059000004,0.052,0.079,1.5040001,1.7060001,1.0,Linear_observed,stoch
11.0,1.6190001,1.6190001,1.6650001,-0.046000004,0.058000002,0.074,1.508,1.7350001,1.0,GP_observed,stoch
11.0,1.6380001,1.6380001,1.613,0.025,0.046000004,0.052,1.547,1.7270001,1.0,Linear_2S,dynamic
11.0,1.6430001,1.6420001,1.613,0.030000001,0.047000002,0.056,1.5510001,1.738,1.0,GP_2S,dynamic
11.0,1.57,1.57,1.6650001,-0.095000006,0.05,0.10700001,1.4740001,1.6700001,1.0,Linear_2S,stoch
11.0,1.5410001,1.5400001,1.6650001,-0.124000005,0.058000002,0.13700001,1.429,1.6560001,0.0,GP_2S,stoch
11.0,1.6380001,1.6380001,1.613,0.025,0.049000002,0.055000003,1.542,1.733,1.0,Linear_3S,dynamic
11.0,1.644,1.6430001,1.613,0.031000001,0.05,0.058000002,1.547,1.743,1.0,GP_3S,dynamic
11.0,1.5710001,1.57,1.6650001,-0.094000004,0.052,0.108,1.4710001,1.674,1.0,Linear_3S,stoch
11.0,1.5410001,1.5400001,1.6650001,-0.124000005,0.059000004,0.13800001,1.4260001,1.659,0.0,GP_3S,stoch
11.0,1.6680001,1.669,1.613,0.055000003,0.041,0.069000006,1.5860001,1.7500001,1.0,Linear_1S,dynamic
11.0,1.664,1.664,1.613,0.051000003,0.042000003,0.065000005,1.582,1.746,1.0,GP_1S,dynamic
11.0,1.7110001,1.7110001,1.6650001,0.046000004,0.048,0.066,1.6170001,1.8040001,1.0,Linear_1S,stoch
