idx,mean,median,true,bias,std,RMSE,q025,q975,covering,method,estimand
20.0,1.6190001,1.6190001,1.613,0.006,0.036000002,0.036000002,1.549,1.6890001,1.0,Linear_oracle,dynamic
20.0,1.6190001,1.6190001,1.613,0.006,0.036000002,0.036000002,1.549,1.6890001,1.0,GP_oracle,dynamic
20.0,1.646,1.646,1.6650001,-0.019000001,0.038000003,0.043,1.5710001,1.7190001,1.0,Linear_oracle,stoch
20.0,1.6350001,1.6350001,1.6650001,-0.030000001,0.039,0.049000002,1.5580001,1.713,1.0,GP_oracle,stoch
20.0,1.8260001,1.825,1.613,0.21300001,0.054,0.21900001,1.72,1.9310001,0.0,Linear_observed,dynamic
20.0,1.835,1.8340001,1.613,0.22200002,0.058000002,0.22900002,1.7220001,1.9480001,0.0,GP_observed,dynamic
20.0,1.6070001,1.6070001,1.6650001,-0.058000002,0.053000003,0.078,1.5040001,1.7110001,1.0,Linear_observed,stoch
20.0,1.6190001,1.618,1.6650001,-0.046000004,0.059000004,0.075,1.5040001,1.7360001,1.0,GP_observed,stoch
20.0,1.636,1.6350001,1.613,0.023000002,0.051000003,0.056,1.536,1.7360001,1.0,Linear_2S,dynamic
20.0,1.641,1.641,1.613,0.028,0.049000002,0.056,1.5430001,1.7340001,1.0,GP_2S,dynamic
20.0,1.57,1.57,1.6650001,-0.095000006,0.056,0.11100001,1.457,1.6780001,1.0,Linear_2S,stoch
20.0,1.5400001,1.5400001,1.6650001,-0.125,0.059000004,0.13900001,1.422,1.6560001,0.0,GP_2S,stoch
20.0,1.6350001,1.6340001,1.613,0.022000002,0.054,0.058000002,1.529,1.743,1.0,Linear_3S,dynamic
20.0,1.6400001,1.641,1.613,0.027,0.051000003,0.058000002,1.5380001,1.7400001,1.0,GP_3S,dynamic
20.0,1.5690001,1.5690001,1.6650001,-0.096,0.058000002,0.112,1.4540001,1.682,1.0,Linear_3S,stoch
20.0,1.539,1.5380001,1.6650001,-0.126,0.060000002,0.14,1.4200001,1.659,0.0,GP_3S,stoch
20.0,1.667,1.667,1.613,0.054,0.041,0.068,1.588,1.746,1.0,Linear_1S,dynamic
20.0,1.6630001,1.6620001,1.613,0.05,0.041,0.064,1.5830001,1.743,1.0,GP_1S,dynamic
20.0,1.7110001,1.7110001,1.6650001,0.046000004,0.047000002,0.066,1.6190001,1.8040001,1.0,Linear_1S,stoch
20.0,1.7210001,1.72,1.6650001,0.056,0.063,0.08400001,1.598,1.8470001,1.0,GP_1S,stoch
53.0,1.7370001,1.7370001,1.7220001,0.015000001,0.037,0.040000003,1.6660001,1.812,1.0,Linear_oracle,dynamic
53.0,1.7270001,1.7270001,1.7220001,0.0050000004,0.038000003,0.039,1.651,1.8030001,1.0,GP_oracle,dynamic
53.0,1.5150001,1.5150001,1.496,0.019000001,0.037,0.042000003,1.4430001,1.59,1.0,Linear_oracle,stoch
53.0,1.5200001,1.5200001,1.496,0.024,0.038000003,0.045,1.4460001,1.595,1.0,GP_oracle,stoch
53.0,2.082,2.082,1.7220001,0.36,0.063,0.36600003,1.9590001,2.204,0.0,Linear_observed,dynamic
53.0,2.102,2.102,1.7220001,0.38000003,0.068,0.386,1.9690001,2.2380002,0.0,GP_observed,dynamic
53.0,1.5510001,1.5510001,1.496,0.055000003,0.053000003,0.07700001,1.447,1.6550001,1.0,Linear_observed,stoch
53.0,1.559,1.559,1.496,0.063,0.054,0.083000004,1.4540001,1.6650001,1.0,GP_observed,stoch
53.0,1.7520001,1.7530001,1.7220001,0.030000001,0.059000004,0.066,1.6380001,1.866,1.0,Linear_2S,dynamic
53.0,1.7580001,1.7580001,1.7220001,0.036000002,0.056,0.067,1.6470001,1.868,1.0,GP_2S,dynamic
53.0,1.457,1.4580001,1.496,-0.039,0.056,0.068,1.35,1.5660001,1.0,Linear_2S,stoch
53.0,1.445,1.445,1.496,-0.051000003,0.055000003,0.075,1.337,1.554,1.0,GP_2S,stoch
