idx,mean,median,true,bias,std,RMSE,q025,q975,covering,method,estimand
13.0,1.6190001,1.6190001,1.613,0.006,0.035,0.036000002,1.5500001,1.687,1.0,Linear_oracle,dynamic
13.0,1.6190001,1.618,1.613,0.006,0.036000002,0.036000002,1.549,1.6890001,1.0,GP_oracle,dynamic
13.0,1.646,1.646,1.6650001,-0.019000001,0.037,0.042000003,1.572,1.718,1.0,Linear_oracle,stoch
13.0,1.636,1.6350001,1.6650001,-0.029000001,0.039,0.049000002,1.559,1.713,1.0,GP_oracle,stoch
13.0,1.825,1.8260001,1.613,0.21200001,0.054,0.21900001,1.7190001,1.9300001,0.0,Linear_observed,dynamic
13.0,1.835,1.8340001,1.613,0.22200002,0.058000002,0.22900002,1.7240001,1.95,0.0,GP_observed,dynamic
13.0,1.6070001,1.6070001,1.6650001,-0.058000002,0.053000003,0.079,1.5020001,1.7080001,1.0,Linear_observed,stoch
13.0,1.6200001,1.6190001,1.6650001,-0.045,0.059000004,0.074,1.5070001,1.738,1.0,GP_observed,stoch
13.0,1.6370001,1.6380001,1.613,0.024,0.048,0.054,1.544,1.7270001,1.0,Linear_2S,dynamic
13.0,1.6400001,1.6400001,1.613,0.027,0.046000004,0.053000003,1.5500001,1.7300001,1.0,GP_2S,dynamic
13.0,1.5740001,1.5760001,1.6650001,-0.091000006,0.055000003,0.106000006,1.4660001,1.677,1.0,Linear_2S,stoch
13.0,1.5410001,1.5410001,1.6650001,-0.124000005,0.058000002,0.13700001,1.427,1.6560001,0.0,GP_2S,stoch
13.0,1.6370001,1.6370001,1.613,0.024,0.051000003,0.057000004,1.5380001,1.7350001,1.0,Linear_3S,dynamic
13.0,1.6400001,1.6400001,1.613,0.027,0.048,0.055000003,1.5450001,1.7350001,1.0,GP_3S,dynamic
13.0,1.575,1.577,1.6650001,-0.09,0.056,0.106000006,1.4660001,1.6830001,1.0,Linear_3S,stoch
13.0,1.5410001,1.5400001,1.6650001,-0.124000005,0.059000004,0.13700001,1.427,1.659,0.0,GP_3S,stoch
13.0,1.667,1.6680001,1.613,0.054,0.041,0.068,1.5860001,1.748,1.0,Linear_1S,dynamic
13.0,1.6620001,1.6620001,1.613,0.049000002,0.041,0.064,1.58,1.743,1.0,GP_1S,dynamic
13.0,1.7110001,1.7110001,1.6650001,0.046000004,0.048,0.067,1.618,1.8050001,1.0,Linear_1S,stoch
13.0,1.7170001,1.7160001,1.6650001,0.052,0.063,0.082,1.598,1.845,1.0,GP_1S,stoch
46.0,1.738,1.738,1.7220001,0.016,0.038000003,0.042000003,1.664,1.8130001,1.0,Linear_oracle,dynamic
46.0,1.7270001,1.7270001,1.7220001,0.0050000004,0.038000003,0.039,1.6530001,1.802,1.0,GP_oracle,dynamic
46.0,1.516,1.516,1.496,0.020000001,0.038000003,0.043,1.4430001,1.5910001,1.0,Linear_oracle,stoch
46.0,1.5200001,1.5200001,1.496,0.024,0.038000003,0.046000004,1.4440001,1.5960001,1.0,GP_oracle,stoch
46.0,2.082,2.082,1.7220001,0.36,0.063,0.36600003,1.9560001,2.204,0.0,Linear_observed,dynamic
46.0,2.102,2.102,1.7220001,0.38000003,0.07,0.386,1.9660001,2.242,0.0,GP_observed,dynamic
46.0,1.552,1.552,1.496,0.056,0.054,0.07700001,1.4460001,1.6560001,1.0,Linear_observed,stoch
46.0,1.559,1.559,1.496,0.063,0.055000003,0.08400001,1.4530001,1.669,1.0,GP_observed,stoch
46.0,1.746,1.746,1.7220001,0.024,0.056,0.061000004,1.6400001,1.8560001,1.0,Linear_2S,dynamic
46.0,1.7520001,1.7530001,1.7220001,0.030000001,0.055000003,0.062000003,1.6430001,1.858,1.0,GP_2S,dynamic
46.0,1.452,1.4530001,1.496,-0.044000003,0.054,0.069000006,1.3460001,1.557,1.0,Linear_2S,stoch
46.0,1.44,1.4410001,1.496,-0.056,0.054,0.07700001,1.3330001,1.5450001,1.0,GP_2S,stoch
46.0,1.746,1.746,1.7220001,0.024,0.058000002,0.063,1.6340001,1.8610001,1.0,Linear_3S,dynamic
46.0,1.7520001,1.7520001,1.7220001,0.030000001,0.057000004,0.064,1.6400001,1.863,1.0,GP_3S,dynamic
46.0,1.4530001,1.4540001,1.496,-0.043,0.056,0.07,1.343,1.5610001,1.0,Linear_3S,stoch
46.0,1.439,1.44,1.496,-0.057000004,0.055000003,0.079,1.3310001,1.5480001,1.0,GP_3S,stoch
46.0,1.7720001,1.7720001,1.7220001,0.05,0.046000004,0.068,1.6830001,1.8620001,1.0,Linear_1S,dynamic
46.0,1.764,1.764,1.7220001,0.042000003,0.046000004,0.063,1.6750001,1.8550001,1.0,GP_1S,dynamic
46.0,1.524,1.524,1.496,0.028,0.046000004,0.054,1.434,1.6150001,1.0,Linear_1S,stoch
46.0,1.531,1.531,1.496,0.035,0.048,0.060000002,1.4380001,1.6270001,1.0,GP_1S,stoch
79.0,1.9440001,1.9440001,1.9640001,-0.020000001,0.037,0.042000003,1.871,2.015,1.0,Linear_oracle,dynamic
79.0,1.9420002,1.9420002,1.9640001,-0.022000002,0.037,0.043,1.8690001,2.015,1.0,GP_oracle,dynamic
79.0,1.5960001,1.5970001,1.623,-0.027,0.036000002,0.045,1.5250001,1.6660001,1.0,Linear_oracle,stoch
79.0,1.5920001,1.5920001,1.623,-0.031000001,0.037,0.048,1.519,1.664,1.0,GP_oracle,stoch
79.0,2.17,2.17,1.9640001,0.20600002,0.058000002,0.21400002,2.055,2.283,0.0,Linear_observed,dynamic
79.0,2.144,2.144,1.9640001,0.18,0.060000002,0.18900001,2.0270002,2.26,0.0,GP_observed,dynamic
79.0,1.5810001,1.5810001,1.623,-0.042000003,0.047000002,0.063,1.488,1.6730001,1.0,Linear_observed,stoch
79.0,1.5740001,1.575,1.623,-0.049000002,0.047000002,0.068,1.4820001,1.667,1.0,GP_observed,stoch
79.0,1.9430001,1.9430001,1.9640001,-0.021000002,0.05,0.055000003,1.843,2.0400002,1.0,Linear_2S,dynamic
79.0,1.9480001,1.9460001,1.9640001,-0.016,0.05,0.053000003,1.8540001,2.051,1.0,GP_2S,dynamic
79.0,1.5480001,1.5480001,1.623,-0.075,0.047000002,0.08800001,1.4560001,1.6380001,1.0,Linear_2S,stoch
79.0,1.539,1.5370001,1.623,-0.08400001,0.047000002,0.097,1.452,1.6350001,1.0,GP_2S,stoch
79.0,1.9460001,1.9470001,1.9640001,-0.018000001,0.053000003,0.056,1.8420001,2.051,1.0,Linear_3S,dynamic
79.0,1.9510001,1.9490001,1.9640001,-0.013,0.052,0.054,1.853,2.0570002,1.0,GP_3S,dynamic
79.0,1.549,1.549,1.623,-0.074,0.049000002,0.089,1.4530001,1.644,1.0,Linear_3S,stoch
79.0,1.539,1.5380001,1.623,-0.08400001,0.048,0.097,1.45,1.6380001,1.0,GP_3S,stoch
79.0,1.9810001,1.9800001,1.9640001,0.017,0.044000003,0.047000002,1.8970001,2.068,1.0,Linear_1S,dynamic
79.0,1.978,1.978,1.9640001,0.014,0.044000003,0.046000004,1.894,2.066,1.0,GP_1S,dynamic
79.0,1.5960001,1.595,1.623,-0.027,0.043,0.051000003,1.5120001,1.6800001,1.0,Linear_1S,stoch
79.0,1.5830001,1.582,1.623,-0.040000003,0.045,0.060000002,1.4970001,1.672,1.0,GP_1S,stoch
112.0,1.6760001,1.6760001,1.6750001,0.001,0.038000003,0.038000003,1.6020001,1.7500001,1.0,Linear_oracle,dynamic
112.0,1.6780001,1.6780001,1.6750001,0.003,0.037,0.037,1.605,1.751,1.0,GP_oracle,dynamic
112.0,1.5150001,1.5150001,1.534,-0.019000001,0.039,0.043,1.437,1.593,1.0,Linear_oracle,stoch
112.0,1.496,1.496,1.534,-0.038000003,0.039,0.054,1.4180001,1.5740001,1.0,GP_oracle,stoch
112.0,1.8700001,1.8700001,1.6750001,0.19500001,0.058000002,0.20400001,1.7580001,1.9850001,0.0,Linear_observed,dynamic
112.0,1.853,1.8540001,1.6750001,0.178,0.063,0.18900001,1.7290001,1.9760001,0.0,GP_observed,dynamic
112.0,1.5040001,1.5040001,1.534,-0.030000001,0.052,0.060000002,1.4030001,1.6070001,1.0,Linear_observed,stoch
112.0,1.4920001,1.4920001,1.534,-0.042000003,0.055000003,0.07,1.383,1.5990001,1.0,GP_observed,stoch
112.0,1.613,1.6120001,1.6750001,-0.062000003,0.046000004,0.07700001,1.5230001,1.705,1.0,Linear_2S,dynamic
112.0,1.621,1.621,1.6750001,-0.054,0.047000002,0.072000004,1.5280001,1.7140001,1.0,GP_2S,dynamic
112.0,1.4150001,1.414,1.534,-0.119,0.047000002,0.128,1.325,1.5120001,0.0,Linear_2S,stoch
112.0,1.3900001,1.3900001,1.534,-0.14400001,0.049000002,0.15300001,1.294,1.4870001,0.0,GP_2S,stoch
112.0,1.613,1.6120001,1.6750001,-0.062000003,0.049000002,0.079,1.5170001,1.7090001,1.0,Linear_3S,dynamic
112.0,1.621,1.621,1.6750001,-0.054,0.049000002,0.07300001,1.5250001,1.7160001,1.0,GP_3S,dynamic
112.0,1.414,1.4130001,1.534,-0.120000005,0.048,0.12900001,1.3210001,1.511,0.0,Linear_3S,stoch
112.0,1.389,1.388,1.534,-0.14500001,0.05,0.15400001,1.292,1.4870001,0.0,GP_3S,stoch
112.0,1.6170001,1.6170001,1.6750001,-0.058000002,0.042000003,0.072000004,1.534,1.7,1.0,Linear_1S,dynamic
112.0,1.6170001,1.6170001,1.6750001,-0.058000002,0.043,0.072000004,1.5330001,1.7,1.0,GP_1S,dynamic
112.0,1.485,1.485,1.534,-0.049000002,0.044000003,0.066,1.3980001,1.5710001,1.0,Linear_1S,stoch
112.0,1.4710001,1.4710001,1.534,-0.063,0.05,0.081,1.371,1.567,1.0,GP_1S,stoch
145.0,1.9900001,1.9900001,1.983,0.007,0.039,0.039,1.914,2.066,1.0,Linear_oracle,dynamic
145.0,1.983,1.983,1.983,-0.0,0.039,0.039,1.9070001,2.0600002,1.0,GP_oracle,dynamic
145.0,1.506,1.506,1.5130001,-0.007,0.037,0.038000003,1.4330001,1.5790001,1.0,Linear_oracle,stoch
145.0,1.508,1.508,1.5130001,-0.0050000004,0.037,0.037,1.4360001,1.5790001,1.0,GP_oracle,stoch
145.0,2.4220002,2.4220002,1.983,0.439,0.059000004,0.44300002,2.311,2.5400002,0.0,Linear_observed,dynamic
145.0,2.4190001,2.42,1.983,0.43600002,0.062000003,0.441,2.3000002,2.539,0.0,GP_observed,dynamic
145.0,1.575,1.575,1.5130001,0.062000003,0.045,0.07700001,1.4870001,1.6630001,1.0,Linear_observed,stoch
145.0,1.577,1.577,1.5130001,0.064,0.045,0.078,1.4890001,1.6630001,1.0,GP_observed,stoch
145.0,2.029,2.029,1.983,0.046000004,0.053000003,0.07,1.9250001,2.131,1.0,Linear_2S,dynamic
145.0,2.025,2.025,1.983,0.042000003,0.051000003,0.066,1.927,2.1260002,1.0,GP_2S,dynamic
145.0,1.501,1.5020001,1.5130001,-0.012,0.047000002,0.048,1.4100001,1.5910001,1.0,Linear_2S,stoch
145.0,1.4950001,1.4950001,1.5130001,-0.018000001,0.045,0.048,1.4080001,1.5830001,1.0,GP_2S,stoch
145.0,2.029,2.029,1.983,0.046000004,0.055000003,0.072000004,1.9210001,2.135,1.0,Linear_3S,dynamic
145.0,2.025,2.025,1.983,0.042000003,0.053000003,0.067,1.9230001,2.1290002,1.0,GP_3S,dynamic
145.0,1.501,1.501,1.5130001,-0.012,0.047000002,0.049000002,1.4080001,1.5910001,1.0,Linear_3S,stoch
145.0,1.4950001,1.4940001,1.5130001,-0.018000001,0.045,0.048,1.4070001,1.5830001,1.0,GP_3S,stoch
145.0,2.058,2.058,1.983,0.075,0.043,0.087000005,1.9720001,2.144,1.0,Linear_1S,dynamic
