idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,q025,q975,covering,mean_ind_cover,method,estimand
1.0,0.84700006,0.84700006,0.83900005,0.008,0.026,0.056,0.071,0.040000003,0.043,0.79600006,0.89800006,1.0,1.0,Linear_oracle,dynamic
1.0,0.822,0.82100004,0.83900005,-0.017,0.031000001,0.126,0.19000001,0.062000003,0.09200001,0.76000005,0.883,1.0,1.0,GP_oracle,dynamic
1.0,2.713,2.713,2.69,0.023000002,0.082,0.052,0.105000004,0.037,0.076000005,2.551,2.874,1.0,1.0,Linear_oracle,stoch
1.0,2.588,2.5860002,2.69,-0.102000006,0.096,0.319,0.40800002,0.109000005,0.17600001,2.4,2.778,1.0,0.998,GP_oracle,stoch
1.0,0.615,0.614,0.83900005,-0.224,0.048,0.41500002,0.42100003,0.30900002,0.314,0.522,0.71000004,0.0,0.22200002,Linear_observed,dynamic
1.0,0.46600002,0.46600002,0.83900005,-0.37300003,0.079,0.517,0.545,0.395,0.42000002,0.31100002,0.62100005,0.0,0.48200002,GP_observed,dynamic
1.0,1.9310001,1.9280001,2.69,-0.75900006,0.14400001,1.0760001,1.087,0.83900005,0.84900004,1.651,2.219,0.0,0.23,Linear_observed,stoch
1.0,2.036,2.0370002,2.69,-0.65400004,0.21000001,1.233,1.3130001,0.93500006,0.97900003,1.6240001,2.4490001,0.0,0.41400003,GP_observed,stoch
1.0,0.70600003,0.70400006,0.83900005,-0.133,0.047000002,0.326,0.39000002,0.245,0.3,0.61800003,0.80200005,0.0,0.86600006,Linear_3S,dynamic
1.0,2.302,2.301,2.69,-0.388,0.13100001,0.609,0.71300006,0.48000002,0.563,2.0530002,2.5630002,0.0,0.78000003,Linear_3S,stoch
1.0,0.69100004,0.69000006,0.83900005,-0.148,0.055000003,0.37500003,0.527,0.26500002,0.367,0.586,0.80100006,0.0,0.96000004,GP_3S,dynamic
1.0,2.144,2.1430001,2.69,-0.546,0.143,0.81200004,1.026,0.59300005,0.753,1.866,2.426,0.0,0.91800004,GP_3S,stoch
1.0,0.90800005,0.90700006,0.83900005,0.069000006,0.035,0.294,0.29900002,0.23900001,0.24200001,0.837,0.97700006,1.0,0.202,Linear_1S,dynamic
1.0,0.86,0.86,0.83900005,0.021000002,0.043,0.33900002,0.38200003,0.25300002,0.273,0.77400005,0.94200003,1.0,0.49600002,GP_1S,dynamic
1.0,2.9620001,2.9610002,2.69,0.272,0.115,0.512,0.527,0.41500002,0.42400002,2.73,3.1890001,0.0,0.31,Linear_1S,stoch
1.0,2.7580001,2.759,2.69,0.068,0.13900001,0.614,0.703,0.43800002,0.47400004,2.4810002,3.029,1.0,0.574,GP_1S,stoch
56.0,0.78200006,0.78200006,0.78300005,-0.001,0.021000002,0.029000001,0.048,0.017,0.026,0.74,0.82400006,1.0,1.0,Linear_oracle,dynamic
56.0,0.75000006,0.75000006,0.78300005,-0.033,0.027,0.178,0.231,0.068,0.093,0.69500005,0.804,1.0,0.98600006,GP_oracle,dynamic
56.0,2.657,2.657,2.66,-0.003,0.07300001,0.016,0.081,0.012,0.061000004,2.5140002,2.799,1.0,1.0,Linear_oracle,stoch
56.0,2.5140002,2.513,2.66,-0.14600001,0.082,0.25100002,0.33,0.14600001,0.17500001,2.3530002,2.674,1.0,0.99200004,GP_oracle,stoch
56.0,0.521,0.52000004,0.78300005,-0.26200002,0.045,0.432,0.43600002,0.31,0.31500003,0.432,0.61300004,0.0,0.23600002,Linear_observed,dynamic
56.0,0.425,0.42400002,0.78300005,-0.358,0.067,0.53300005,0.56,0.404,0.42900002,0.296,0.559,0.0,0.476,GP_observed,dynamic
56.0,1.6470001,1.646,2.66,-1.013,0.12900001,1.225,1.233,1.0220001,1.0270001,1.394,1.9080001,0.0,0.12200001,Linear_observed,stoch
56.0,1.6600001,1.6600001,2.66,-1.0,0.134,1.2980001,1.3390001,1.057,1.077,1.4000001,1.9260001,0.0,0.246,GP_observed,stoch
56.0,0.67600006,0.674,0.78300005,-0.10700001,0.043,0.277,0.33400002,0.21000001,0.256,0.596,0.763,0.0,0.88000005,Linear_3S,dynamic
56.0,2.2020001,2.2,2.66,-0.45800003,0.11400001,0.633,0.708,0.508,0.565,1.983,2.4290001,0.0,0.652,Linear_3S,stoch
56.0,0.61,0.61,0.78300005,-0.17300001,0.05,0.395,0.512,0.246,0.328,0.51500005,0.712,0.0,0.95600003,GP_3S,dynamic
56.0,1.9250001,1.9250001,2.66,-0.735,0.126,0.878,1.011,0.74200004,0.813,1.6810001,2.1750002,0.0,0.79,GP_3S,stoch
56.0,0.823,0.823,0.78300005,0.040000003,0.031000001,0.23200001,0.23700002,0.19100001,0.19500001,0.76100004,0.88500005,1.0,0.224,Linear_1S,dynamic
