idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,q025,q975,covering,mean_ind_cover,method,estimand
36.0,0.624,0.624,0.63900006,-0.015000001,0.017,0.029000001,0.044000003,0.014,0.022000002,0.591,0.657,1.0,1.0,Linear_oracle,dynamic
36.0,0.60200006,0.60200006,0.63900006,-0.037,0.018000001,0.172,0.19600001,0.066,0.080000006,0.56700003,0.637,0.0,0.97400004,GP_oracle,dynamic
36.0,2.6330001,2.6320002,2.693,-0.060000002,0.072000004,0.061000004,0.1,0.060000002,0.078,2.493,2.7710001,1.0,1.0,Linear_oracle,stoch
36.0,2.516,2.515,2.693,-0.177,0.07700001,0.42400002,0.45900002,0.20700002,0.22800002,2.365,2.667,0.0,0.646,GP_oracle,stoch
36.0,0.43500003,0.43500003,0.63900006,-0.20400001,0.037,0.33900002,0.344,0.257,0.261,0.363,0.509,0.0,0.22200002,Linear_observed,dynamic
36.0,0.29700002,0.296,0.63900006,-0.342,0.07,0.453,0.48200002,0.35500002,0.38000003,0.15900001,0.43400002,0.0,0.462,GP_observed,dynamic
36.0,1.7060001,1.705,2.693,-0.98700005,0.134,1.2310001,1.2390001,1.005,1.011,1.4410001,1.9750001,0.0,0.15,Linear_observed,stoch
36.0,1.7680001,1.7670001,2.693,-0.9250001,0.142,1.3340001,1.3720001,1.049,1.074,1.4900001,2.045,0.0,0.30400002,GP_observed,stoch
36.0,0.528,0.527,0.63900006,-0.11100001,0.032,0.25800002,0.30200002,0.193,0.231,0.46800002,0.596,0.0,0.84200007,Linear_3S,dynamic
36.0,2.2050002,2.203,2.693,-0.48800004,0.112,0.665,0.73200005,0.53300005,0.586,1.9890001,2.4310002,0.0,0.61800003,Linear_3S,stoch
36.0,0.513,0.512,0.63900006,-0.126,0.034,0.289,0.37800002,0.208,0.26900002,0.448,0.582,0.0,0.94200003,GP_3S,dynamic
36.0,2.056,2.055,2.693,-0.637,0.11800001,0.8,0.92200005,0.651,0.72800004,1.8260001,2.289,0.0,0.768,GP_3S,stoch
36.0,0.671,0.67,0.63900006,0.032,0.024,0.23,0.23300001,0.185,0.187,0.624,0.71900004,1.0,0.17,Linear_1S,dynamic
36.0,0.66,0.66,0.63900006,0.021000002,0.027,0.312,0.33400002,0.22800002,0.23600002,0.60800004,0.71300006,1.0,0.37800002,GP_1S,dynamic
36.0,2.8140001,2.811,2.693,0.12100001,0.102000006,0.40500003,0.42000002,0.32500002,0.33600003,2.617,3.0180001,1.0,0.36,Linear_1S,stoch
36.0,2.7710001,2.7710001,2.693,0.078,0.13700001,0.66400003,0.708,0.437,0.46400002,2.5040002,3.0370002,1.0,0.55200005,GP_1S,stoch
91.0,0.989,0.989,0.98700005,0.002,0.030000001,0.011000001,0.049000002,0.006,0.029000001,0.93200004,1.047,1.0,1.0,Linear_oracle,dynamic
91.0,0.98100007,0.98,0.98700005,-0.006,0.033,0.24300002,0.28300002,0.09,0.117000006,0.91700006,1.0450001,1.0,0.98600006,GP_oracle,dynamic
91.0,2.453,2.453,2.4450002,0.008,0.069000006,0.008,0.07700001,0.008,0.057000004,2.318,2.588,1.0,1.0,Linear_oracle,stoch
91.0,2.42,2.42,2.4450002,-0.025,0.075,0.333,0.372,0.124000005,0.15900001,2.2700002,2.571,1.0,0.97200006,GP_oracle,stoch
91.0,0.725,0.725,0.98700005,-0.26200002,0.053000003,0.48900002,0.49400002,0.35700002,0.36200002,0.62,0.83000004,0.0,0.23200001,Linear_observed,dynamic
91.0,0.47700003,0.47900003,0.98700005,-0.51000005,0.080000006,0.66200006,0.689,0.527,0.54800004,0.32000002,0.63600004,0.0,0.36800003,GP_observed,dynamic
91.0,1.8690001,1.868,2.4450002,-0.57600003,0.12100001,0.851,0.86100006,0.64900005,0.65800005,1.6290001,2.108,0.0,0.246,Linear_observed,stoch
91.0,2.0930002,2.094,2.4450002,-0.35200003,0.132,1.044,1.0940001,0.86800003,0.887,1.8410001,2.3530002,0.0,0.28800002,GP_observed,stoch
91.0,0.80500007,0.80300003,0.98700005,-0.18200001,0.052,0.393,0.448,0.29000002,0.337,0.708,0.91,0.0,0.814,Linear_3S,dynamic
91.0,2.056,2.055,2.4450002,-0.38900003,0.10700001,0.55300003,0.61700004,0.43800002,0.48900002,1.8520001,2.2700002,0.0,0.66800004,Linear_3S,stoch
91.0,0.762,0.76100004,0.98700005,-0.22500001,0.059000004,0.437,0.544,0.31100002,0.388,0.65000004,0.882,0.0,0.90400004,GP_3S,dynamic
91.0,1.9360001,1.9350001,2.4450002,-0.509,0.119,0.66300005,0.785,0.52400005,0.609,1.7070001,2.171,0.0,0.84400004,GP_3S,stoch
91.0,1.0370001,1.036,0.98700005,0.05,0.043,0.328,0.333,0.259,0.26200002,0.95100003,1.123,1.0,0.21800001,Linear_1S,dynamic
91.0,1.1,1.1,0.98700005,0.113000005,0.060000002,0.46800002,0.509,0.33600003,0.356,0.984,1.218,1.0,0.48600003,GP_1S,dynamic
91.0,2.5730002,2.571,2.4450002,0.128,0.1,0.36,0.37600002,0.28800002,0.29900002,2.3760002,2.7710001,1.0,0.41400003,Linear_1S,stoch
91.0,2.6720002,2.673,2.4450002,0.22700001,0.13900001,0.629,0.67600006,0.43800002,0.46600002,2.4,2.9420002,1.0,0.49400002,GP_1S,stoch
146.0,0.81100005,0.81100005,0.77400005,0.037,0.024,0.046000004,0.061000004,0.037,0.041,0.76500005,0.85700005,1.0,1.0,Linear_oracle,dynamic
146.0,0.795,0.795,0.77400005,0.021000002,0.025,0.1,0.157,0.057000004,0.082,0.74600005,0.845,1.0,1.0,GP_oracle,dynamic
146.0,2.7180002,2.7180002,2.6000001,0.11800001,0.07700001,0.13100001,0.156,0.11800001,0.123,2.568,2.8700001,1.0,1.0,Linear_oracle,stoch
146.0,2.6160002,2.6160002,2.6000001,0.016,0.083000004,0.261,0.34,0.12100001,0.16100001,2.4550002,2.776,1.0,0.998,GP_oracle,stoch
146.0,0.48100004,0.48200002,0.77400005,-0.293,0.036000002,0.44400004,0.44700003,0.33,0.33400002,0.41200003,0.551,0.0,0.19000001,Linear_observed,dynamic
146.0,0.384,0.384,0.77400005,-0.39000002,0.068,0.606,0.62600005,0.462,0.48000002,0.24900001,0.517,0.0,0.37600002,GP_observed,dynamic
146.0,1.6450001,1.646,2.6000001,-0.95500004,0.112,1.19,1.1960001,0.97400004,0.97900003,1.424,1.8650001,0.0,0.126,Linear_observed,stoch
146.0,1.7470001,1.746,2.6000001,-0.85300004,0.115,1.33,1.366,1.059,1.0780001,1.5220001,1.9690001,0.0,0.27,GP_observed,stoch
146.0,0.619,0.61800003,0.77400005,-0.155,0.043,0.32500002,0.37500003,0.23900001,0.28300002,0.537,0.707,0.0,0.836,Linear_3S,dynamic
146.0,2.1190002,2.118,2.6000001,-0.48100004,0.125,0.67700005,0.74200004,0.53400004,0.582,1.8750001,2.368,0.0,0.62,Linear_3S,stoch
146.0,0.574,0.573,0.77400005,-0.2,0.046000004,0.38500002,0.48000002,0.26900002,0.33200002,0.48400003,0.665,0.0,0.90800005,GP_3S,dynamic
146.0,1.9560001,1.9570001,2.6000001,-0.64400005,0.128,0.85600007,0.9710001,0.66400003,0.73,1.7040001,2.207,0.0,0.72800004,GP_3S,stoch
146.0,0.81600004,0.81500006,0.77400005,0.042000003,0.035,0.27100003,0.275,0.21800001,0.22200002,0.74700004,0.88500005,1.0,0.19800001,Linear_1S,dynamic
