idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,q025,q975,covering,mean_ind_cover,method,estimand
15.0,0.531,0.531,0.54,-0.009000001,0.014,0.012,0.033,0.009000001,0.016,0.504,0.558,1.0,1.0,Linear_oracle,dynamic
15.0,0.518,0.518,0.54,-0.022000002,0.015000001,0.17500001,0.19500001,0.057000004,0.067,0.48900002,0.54700005,1.0,0.94400007,GP_oracle,dynamic
15.0,2.607,2.607,2.6550002,-0.048,0.071,0.052,0.094000004,0.048,0.07,2.469,2.749,1.0,1.0,Linear_oracle,stoch
15.0,2.555,2.555,2.6550002,-0.1,0.074,0.42100003,0.453,0.18200001,0.20600002,2.41,2.6980002,1.0,0.8,GP_oracle,stoch
15.0,0.44700003,0.446,0.54,-0.093,0.030000001,0.24900001,0.254,0.17300001,0.177,0.388,0.507,0.0,0.252,Linear_observed,dynamic
15.0,0.326,0.32700002,0.54,-0.21400002,0.048,0.32000002,0.34800002,0.238,0.25800002,0.23,0.42000002,0.0,0.54800004,GP_observed,dynamic
15.0,1.8090001,1.8080001,2.6550002,-0.846,0.119,1.113,1.12,0.88900006,0.89400005,1.5790001,2.0440001,0.0,0.164,Linear_observed,stoch
15.0,1.8950001,1.8950001,2.6550002,-0.76000005,0.13000001,1.199,1.238,0.96900004,0.99100006,1.6450001,2.147,0.0,0.29200003,GP_observed,stoch
15.0,0.467,0.46600002,0.54,-0.07300001,0.025,0.201,0.23600002,0.14,0.171,0.41900003,0.518,0.0,0.878,Linear_3S,dynamic
15.0,2.2020001,2.2010002,2.6550002,-0.453,0.109000005,0.63600004,0.70500004,0.504,0.56,1.9930001,2.4180002,0.0,0.642,Linear_3S,stoch
15.0,0.448,0.448,0.54,-0.09200001,0.030000001,0.24200001,0.321,0.15400001,0.20600002,0.39100003,0.509,0.0,0.95000005,GP_3S,dynamic
15.0,2.089,2.089,2.6550002,-0.56600004,0.125,0.777,0.90900004,0.59000003,0.68600005,1.8420001,2.3330002,0.0,0.82400006,GP_3S,stoch
15.0,0.545,0.545,0.54,0.0050000004,0.019000001,0.18100001,0.185,0.134,0.13700001,0.508,0.582,1.0,0.18800001,Linear_1S,dynamic
15.0,0.554,0.554,0.54,0.014,0.026,0.24900001,0.279,0.17,0.18300001,0.503,0.606,1.0,0.41200003,GP_1S,dynamic
15.0,2.628,2.628,2.6550002,-0.027,0.097,0.38900003,0.40300003,0.30800003,0.31800002,2.433,2.8200002,1.0,0.39000002,Linear_1S,stoch
15.0,2.785,2.785,2.6550002,0.13000001,0.136,0.712,0.754,0.476,0.50100005,2.5140002,3.0500002,1.0,0.50200003,GP_1S,stoch
70.0,0.74700004,0.74700004,0.725,0.022000002,0.022000002,0.027,0.047000002,0.022000002,0.029000001,0.703,0.78900003,1.0,1.0,Linear_oracle,dynamic
70.0,0.73300004,0.73300004,0.725,0.008,0.026,0.15900001,0.21000001,0.062000003,0.089,0.68,0.78300005,1.0,0.99600005,GP_oracle,dynamic
70.0,2.69,2.6890001,2.615,0.075,0.078,0.082,0.11800001,0.074,0.09,2.535,2.838,1.0,1.0,Linear_oracle,stoch
70.0,2.627,2.628,2.615,0.012,0.079,0.21400002,0.28500003,0.096,0.14400001,2.469,2.779,1.0,1.0,GP_oracle,stoch
70.0,0.537,0.537,0.725,-0.18800001,0.042000003,0.37100002,0.37600002,0.27,0.275,0.45600003,0.62200004,0.0,0.254,Linear_observed,dynamic
70.0,0.42200002,0.42200002,0.725,-0.303,0.057000004,0.46,0.48700002,0.36100003,0.38000003,0.30900002,0.53300005,0.0,0.46600002,GP_observed,dynamic
70.0,1.9120001,1.909,2.615,-0.703,0.136,0.95900005,0.97,0.763,0.771,1.6480001,2.184,0.0,0.21400002,Linear_observed,stoch
70.0,1.9790001,1.978,2.615,-0.63600004,0.16100001,1.0940001,1.159,0.809,0.845,1.6660001,2.3000002,0.0,0.43400002,GP_observed,stoch
70.0,0.572,0.57100004,0.725,-0.15300001,0.041,0.31800002,0.354,0.22700001,0.26200002,0.49600002,0.657,0.0,0.79200006,Linear_3S,dynamic
70.0,2.124,2.1220002,2.615,-0.49100003,0.127,0.67600006,0.739,0.53800005,0.58500004,1.8790001,2.3790002,0.0,0.61600006,Linear_3S,stoch
70.0,0.563,0.56200004,0.725,-0.162,0.05,0.356,0.476,0.24100001,0.321,0.469,0.66400003,0.0,0.92800003,GP_3S,dynamic
70.0,2.002,2.002,2.615,-0.61300004,0.134,0.78800005,0.93200004,0.629,0.72,1.741,2.263,0.0,0.84400004,GP_3S,stoch
70.0,0.757,0.757,0.725,0.032,0.034,0.26200002,0.266,0.20400001,0.208,0.69100004,0.82400006,1.0,0.24800001,Linear_1S,dynamic
70.0,0.735,0.73600006,0.725,0.010000001,0.042000003,0.314,0.36,0.22600001,0.24900001,0.65000004,0.81600004,1.0,0.546,GP_1S,dynamic
70.0,2.776,2.775,2.615,0.16100001,0.120000005,0.44000003,0.45800003,0.351,0.363,2.5430002,3.0140002,1.0,0.39400002,Linear_1S,stoch
70.0,2.7270002,2.7270002,2.615,0.112,0.15300001,0.56200004,0.63100004,0.40500003,0.44400004,2.4310002,3.032,1.0,0.59400004,GP_1S,stoch
125.0,0.70000005,0.70000005,0.679,0.021000002,0.018000001,0.028,0.046000004,0.021000002,0.027,0.66400003,0.73600006,1.0,1.0,Linear_oracle,dynamic
125.0,0.68,0.68,0.679,0.001,0.021000002,0.12200001,0.18100001,0.048,0.075,0.637,0.721,1.0,1.0,GP_oracle,dynamic
125.0,2.71,2.7110002,2.6260002,0.08400001,0.074,0.093,0.124000005,0.085,0.095000006,2.5640001,2.855,1.0,1.0,Linear_oracle,stoch
125.0,2.647,2.6480002,2.6260002,0.021000002,0.079,0.337,0.40600002,0.133,0.16800001,2.49,2.8030002,1.0,0.994,GP_oracle,stoch
125.0,0.55600005,0.55600005,0.679,-0.123,0.038000003,0.323,0.328,0.23300001,0.238,0.48000002,0.63100004,0.0,0.22200002,Linear_observed,dynamic
125.0,0.48900002,0.48900002,0.679,-0.19000001,0.071,0.39200002,0.42700002,0.268,0.30100003,0.351,0.629,0.0,0.64000005,GP_observed,dynamic
125.0,1.9060001,1.9050001,2.6260002,-0.72,0.126,1.0090001,1.018,0.791,0.8,1.6570001,2.151,0.0,0.208,Linear_observed,stoch
125.0,2.051,2.049,2.6260002,-0.57500005,0.15900001,1.212,1.2830001,0.94900006,0.97900003,1.748,2.371,0.0,0.32000002,GP_observed,stoch
125.0,0.582,0.58100003,0.679,-0.097,0.035,0.261,0.29900002,0.18800001,0.22000001,0.517,0.65300006,0.0,0.84000003,Linear_3S,dynamic
125.0,2.2840002,2.282,2.6260002,-0.342,0.13000001,0.568,0.656,0.44500002,0.513,2.033,2.545,0.0,0.75200003,Linear_3S,stoch
125.0,0.53900003,0.53900003,0.679,-0.14,0.044000003,0.34600002,0.46300003,0.21900001,0.282,0.45100003,0.625,0.0,0.93000007,GP_3S,dynamic
125.0,2.108,2.107,2.6260002,-0.518,0.14500001,0.81200004,0.99500006,0.574,0.697,1.8260001,2.3920002,0.0,0.92,GP_3S,stoch
125.0,0.74,0.739,0.679,0.061000004,0.028,0.23200001,0.23600002,0.18800001,0.19000001,0.68500006,0.79600006,0.0,0.194,Linear_1S,dynamic
125.0,0.73600006,0.73700005,0.679,0.057000004,0.048,0.35200003,0.42100003,0.23400001,0.26000002,0.638,0.82800007,1.0,0.51000005,GP_1S,dynamic
125.0,2.982,2.9800003,2.6260002,0.356,0.12100001,0.536,0.551,0.44200003,0.45100003,2.7470002,3.2240002,0.0,0.272,Linear_1S,stoch
125.0,3.0470002,3.0500002,2.6260002,0.42100003,0.17600001,0.92,1.0020001,0.711,0.731,2.7020001,3.3890002,0.0,0.34800002,GP_1S,stoch
180.0,0.57100004,0.57100004,0.578,-0.007,0.014,0.009000001,0.032,0.007,0.016,0.544,0.59800005,1.0,1.0,Linear_oracle,dynamic
180.0,0.55600005,0.55600005,0.578,-0.022000002,0.015000001,0.14600001,0.17500001,0.042000003,0.060000002,0.52500004,0.58500004,1.0,0.99200004,GP_oracle,dynamic
180.0,2.654,2.654,2.69,-0.036000002,0.066,0.039,0.083000004,0.035,0.062000003,2.523,2.7830002,1.0,1.0,Linear_oracle,stoch
180.0,2.6490002,2.65,2.69,-0.041,0.069000006,0.365,0.40100002,0.13800001,0.17,2.509,2.785,1.0,0.952,GP_oracle,stoch
180.0,0.49500003,0.49400002,0.578,-0.083000004,0.038000003,0.277,0.282,0.2,0.20400001,0.42200002,0.57000005,0.0,0.27400002,Linear_observed,dynamic
180.0,0.39000002,0.39000002,0.578,-0.18800001,0.056,0.37500003,0.40600002,0.282,0.307,0.279,0.50100005,0.0,0.568,GP_observed,dynamic
180.0,1.9240001,1.922,2.69,-0.76600003,0.13700001,1.085,1.095,0.84000003,0.84900004,1.659,2.2,0.0,0.22000001,Linear_observed,stoch
180.0,2.019,2.0180001,2.69,-0.671,0.15100001,1.2540001,1.3160001,0.92800003,0.95900005,1.7240001,2.321,0.0,0.36400002,GP_observed,stoch
180.0,0.50100005,0.5,0.578,-0.07700001,0.027,0.208,0.25100002,0.15400001,0.187,0.44900003,0.55700004,0.0,0.87000006,Linear_3S,dynamic
180.0,2.255,2.253,2.69,-0.43500003,0.10700001,0.62100005,0.689,0.5,0.55,2.0500002,2.469,0.0,0.63600004,Linear_3S,stoch
180.0,0.47000003,0.469,0.578,-0.108,0.032,0.28100002,0.363,0.172,0.224,0.40600002,0.53300005,0.0,0.92,GP_3S,dynamic
180.0,2.0990002,2.098,2.69,-0.591,0.11800001,0.794,0.91200006,0.61600006,0.68700004,1.866,2.331,0.0,0.77800006,GP_3S,stoch
180.0,0.57600003,0.57600003,0.578,-0.002,0.020000001,0.185,0.18900001,0.143,0.14600001,0.537,0.614,1.0,0.21200001,Linear_1S,dynamic
180.0,0.55,0.55200005,0.578,-0.028,0.030000001,0.27400002,0.32000002,0.16800001,0.186,0.48400003,0.605,1.0,0.46400002,GP_1S,dynamic
180.0,2.64,2.638,2.69,-0.05,0.096,0.39400002,0.40800002,0.314,0.324,2.4510002,2.825,1.0,0.358,Linear_1S,stoch
180.0,2.6490002,2.647,2.69,-0.041,0.125,0.605,0.67300004,0.39800003,0.42700002,2.4020002,2.8950002,1.0,0.58000004,GP_1S,stoch
235.0,0.85200006,0.851,0.83800006,0.014,0.023000002,0.056,0.07,0.027,0.036000002,0.80600005,0.89800006,1.0,1.0,Linear_oracle,dynamic
235.0,0.82400006,0.823,0.83800006,-0.014,0.025,0.20300001,0.24200001,0.07,0.095000006,0.77400005,0.874,1.0,0.99200004,GP_oracle,dynamic
235.0,2.528,2.5270002,2.4880002,0.040000003,0.07,0.042000003,0.08800001,0.040000003,0.069000006,2.3920002,2.6660001,1.0,1.0,Linear_oracle,stoch
235.0,2.4720001,2.4720001,2.4880002,-0.016,0.075,0.34,0.38000003,0.112,0.15200001,2.325,2.618,1.0,0.97200006,GP_oracle,stoch
235.0,0.63000005,0.629,0.83800006,-0.208,0.05,0.411,0.41700003,0.30200002,0.307,0.53300005,0.72900003,0.0,0.254,Linear_observed,dynamic
235.0,0.45200002,0.45100003,0.83800006,-0.386,0.07700001,0.52400005,0.55200005,0.41000003,0.43,0.30100003,0.60400003,0.0,0.44000003,GP_observed,dynamic
235.0,1.746,1.7440001,2.4880002,-0.74200004,0.123,0.97,0.97900003,0.767,0.77400005,1.508,1.9900001,0.0,0.18800001,Linear_observed,stoch
235.0,1.817,1.8180001,2.4880002,-0.671,0.143,1.079,1.139,0.81000006,0.84400004,1.5400001,2.098,0.0,0.36400002,GP_observed,stoch
235.0,0.665,0.66400003,0.83800006,-0.17300001,0.036000002,0.337,0.36600003,0.246,0.273,0.597,0.74,0.0,0.716,Linear_3S,dynamic
235.0,2.0240002,2.023,2.4880002,-0.46400002,0.105000004,0.63600004,0.68500006,0.50200003,0.54200006,1.8220001,2.237,0.0,0.57000005,Linear_3S,stoch
235.0,0.637,0.637,0.83800006,-0.201,0.042000003,0.386,0.48600003,0.26500002,0.32500002,0.55300003,0.72,0.0,0.89400005,GP_3S,dynamic
235.0,1.886,1.886,2.4880002,-0.60200006,0.112,0.74,0.84700006,0.614,0.67600006,1.667,2.108,0.0,0.74600005,GP_3S,stoch
235.0,0.83100003,0.83000004,0.83800006,-0.007,0.031000001,0.261,0.26500002,0.202,0.20500001,0.76900005,0.89300007,1.0,0.21800001,Linear_1S,dynamic
235.0,0.77900004,0.78000003,0.83800006,-0.059000004,0.040000003,0.35300002,0.395,0.238,0.254,0.69600004,0.85600007,1.0,0.46400002,GP_1S,dynamic
235.0,2.5700002,2.568,2.4880002,0.082,0.101,0.379,0.39400002,0.30900002,0.319,2.3730001,2.7710001,1.0,0.354,Linear_1S,stoch
235.0,2.433,2.433,2.4880002,-0.055000003,0.14400001,0.46600002,0.532,0.333,0.37,2.151,2.7180002,1.0,0.67200005,GP_1S,stoch
290.0,0.86100006,0.86100006,0.851,0.010000001,0.025,0.015000001,0.045,0.012,0.027,0.81100005,0.91,1.0,1.0,Linear_oracle,dynamic
290.0,0.84000003,0.84000003,0.851,-0.011000001,0.030000001,0.20300001,0.24700001,0.075,0.09900001,0.78000003,0.89800006,1.0,0.998,GP_oracle,dynamic
290.0,2.7700002,2.7700002,2.736,0.034,0.082,0.040000003,0.098000005,0.035,0.072000004,2.607,2.9290001,1.0,1.0,Linear_oracle,stoch
290.0,2.66,2.66,2.736,-0.076000005,0.09200001,0.44700003,0.507,0.172,0.209,2.4780002,2.841,1.0,0.984,GP_oracle,stoch
290.0,0.675,0.674,0.851,-0.17600001,0.051000003,0.39200002,0.39800003,0.296,0.30100003,0.573,0.77500004,0.0,0.24200001,Linear_observed,dynamic
290.0,0.42000002,0.42000002,0.851,-0.43100002,0.07700001,0.58000004,0.606,0.46400002,0.48100004,0.26900002,0.57100004,0.0,0.39400002,GP_observed,dynamic
290.0,1.9110001,1.9100001,2.736,-0.82500005,0.13000001,1.1040001,1.113,0.887,0.89300007,1.6520001,2.1650002,0.0,0.162,Linear_observed,stoch
290.0,2.135,2.134,2.736,-0.601,0.157,1.276,1.335,1.0040001,1.028,1.8260001,2.444,0.0,0.32000002,GP_observed,stoch
290.0,0.75200003,0.75100005,0.851,-0.09900001,0.048,0.293,0.351,0.223,0.27,0.661,0.85,0.0,0.878,Linear_3S,dynamic
290.0,2.3500001,2.3490002,2.736,-0.386,0.135,0.595,0.684,0.48000002,0.544,2.0900002,2.6200001,0.0,0.71800005,Linear_3S,stoch
290.0,0.721,0.721,0.851,-0.13000001,0.061000004,0.40500003,0.56200004,0.259,0.35900003,0.601,0.841,0.0,0.97400004,GP_3S,dynamic
