idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,MAPE_all,rel_RMSE,rel_RMSE_all,q025,q975,covering,mean_ind_cover,method,estimand
12.0,0.48400003,0.48200002,0.69200003,-0.208,0.071,0.35300002,0.374,0.208,0.21000001,0.30100003,0.277,0.51000005,0.54,0.35000002,0.62700003,0.0,0.896,Linear_oracle,dynamic
12.0,0.512,0.504,0.69200003,-0.18,0.093,0.284,0.337,0.18100001,0.19100001,0.27,0.26900002,0.41000003,0.48700002,0.35700002,0.71800005,1.0,1.0,BYM_oracle,dynamic
12.0,1.8320001,1.825,2.6200001,-0.78800005,0.266,0.823,0.873,0.78900003,0.78900003,0.30100003,0.30100003,0.314,0.333,1.327,2.3720002,0.0,0.0,Linear_oracle,stoch
12.0,1.9380001,1.909,2.6200001,-0.68200004,0.351,0.71800005,0.81100005,0.68200004,0.707,0.26900002,0.268,0.27400002,0.30900002,1.3570001,2.726,1.0,1.0,BYM_oracle,stoch
12.0,0.256,0.25500003,0.69200003,-0.43600002,0.07,0.61600006,0.62600005,0.446,0.45000002,0.63000005,541.762,0.89000005,0.90500003,0.12100001,0.39200002,0.0,0.24400002,Linear_observed,dynamic
12.0,0.34500003,0.305,0.69200003,-0.347,0.19700001,0.46800002,0.64900005,0.35700002,0.43400002,0.541,734.056,0.67600006,0.93700004,0.124000005,0.83900005,1.0,0.476,BYM_observed,dynamic
12.0,0.96400005,0.9620001,2.6200001,-1.6560001,0.245,1.8160001,1.835,1.6560001,1.6570001,0.632,0.606,0.693,0.70000005,0.48700002,1.4460001,0.0,0.026,Linear_observed,stoch
12.0,1.3080001,1.1520001,2.6200001,-1.312,0.726,1.5090001,1.6840001,1.3130001,1.442,0.53900003,0.526,0.57600003,0.643,0.51000005,3.1250002,1.0,0.814,BYM_observed,stoch
12.0,0.36100003,0.35700002,0.69200003,-0.33100003,0.072000004,0.531,0.55200005,0.363,0.38000003,0.47900003,1077.5131,0.767,0.79700005,0.22900002,0.51100004,0.0,0.558,Linear_3S,dynamic
12.0,1.396,1.3850001,2.6200001,-1.2240001,0.27600002,1.3560001,1.4000001,1.225,1.2320001,0.467,0.448,0.517,0.53400004,0.88500005,1.9610001,0.0,0.16600001,Linear_3S,stoch
12.0,0.41500002,0.38500002,0.69200003,-0.277,0.17,0.46,0.697,0.32200003,0.39800003,0.43600002,1308.8201,0.665,1.0070001,0.21000001,0.87100005,1.0,0.846,BYM_3S,dynamic
12.0,1.605,1.491,2.6200001,-1.0150001,0.65500003,1.1550001,1.36,1.016,1.1550001,0.42700002,0.42700002,0.441,0.51900005,0.86600006,3.361,1.0,0.96000004,BYM_3S,stoch
12.0,0.517,0.51500005,0.69200003,-0.17500001,0.097,0.42600003,0.44700003,0.289,0.3,0.25800002,2126.3901,0.615,0.646,0.33600003,0.71900004,1.0,0.44200003,Linear_1S,dynamic
12.0,0.58400005,0.56100005,0.69200003,-0.108,0.162,0.30600002,0.45600003,0.231,0.28800002,0.23200001,2204.2021,0.44200003,0.65900004,0.356,0.99000007,1.0,0.61200005,BYM_1S,dynamic
12.0,2.006,1.9950001,2.6200001,-0.614,0.377,0.76600003,0.86500007,0.637,0.694,0.24300002,0.25100002,0.29200003,0.33,1.3010001,2.792,1.0,0.66,Linear_1S,stoch
12.0,2.265,2.173,2.6200001,-0.35500002,0.628,0.57600003,0.86800003,0.448,0.66700006,0.22200002,0.24900001,0.22000001,0.33100003,1.3770001,3.8360002,1.0,0.994,BYM_1S,stoch
67.0,0.55600005,0.554,0.69200003,-0.136,0.071,0.25,0.279,0.13700001,0.14400001,0.2,0.18,0.36100003,0.404,0.42100003,0.697,1.0,0.896,Linear_oracle,dynamic
67.0,0.85,0.804,0.69200003,0.158,0.23900001,0.37500003,0.62,0.158,0.224,0.294,0.245,0.54200006,0.896,0.51500005,1.4530001,1.0,1.0,BYM_oracle,dynamic
67.0,2.102,2.0960002,2.6200001,-0.518,0.266,0.536,0.609,0.518,0.526,0.2,0.202,0.20400001,0.23300001,1.5960001,2.6350002,1.0,0.53800005,Linear_oracle,stoch
67.0,3.2220001,3.048,2.6200001,0.60200006,0.90800005,0.60800004,1.1220001,0.60200006,0.77900004,0.29500002,0.30400002,0.23200001,0.42800003,1.9520001,5.505,1.0,1.0,BYM_oracle,stoch
67.0,0.34,0.33900002,0.69200003,-0.35200003,0.066,0.51500005,0.527,0.37500003,0.379,0.508,828.421,0.744,0.762,0.21100001,0.47300002,0.0,0.31800002,Linear_observed,dynamic
67.0,0.588,0.483,0.69200003,-0.104,0.32900003,0.41300002,0.81700003,0.30400002,0.40800002,0.39900002,1470.06,0.596,1.1810001,0.24900001,1.4890001,1.0,0.76000005,BYM_observed,dynamic
67.0,1.284,1.2800001,2.6200001,-1.3360001,0.24400002,1.5220001,1.544,1.3360001,1.342,0.51000005,0.48100004,0.58100003,0.58900005,0.81200004,1.7700001,0.0,0.108,Linear_observed,stoch
67.0,2.216,1.8210001,2.6200001,-0.404,1.235,0.837,1.5120001,0.624,1.1520001,0.39800003,0.43800002,0.319,0.577,0.95100003,5.602,1.0,0.99200004,BYM_observed,stoch
67.0,0.47800002,0.47400004,0.69200003,-0.21400002,0.09,0.4,0.446,0.284,0.319,0.31100002,1654.8611,0.578,0.64400005,0.31500003,0.666,0.0,0.79600006,Linear_3S,dynamic
67.0,1.7400001,1.7310001,2.6200001,-0.88000005,0.31,1.0150001,1.095,0.883,0.919,0.33600003,0.33200002,0.38700002,0.418,1.172,2.3790002,0.0,0.50200003,Linear_3S,stoch
67.0,0.59800005,0.56,0.69200003,-0.094000004,0.29700002,0.279,0.698,0.208,0.37500003,0.33100003,1876.9441,0.40300003,1.008,-0.134,1.337,1.0,0.96400005,BYM_3S,dynamic
67.0,2.1920002,2.0440001,2.6200001,-0.42800003,1.088,0.65000004,1.3180001,0.504,0.97300005,0.337,0.37100002,0.24800001,0.503,-0.47700003,4.918,1.0,1.0,BYM_3S,stoch
67.0,0.694,0.69000006,0.69200003,0.002,0.109000005,0.31300002,0.34600002,0.245,0.261,0.125,3096.2842,0.45200002,0.5,0.49300003,0.92100006,1.0,0.48400003,Linear_1S,dynamic
67.0,0.81900007,0.786,0.69200003,0.127,0.19900002,0.26500002,0.43800002,0.21900001,0.294,0.24300002,3467.8022,0.38300002,0.633,0.52900004,1.32,1.0,0.55600005,BYM_1S,dynamic
67.0,2.4870002,2.4720001,2.6200001,-0.133,0.37800002,0.42900002,0.59000003,0.33200002,0.45200002,0.124000005,0.172,0.164,0.22500001,1.784,3.275,1.0,0.906,Linear_1S,stoch
67.0,2.946,2.8200002,2.6200001,0.326,0.71400005,0.527,0.91,0.425,0.65300006,0.21000001,0.264,0.201,0.347,1.917,4.763,1.0,0.95800006,BYM_1S,stoch
122.0,0.37600002,0.37500003,0.69200003,-0.316,0.059000004,0.54300004,0.55300003,0.316,0.316,0.45600003,0.409,0.78400004,0.8,0.26500002,0.49600002,0.0,0.1,Linear_oracle,dynamic
122.0,0.53800005,0.51100004,0.69200003,-0.15400001,0.15200001,0.21100001,0.381,0.15400001,0.20600002,0.27400002,0.29900002,0.30400002,0.55,0.323,0.91200006,1.0,1.0,BYM_oracle,dynamic
122.0,1.4250001,1.4180001,2.6200001,-1.195,0.22200002,1.245,1.269,1.1960001,1.1960001,0.45600003,0.45600003,0.47500002,0.48400003,1.005,1.8740001,0.0,0.0,Linear_oracle,stoch
122.0,2.042,1.9380001,2.6200001,-0.578,0.578,0.624,0.87100005,0.578,0.72200006,0.273,0.272,0.238,0.33200002,1.225,3.4610002,1.0,1.0,BYM_oracle,stoch
122.0,0.27100003,0.27,0.69200003,-0.42100003,0.068,0.651,0.661,0.44200003,0.446,0.609,784.07,0.94100004,0.95400006,0.13900001,0.407,0.0,0.30400002,Linear_observed,dynamic
122.0,0.335,0.305,0.69200003,-0.35700002,0.162,0.497,0.623,0.37300003,0.42600003,0.53800005,838.90106,0.71800005,0.90000004,0.126,0.78000003,1.0,0.48400003,BYM_observed,dynamic
122.0,1.0090001,1.0070001,2.6200001,-1.6110001,0.24200001,1.771,1.7900001,1.6120001,1.613,0.615,0.59000003,0.67600006,0.683,0.53900003,1.496,0.0,0.040000003,Linear_observed,stoch
122.0,1.2620001,1.1450001,2.6200001,-1.358,0.596,1.5450001,1.6650001,1.358,1.4410001,0.53900003,0.52500004,0.59000003,0.63500005,0.51000005,2.904,1.0,0.71000004,BYM_observed,stoch
122.0,0.29500002,0.29200003,0.69200003,-0.397,0.076000005,0.63600004,0.651,0.41900003,0.43100002,0.574,854.40906,0.919,0.94100004,0.157,0.45000002,0.0,0.49800003,Linear_3S,dynamic
122.0,1.1290001,1.118,2.6200001,-1.491,0.284,1.613,1.6480001,1.4920001,1.493,0.569,0.551,0.61600006,0.629,0.605,1.7060001,0.0,0.048,Linear_3S,stoch
122.0,0.34800002,0.32700002,0.69200003,-0.344,0.224,0.492,0.75500005,0.36200002,0.45000002,0.54300004,777.37506,0.711,1.0910001,0.076000005,0.938,1.0,0.652,BYM_3S,dynamic
122.0,1.332,1.256,2.6200001,-1.2880001,0.859,1.437,1.687,1.289,1.4440001,0.53900003,0.53800005,0.54800004,0.64400005,0.30100003,3.5990002,1.0,0.96000004,BYM_3S,stoch
