idx,mean,median,true,bias,std,RMSE,MAE,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
5.0,5.136,5.136,5.181,-0.045,0.060000002,0.108,0.081,0.028,5.0220003,5.2520003,1.0,1.0,Linear_oracle,dynamic
5.0,5.0550003,5.0550003,5.181,-0.126,0.07700001,0.58900005,0.24300002,0.05,4.906,5.2050004,1.0,0.92,GP_oracle,dynamic
5.0,5.7850003,5.7850003,5.852,-0.067,0.07300001,0.12100001,0.097,0.030000001,5.643,5.9280005,1.0,0.91400003,Linear_oracle,stoch
5.0,5.578,5.578,5.852,-0.27400002,0.09200001,1.0220001,0.40100002,0.054,5.3970003,5.756,0.0,0.89400005,GP_oracle,stoch
5.0,4.143,4.143,5.181,-1.0380001,0.067,1.562,1.1290001,0.26900002,4.01,4.275,0.0,0.14400001,Linear_observed,dynamic
5.0,3.9510002,3.9510002,5.181,-1.23,0.113000005,1.9330001,1.5220001,0.42100003,3.732,4.1740003,0.0,0.24200001,GP_observed,dynamic
5.0,5.011,5.012,5.852,-0.841,0.104,1.6060001,1.047,0.19600001,4.808,5.214,0.0,0.24400002,Linear_observed,stoch
5.0,6.1930003,6.1910005,5.852,0.34100002,0.193,1.24,0.98200005,0.20600002,5.813,6.5690002,1.0,0.30600002,GP_observed,stoch
5.0,4.9760003,4.9750004,5.181,-0.20500001,0.083000004,0.597,0.462,0.116000004,4.814,5.142,0.0,0.88000005,Linear_3S,dynamic
5.0,4.7980003,4.7980003,5.181,-0.38300002,0.09900001,0.81700003,0.573,0.12900001,4.603,4.993,0.0,0.864,GP_3S,dynamic
5.0,5.5220003,5.5200005,5.852,-0.33,0.096,0.64500004,0.48900002,0.09200001,5.3300004,5.7120004,0.0,0.81600004,Linear_3S,stoch
5.0,5.201,5.2040005,5.852,-0.651,0.124000005,1.1860001,0.74100006,0.113000005,4.9490004,5.4350004,0.0,0.80600005,GP_3S,stoch
5.0,5.122,5.122,5.181,-0.059000004,0.064,0.51100004,0.402,0.106000006,4.9950004,5.248,1.0,0.31800002,Linear_1S,dynamic
5.0,5.0740004,5.076,5.181,-0.10700001,0.093,0.74300003,0.51600003,0.124000005,4.8900003,5.2570004,1.0,0.50600004,GP_1S,dynamic
5.0,5.7370005,5.7370005,5.852,-0.115,0.079,0.48900002,0.381,0.076000005,5.5820003,5.8900003,1.0,0.32200003,Linear_1S,stoch
5.0,5.545,5.5470004,5.852,-0.307,0.108,1.047,0.625,0.096,5.3290005,5.755,0.0,0.46800002,GP_1S,stoch
60.0,4.842,4.842,4.874,-0.032,0.056,0.060000002,0.051000003,0.013,4.734,4.951,1.0,1.0,Linear_oracle,dynamic
60.0,4.728,4.728,4.874,-0.14600001,0.07700001,0.45000002,0.22500001,0.072000004,4.577,4.8760004,1.0,0.92800003,GP_oracle,dynamic
60.0,5.9880004,5.9880004,5.9930005,-0.0050000004,0.085,0.048,0.036000002,0.006,5.8230004,6.155,1.0,1.0,Linear_oracle,stoch
60.0,5.7300005,5.734,5.9930005,-0.263,0.11800001,1.0450001,0.40600002,0.05,5.4900002,5.9470005,0.0,0.892,GP_oracle,stoch
60.0,4.0010004,4.0,4.874,-0.873,0.067,1.478,0.989,0.23900001,3.8700001,4.131,0.0,0.23200001,Linear_observed,dynamic
60.0,3.91,3.91,4.874,-0.96400005,0.136,1.789,1.3870001,0.43300003,3.6430001,4.178,0.0,0.264,GP_observed,dynamic
60.0,5.037,5.037,5.9930005,-0.95600003,0.117000006,1.636,1.1010001,0.17400001,4.8040004,5.2650003,0.0,0.256,Linear_observed,stoch
60.0,6.3030005,6.307,5.9930005,0.31,0.279,1.4280001,1.046,0.17600001,5.7530003,6.84,1.0,0.41000003,GP_observed,stoch
60.0,4.747,4.7450004,4.874,-0.127,0.081,0.546,0.42200002,0.119,4.5930004,4.9110003,1.0,0.88400006,Linear_3S,dynamic
60.0,4.5620003,4.563,4.874,-0.312,0.10700001,0.711,0.53000003,0.162,4.349,4.7710004,0.0,0.88400006,GP_3S,dynamic
60.0,5.6580005,5.656,5.9930005,-0.335,0.113000005,0.62100005,0.47100002,0.078,5.4370003,5.885,0.0,0.84000003,Linear_3S,stoch
60.0,5.347,5.354,5.9930005,-0.646,0.172,1.294,0.777,0.113000005,4.9890003,5.663,0.0,0.818,GP_3S,stoch
60.0,4.8890004,4.888,4.874,0.015000001,0.065000005,0.49600002,0.39800003,0.120000005,4.763,5.017,1.0,0.33400002,Linear_1S,dynamic
60.0,4.7580004,4.76,4.874,-0.116000004,0.093,0.628,0.47500002,0.157,4.5730004,4.938,1.0,0.546,GP_1S,dynamic
60.0,5.9500003,5.9500003,5.9930005,-0.043,0.098000005,0.469,0.36800003,0.067,5.76,6.143,1.0,0.38200003,Linear_1S,stoch
60.0,5.668,5.6800003,5.9930005,-0.32500002,0.15300001,1.0760001,0.634,0.096,5.3250003,5.9350004,0.0,0.522,GP_1S,stoch
115.0,4.795,4.795,4.7460003,0.049000002,0.067,0.113000005,0.081,0.040000003,4.664,4.9280005,1.0,1.0,Linear_oracle,dynamic
115.0,4.612,4.6130004,4.7460003,-0.134,0.089,0.513,0.22100002,0.186,4.4360003,4.7840004,1.0,0.938,GP_oracle,dynamic
115.0,5.6930003,5.6920004,5.61,0.083000004,0.086,0.136,0.095000006,0.015000001,5.524,5.8620005,1.0,1.0,Linear_oracle,stoch
115.0,5.4150004,5.4160004,5.61,-0.19500001,0.117000006,0.85800004,0.314,0.052,5.181,5.6400003,1.0,0.91,GP_oracle,stoch
115.0,3.532,3.532,4.7460003,-1.2140001,0.069000006,1.6600001,1.256,0.528,3.3960001,3.6650002,0.0,0.106000006,Linear_observed,dynamic
115.0,3.302,3.302,4.7460003,-1.4440001,0.117000006,2.115,1.631,0.56700003,3.0740001,3.528,0.0,0.28,GP_observed,dynamic
115.0,4.691,4.6920004,5.61,-0.919,0.13000001,1.6190001,1.133,0.208,4.434,4.9420004,0.0,0.224,Linear_observed,stoch
115.0,6.0460005,6.044,5.61,0.43600002,0.22900002,1.4540001,1.159,0.223,5.598,6.5060005,1.0,0.272,GP_observed,stoch
115.0,4.55,4.5480003,4.7460003,-0.19600001,0.093,0.55,0.43800002,0.19900002,4.3700004,4.737,0.0,0.90800005,Linear_3S,dynamic
115.0,4.215,4.217,4.7460003,-0.531,0.125,0.938,0.67600006,0.259,3.966,4.4550004,0.0,0.85800004,GP_3S,dynamic
115.0,5.3500004,5.348,5.61,-0.26000002,0.11400001,0.55700004,0.432,0.081,5.1280003,5.578,0.0,0.8880001,Linear_3S,stoch
115.0,4.899,4.905,5.61,-0.711,0.16600001,1.3670001,0.82000005,0.13800001,4.559,5.21,0.0,0.836,GP_3S,stoch
115.0,4.7110004,4.7110004,4.7460003,-0.035,0.07300001,0.514,0.409,0.193,4.57,4.8560004,1.0,0.33600003,Linear_1S,dynamic
115.0,4.5540004,4.5530005,4.7460003,-0.192,0.116000004,0.80200005,0.54300004,0.25800002,4.329,4.78,1.0,0.536,GP_1S,dynamic
115.0,5.591,5.591,5.61,-0.019000001,0.094000004,0.47800002,0.377,0.07300001,5.407,5.7780004,1.0,0.34,Linear_1S,stoch
115.0,5.314,5.3170004,5.61,-0.296,0.149,1.148,0.65300006,0.113000005,5.0150003,5.603,0.0,0.54200006,GP_1S,stoch
170.0,4.6590004,4.6590004,4.7000003,-0.041,0.053000003,0.095000006,0.08800001,0.026,4.556,4.762,1.0,1.0,Linear_oracle,dynamic
170.0,4.691,4.69,4.7000003,-0.009000001,0.075,0.347,0.22100002,0.134,4.544,4.84,1.0,0.92800003,GP_oracle,dynamic
170.0,5.8030005,5.8040004,5.867,-0.064,0.072000004,0.071,0.064,0.011000001,5.663,5.9430003,1.0,1.0,Linear_oracle,stoch
170.0,5.7130003,5.716,5.867,-0.15400001,0.102000006,0.88500005,0.40600002,0.055000003,5.5080004,5.9100003,1.0,0.83400005,GP_oracle,stoch
170.0,3.5430002,3.5430002,4.7000003,-1.1570001,0.081,1.5790001,1.1960001,0.38500002,3.384,3.7020001,0.0,0.120000005,Linear_observed,dynamic
170.0,2.884,2.8850002,4.7000003,-1.8160001,0.12200001,2.4060001,1.963,0.64000005,2.6430001,3.1230001,0.0,0.20600002,GP_observed,dynamic
170.0,5.006,5.006,5.867,-0.86100006,0.115,1.641,1.1470001,0.19600001,4.782,5.227,0.0,0.21800001,Linear_observed,stoch
170.0,6.379,6.38,5.867,0.512,0.20300001,1.396,1.115,0.19800001,5.977,6.775,0.0,0.27400002,GP_observed,stoch
170.0,4.572,4.572,4.7000003,-0.128,0.079,0.54,0.42100003,0.148,4.42,4.73,1.0,0.91200006,Linear_3S,dynamic
170.0,4.464,4.4630003,4.7000003,-0.23600002,0.102000006,0.624,0.47500002,0.186,4.2650003,4.664,0.0,0.896,GP_3S,dynamic
170.0,5.6340003,5.6330004,5.867,-0.23300001,0.101,0.56,0.43800002,0.07700001,5.4340005,5.834,0.0,0.874,Linear_3S,stoch
170.0,5.3450003,5.347,5.867,-0.522,0.14600001,1.2650001,0.735,0.109000005,5.052,5.6270003,0.0,0.87000006,GP_3S,stoch
170.0,4.664,4.664,4.7000003,-0.036000002,0.058000002,0.50200003,0.40100002,0.148,4.5480003,4.7790003,1.0,0.30400002,Linear_1S,dynamic
