idx,mean,median,true,bias,std,RMSE,MAE,q025,q975,covering,mean_ind_cover,method,estimand
42.0,0.91,0.91,0.93200004,-0.022000002,0.028,0.027,0.024,0.85600007,0.96500003,1.0,1.0,Linear_oracle,dynamic
42.0,0.82100004,0.82100004,0.93200004,-0.11100001,0.039,0.15300001,0.123,0.744,0.89900005,0.0,0.41000003,GP_oracle,dynamic
42.0,3.8450003,3.8450003,3.9310002,-0.086,0.113000005,0.091000006,0.086,3.6230001,4.07,1.0,1.0,Linear_oracle,stoch
42.0,3.3550003,3.357,3.9310002,-0.57600003,0.178,0.60400003,0.57600003,3.0030003,3.6990001,0.0,0.128,GP_oracle,stoch
42.0,0.544,0.545,0.93200004,-0.388,0.039,0.49300003,0.41000003,0.46600002,0.62200004,0.0,0.126,Linear_observed,dynamic
42.0,0.326,0.326,0.93200004,-0.606,0.07300001,0.679,0.60800004,0.18300001,0.467,0.0,0.11800001,GP_observed,dynamic
42.0,2.4550002,2.456,3.9310002,-1.4760001,0.172,1.6680001,1.4770001,2.1100001,2.7940001,0.0,0.016,Linear_observed,stoch
42.0,2.9880002,2.9870002,3.9310002,-0.943,0.25300002,1.7220001,1.4920001,2.503,3.496,0.0,0.29200003,GP_observed,stoch
42.0,0.768,0.76600003,0.93200004,-0.164,0.040000003,0.287,0.22900002,0.694,0.85200006,0.0,0.80200005,Linear_3S,dynamic
42.0,4.342,4.341,0.93200004,3.41,0.080000006,3.9350002,3.4110003,4.19,4.497,0.0,0.432,GP_3S,dynamic
42.0,3.417,3.41,3.9310002,-0.514,0.163,0.60200006,0.52000004,3.124,3.759,0.0,0.57000005,Linear_3S,stoch
42.0,2.42,2.417,3.9310002,-1.511,0.23900001,1.5940001,1.5120001,1.9560001,2.8930001,0.0,0.2,GP_3S,stoch
42.0,0.88100004,0.88100004,0.93200004,-0.051000003,0.033,0.23500001,0.186,0.81600004,0.947,1.0,0.23600002,Linear_1S,dynamic
42.0,0.71500003,0.717,0.93200004,-0.21700001,0.065000005,0.33400002,0.27,0.58100003,0.83800006,0.0,0.39400002,GP_1S,dynamic
42.0,3.9090002,3.9080002,3.9310002,-0.022000002,0.14500001,0.264,0.209,3.6260002,4.196,1.0,0.73,Linear_1S,stoch
42.0,3.0410001,3.0460002,3.9310002,-0.89000005,0.3,0.95400006,0.89100003,2.4320002,3.601,0.0,0.24400002,GP_1S,stoch
97.0,1.2620001,1.2620001,1.343,-0.081,0.039,0.093,0.081,1.187,1.34,0.0,0.98600006,Linear_oracle,dynamic
97.0,1.21,1.212,1.343,-0.133,0.068,0.319,0.13700001,1.07,1.3390001,0.0,0.896,GP_oracle,dynamic
97.0,3.653,3.6520002,3.8850002,-0.23200001,0.11100001,0.24000001,0.23200001,3.4370003,3.874,0.0,0.072000004,Linear_oracle,stoch
97.0,3.512,3.515,3.8850002,-0.37300003,0.18,0.694,0.37300003,3.144,3.8530002,0.0,0.896,GP_oracle,stoch
97.0,1.052,1.052,1.343,-0.291,0.069000006,0.47400004,0.379,0.91600007,1.1850001,0.0,0.266,Linear_observed,dynamic
97.0,0.74700004,0.74700004,1.343,-0.596,0.096,0.71400005,0.63600004,0.56,0.934,0.0,0.194,GP_observed,dynamic
97.0,2.894,2.894,3.8850002,-0.99100006,0.179,1.2390001,1.001,2.542,3.2410002,0.0,0.20600002,Linear_observed,stoch
97.0,3.062,3.0600002,3.8850002,-0.823,0.21800001,1.445,1.212,2.6390002,3.4940002,0.0,0.328,GP_observed,stoch
97.0,1.1650001,1.1630001,1.343,-0.178,0.058000002,0.31500003,0.252,1.0610001,1.286,0.0,0.85800004,Linear_3S,dynamic
97.0,4.6410003,4.6400003,1.343,3.298,0.091000006,3.8100002,3.298,4.466,4.8170004,0.0,0.42600003,GP_3S,dynamic
97.0,3.3520002,3.3470001,3.8850002,-0.53300005,0.155,0.619,0.53900003,3.071,3.6750002,0.0,0.526,Linear_3S,stoch
97.0,2.4550002,2.456,3.8850002,-1.4300001,0.287,1.526,1.4300001,1.8930001,3.012,0.0,0.126,GP_3S,stoch
97.0,1.332,1.332,1.343,-0.011000001,0.049000002,0.25100002,0.202,1.235,1.429,1.0,0.30600002,Linear_1S,dynamic
97.0,1.3290001,1.33,1.343,-0.014,0.133,0.544,0.358,1.065,1.5920001,1.0,0.61200005,GP_1S,dynamic
97.0,3.8190002,3.8200002,3.8850002,-0.066,0.13800001,0.27400002,0.216,3.5460002,4.091,1.0,0.66400003,Linear_1S,stoch
97.0,3.7500002,3.7600002,3.8850002,-0.135,0.34,0.92600006,0.505,3.0630002,4.4030004,1.0,0.882,GP_1S,stoch
152.0,1.074,1.074,1.0610001,0.013,0.031000001,0.016,0.015000001,1.0120001,1.136,1.0,1.0,Linear_oracle,dynamic
152.0,1.036,1.0380001,1.0610001,-0.025,0.041,0.15200001,0.061000004,0.95100003,1.1110001,1.0,0.97200006,GP_oracle,dynamic
152.0,3.7480001,3.7470002,3.709,0.039,0.104,0.043,0.039,3.5430002,3.953,1.0,1.0,Linear_oracle,stoch
152.0,3.5180001,3.5230002,3.709,-0.19100001,0.155,0.47000003,0.19800001,3.2070003,3.8130002,1.0,0.94600004,GP_oracle,stoch
152.0,0.634,0.634,1.0610001,-0.42700002,0.052,0.537,0.45100003,0.53300005,0.73700005,0.0,0.124000005,Linear_observed,dynamic
152.0,0.38200003,0.381,1.0610001,-0.679,0.065000005,0.78000003,0.69900006,0.254,0.51100004,0.0,0.106000006,GP_observed,dynamic
152.0,2.3460002,2.345,3.709,-1.363,0.17400001,1.5690001,1.3620001,2.006,2.693,0.0,0.030000001,Linear_observed,stoch
152.0,2.834,2.832,3.709,-0.87500006,0.25100002,1.6120001,1.368,2.341,3.3370001,0.0,0.344,GP_observed,stoch
152.0,0.90400004,0.90200007,1.0610001,-0.157,0.046000004,0.29700002,0.23300001,0.822,0.998,0.0,0.84000003,Linear_3S,dynamic
152.0,4.394,4.395,1.0610001,3.3330002,0.09,3.8290002,3.334,4.2200003,4.565,0.0,0.41400003,GP_3S,dynamic
152.0,3.259,3.2540002,3.709,-0.45000002,0.14400001,0.53900003,0.45600003,2.9970002,3.558,0.0,0.62600005,Linear_3S,stoch
152.0,2.364,2.3690002,3.709,-1.345,0.24200001,1.465,1.3440001,1.8770001,2.8300002,0.0,0.178,GP_3S,stoch
152.0,1.049,1.049,1.0610001,-0.012,0.037,0.25100002,0.19900002,0.9760001,1.1220001,1.0,0.24200001,Linear_1S,dynamic
152.0,0.94000006,0.94200003,1.0610001,-0.12100001,0.064,0.35000002,0.24800001,0.809,1.059,0.0,0.47800002,GP_1S,dynamic
152.0,3.7460003,3.7460003,3.709,0.037,0.126,0.26700002,0.216,3.4970002,3.9960003,1.0,0.61600006,Linear_1S,stoch
152.0,3.1150002,3.127,3.709,-0.59400004,0.286,0.80300003,0.60400003,2.5330002,3.6480002,0.0,0.638,GP_1S,stoch
207.0,1.003,1.003,1.023,-0.020000001,0.027,0.031000001,0.020000001,0.94900006,1.057,1.0,1.0,Linear_oracle,dynamic
207.0,0.98,0.97700006,1.023,-0.043,0.040000003,0.13700001,0.058000002,0.9110001,1.07,1.0,1.0,GP_oracle,dynamic
207.0,3.92,3.92,3.9970002,-0.07700001,0.113000005,0.079,0.07700001,3.6980002,4.143,1.0,1.0,Linear_oracle,stoch
207.0,3.7960002,3.7920003,3.9970002,-0.201,0.163,0.342,0.201,3.482,4.1200004,1.0,1.0,GP_oracle,stoch
207.0,0.92200005,0.92200005,1.023,-0.101,0.067,0.38300002,0.28,0.791,1.054,1.0,0.36400002,Linear_observed,dynamic
207.0,0.76500005,0.76400006,1.023,-0.25800002,0.071,0.46500003,0.384,0.62600005,0.90400004,0.0,0.39800003,GP_observed,dynamic
207.0,2.7940001,2.7940001,3.9970002,-1.2030001,0.19500001,1.4430001,1.2080001,2.4120002,3.18,0.0,0.128,Linear_observed,stoch
207.0,2.9210002,2.92,3.9970002,-1.0760001,0.223,1.536,1.2490001,2.483,3.364,0.0,0.36,GP_observed,stoch
207.0,0.94600004,0.94500005,1.023,-0.07700001,0.042000003,0.215,0.16700001,0.869,1.033,1.0,0.92,Linear_3S,dynamic
207.0,4.9290004,4.932,1.023,3.9060001,0.12100001,4.341,3.9060001,4.6850004,5.155,0.0,0.33200002,GP_3S,dynamic
207.0,3.5990002,3.5950003,3.9970002,-0.39800003,0.156,0.507,0.42600003,3.3140001,3.9220002,0.0,0.73,Linear_3S,stoch
207.0,2.7570002,2.755,3.9970002,-1.24,0.279,1.355,1.24,2.213,3.302,0.0,0.37800002,GP_3S,stoch
207.0,1.046,1.046,1.023,0.023000002,0.036000002,0.19600001,0.15200001,0.9760001,1.116,1.0,0.33400002,Linear_1S,dynamic
207.0,1.011,1.005,1.023,-0.012,0.067,0.397,0.26200002,0.88900006,1.164,1.0,0.568,GP_1S,dynamic
207.0,4.0140004,4.013,3.9970002,0.017,0.14500001,0.282,0.21700001,3.7310002,4.2990003,1.0,0.70000005,Linear_1S,stoch
207.0,3.9780002,3.9770002,3.9970002,-0.019000001,0.31300002,0.80300003,0.5,3.367,4.605,1.0,0.86600006,GP_1S,stoch
262.0,1.031,1.031,1.0,0.031000001,0.028,0.065000005,0.056,0.975,1.087,1.0,1.0,Linear_oracle,dynamic
262.0,0.96700007,0.96800005,1.0,-0.033,0.040000003,0.143,0.082,0.88500005,1.046,1.0,0.94600004,GP_oracle,dynamic
262.0,4.0490003,4.0490003,3.9160001,0.133,0.113000005,0.14600001,0.133,3.8240001,4.2710004,1.0,1.0,Linear_oracle,stoch
262.0,3.6250002,3.63,3.9160001,-0.291,0.163,0.37300003,0.30400002,3.2960002,3.9370003,1.0,0.73600006,GP_oracle,stoch
262.0,0.70900005,0.70900005,1.0,-0.291,0.058000002,0.441,0.33900002,0.59400004,0.823,0.0,0.25800002,Linear_observed,dynamic
262.0,0.504,0.503,1.0,-0.49600002,0.071,0.595,0.518,0.36600003,0.64500004,0.0,0.22800002,GP_observed,dynamic
262.0,2.4290001,2.43,3.9160001,-1.4870001,0.19000001,1.6730001,1.488,2.0530002,2.8000002,0.0,0.014,Linear_observed,stoch
262.0,2.8160002,2.8140001,3.9160001,-1.1,0.223,1.6580001,1.404,2.3790002,3.2580001,0.0,0.27600002,GP_observed,stoch
262.0,0.95400006,0.95300007,1.0,-0.046000004,0.042000003,0.21900001,0.172,0.87700003,1.044,1.0,0.938,Linear_3S,dynamic
262.0,4.6650004,4.6660004,1.0,3.6650002,0.10700001,4.096,3.6660001,4.4550004,4.872,0.0,0.33,GP_3S,dynamic
262.0,3.7230003,3.716,3.9160001,-0.193,0.155,0.323,0.25800002,3.4370003,4.053,1.0,0.94200003,Linear_3S,stoch
262.0,2.821,2.8190002,3.9160001,-1.095,0.224,1.228,1.095,2.39,3.2670002,0.0,0.614,GP_3S,stoch
