idx,mean,median,TRUE,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
44,2.9490001,2.9490001,2.933,0.016,0.043,0.17400001,0.2,0.143,0.156,0.14500001,2.8660002,3.0330002,1,0.73,Linear_oracle,dynamic
44,2.933,2.9340003,2.933,0,0.063,0.717,0.763,0.26000002,0.305,0.22900002,2.811,3.055,1,0.91800004,GP_oracle,dynamic
44,3.2670002,3.2660003,3.2570002,0.010000001,0.046000004,0.14500001,0.16700001,0.117000006,0.12900001,0.18100001,3.177,3.357,1,0.65400004,Linear_oracle,stoch
44,3.2410002,3.2410002,3.2570002,-0.016,0.052,0.549,0.58500004,0.21400002,0.24400002,0.268,3.14,3.344,1,0.836,GP_oracle,stoch
44,2.7910001,2.7910001,2.933,-0.142,0.059000004,1.052,1.059,0.768,0.77400005,0.767,2.676,2.903,0,0.186,Linear_observed,dynamic
44,2.7480001,2.7470002,2.933,-0.185,0.136,1.429,1.4690001,1.0350001,1.059,1.0270001,2.486,3.0170002,1,0.296,GP_observed,dynamic
44,3.124,3.1230001,3.2570002,-0.133,0.075,1.054,1.0610001,0.749,0.75600004,0.684,2.9770002,3.2710001,1,0.22800002,Linear_observed,stoch
44,3.7230003,3.7230003,3.2570002,0.46600002,0.16700001,1.21,1.261,0.90700006,0.93600005,0.95400006,3.3960001,4.059,0,0.34600002,GP_observed,stoch
44,2.913,2.913,2.933,-0.020000001,0.065000005,0.74500006,0.81500006,0.58400005,0.63600004,0.65800005,2.788,3.0410001,1,0.624,Linear_3S,dynamic
44,3.1740003,3.173,3.2570002,-0.083000004,0.07,0.72200006,0.79700005,0.56,0.61600006,0.652,3.0400002,3.3140001,1,0.652,Linear_3S,stoch
44,2.861,2.861,2.933,-0.072000004,0.08400001,1.067,1.156,0.69600004,0.76100004,0.76500005,2.697,3.0230002,1,0.68,GP_3S,dynamic
44,3.108,3.108,3.2570002,-0.149,0.075,0.9710001,1.062,0.651,0.717,0.73600006,2.9610002,3.2540002,0,0.69600004,GP_3S,stoch
44,2.966,2.966,2.933,0.033,0.052,0.64100003,0.65300006,0.512,0.522,0.56100005,2.864,3.0670002,1,0.252,Linear_1S,dynamic
44,2.887,2.887,2.933,-0.046000004,0.074,1.031,1.077,0.642,0.66300005,0.633,2.742,3.0310001,1,0.4,GP_1S,dynamic
44,3.3170002,3.3170002,3.2570002,0.060000002,0.059000004,0.606,0.615,0.48400003,0.49100003,0.57600003,3.2,3.433,1,0.224,Linear_1S,stoch
44,3.2450001,3.2450001,3.2570002,-0.012,0.068,0.94900006,0.98600006,0.61300004,0.62700003,0.65400004,3.1120002,3.377,1,0.34600002,GP_1S,stoch
99,2.808,2.808,2.7730002,0.035,0.05,0.091000006,0.143,0.072000004,0.109000005,1.4350001,2.7110002,2.9060001,1,1,Linear_oracle,dynamic
99,2.7900002,2.7900002,2.7730002,0.017,0.065000005,0.35200003,0.43300003,0.16600001,0.24000001,2.305,2.663,2.9190001,1,0.96400005,GP_oracle,dynamic
99,3.3040001,3.3040001,3.2940001,0.010000001,0.059000004,0.08800001,0.132,0.066,0.097,0.040000003,3.1890001,3.42,1,1,Linear_oracle,stoch
99,3.242,3.2410002,3.2940001,-0.052,0.064,0.4,0.455,0.16100001,0.22000001,0.11000001,3.1150002,3.3690002,1,0.95400006,GP_oracle,stoch
99,2.4910002,2.4910002,2.7730002,-0.282,0.062000003,0.99700004,1.005,0.717,0.725,7.0590005,2.368,2.6130002,0,0.216,Linear_observed,dynamic
99,2.5790002,2.5790002,2.7730002,-0.194,0.155,1.0220001,1.08,0.763,0.809,3.177,2.276,2.8860002,1,0.49,GP_observed,dynamic
99,2.9210002,2.9210002,3.2940001,-0.37300003,0.079,1.097,1.1040001,0.79,0.79600006,0.41300002,2.7680001,3.0740001,0,0.21400002,Linear_observed,stoch
99,3.117,3.118,3.2940001,-0.177,0.209,1.09,1.167,0.76600003,0.81900007,0.42700002,2.7110002,3.515,1,0.514,GP_observed,stoch
99,1.4250001,1.4130001,2.7730002,-1.348,0.41500002,1.636,1.6930001,1.3590001,1.391,6.104,0.651,2.2570002,0,0.33,Linear_3S,dynamic
99,1.2370001,1.22,3.2940001,-2.0570002,0.57100004,2.286,2.3600001,2.058,2.0700002,1.082,0.171,2.377,0,0.17400001,Linear_3S,stoch
99,0.14500001,0.19600001,2.7730002,-2.628,1.141,2.884,3.1750002,2.6290002,2.729,12.123,-2.292,2.219,0,0.42400002,GP_3S,dynamic
99,0.17400001,0.26000002,3.2940001,-3.1200001,1.376,3.321,3.6120002,3.1200001,3.1580002,1.498,-2.7150002,2.6390002,0,0.35000002,GP_3S,stoch
99,1.297,1.299,2.7730002,-1.4760001,0.372,1.741,1.784,1.4810001,1.498,7.6110005,0.564,2.035,0,0.21800001,Linear_1S,dynamic
99,-0.72300005,-0.697,2.7730002,-3.496,1.164,3.6970003,3.9390001,3.496,3.5310001,23.048,-3.1590002,1.4580001,0,0.266,GP_1S,dynamic
99,1.0630001,1.0680001,3.2940001,-2.2310002,0.508,2.443,2.4970002,2.2310002,2.2350001,1.2030001,0.066,2.0700002,0,0.078,Linear_1S,stoch
99,-0.573,-0.535,3.2940001,-3.867,1.4230001,4.0730004,4.327,3.867,3.8960001,1.8390001,-3.5390003,2.107,0,0.19600001,GP_1S,stoch
154,2.171,2.171,2.2150002,-0.044000003,0.051000003,0.128,0.16900001,0.089,0.126,0.085,2.0700002,2.273,1,0.818,Linear_oracle,dynamic
154,2.104,2.105,2.2150002,-0.11100001,0.069000006,0.27600002,0.36100003,0.20400001,0.261,0.611,1.9670001,2.2380002,1,0.89400005,GP_oracle,dynamic
154,2.881,2.881,2.9340003,-0.053000003,0.063,0.089,0.135,0.072000004,0.104,0.035,2.7580001,3.0040002,1,0.99000007,Linear_oracle,stoch
154,2.8520002,2.8530002,2.9340003,-0.082,0.066,0.29200003,0.35700002,0.158,0.21000001,0.080000006,2.723,2.982,1,0.95400006,GP_oracle,stoch
154,1.7850001,1.7850001,2.2150002,-0.43,0.069000006,0.984,0.99200004,0.68600005,0.694,1.391,1.649,1.9200001,0,0.238,Linear_observed,dynamic
154,1.5270001,1.5300001,2.2150002,-0.688,0.179,1.2670001,1.322,0.99500006,1.0250001,3.3160002,1.1800001,1.881,0,0.40800002,GP_observed,dynamic
154,2.38,2.38,2.9340003,-0.554,0.07700001,1.115,1.1220001,0.77800006,0.785,0.32700002,2.229,2.5310001,0,0.22200002,Linear_observed,stoch
154,2.9490001,2.9490001,2.9340003,0.015000001,0.157,0.86300004,0.92800003,0.62600005,0.675,0.462,2.64,3.2610002,1,0.53400004,GP_observed,stoch
154,2.1090002,2.1090002,2.2150002,-0.106000006,0.075,0.53900003,0.656,0.42400002,0.513,1.47,1.9620001,2.2570002,1,0.84200007,Linear_3S,dynamic
154,2.7250001,2.7240002,2.9340003,-0.209,0.087000005,0.596,0.72300005,0.45900002,0.564,0.293,2.555,2.901,0,0.822,Linear_3S,stoch
154,2.0070002,2.006,2.2150002,-0.208,0.093,0.609,0.75100005,0.47300002,0.578,1.365,1.8270001,2.19,0,0.86,GP_3S,dynamic
154,2.67,2.6690001,2.9340003,-0.264,0.101,0.69600004,0.85300004,0.50600004,0.63500005,0.31300002,2.476,2.871,0,0.87200004,GP_3S,stoch
154,2.206,2.206,2.2150002,-0.009000001,0.058000002,0.47800002,0.49300003,0.38000003,0.39100003,1.4200001,2.094,2.321,1,0.33200002,Linear_1S,dynamic
154,2.161,2.16,2.2150002,-0.054,0.082,0.536,0.596,0.416,0.45400003,1.4710001,1.9990001,2.321,1,0.614,GP_1S,dynamic
154,2.9250002,2.9250002,2.9340003,-0.009000001,0.074,0.51100004,0.52400005,0.4,0.41000003,0.316,2.7810001,3.072,1,0.294,Linear_1S,stoch
154,2.95,2.95,2.9340003,0.016,0.098000005,0.65300006,0.70400006,0.47100002,0.497,0.37500003,2.7580001,3.144,1,0.48200002,GP_1S,stoch
209,2.4310002,2.4310002,2.427,0.004,0.053000003,0.098000005,0.14500001,0.080000006,0.109000005,0.23700002,2.3270001,2.535,1,0.98600006,Linear_oracle,dynamic
209,2.3920002,2.3920002,2.427,-0.035,0.063,0.55300003,0.605,0.23300001,0.289,0.24200001,2.2670002,2.516,1,0.93200004,GP_oracle,dynamic
209,2.9980001,2.9980001,3.0210001,-0.023000002,0.069000006,0.069000006,0.124000005,0.048,0.087000005,0.029000001,2.8650002,3.1350002,1,1,Linear_oracle,stoch
209,2.8890002,2.8890002,3.0210001,-0.132,0.080000006,0.75200003,0.78900003,0.28300002,0.32500002,0.13800001,2.732,3.0440001,1,0.896,GP_oracle,stoch
209,1.9940001,1.9940001,2.427,-0.43300003,0.055000003,0.98800004,0.994,0.688,0.694,1.151,1.8850001,2.102,0,0.23400001,Linear_observed,dynamic
209,1.932,1.9330001,2.427,-0.49500003,0.136,1.123,1.166,0.84000003,0.87100005,2.036,1.6680001,2.196,0,0.43,GP_observed,dynamic
209,2.3830001,2.3820002,3.0210001,-0.638,0.09200001,1.172,1.1800001,0.84200007,0.851,0.453,2.2020001,2.5630002,0,0.22800002,Linear_observed,stoch
209,2.831,2.825,3.0210001,-0.19000001,0.303,1.0730001,1.195,0.73,0.827,0.47000003,2.252,3.4350002,1,0.6,GP_observed,stoch
209,2.2800002,2.279,2.427,-0.147,0.072000004,0.57000005,0.64500004,0.44400004,0.50200003,1.019,2.141,2.426,0,0.70000005,Linear_3S,dynamic
209,2.716,2.7150002,3.0210001,-0.305,0.09200001,0.697,0.772,0.537,0.596,0.317,2.5400002,2.904,0,0.65400004,Linear_3S,stoch
209,2.266,2.265,2.427,-0.16100001,0.085,0.73600006,0.845,0.5,0.58900005,0.87500006,2.101,2.433,1,0.82800007,GP_3S,dynamic
209,2.6910002,2.6890001,3.0210001,-0.33,0.106000006,0.919,1.018,0.601,0.688,0.35300002,2.4870002,2.904,0,0.762,GP_3S,stoch
209,2.381,2.381,2.427,-0.046000004,0.060000002,0.46800002,0.483,0.37800002,0.388,0.97,2.262,2.5,1,0.32000002,Linear_1S,dynamic
209,2.4480002,2.4490001,2.427,0.021000002,0.07700001,0.75000006,0.79600006,0.49300003,0.518,1.1270001,2.295,2.598,1,0.50600004,GP_1S,dynamic
209,2.9020002,2.9020002,3.0210001,-0.119,0.081,0.549,0.56100005,0.437,0.44400004,0.29500002,2.743,3.062,1,0.26000002,Linear_1S,stoch
209,2.9780002,2.9800003,3.0210001,-0.043,0.101,0.93500006,0.9710001,0.586,0.605,0.42600003,2.776,3.1690001,1,0.40800002,GP_1S,stoch
264,2.5080001,2.5080001,2.522,-0.014,0.046000004,0.065000005,0.12200001,0.05,0.094000004,0.192,2.4180002,2.598,1,1,Linear_oracle,dynamic
264,2.4780002,2.4770002,2.522,-0.044000003,0.064,0.24000001,0.34100002,0.124000005,0.21100001,0.15900001,2.3530002,2.6020002,1,0.994,GP_oracle,dynamic
264,3.1990001,3.1990001,3.183,0.016,0.056,0.065000005,0.115,0.046000004,0.081,0.025,3.0860002,3.311,1,1,Linear_oracle,stoch
264,3.1150002,3.114,3.183,-0.068,0.062000003,0.446,0.5,0.17300001,0.23,0.094000004,2.992,3.236,1,0.966,GP_oracle,stoch
264,2.243,2.243,2.522,-0.279,0.064,0.98,0.98800004,0.674,0.684,0.94100004,2.115,2.368,0,0.26000002,Linear_observed,dynamic
