idx,mean,median,true,bias,std,RMSE,MAE,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
7.0,4.4370003,4.438,4.413,0.024,0.056,0.056,0.043,0.022000002,4.327,4.5470004,1.0,1.0,Linear_oracle,dynamic
7.0,4.406,4.406,4.413,-0.007,0.078,0.55600005,0.26900002,0.063,4.254,4.558,1.0,0.92600006,GP_oracle,dynamic
7.0,5.6140003,5.6140003,5.5990005,0.015000001,0.079,0.024,0.022000002,0.006,5.4570003,5.7710004,1.0,1.0,Linear_oracle,stoch
7.0,5.407,5.4090004,5.5990005,-0.192,0.105000004,1.0990001,0.476,0.192,5.197,5.609,1.0,0.892,GP_oracle,stoch
7.0,3.446,3.446,4.413,-0.96700007,0.069000006,1.5320001,1.0630001,0.30600002,3.3090003,3.581,0.0,0.18400002,Linear_observed,dynamic
7.0,3.1520002,3.1510003,4.413,-1.261,0.12200001,2.107,1.644,0.54800004,2.917,3.387,0.0,0.22600001,GP_observed,dynamic
7.0,4.9230003,4.9240003,5.5990005,-0.67600006,0.125,1.5270001,1.095,0.28800002,4.677,5.169,0.0,0.18800001,Linear_observed,stoch
7.0,5.9960003,5.9960003,5.5990005,0.397,0.25800002,1.4280001,1.095,0.29000002,5.4870005,6.505,1.0,0.312,GP_observed,stoch
7.0,4.3320003,4.3310003,4.413,-0.081,0.081,0.544,0.43100002,0.15400001,4.176,4.4940004,1.0,0.88400006,Linear_3S,dynamic
7.0,4.138,4.138,4.413,-0.275,0.10300001,0.81000006,0.564,0.16800001,3.936,4.339,0.0,0.84400004,GP_3S,dynamic
7.0,5.3910003,5.3910003,5.5990005,-0.208,0.109000005,0.554,0.432,0.085,5.175,5.61,1.0,0.906,Linear_3S,stoch
7.0,5.0470004,5.05,5.5990005,-0.55200005,0.14,1.36,0.75600004,0.23400001,4.7660003,5.314,0.0,0.85200006,GP_3S,stoch
7.0,4.439,4.439,4.413,0.026,0.061000004,0.50600004,0.404,0.15400001,4.3180003,4.558,1.0,0.33400002,Linear_1S,dynamic
7.0,4.3910003,4.3910003,4.413,-0.022000002,0.09200001,0.78300005,0.559,0.18100001,4.2120004,4.571,1.0,0.45600003,GP_1S,dynamic
7.0,5.609,5.61,5.5990005,0.010000001,0.08800001,0.46500003,0.37500003,0.076000005,5.4350004,5.782,1.0,0.312,Linear_1S,stoch
7.0,5.4020004,5.4040003,5.5990005,-0.19700001,0.123,1.2780001,0.73200005,0.25100002,5.1580005,5.642,1.0,0.44000003,GP_1S,stoch
62.0,5.222,5.223,5.2310004,-0.009000001,0.059000004,0.12200001,0.106000006,0.032,5.105,5.3380003,1.0,0.79200006,Linear_oracle,dynamic
62.0,5.1730003,5.1730003,5.2310004,-0.058000002,0.078,0.58100003,0.266,0.059000004,5.017,5.3240004,1.0,0.88600004,GP_oracle,dynamic
62.0,5.82,5.821,5.8120003,0.008,0.07,0.044000003,0.036000002,0.007,5.681,5.958,1.0,1.0,Linear_oracle,stoch
62.0,5.6210003,5.622,5.8120003,-0.19100001,0.087000005,0.74100006,0.305,0.039,5.4480004,5.788,0.0,0.90000004,GP_oracle,stoch
62.0,4.438,4.438,5.2310004,-0.79300004,0.066,1.4740001,1.006,0.22500001,4.308,4.566,0.0,0.23,Linear_observed,dynamic
62.0,4.5820003,4.5820003,5.2310004,-0.64900005,0.10700001,1.5840001,1.22,0.354,4.3760004,4.794,0.0,0.254,GP_observed,dynamic
62.0,5.26,5.2590003,5.8120003,-0.55200005,0.101,1.4150001,0.95400006,0.156,5.064,5.459,0.0,0.23,Linear_observed,stoch
62.0,6.3490005,6.3490005,5.8120003,0.537,0.16100001,1.276,1.0090001,0.186,6.03,6.6660004,0.0,0.29200003,GP_observed,stoch
62.0,5.032,5.031,5.2310004,-0.19900002,0.081,0.624,0.48200002,0.127,4.8760004,5.1910005,0.0,0.86600006,Linear_3S,dynamic
62.0,4.8960004,4.8980002,5.2310004,-0.335,0.11100001,0.84000003,0.577,0.162,4.6730003,5.111,0.0,0.85800004,GP_3S,dynamic
62.0,5.543,5.5420003,5.8120003,-0.26900002,0.093,0.59400004,0.45600003,0.079,5.361,5.7250004,0.0,0.85,Linear_3S,stoch
62.0,5.2650003,5.268,5.8120003,-0.54700005,0.134,1.011,0.66700006,0.104,4.992,5.5150003,0.0,0.85,GP_3S,stoch
62.0,5.195,5.195,5.2310004,-0.036000002,0.066,0.52400005,0.41400003,0.117000006,5.063,5.3230004,1.0,0.34,Linear_1S,dynamic
62.0,5.0790005,5.0800004,5.2310004,-0.15200001,0.096,0.71800005,0.49400002,0.14400001,4.885,5.2650003,1.0,0.53000003,GP_1S,dynamic
62.0,5.7760005,5.775,5.8120003,-0.036000002,0.080000006,0.45400003,0.36400002,0.069000006,5.618,5.931,1.0,0.31800002,Linear_1S,stoch
62.0,5.5090003,5.5130005,5.8120003,-0.303,0.112,0.786,0.53000003,0.086,5.2710004,5.716,0.0,0.446,GP_1S,stoch
117.0,5.2720003,5.2710004,5.3710003,-0.09900001,0.066,0.17,0.116000004,0.026,5.142,5.4,1.0,0.84000003,Linear_oracle,dynamic
117.0,5.202,5.202,5.3710003,-0.16900001,0.093,0.69000006,0.268,0.065000005,5.0200005,5.381,1.0,0.91200006,GP_oracle,dynamic
117.0,5.675,5.675,5.8,-0.125,0.075,0.19700001,0.133,0.025,5.5260005,5.8220005,1.0,0.84800005,Linear_oracle,stoch
117.0,5.479,5.4800005,5.8,-0.321,0.10700001,1.0600001,0.379,0.13800001,5.26,5.681,0.0,0.864,GP_oracle,stoch
117.0,4.2840004,4.2840004,5.3710003,-1.087,0.066,1.6120001,1.1910001,0.30100003,4.156,4.4110003,0.0,0.148,Linear_observed,dynamic
117.0,4.372,4.373,5.3710003,-0.9990001,0.112,1.7170001,1.3180001,0.354,4.15,4.589,0.0,0.296,GP_observed,dynamic
117.0,5.1250005,5.1250005,5.8,-0.675,0.112,1.4990001,1.016,0.20500001,4.906,5.3430004,0.0,0.21800001,Linear_observed,stoch
117.0,6.0740004,6.0750003,5.8,0.27400002,0.193,1.3130001,1.0020001,0.264,5.6970005,6.4540005,1.0,0.32000002,GP_observed,stoch
117.0,5.109,5.1070004,5.3710003,-0.26200002,0.09200001,0.65500003,0.512,0.12200001,4.9290004,5.294,0.0,0.822,Linear_3S,dynamic
117.0,4.84,4.84,5.3710003,-0.531,0.12100001,1.0120001,0.707,0.15900001,4.6000004,5.0740004,0.0,0.80600005,GP_3S,dynamic
117.0,5.464,5.4630003,5.8,-0.33600003,0.102000006,0.66300005,0.508,0.106000006,5.2640004,5.669,0.0,0.786,Linear_3S,stoch
117.0,5.0880003,5.092,5.8,-0.712,0.142,1.366,0.823,0.216,4.8,5.3560004,0.0,0.786,GP_3S,stoch
117.0,5.268,5.267,5.3710003,-0.10300001,0.075,0.55200005,0.44500002,0.116000004,5.1190004,5.4150004,1.0,0.28800002,Linear_1S,dynamic
117.0,5.1650004,5.164,5.3710003,-0.20600002,0.119,0.882,0.591,0.15200001,4.931,5.3960004,1.0,0.512,GP_1S,dynamic
117.0,5.663,5.662,5.8,-0.13700001,0.086,0.517,0.411,0.09900001,5.4900002,5.8310003,1.0,0.29000002,Linear_1S,stoch
117.0,5.4370003,5.439,5.8,-0.363,0.13100001,1.1780001,0.675,0.21300001,5.169,5.69,0.0,0.46600002,GP_1S,stoch
172.0,5.1200004,5.1200004,5.169,-0.049000002,0.054,0.072000004,0.051000003,0.011000001,5.012,5.2250004,1.0,1.0,Linear_oracle,dynamic
172.0,5.1130004,5.1140003,5.169,-0.056,0.080000006,0.523,0.22700001,0.064,4.9550004,5.268,1.0,0.94600004,GP_oracle,dynamic
172.0,5.931,5.9300003,6.0010004,-0.07,0.071,0.08800001,0.07,0.012,5.7910004,6.07,1.0,1.0,Linear_oracle,stoch
172.0,5.7320004,5.736,6.0010004,-0.26900002,0.1,0.75100005,0.35200003,0.056,5.524,5.9160004,0.0,0.91400003,GP_oracle,stoch
172.0,4.414,4.414,5.169,-0.75500005,0.069000006,1.531,0.96700007,0.193,4.281,4.55,0.0,0.24200001,Linear_observed,dynamic
172.0,4.3710003,4.3710003,5.169,-0.79800004,0.125,1.6960001,1.3260001,0.363,4.13,4.616,0.0,0.21400002,GP_observed,dynamic
172.0,5.2170005,5.2170005,6.0010004,-0.78400004,0.102000006,1.595,1.0250001,0.155,5.017,5.4160004,0.0,0.246,Linear_observed,stoch
172.0,6.2390003,6.2370005,6.0010004,0.238,0.18800001,1.248,0.94200003,0.164,5.8770003,6.6050005,1.0,0.30800003,GP_observed,stoch
172.0,4.921,4.921,5.169,-0.24800001,0.07300001,0.70500004,0.527,0.126,4.781,5.0670004,0.0,0.79,Linear_3S,dynamic
172.0,4.834,4.834,5.169,-0.335,0.105000004,0.96800005,0.64100003,0.163,4.6260004,5.039,0.0,0.76000005,GP_3S,dynamic
172.0,5.701,5.7000003,6.0010004,-0.3,0.096,0.67,0.499,0.081,5.5130005,5.8900003,0.0,0.81200004,Linear_3S,stoch
172.0,5.386,5.392,6.0010004,-0.615,0.15200001,1.3620001,0.80200005,0.12100001,5.0730004,5.6660004,0.0,0.8,GP_3S,stoch
172.0,5.032,5.031,5.169,-0.13700001,0.059000004,0.57100004,0.45100003,0.115,4.9170003,5.1480002,0.0,0.314,Linear_1S,dynamic
172.0,4.9740005,4.9750004,5.169,-0.19500001,0.091000006,0.887,0.586,0.15200001,4.793,5.1520004,0.0,0.46600002,GP_1S,dynamic
172.0,5.9560003,5.9560003,6.0010004,-0.045,0.08400001,0.49,0.39000002,0.07,5.794,6.123,1.0,0.31800002,Linear_1S,stoch
172.0,5.6730003,5.6780005,6.0010004,-0.328,0.126,1.1960001,0.70500004,0.11100001,5.407,5.906,0.0,0.418,GP_1S,stoch
227.0,4.175,4.175,4.103,0.072000004,0.044000003,0.117000006,0.09900001,0.044000003,4.0880003,4.261,1.0,0.72200006,Linear_oracle,dynamic
227.0,4.1400003,4.1400003,4.103,0.037,0.061000004,0.215,0.104,0.049000002,4.019,4.257,1.0,0.98200005,GP_oracle,dynamic
227.0,5.405,5.4040003,5.399,0.006,0.060000002,0.08800001,0.056,0.011000001,5.2860003,5.5230002,1.0,0.994,Linear_oracle,stoch
227.0,5.3180003,5.3190002,5.399,-0.081,0.075,0.51600003,0.178,0.025,5.169,5.4630003,1.0,0.92600006,GP_oracle,stoch
227.0,3.6880002,3.6880002,4.103,-0.41500002,0.085,1.2210001,0.72700006,0.224,3.522,3.8530002,0.0,0.31,Linear_observed,dynamic
227.0,2.719,2.7210002,4.103,-1.3840001,0.164,2.0700002,1.641,0.65000004,2.3960001,3.0400002,0.0,0.224,GP_observed,dynamic
