idx,mean,median,true,bias,std,RMSE,MAE,q025,q975,covering,mean_ind_cover,method,estimand
50.0,0.99000007,0.99000007,0.98600006,0.004,0.030000001,0.057000004,0.035,0.93000007,1.0500001,1.0,1.0,Linear_oracle,dynamic
50.0,0.896,0.897,0.98600006,-0.09,0.053000003,0.156,0.09900001,0.78800005,0.99700004,1.0,0.93600005,GP_oracle,dynamic
50.0,3.8070002,3.8070002,3.808,-0.001,0.113000005,0.027,0.017,3.5850003,4.0290003,1.0,1.0,Linear_oracle,stoch
50.0,3.4160001,3.4190001,3.808,-0.39200002,0.19600001,0.469,0.393,3.0130002,3.788,0.0,0.85600007,GP_oracle,stoch
50.0,0.768,0.768,0.98600006,-0.21800001,0.052,0.37300003,0.298,0.666,0.869,0.0,0.246,Linear_observed,dynamic
50.0,0.49,0.49,0.98600006,-0.49600002,0.058000002,0.66200006,0.583,0.37800002,0.60300004,0.0,0.148,GP_observed,dynamic
50.0,2.992,2.992,3.808,-0.81600004,0.19000001,1.116,0.84200007,2.618,3.3600001,0.0,0.314,Linear_observed,stoch
50.0,3.2580001,3.2570002,3.808,-0.55,0.19500001,1.646,1.414,2.8790002,3.6410003,0.0,0.18,GP_observed,stoch
50.0,0.84700006,0.845,0.98600006,-0.13900001,0.043,0.27600002,0.21200001,0.768,0.93600005,0.0,0.87000006,Linear_3S,dynamic
50.0,4.4110003,4.4100003,0.98600006,3.4250002,0.086,3.88,3.4250002,4.247,4.5750003,0.0,0.4,GP_3S,dynamic
50.0,3.3240001,3.318,3.808,-0.48400003,0.15100001,0.565,0.49,3.048,3.637,0.0,0.62200004,Linear_3S,stoch
50.0,2.085,2.0860002,3.808,-1.723,0.26900002,1.7620001,1.723,1.559,2.608,0.0,0.076000005,GP_3S,stoch
50.0,0.96500003,0.96500003,0.98600006,-0.021000002,0.036000002,0.23600002,0.186,0.89400005,1.036,1.0,0.27,Linear_1S,dynamic
50.0,0.744,0.748,0.98600006,-0.24200001,0.093,0.358,0.282,0.55300003,0.915,0.0,0.514,GP_1S,dynamic
50.0,3.762,3.762,3.808,-0.046000004,0.135,0.26200002,0.20400001,3.496,4.0280004,1.0,0.674,Linear_1S,stoch
50.0,2.8720002,2.8850002,3.808,-0.93600005,0.344,0.989,0.938,2.171,3.5060003,0.0,0.27800003,GP_1S,stoch
105.0,1.138,1.138,1.143,-0.0050000004,0.031000001,0.008,0.007,1.0780001,1.199,1.0,1.0,Linear_oracle,dynamic
105.0,1.097,1.097,1.143,-0.046000004,0.042000003,0.15300001,0.07,1.0150001,1.1800001,1.0,0.99200004,GP_oracle,dynamic
105.0,3.8270001,3.8270001,3.8470001,-0.020000001,0.10700001,0.021000002,0.020000001,3.6180003,4.039,1.0,1.0,Linear_oracle,stoch
105.0,3.551,3.555,3.8470001,-0.296,0.18400002,0.418,0.29700002,3.176,3.897,1.0,0.95800006,GP_oracle,stoch
105.0,0.814,0.814,1.143,-0.32900003,0.061000004,0.499,0.386,0.693,0.93500006,0.0,0.24800001,Linear_observed,dynamic
105.0,0.54300004,0.54300004,1.143,-0.6,0.09,0.69600004,0.60800004,0.36900002,0.71800005,0.0,0.18800001,GP_observed,dynamic
105.0,2.3620002,2.3630002,3.8470001,-1.485,0.16900001,1.6850001,1.4860001,2.028,2.696,0.0,0.006,Linear_observed,stoch
105.0,2.7710001,2.7730002,3.8470001,-1.0760001,0.18300001,1.575,1.312,2.4090002,3.13,0.0,0.27,GP_observed,stoch
105.0,1.016,1.014,1.143,-0.127,0.044000003,0.26200002,0.20700002,0.93500006,1.1090001,0.0,0.88600004,Linear_3S,dynamic
105.0,4.6410003,4.642,1.143,3.4980001,0.078,3.956,3.4980001,4.4900002,4.789,0.0,0.37600002,GP_3S,dynamic
105.0,3.3560002,3.3500001,3.8470001,-0.49100003,0.141,0.572,0.49500003,3.101,3.6490002,0.0,0.592,Linear_3S,stoch
105.0,2.5770001,2.581,3.8470001,-1.2700001,0.23900001,1.307,1.2700001,2.0990002,3.035,0.0,0.132,GP_3S,stoch
105.0,1.1350001,1.1350001,1.143,-0.008,0.037,0.22500001,0.17600001,1.062,1.207,1.0,0.29000002,Linear_1S,dynamic
105.0,1.08,1.0780001,1.143,-0.063,0.064,0.257,0.19600001,0.957,1.2190001,1.0,0.59400004,GP_1S,dynamic
105.0,3.7640002,3.7640002,3.8470001,-0.083000004,0.125,0.264,0.20500001,3.519,4.0080004,1.0,0.67,Linear_1S,stoch
105.0,3.4290001,3.4310002,3.8470001,-0.418,0.259,0.541,0.43,2.9050002,3.9310002,1.0,0.83000004,GP_1S,stoch
160.0,0.878,0.878,0.87900007,-0.001,0.025,0.003,0.002,0.82900006,0.92800003,1.0,1.0,Linear_oracle,dynamic
160.0,0.84400004,0.84400004,0.87900007,-0.035,0.033,0.14400001,0.041,0.776,0.90900004,1.0,0.99600005,GP_oracle,dynamic
160.0,3.8550003,3.854,3.8590002,-0.004,0.116000004,0.006,0.0050000004,3.6260002,4.0820003,1.0,1.0,Linear_oracle,stoch
160.0,3.6890001,3.69,3.8590002,-0.17,0.15100001,0.418,0.171,3.3920002,3.9810002,1.0,0.98600006,GP_oracle,stoch
160.0,0.694,0.694,0.87900007,-0.185,0.056,0.36400002,0.26700002,0.58500004,0.80300003,0.0,0.342,Linear_observed,dynamic
160.0,0.46400002,0.46500003,0.87900007,-0.41500002,0.060000002,0.565,0.48700002,0.34500003,0.583,0.0,0.18400002,GP_observed,dynamic
160.0,2.552,2.5530002,3.8590002,-1.307,0.202,1.508,1.307,2.161,2.95,0.0,0.074,Linear_observed,stoch
160.0,2.89,2.8890002,3.8590002,-0.96900004,0.21900001,1.751,1.4770001,2.4620001,3.3170002,0.0,0.256,GP_observed,stoch
160.0,0.77400005,0.77300006,0.87900007,-0.105000004,0.035,0.21000001,0.16100001,0.70900005,0.845,0.0,0.874,Linear_3S,dynamic
160.0,4.5280004,4.532,0.87900007,3.6490002,0.116000004,4.092,3.6490002,4.295,4.7450004,0.0,0.36200002,GP_3S,dynamic
160.0,3.3290002,3.325,3.8590002,-0.53000003,0.14400001,0.61200005,0.53400004,3.0570002,3.624,0.0,0.52000004,Linear_3S,stoch
160.0,2.6680002,2.667,3.8590002,-1.1910001,0.209,1.309,1.192,2.2580001,3.075,0.0,0.41200003,GP_3S,stoch
160.0,0.85400003,0.85400003,0.87900007,-0.025,0.030000001,0.179,0.13900001,0.794,0.91400003,1.0,0.30400002,Linear_1S,dynamic
160.0,0.79,0.79200006,0.87900007,-0.089,0.046000004,0.291,0.194,0.694,0.87600005,0.0,0.50600004,GP_1S,dynamic
160.0,3.7040002,3.7040002,3.8590002,-0.155,0.13900001,0.30400002,0.238,3.4280002,3.9750001,1.0,0.634,Linear_1S,stoch
160.0,3.2140002,3.2200003,3.8590002,-0.64500004,0.23200001,0.804,0.65000004,2.742,3.6460001,0.0,0.47200003,GP_1S,stoch
215.0,1.235,1.235,1.22,0.015000001,0.036000002,0.023000002,0.015000001,1.1630001,1.3060001,1.0,1.0,Linear_oracle,dynamic
