idx,mean,median,true,bias,std,RMSE,MAE,q025,q975,covering,mean_ind_cover,method,estimand
33.0,1.1320001,1.1320001,1.164,-0.032,0.036000002,0.083000004,0.033,1.0610001,1.2010001,1.0,0.87600005,Linear_oracle,dynamic
33.0,1.075,1.079,1.164,-0.089,0.05,0.27400002,0.116000004,0.95900005,1.159,0.0,0.864,GP_oracle,dynamic
33.0,3.7810001,3.7810001,3.8860002,-0.105000004,0.12100001,0.104,0.104,3.5430002,4.019,1.0,1.0,Linear_oracle,stoch
33.0,3.588,3.5900002,3.8860002,-0.298,0.15900001,0.597,0.298,3.269,3.8960001,1.0,0.91,GP_oracle,stoch
33.0,0.84900004,0.84900004,1.164,-0.31500003,0.07,0.47000003,0.37100002,0.71300006,0.98700005,0.0,0.254,Linear_observed,dynamic
33.0,0.80300003,0.80200005,1.164,-0.36100003,0.068,0.70400006,0.60200006,0.671,0.93600005,0.0,0.208,GP_observed,dynamic
33.0,2.436,2.4350002,3.8860002,-1.45,0.18800001,1.631,1.45,2.066,2.809,0.0,0.012,Linear_observed,stoch
33.0,2.756,2.753,3.8860002,-1.13,0.23400001,1.677,1.36,2.301,3.219,0.0,0.37600002,GP_observed,stoch
33.0,0.99500006,0.994,1.164,-0.16900001,0.049000002,0.305,0.23900001,0.906,1.097,0.0,0.83000004,Linear_3S,dynamic
33.0,4.859,4.866,1.164,3.6950002,0.14500001,4.038,3.6950002,4.5600004,5.1270003,0.0,0.298,GP_3S,dynamic
33.0,3.2840002,3.278,3.8860002,-0.60200006,0.15200001,0.67300004,0.606,3.006,3.604,0.0,0.44400004,Linear_3S,stoch
33.0,2.4880002,2.486,3.8860002,-1.3980001,0.23300001,1.57,1.3970001,2.0340002,2.947,0.0,0.30600002,GP_3S,stoch
33.0,1.1320001,1.1320001,1.164,-0.032,0.042000003,0.25300002,0.19900002,1.049,1.2140001,1.0,0.282,Linear_1S,dynamic
33.0,1.072,1.074,1.164,-0.09200001,0.068,0.446,0.29200003,0.92700005,1.2060001,1.0,0.49800003,GP_1S,dynamic
33.0,3.7440002,3.7440002,3.8860002,-0.142,0.14,0.30200002,0.23600002,3.466,4.017,1.0,0.648,Linear_1S,stoch
33.0,3.4620001,3.469,3.8860002,-0.42400002,0.26000002,0.878,0.48700002,2.9340003,3.9540002,1.0,0.836,GP_1S,stoch
88.0,1.355,1.355,1.3280001,0.027,0.037,0.034,0.027,1.281,1.429,1.0,1.0,Linear_oracle,dynamic
88.0,1.3540001,1.353,1.3280001,0.026,0.074,0.05,0.040000003,1.2140001,1.5020001,1.0,1.0,GP_oracle,dynamic
88.0,3.8600001,3.8610003,3.7840002,0.076000005,0.10300001,0.079,0.07700001,3.6580002,4.064,1.0,1.0,Linear_oracle,stoch
88.0,3.7040002,3.7020001,3.7840002,-0.080000006,0.18800001,0.252,0.080000006,3.341,4.078,1.0,1.0,GP_oracle,stoch
88.0,0.86500007,0.86500007,1.3280001,-0.46300003,0.057000004,0.597,0.49400002,0.753,0.97800004,0.0,0.18,Linear_observed,dynamic
88.0,0.63900006,0.63900006,1.3280001,-0.689,0.102000006,0.81500006,0.702,0.439,0.83800006,0.0,0.21400002,GP_observed,dynamic
88.0,2.5800002,2.5800002,3.7840002,-1.2040001,0.162,1.4230001,1.2040001,2.263,2.9020002,0.0,0.068,Linear_observed,stoch
88.0,2.9480002,2.947,3.7840002,-0.836,0.179,1.4560001,1.2590001,2.6020002,3.3030002,0.0,0.20400001,GP_observed,stoch
88.0,1.108,1.1060001,1.3280001,-0.22000001,0.052,0.36,0.282,1.011,1.2140001,0.0,0.78200006,Linear_3S,dynamic
88.0,4.4500003,4.4500003,1.3280001,3.1220002,0.07300001,3.6920002,3.1230001,4.3110003,4.59,0.0,0.46,GP_3S,dynamic
88.0,3.3130002,3.308,3.7840002,-0.47100002,0.13800001,0.56200004,0.48100004,3.055,3.5930002,0.0,0.572,Linear_3S,stoch
88.0,2.5890002,2.5900002,3.7840002,-1.195,0.21300001,1.25,1.194,2.171,3.005,0.0,0.16000001,GP_3S,stoch
88.0,1.2420001,1.2420001,1.3280001,-0.086,0.041,0.298,0.23400001,1.1620001,1.3210001,0.0,0.25800002,Linear_1S,dynamic
88.0,1.098,1.097,1.3280001,-0.23,0.078,0.38200003,0.3,0.94400007,1.2540001,0.0,0.50200003,GP_1S,dynamic
88.0,3.7020001,3.7010002,3.7840002,-0.082,0.11800001,0.287,0.22800002,3.4700003,3.933,1.0,0.574,Linear_1S,stoch
88.0,3.2110002,3.2140002,3.7840002,-0.573,0.23200001,0.66,0.58000004,2.753,3.667,0.0,0.54800004,GP_1S,stoch
143.0,1.2030001,1.2030001,1.2030001,-0.0,0.034,0.037,0.024,1.136,1.269,1.0,1.0,Linear_oracle,dynamic
143.0,1.151,1.1520001,1.2030001,-0.052,0.046000004,0.328,0.15100001,1.0580001,1.2390001,1.0,0.89800006,GP_oracle,dynamic
143.0,3.9410002,3.9410002,3.9410002,-0.0,0.11000001,0.014,0.010000001,3.7220001,4.157,1.0,1.0,Linear_oracle,stoch
143.0,3.6750002,3.68,3.9410002,-0.266,0.18,0.69000006,0.30200002,3.308,4.017,1.0,0.892,GP_oracle,stoch
143.0,0.88900006,0.88900006,1.2030001,-0.314,0.062000003,0.50200003,0.40100002,0.76900005,1.01,0.0,0.22000001,Linear_observed,dynamic
143.0,0.648,0.64900005,1.2030001,-0.555,0.07,0.731,0.64000005,0.507,0.78300005,0.0,0.17400001,GP_observed,dynamic
143.0,2.6590002,2.6590002,3.9410002,-1.2820001,0.172,1.4860001,1.2820001,2.3230002,2.9950001,0.0,0.034,Linear_observed,stoch
143.0,2.861,2.8590002,3.9410002,-1.08,0.19500001,1.4940001,1.2550001,2.4850001,3.2480001,0.0,0.314,GP_observed,stoch
143.0,1.0730001,1.0710001,1.2030001,-0.13000001,0.051000003,0.28800002,0.22200002,0.98,1.1800001,0.0,0.88600004,Linear_3S,dynamic
143.0,4.892,4.893,1.2030001,3.6890001,0.102000006,4.1280003,3.6890001,4.691,5.083,0.0,0.342,GP_3S,dynamic
143.0,3.558,3.5530002,3.9410002,-0.38300002,0.16100001,0.48900002,0.404,3.2670002,3.8940003,0.0,0.74,Linear_3S,stoch
143.0,2.7510002,2.753,3.9410002,-1.19,0.27800003,1.3260001,1.19,2.204,3.285,0.0,0.38200003,GP_3S,stoch
143.0,1.2260001,1.2260001,1.2030001,0.023000002,0.042000003,0.25300002,0.19600001,1.141,1.309,1.0,0.30600002,Linear_1S,dynamic
143.0,1.2010001,1.1980001,1.2030001,-0.002,0.081,0.49,0.32900003,1.0450001,1.371,1.0,0.462,GP_1S,dynamic
143.0,4.064,4.065,3.9410002,0.123,0.14,0.294,0.24100001,3.785,4.342,1.0,0.628,Linear_1S,stoch
143.0,3.8550003,3.8630002,3.9410002,-0.086,0.307,0.88500005,0.512,3.242,4.4350004,1.0,0.83000004,GP_1S,stoch
198.0,1.4080001,1.4080001,1.4430001,-0.035,0.041,0.069000006,0.035,1.327,1.4900001,1.0,0.94200003,Linear_oracle,dynamic
198.0,1.3850001,1.383,1.4430001,-0.058000002,0.066,0.19500001,0.080000006,1.261,1.521,1.0,0.99000007,GP_oracle,dynamic
198.0,3.8860002,3.887,3.9880002,-0.102000006,0.112,0.102000006,0.101,3.6680002,4.1070004,1.0,1.0,Linear_oracle,stoch
198.0,3.8060002,3.7910001,3.9880002,-0.18200001,0.23500001,0.42900002,0.18200001,3.3850002,4.308,1.0,0.95000005,GP_oracle,stoch
198.0,0.86,0.86,1.4430001,-0.583,0.07,0.703,0.597,0.72300005,0.998,0.0,0.142,Linear_observed,dynamic
198.0,0.76900005,0.76900005,1.4430001,-0.674,0.075,0.87900007,0.781,0.62200004,0.915,0.0,0.158,GP_observed,dynamic
198.0,2.329,2.329,3.9880002,-1.659,0.17600001,1.8240001,1.659,1.9860001,2.674,0.0,0.0,Linear_observed,stoch
198.0,2.845,2.844,3.9880002,-1.143,0.22000001,1.575,1.345,2.4150002,3.2810001,0.0,0.3,GP_observed,stoch
198.0,1.148,1.1450001,1.4430001,-0.29500002,0.060000002,0.42900002,0.34,1.0380001,1.2720001,0.0,0.726,Linear_3S,dynamic
198.0,4.997,4.9960003,1.4430001,3.5540001,0.08800001,3.9980001,3.5540001,4.828,5.1670003,0.0,0.36600003,GP_3S,dynamic
198.0,3.2180002,3.213,3.9880002,-0.77000004,0.156,0.837,0.77000004,2.936,3.5410001,0.0,0.20400001,Linear_3S,stoch
198.0,2.252,2.256,3.9880002,-1.7360001,0.298,1.7820001,1.7360001,1.664,2.822,0.0,0.016,GP_3S,stoch
198.0,1.34,1.34,1.4430001,-0.10300001,0.051000003,0.31800002,0.24800001,1.241,1.439,0.0,0.256,Linear_1S,dynamic
198.0,1.2160001,1.2210001,1.4430001,-0.22700001,0.104,0.44700003,0.328,0.998,1.4120001,0.0,0.55600005,GP_1S,dynamic
198.0,3.7370002,3.7380002,3.9880002,-0.25100002,0.13800001,0.372,0.303,3.4670002,4.0080004,1.0,0.48600003,Linear_1S,stoch
198.0,3.232,3.255,3.9880002,-0.75600004,0.349,0.88900006,0.75600004,2.4940002,3.8650002,0.0,0.596,GP_1S,stoch
253.0,1.1290001,1.1290001,1.0940001,0.035,0.030000001,0.042000003,0.036000002,1.07,1.1880001,1.0,1.0,Linear_oracle,dynamic
253.0,1.121,1.1220001,1.0940001,0.027,0.038000003,0.19700001,0.113000005,1.0430001,1.194,1.0,0.96400005,GP_oracle,dynamic
253.0,3.7790003,3.778,3.66,0.119,0.1,0.124000005,0.119,3.5830002,3.976,1.0,1.0,Linear_oracle,stoch
253.0,3.67,3.6740003,3.66,0.010000001,0.13900001,0.558,0.28100002,3.3920002,3.936,1.0,0.934,GP_oracle,stoch
253.0,0.78200006,0.78200006,1.0940001,-0.312,0.062000003,0.47000003,0.372,0.65900004,0.90400004,0.0,0.264,Linear_observed,dynamic
253.0,0.50600004,0.505,1.0940001,-0.588,0.07300001,0.725,0.642,0.36100003,0.648,0.0,0.15200001,GP_observed,dynamic
253.0,2.4540002,2.453,3.66,-1.2060001,0.185,1.427,1.207,2.0870001,2.822,0.0,0.064,Linear_observed,stoch
253.0,3.4210002,3.4220002,3.66,-0.23900001,0.25800002,1.654,1.47,2.9150002,3.936,1.0,0.16000001,GP_observed,stoch
253.0,0.998,0.99600005,1.0940001,-0.096,0.044000003,0.252,0.2,0.91600007,1.088,0.0,0.90200007,Linear_3S,dynamic
253.0,4.294,4.2970004,1.0940001,3.2,0.104,3.7530003,3.2010002,4.086,4.4900002,0.0,0.45600003,GP_3S,dynamic
253.0,3.3490002,3.3430002,3.66,-0.31100002,0.133,0.42400002,0.347,3.0990002,3.6280003,0.0,0.818,Linear_3S,stoch
253.0,2.5370002,2.539,3.66,-1.123,0.223,1.228,1.1240001,2.091,2.9640002,0.0,0.446,GP_3S,stoch
253.0,1.12,1.1190001,1.0940001,0.026,0.037,0.231,0.186,1.047,1.192,1.0,0.24800001,Linear_1S,dynamic
253.0,1.102,1.1010001,1.0940001,0.008,0.066,0.29700002,0.22600001,0.97400004,1.235,1.0,0.54,GP_1S,dynamic
253.0,3.7610002,3.7600002,3.66,0.101,0.123,0.284,0.22500001,3.5160003,4.004,1.0,0.61600006,Linear_1S,stoch
253.0,3.5630002,3.5670002,3.66,-0.097,0.24900001,0.59000003,0.34,3.0640001,4.0490003,1.0,0.90800005,GP_1S,stoch
308.0,0.90300006,0.90400004,0.91300005,-0.010000001,0.028,0.027,0.022000002,0.84700006,0.95800006,1.0,1.0,Linear_oracle,dynamic
308.0,0.86800003,0.86800003,0.91300005,-0.045,0.039,0.19800001,0.071,0.78900003,0.94500005,1.0,0.98200005,GP_oracle,dynamic
308.0,3.8470001,3.8490002,3.8910003,-0.044000003,0.12200001,0.05,0.044000003,3.6050003,4.085,1.0,1.0,Linear_oracle,stoch
308.0,3.7020001,3.7010002,3.8910003,-0.18900001,0.156,0.58900005,0.192,3.394,4.0010004,1.0,0.91,GP_oracle,stoch
