idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
10.0,2.4620001,2.4620001,2.4080002,0.054,0.053000003,0.076000005,0.13100001,0.064,0.09900001,0.10300001,2.3600001,2.5670002,1.0,1.0,Linear_oracle,dynamic
10.0,2.5270002,2.5270002,2.4080002,0.119,0.068,0.49300003,0.55300003,0.186,0.25100002,0.171,2.397,2.66,1.0,0.98800004,GP_oracle,dynamic
10.0,3.2710001,3.2700002,3.1920002,0.079,0.066,0.091000006,0.136,0.079,0.102000006,0.058000002,3.1420002,3.4020002,1.0,1.0,Linear_oracle,stoch
10.0,3.226,3.226,3.1920002,0.034,0.079,0.52900004,0.58100003,0.20500001,0.25300002,0.34500003,3.0690002,3.381,1.0,0.9620001,GP_oracle,stoch
10.0,1.8600001,1.8600001,2.4080002,-0.54800004,0.067,1.1400001,1.148,0.83900005,0.845,1.6830001,1.728,1.9920001,0.0,0.19000001,Linear_observed,dynamic
10.0,1.4860001,1.485,2.4080002,-0.92200005,0.16100001,1.733,1.769,1.3560001,1.3790001,5.583,1.1750001,1.8040001,0.0,0.28800002,GP_observed,dynamic
10.0,2.5240002,2.523,3.1920002,-0.66800004,0.096,1.3050001,1.3130001,0.97300005,0.97900003,0.62100005,2.3330002,2.7110002,0.0,0.17,Linear_observed,stoch
10.0,2.8200002,2.825,3.1920002,-0.372,0.32900003,1.539,1.6450001,1.039,1.1,0.79600006,2.1550002,3.446,1.0,0.504,GP_observed,stoch
10.0,2.3330002,2.332,2.4080002,-0.075,0.082,0.532,0.674,0.42600003,0.53300005,1.1500001,2.1750002,2.496,1.0,0.88400006,Linear_3S,dynamic
10.0,3.0640001,3.0630002,3.1920002,-0.128,0.101,0.609,0.76400006,0.476,0.59800005,0.342,2.871,3.2680001,1.0,0.86600006,Linear_3S,stoch
10.0,2.3560002,2.3560002,2.4080002,-0.052,0.095000006,0.73300004,0.878,0.504,0.623,1.088,2.171,2.545,1.0,0.86,GP_3S,dynamic
10.0,2.9800003,2.979,3.1920002,-0.21200001,0.11400001,0.864,1.014,0.58400005,0.712,0.60300004,2.7610002,3.2070003,1.0,0.85400003,GP_3S,stoch
10.0,2.4620001,2.4610002,2.4080002,0.054,0.060000002,0.48400003,0.49800003,0.38700002,0.39900002,1.029,2.344,2.5800002,1.0,0.33400002,Linear_1S,dynamic
10.0,2.528,2.528,2.4080002,0.120000005,0.082,0.739,0.78900003,0.505,0.53300005,0.99200004,2.368,2.69,1.0,0.5,GP_1S,dynamic
10.0,3.305,3.305,3.1920002,0.113000005,0.081,0.565,0.577,0.44200003,0.45100003,0.356,3.147,3.4650002,1.0,0.30200002,Linear_1S,stoch
