idx,mean,median,true,bias,std,RMSE,MAE,q025,q975,covering,mean_ind_cover,method,estimand
49.0,0.91700006,0.91800004,0.94500005,-0.028,0.028,0.031000001,0.027,0.86300004,0.97300005,1.0,1.0,Linear_oracle,dynamic
49.0,0.87000006,0.87100005,0.94500005,-0.075,0.036000002,0.277,0.095000006,0.794,0.938,0.0,0.91,GP_oracle,dynamic
49.0,3.736,3.7370002,3.8480003,-0.112,0.115,0.117000006,0.112,3.5110002,3.9630003,1.0,1.0,Linear_oracle,stoch
49.0,3.5460002,3.551,3.8480003,-0.30200002,0.164,0.735,0.30200002,3.2140002,3.8550003,1.0,0.906,GP_oracle,stoch
49.0,0.707,0.708,0.94500005,-0.238,0.053000003,0.39800003,0.317,0.60400003,0.81000006,0.0,0.22200002,Linear_observed,dynamic
49.0,0.63500005,0.63500005,0.94500005,-0.31,0.055000003,0.44900003,0.36800003,0.527,0.74300003,0.0,0.35200003,GP_observed,dynamic
49.0,2.651,2.654,3.8480003,-1.197,0.18800001,1.4250001,1.199,2.2800002,3.016,0.0,0.094000004,Linear_observed,stoch
49.0,2.903,2.89,3.8480003,-0.94500005,0.31500003,1.4560001,1.146,2.3070002,3.5500002,0.0,0.44000003,GP_observed,stoch
49.0,0.78300005,0.781,0.94500005,-0.162,0.040000003,0.26200002,0.20300001,0.71000004,0.86700004,0.0,0.80200005,Linear_3S,dynamic
49.0,4.7790003,4.781,0.94500005,3.834,0.11000001,4.228,3.834,4.559,4.986,0.0,0.27800003,GP_3S,dynamic
49.0,3.173,3.1660001,3.8480003,-0.675,0.15400001,0.758,0.67600006,2.8960001,3.496,0.0,0.312,Linear_3S,stoch
49.0,2.6350002,2.634,3.8480003,-1.213,0.208,1.3800001,1.213,2.229,3.042,0.0,0.224,GP_3S,stoch
49.0,0.89900005,0.89900005,0.94500005,-0.046000004,0.034,0.20600002,0.16000001,0.83300006,0.966,1.0,0.30200002,Linear_1S,dynamic
49.0,0.83500004,0.83900005,0.94500005,-0.11000001,0.049000002,0.34800002,0.223,0.72300005,0.91800004,0.0,0.44400004,GP_1S,dynamic
