idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
28.0,2.4680002,2.4680002,2.5870001,-0.119,0.051000003,0.12200001,0.162,0.11800001,0.132,0.18800001,2.368,2.571,0.0,1.0,Linear_oracle,dynamic
28.0,2.433,2.434,2.5870001,-0.15400001,0.07,0.605,0.65900004,0.26000002,0.30200002,0.35200003,2.295,2.568,0.0,0.934,GP_oracle,dynamic
28.0,3.0570002,3.0570002,3.183,-0.126,0.062000003,0.12900001,0.162,0.126,0.134,0.14,2.936,3.1810002,0.0,0.79600006,Linear_oracle,stoch
28.0,2.9870002,2.9870002,3.183,-0.19600001,0.071,0.60700005,0.652,0.266,0.296,0.22900002,2.8470001,3.124,0.0,0.87200004,GP_oracle,stoch
28.0,1.927,1.927,2.5870001,-0.66,0.066,1.1730001,1.179,0.84900004,0.855,0.823,1.7980001,2.056,0.0,0.194,Linear_observed,dynamic
28.0,1.3010001,1.3010001,2.5870001,-1.286,0.18900001,1.8000001,1.8440001,1.45,1.468,2.6780002,0.933,1.667,0.0,0.216,GP_observed,dynamic
28.0,2.365,2.3660002,3.183,-0.818,0.074,1.3280001,1.3330001,0.97,0.975,0.77400005,2.22,2.5100002,0.0,0.17600001,Linear_observed,stoch
28.0,2.7410002,2.739,3.183,-0.44200003,0.179,1.2,1.261,0.83000004,0.86600006,0.637,2.38,3.0890002,0.0,0.44200003,GP_observed,stoch
28.0,2.352,2.351,2.5870001,-0.23500001,0.081,0.64000005,0.753,0.5,0.59300005,0.697,2.1980002,2.516,0.0,0.748,Linear_3S,dynamic
28.0,2.8100002,2.809,3.183,-0.37300003,0.091000006,0.721,0.83000004,0.56600004,0.656,0.509,2.638,2.9940002,0.0,0.708,Linear_3S,stoch
28.0,2.2150002,2.214,2.5870001,-0.372,0.11000001,0.919,1.051,0.63500005,0.74,0.625,2.0040002,2.434,0.0,0.81000006,GP_3S,dynamic
28.0,2.7,2.7,3.183,-0.483,0.11800001,1.026,1.153,0.71000004,0.80300003,0.512,2.4680002,2.93,0.0,0.744,GP_3S,stoch
28.0,2.5210001,2.5210001,2.5870001,-0.066,0.065000005,0.52000004,0.53400004,0.41500002,0.42600003,0.67600006,2.3930001,2.65,1.0,0.33,Linear_1S,dynamic
28.0,2.5210001,2.522,2.5870001,-0.066,0.108,0.79200006,0.86100006,0.51900005,0.55700004,0.73700005,2.3070002,2.7350001,1.0,0.564,GP_1S,dynamic
28.0,3.042,3.0410001,3.183,-0.141,0.07700001,0.54800004,0.56,0.441,0.45100003,0.505,2.8890002,3.1950002,1.0,0.256,Linear_1S,stoch
28.0,3.0370002,3.0370002,3.183,-0.14600001,0.13100001,0.878,0.947,0.569,0.6,0.609,2.7740002,3.292,1.0,0.492,GP_1S,stoch
83.0,2.815,2.8140001,2.7440002,0.071,0.049000002,0.223,0.24700001,0.177,0.19000001,0.38700002,2.719,2.91,1.0,0.56,Linear_oracle,dynamic
83.0,2.8130002,2.8130002,2.7440002,0.069000006,0.064,0.37500003,0.45000002,0.19500001,0.259,0.33200002,2.6890001,2.94,1.0,0.90800005,GP_oracle,dynamic
83.0,3.357,3.357,3.2580001,0.09900001,0.057000004,0.23300001,0.252,0.179,0.18900001,0.16000001,3.246,3.4710002,1.0,0.48600003,Linear_oracle,stoch
83.0,3.3000002,3.3000002,3.2580001,0.042000003,0.064,0.33900002,0.40600002,0.185,0.23,0.08800001,3.1750002,3.4240003,1.0,0.896,GP_oracle,stoch
83.0,2.335,2.335,2.7440002,-0.409,0.071,1.0780001,1.0860001,0.78900003,0.79600006,1.7950001,2.197,2.4750001,0.0,0.202,Linear_observed,dynamic
83.0,1.9230001,1.922,2.7440002,-0.82100004,0.18,1.5320001,1.5840001,1.2240001,1.246,3.298,1.575,2.283,0.0,0.31800002,GP_observed,dynamic
83.0,2.7280002,2.7280002,3.2580001,-0.53000003,0.083000004,1.2040001,1.2110001,0.86500007,0.87200004,0.41300002,2.565,2.89,0.0,0.19800001,Linear_observed,stoch
