idx,mean,median,true,bias,std,RMSE,MAE,q025,q975,covering,mean_ind_cover,method,estimand
44.0,0.96300006,0.96300006,0.94900006,0.014,0.025,0.021000002,0.019000001,0.915,1.0120001,1.0,1.0,Linear_oracle,dynamic
44.0,0.89000005,0.89000005,0.94900006,-0.059000004,0.037,0.238,0.127,0.814,0.96300006,1.0,0.65400004,GP_oracle,dynamic
44.0,3.8120003,3.811,3.7540002,0.058000002,0.098000005,0.063,0.058000002,3.6190002,4.006,1.0,1.0,Linear_oracle,stoch
44.0,3.2310002,3.2340002,3.7540002,-0.523,0.193,0.624,0.527,2.8460002,3.5970001,0.0,0.326,GP_oracle,stoch
44.0,0.697,0.697,0.94900006,-0.252,0.048,0.393,0.307,0.60200006,0.79200006,0.0,0.24200001,Linear_observed,dynamic
44.0,0.425,0.425,0.94900006,-0.52400005,0.056,0.66300005,0.588,0.316,0.535,0.0,0.116000004,GP_observed,dynamic
44.0,2.571,2.572,3.7540002,-1.1830001,0.172,1.3920001,1.1830001,2.2340002,2.91,0.0,0.076000005,Linear_observed,stoch
44.0,2.5860002,2.585,3.7540002,-1.1680001,0.18400002,1.6470001,1.4560001,2.2280002,2.9480002,0.0,0.17,GP_observed,stoch
44.0,0.89000005,0.8880001,0.94900006,-0.059000004,0.039,0.22000001,0.171,0.818,0.97300005,1.0,0.92800003,Linear_3S,dynamic
44.0,4.697,4.6980004,0.94900006,3.7480001,0.098000005,4.203,3.7480001,4.504,4.886,0.0,0.298,GP_3S,dynamic
44.0,3.5720003,3.5670002,3.7540002,-0.18200001,0.141,0.32700002,0.26000002,3.3130002,3.8690002,1.0,0.924,Linear_3S,stoch
44.0,2.4060001,2.4060001,3.7540002,-1.348,0.23700002,1.4080001,1.3490001,1.9390001,2.867,0.0,0.33600003,GP_3S,stoch
44.0,1.001,1.001,0.94900006,0.052,0.029000001,0.21700001,0.172,0.943,1.059,1.0,0.256,Linear_1S,dynamic
44.0,0.90400004,0.906,0.94900006,-0.045,0.057000004,0.319,0.22100002,0.78900003,1.013,1.0,0.50200003,GP_1S,dynamic
44.0,4.0230002,4.0220003,3.7540002,0.26900002,0.119,0.37800002,0.30900002,3.7890003,4.2580004,0.0,0.418,Linear_1S,stoch
44.0,3.3040001,3.3120003,3.7540002,-0.45000002,0.307,0.614,0.483,2.6950002,3.8830001,1.0,0.786,GP_1S,stoch
99.0,0.984,0.984,0.97700006,0.007,0.027,0.039,0.018000001,0.93100005,1.0370001,1.0,1.0,Linear_oracle,dynamic
99.0,0.96500003,0.95900005,0.97700006,-0.012,0.049000002,0.157,0.07700001,0.88100004,1.075,1.0,1.0,GP_oracle,dynamic
99.0,4.0080004,4.0080004,3.9840002,0.024,0.112,0.026,0.024,3.7870002,4.227,1.0,1.0,Linear_oracle,stoch
99.0,3.8980002,3.897,3.9840002,-0.086,0.192,0.32900003,0.141,3.5270002,4.28,1.0,1.0,GP_oracle,stoch
99.0,0.684,0.684,0.97700006,-0.293,0.046000004,0.469,0.351,0.592,0.776,0.0,0.23400001,Linear_observed,dynamic
99.0,0.523,0.523,0.97700006,-0.45400003,0.056,0.569,0.47500002,0.41300002,0.634,0.0,0.25800002,GP_observed,dynamic
99.0,2.43,2.4310002,3.9840002,-1.554,0.157,1.7270001,1.5530001,2.118,2.742,0.0,0.004,Linear_observed,stoch
99.0,2.624,2.624,3.9840002,-1.36,0.16900001,1.6380001,1.4120001,2.2930002,2.9510002,0.0,0.216,GP_observed,stoch
99.0,0.82800007,0.827,0.97700006,-0.149,0.037,0.272,0.20500001,0.76100004,0.90400004,0.0,0.804,Linear_3S,dynamic
99.0,4.691,4.69,0.97700006,3.7140002,0.095000006,4.168,3.7140002,4.5070004,4.875,0.0,0.354,GP_3S,dynamic
99.0,3.4840002,3.479,3.9840002,-0.5,0.14600001,0.582,0.50600004,3.219,3.7890003,0.0,0.53800005,Linear_3S,stoch
99.0,2.581,2.5800002,3.9840002,-1.4030001,0.268,1.46,1.4030001,2.0600002,3.104,0.0,0.128,GP_3S,stoch
99.0,0.915,0.915,0.97700006,-0.062000003,0.030000001,0.22200002,0.16900001,0.85600007,0.97400004,0.0,0.268,Linear_1S,dynamic
99.0,0.86100006,0.86,0.97700006,-0.116000004,0.058000002,0.36100003,0.23600002,0.74500006,0.984,1.0,0.536,GP_1S,dynamic
99.0,3.874,3.874,3.9840002,-0.11000001,0.132,0.28,0.223,3.6130002,4.1340003,1.0,0.64400005,Linear_1S,stoch
99.0,3.5950003,3.6050003,3.9840002,-0.38900003,0.29900002,0.65800005,0.43300003,2.9740002,4.156,1.0,0.87000006,GP_1S,stoch
154.0,0.96300006,0.9620001,0.99500006,-0.032,0.029000001,0.036000002,0.032,0.906,1.0200001,1.0,1.0,Linear_oracle,dynamic
154.0,0.9620001,0.96300006,0.99500006,-0.033,0.037,0.23500001,0.082,0.8880001,1.034,1.0,0.934,GP_oracle,dynamic
154.0,3.5790002,3.578,3.7010002,-0.12200001,0.109000005,0.127,0.12100001,3.3660002,3.7960002,1.0,1.0,Linear_oracle,stoch
154.0,3.5370002,3.538,3.7010002,-0.164,0.157,0.73300004,0.22700001,3.226,3.8390002,1.0,0.92200005,GP_oracle,stoch
154.0,0.78800005,0.78700006,0.99500006,-0.20700002,0.059000004,0.38000003,0.293,0.67300004,0.90400004,0.0,0.282,Linear_observed,dynamic
154.0,0.59900004,0.6,0.99500006,-0.39600003,0.065000005,0.536,0.46100003,0.47200003,0.72700006,0.0,0.24200001,GP_observed,dynamic
