idx,mean,median,true,bias,std,RMSE,MAE,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
6.0,5.1730003,5.1740003,5.1740003,-0.001,0.053000003,0.097,0.07300001,0.024,5.0680003,5.276,1.0,1.0,Linear_oracle,dynamic
6.0,5.1920004,5.1910005,5.1740003,0.018000001,0.071,0.43800002,0.20700002,0.060000002,5.0540004,5.333,1.0,0.966,GP_oracle,dynamic
6.0,5.7530003,5.754,5.734,0.019000001,0.062000003,0.085,0.053000003,0.011000001,5.631,5.874,1.0,1.0,Linear_oracle,stoch
6.0,5.6320004,5.6320004,5.734,-0.102000006,0.079,0.56200004,0.22100002,0.040000003,5.4760003,5.787,1.0,0.93000007,GP_oracle,stoch
6.0,4.262,4.262,5.1740003,-0.91200006,0.07,1.493,1.046,0.26700002,4.125,4.401,0.0,0.16800001,Linear_observed,dynamic
6.0,4.242,4.243,5.1740003,-0.93200004,0.113000005,1.713,1.3520001,0.409,4.02,4.465,0.0,0.246,GP_observed,dynamic
6.0,5.247,5.247,5.734,-0.48700002,0.102000006,1.4250001,1.005,0.18300001,5.0480003,5.446,0.0,0.192,Linear_observed,stoch
6.0,6.1670003,6.1670003,5.734,0.43300003,0.133,1.1340001,0.89000005,0.18400002,5.905,6.4270005,0.0,0.30600002,GP_observed,stoch
6.0,5.0400004,5.039,5.1740003,-0.134,0.078,0.551,0.43800002,0.12200001,4.888,5.195,1.0,0.91400003,Linear_3S,dynamic
6.0,4.9080005,4.907,5.1740003,-0.266,0.097,0.77500004,0.544,0.149,4.721,5.1000004,0.0,0.86800003,GP_3S,dynamic
6.0,5.5670004,5.565,5.734,-0.16700001,0.087000005,0.504,0.40100002,0.083000004,5.3960004,5.7400002,1.0,0.91200006,Linear_3S,stoch
6.0,5.234,5.236,5.734,-0.5,0.116000004,0.96400005,0.629,0.117000006,5.0020003,5.4570003,0.0,0.84800005,GP_3S,stoch
6.0,5.1460004,5.1460004,5.1740003,-0.028,0.059000004,0.521,0.42100003,0.12100001,5.0290003,5.261,1.0,0.294,Linear_1S,dynamic
6.0,5.203,5.2040005,5.1740003,0.029000001,0.091000006,0.734,0.527,0.164,5.0210004,5.38,1.0,0.48000002,GP_1S,dynamic
6.0,5.7260003,5.7260003,5.734,-0.008,0.07,0.45800003,0.36800003,0.080000006,5.5880003,5.8620005,1.0,0.284,Linear_1S,stoch
6.0,5.636,5.637,5.734,-0.098000005,0.109000005,0.83800006,0.541,0.115,5.4160004,5.8430004,1.0,0.48000002,GP_1S,stoch
61.0,5.0880003,5.0870004,5.151,-0.063,0.063,0.093,0.068,0.020000001,4.966,5.2120004,1.0,1.0,Linear_oracle,dynamic
61.0,4.9940004,4.9960003,5.151,-0.157,0.081,0.56200004,0.23400001,0.098000005,4.829,5.151,0.0,0.95000005,GP_oracle,dynamic
61.0,5.7040005,5.7040005,5.7850003,-0.081,0.074,0.11000001,0.082,0.015000001,5.5600004,5.8510003,1.0,1.0,Linear_oracle,stoch
61.0,5.498,5.504,5.7850003,-0.287,0.117000006,0.89400005,0.342,0.047000002,5.248,5.7110004,0.0,0.892,GP_oracle,stoch
61.0,4.142,4.142,5.151,-1.0090001,0.062000003,1.5370001,1.1240001,0.317,4.0210004,4.263,0.0,0.13800001,Linear_observed,dynamic
61.0,4.118,4.118,5.151,-1.033,0.09900001,1.8550001,1.4350001,0.409,3.923,4.3120003,0.0,0.24800001,GP_observed,dynamic
