idx,mean,median,TRUE,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
45,2.5200002,2.5200002,2.5170002,0.003,0.049000002,0.042000003,0.11800001,0.041,0.09,0.133,2.424,2.614,1,1,Linear_oracle,dynamic
45,2.5040002,2.505,2.5170002,-0.013,0.066,0.509,0.569,0.23500001,0.289,0.39900002,2.3730001,2.6320002,1,0.91400003,GP_oracle,dynamic
45,3.2640002,3.2640002,3.252,0.012,0.063,0.013,0.10300001,0.012,0.075,0.008,3.14,3.387,1,1,Linear_oracle,stoch
45,3.1650002,3.1650002,3.252,-0.087000005,0.072000004,0.58400005,0.63000005,0.238,0.28300002,0.14500001,3.025,3.3030002,1,0.864,GP_oracle,stoch
45,2.1920002,2.1920002,2.5170002,-0.32500002,0.066,1.047,1.0550001,0.711,0.71900004,1.1910001,2.0600002,2.3200002,0,0.24200001,Linear_observed,dynamic
45,1.8080001,1.8060001,2.5170002,-0.70900005,0.177,1.5730001,1.6200001,1.1780001,1.207,3.1990001,1.462,2.1550002,0,0.342,GP_observed,dynamic
45,2.6560001,2.6560001,3.252,-0.596,0.08800001,1.248,1.256,0.897,0.90400004,0.39800003,2.483,2.828,0,0.21000001,Linear_observed,stoch
45,2.9190001,2.924,3.252,-0.333,0.287,1.393,1.496,0.94900006,1.011,0.43600002,2.3460002,3.4810002,1,0.54,GP_observed,stoch
45,2.4510002,2.45,2.5170002,-0.066,0.075,0.588,0.689,0.44000003,0.521,1.1630001,2.3070002,2.601,1,0.814,Linear_3S,dynamic
45,3.0410001,3.039,3.252,-0.21100001,0.096,0.693,0.804,0.52900004,0.619,0.28300002,2.858,3.236,0,0.77400005,Linear_3S,stoch
45,2.427,2.426,2.5170002,-0.09,0.09200001,0.804,0.92300004,0.536,0.632,1.3750001,2.2480001,2.6090002,1,0.822,GP_3S,dynamic
45,2.94,2.9390001,3.252,-0.312,0.105000004,0.96400005,1.0840001,0.65500003,0.74600005,0.337,2.736,3.1480002,0,0.76600003,GP_3S,stoch
45,2.5670002,2.5670002,2.5170002,0.05,0.057000004,0.49400002,0.51000005,0.38500002,0.397,1.2060001,2.453,2.68,1,0.35200003,Linear_1S,dynamic
45,2.523,2.523,2.5170002,0.006,0.079,0.79700005,0.84900004,0.512,0.545,1.595,2.3700001,2.677,1,0.544,GP_1S,dynamic
45,3.3200002,3.3190002,3.252,0.068,0.081,0.57000005,0.58400005,0.45400003,0.46400002,0.296,3.1610003,3.4810002,1,0.268,Linear_1S,stoch
45,3.176,3.176,3.252,-0.076000005,0.093,0.98800004,1.033,0.63000005,0.64900005,0.37600002,2.9880002,3.357,1,0.38000003,GP_1S,stoch
100,2.8850002,2.8850002,2.904,-0.019000001,0.058000002,0.108,0.156,0.08400001,0.116000004,0.128,2.7710001,2.999,1,1,Linear_oracle,dynamic
100,2.868,2.867,2.904,-0.036000002,0.072000004,0.44000003,0.509,0.24100001,0.3,0.24800001,2.723,3.009,1,0.87600005,GP_oracle,dynamic
