idx,mean,median,TRUE,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
5,2.8270001,2.8270001,2.7480001,0.079,0.049000002,0.08800001,0.135,0.080000006,0.108,0.564,2.7310002,2.9250002,1,1,Linear_oracle,dynamic
5,2.7670002,2.7680001,2.7480001,0.019000001,0.066,0.272,0.35500002,0.147,0.22000001,0.86200005,2.6390002,2.8960001,1,0.994,GP_oracle,dynamic
5,3.3500001,3.3490002,3.269,0.081,0.059000004,0.093,0.133,0.082,0.105000004,0.027,3.2340002,3.466,1,0.97400004,Linear_oracle,stoch
5,3.2740002,3.275,3.269,0.005,0.066,0.39600003,0.45000002,0.17,0.22200002,0.065000005,3.1430001,3.403,1,0.92,GP_oracle,stoch
5,2.3790002,2.3790002,2.7480001,-0.36900002,0.063,1.003,1.011,0.73600006,0.744,9.143001,2.256,2.502,0,0.21800001,Linear_observed,dynamic
5,1.9380001,1.9390001,2.7480001,-0.81000006,0.15,1.6320001,1.6680001,1.271,1.2980001,20.441002,1.646,2.23,0,0.30400002,GP_observed,dynamic
5,2.8040001,2.8040001,3.269,-0.46500003,0.082,1.1570001,1.164,0.83400005,0.841,0.39000002,2.64,2.966,0,0.20600002,Linear_observed,stoch
5,3.3100002,3.3100002,3.269,0.041,0.224,1.0630001,1.146,0.776,0.83900005,0.44500002,2.8760002,3.7510002,1,0.52000004,GP_observed,stoch
5,2.7010002,2.7010002,2.7480001,-0.047000002,0.075,0.595,0.70000005,0.46400002,0.549,7.9670005,2.5570002,2.8500001,1,0.76400006,Linear_3S,dynamic
5,3.065,3.0640001,3.269,-0.20400001,0.083000004,0.69600004,0.79300004,0.535,0.614,0.24400002,2.9050002,3.233,0,0.744,Linear_3S,stoch
5,2.5740001,2.5730002,2.7480001,-0.17400001,0.09,0.67800003,0.80700004,0.508,0.614,6.2320004,2.401,2.753,1,0.79800004,GP_3S,dynamic
5,3.0110002,3.009,3.269,-0.25800002,0.086,0.76600003,0.87900007,0.563,0.65500003,0.256,2.8460002,3.1840003,0,0.77400005,GP_3S,stoch
5,2.8130002,2.812,2.7480001,0.065000005,0.057000004,0.537,0.549,0.42600003,0.43600002,6.9630003,2.7040002,2.9250002,1,0.30800003,Linear_1S,dynamic
5,2.687,2.686,2.7480001,-0.061000004,0.076000005,0.601,0.65300006,0.453,0.49,5.249,2.5400002,2.8390002,1,0.56,GP_1S,dynamic
5,3.2500002,3.2500002,3.269,-0.019000001,0.068,0.58000004,0.59000003,0.455,0.462,0.21400002,3.117,3.384,1,0.27600002,Linear_1S,stoch
5,3.167,3.167,3.269,-0.102000006,0.074,0.675,0.71300006,0.492,0.518,0.215,3.019,3.315,1,0.44000003,GP_1S,stoch
60,2.89,2.89,2.8390002,0.051000003,0.049000002,0.15100001,0.185,0.113000005,0.13800001,0.24100001,2.7930002,2.989,1,0.808,Linear_oracle,dynamic
60,2.8460002,2.845,2.8390002,0.007,0.064,0.312,0.39200002,0.162,0.23300001,0.349,2.7220001,2.9750001,1,0.96000004,GP_oracle,dynamic
60,3.4480002,3.4480002,3.384,0.064,0.059000004,0.127,0.16000001,0.09900001,0.119,0.051000003,3.331,3.565,1,0.846,Linear_oracle,stoch
60,3.3360002,3.3360002,3.384,-0.048,0.067,0.45900002,0.51100004,0.193,0.24400002,0.061000004,3.203,3.466,1,0.938,GP_oracle,stoch
60,2.424,2.423,2.8390002,-0.41500002,0.071,1.146,1.153,0.814,0.82100004,2.229,2.2870002,2.562,0,0.23,Linear_observed,dynamic
60,1.7220001,1.7210001,2.8390002,-1.1170001,0.18100001,1.8620001,1.9000001,1.4350001,1.4580001,5.5400004,1.373,2.082,0,0.272,GP_observed,dynamic
60,2.9320002,2.9320002,3.384,-0.45200002,0.09,1.23,1.238,0.887,0.89500004,0.349,2.7580001,3.1100001,0,0.22800002,Linear_observed,stoch
60,3.7180002,3.713,3.384,0.33400002,0.24900001,1.1470001,1.235,0.89800006,0.95000005,0.43300003,3.246,4.208,1,0.46600002,GP_observed,stoch
60,2.7120001,2.7120001,2.8390002,-0.127,0.07300001,0.633,0.75200003,0.49800003,0.591,1.5460001,2.5700002,2.8560002,1,0.8,Linear_3S,dynamic
60,3.265,3.2630002,3.384,-0.119,0.091000006,0.64100003,0.786,0.50600004,0.62,0.21400002,3.0900002,3.4470003,1,0.82400006,Linear_3S,stoch
60,2.6580002,2.657,2.8390002,-0.18100001,0.086,0.69000006,0.83100003,0.53300005,0.634,1.493,2.493,2.8290002,0,0.822,GP_3S,dynamic
60,3.1430001,3.1420002,3.384,-0.24100001,0.097,0.86600006,1.014,0.60300004,0.71900004,0.24300002,2.9550002,3.3370001,0,0.80200005,GP_3S,stoch
60,2.792,2.792,2.8390002,-0.047000002,0.055000003,0.55700004,0.57000005,0.44200003,0.45100003,1.269,2.683,2.901,1,0.3,Linear_1S,dynamic
60,2.7600002,2.7600002,2.8390002,-0.079,0.07300001,0.62,0.674,0.46800002,0.503,1.2290001,2.6190002,2.904,1,0.52400005,GP_1S,dynamic
60,3.4870002,3.4870002,3.384,0.10300001,0.074,0.582,0.59400004,0.46400002,0.47300002,0.20300001,3.341,3.6330001,1,0.27400002,Linear_1S,stoch
60,3.371,3.3720002,3.384,-0.013,0.087000005,0.83300006,0.88000005,0.574,0.596,0.23300001,3.1970003,3.5430002,1,0.40800002,GP_1S,stoch
115,2.3820002,2.3820002,2.4350002,-0.053000003,0.046000004,0.134,0.16800001,0.102000006,0.127,0.9480001,2.292,2.4720001,1,0.80200005,Linear_oracle,dynamic
115,2.348,2.348,2.4350002,-0.087000005,0.060000002,0.45900002,0.514,0.215,0.263,1.485,2.233,2.466,1,0.86200005,GP_oracle,dynamic
115,2.9780002,2.9780002,3.0140002,-0.036000002,0.054,0.108,0.142,0.085,0.108,0.13700001,2.8720002,3.0860002,1,0.79600006,Linear_oracle,stoch
115,2.9080002,2.9080002,3.0140002,-0.106000006,0.059000004,0.485,0.528,0.216,0.25,0.19000001,2.792,3.0240002,1,0.82600003,GP_oracle,stoch
115,2.012,2.012,2.4350002,-0.423,0.062000003,1,1.008,0.72200006,0.72900003,3.4640002,1.891,2.134,0,0.23,Linear_observed,dynamic
115,1.659,1.6620001,2.4350002,-0.776,0.13900001,1.6630001,1.6960001,1.2770001,1.3000001,17.722,1.386,1.9260001,0,0.27600002,GP_observed,dynamic
115,2.6330001,2.6330001,3.0140002,-0.381,0.085,1.1010001,1.1090001,0.79600006,0.80200005,0.55300003,2.466,2.8000002,0,0.22200002,Linear_observed,stoch
115,3.0670002,3.068,3.0140002,0.053000003,0.27600002,1.177,1.2820001,0.84700006,0.91200006,0.44900003,2.5240002,3.6030002,1,0.512,GP_observed,stoch
115,2.341,2.3400002,2.4350002,-0.094000004,0.074,0.55,0.67300004,0.43800002,0.53400004,4.1060004,2.1990001,2.489,1,0.81600004,Linear_3S,dynamic
115,2.802,2.8000002,3.0140002,-0.21200001,0.08400001,0.647,0.762,0.508,0.601,0.30600002,2.641,2.9710002,0,0.73800004,Linear_3S,stoch
115,2.2940001,2.2930002,2.4350002,-0.141,0.09,0.75500005,0.89000005,0.51500005,0.63100004,4.1800003,2.121,2.473,1,0.84400004,GP_3S,dynamic
115,2.719,2.719,3.0140002,-0.29500002,0.09200001,0.84700006,0.9760001,0.588,0.698,0.303,2.542,2.9020002,0,0.77400005,GP_3S,stoch
115,2.4620001,2.4620001,2.4350002,0.027,0.056,0.48200002,0.497,0.381,0.39200002,3.66,2.3490002,2.5730002,1,0.36200002,Linear_1S,dynamic
115,2.4720001,2.4720001,2.4350002,0.037,0.075,0.684,0.74,0.46600002,0.5,4.4440002,2.325,2.6200001,1,0.55,GP_1S,dynamic
