idx,mean,median,TRUE,bias,std,RMSE,MAE,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
27,4.446,4.446,4.563,-0.117000006,0.058000002,0.148,0.119,0.038000003,4.3310003,4.5610003,0,0.75600004,Linear_oracle,dynamic
27,4.387,4.388,4.563,-0.17600001,0.080000006,0.48800004,0.22200002,0.060000002,4.228,4.544,0,0.89800006,GP_oracle,dynamic
27,5.346,5.3450003,5.473,-0.127,0.078,0.128,0.127,0.028,5.1930003,5.498,1,0.76600003,Linear_oracle,stoch
27,5.2320004,5.2320004,5.473,-0.24100001,0.102000006,0.76400006,0.3,0.048,5.0280004,5.4290004,0,0.906,GP_oracle,stoch
27,3.4540002,3.4540002,4.563,-1.1090001,0.069000006,1.5990001,1.138,0.35300002,3.3170002,3.5870001,0,0.136,Linear_observed,dynamic
27,2.996,2.996,4.563,-1.567,0.119,2.118,1.651,0.573,2.7640002,3.2300003,0,0.25800002,GP_observed,dynamic
27,4.6410003,4.6400003,5.473,-0.832,0.109000005,1.585,1.093,0.21400002,4.428,4.854,0,0.23600002,Linear_observed,stoch
27,5.7630005,5.762,5.473,0.29000002,0.216,1.3720001,1.075,0.209,5.3490005,6.188,1,0.27,GP_observed,stoch
27,4.274,4.2720003,4.563,-0.289,0.083000004,0.60400003,0.469,0.15100001,4.116,4.4420004,0,0.85,Linear_3S,dynamic
27,3.9970002,3.9970002,4.563,-0.56600004,0.109000005,0.9110001,0.665,0.177,3.7840002,4.209,0,0.754,GP_3S,dynamic
27,5.065,5.064,5.473,-0.40800002,0.108,0.665,0.513,0.095000006,4.854,5.281,0,0.81600004,Linear_3S,stoch
27,4.7200003,4.7260003,5.473,-0.753,0.15100001,1.269,0.814,0.13900001,4.408,5.0020003,0,0.754,GP_3S,stoch
27,4.375,4.3760004,4.563,-0.18800001,0.066,0.518,0.41300002,0.143,4.2460003,4.505,0,0.32000002,Linear_1S,dynamic
27,4.2790003,4.2790003,4.563,-0.284,0.10300001,0.78400004,0.541,0.163,4.079,4.4810004,0,0.514,GP_1S,dynamic
27,5.262,5.262,5.473,-0.21100001,0.09,0.509,0.39800003,0.080000006,5.084,5.44,0,0.32200003,Linear_1S,stoch
27,5.144,5.1450005,5.473,-0.32900003,0.147,1.115,0.628,0.11000001,4.8450003,5.427,0,0.56200004,GP_1S,stoch
82,5.3500004,5.3500004,5.485,-0.135,0.059000004,0.24900001,0.201,0.053000003,5.235,5.466,0,0.58000004,Linear_oracle,dynamic
82,5.328,5.3290005,5.485,-0.157,0.08400001,0.60800004,0.35200003,0.07700001,5.163,5.492,1,0.74600005,GP_oracle,dynamic
82,5.951,5.951,6.1190004,-0.16800001,0.074,0.23200001,0.177,0.025,5.806,6.0950003,0,0.49,Linear_oracle,stoch
82,5.8030005,5.8050003,6.1190004,-0.316,0.095000006,0.86700004,0.379,0.047000002,5.609,5.984,0,0.87000006,GP_oracle,stoch
82,4.5690002,4.5690002,5.485,-0.91600007,0.064,1.575,1.1120001,0.246,4.4430003,4.695,0,0.158,Linear_observed,dynamic
82,4.7780004,4.7780004,5.485,-0.707,0.117000006,1.9200001,1.5480001,0.42100003,4.544,5.005,0,0.2,GP_observed,dynamic
82,5.335,5.334,6.1190004,-0.78400004,0.1,1.4900001,1.034,0.16100001,5.1400003,5.5330005,0,0.21400002,Linear_observed,stoch
82,6.3490005,6.3480005,6.1190004,0.23,0.15400001,1.2490001,0.94600004,0.16700001,6.0480003,6.649,1,0.28800002,GP_observed,stoch
82,5.2110004,5.21,5.485,-0.27400002,0.08400001,0.683,0.52900004,0.125,5.0490003,5.379,0,0.77800006,Linear_3S,dynamic
82,5.096,5.097,5.485,-0.38900003,0.109000005,0.98600006,0.665,0.14400001,4.881,5.307,0,0.776,GP_3S,dynamic
82,5.721,5.721,6.1190004,-0.39800003,0.098000005,0.71300006,0.54,0.085,5.525,5.9150004,0,0.716,Linear_3S,stoch
82,5.512,5.5140004,6.1190004,-0.60700005,0.12100001,1.2720001,0.772,0.11100001,5.268,5.7430005,0,0.78200006,GP_3S,stoch
82,5.34,5.34,5.485,-0.14500001,0.068,0.57600003,0.46400002,0.120000005,5.208,5.472,0,0.28800002,Linear_1S,dynamic
82,5.26,5.2630005,5.485,-0.22500001,0.106000006,0.924,0.64000005,0.14500001,5.046,5.46,0,0.43400002,GP_1S,dynamic
82,5.9160004,5.9160004,6.1190004,-0.20300001,0.08400001,0.54700005,0.43300003,0.074,5.7510004,6.0810003,0,0.286,Linear_1S,stoch
82,5.716,5.722,6.1190004,-0.40300003,0.11800001,1.1730001,0.712,0.105000004,5.472,5.9340005,0,0.37800002,GP_1S,stoch
137,4.9490004,4.9490004,4.9620004,-0.013,0.053000003,0.063,0.055000003,0.025,4.8450003,5.0530005,1,1,Linear_oracle,dynamic
137,4.899,4.9,4.9620004,-0.063,0.07,0.374,0.17,0.059000004,4.763,5.0350003,1,0.98600006,GP_oracle,dynamic
137,5.7900004,5.7900004,5.7980003,-0.008,0.071,0.017,0.013,0.002,5.6510005,5.9290004,1,1,Linear_oracle,stoch
137,5.6070004,5.6080003,5.7980003,-0.19100001,0.09,0.601,0.24000001,0.034,5.4220004,5.7780004,0,0.92800003,GP_oracle,stoch
137,4.104,4.104,4.9620004,-0.85800004,0.067,1.5120001,1.014,0.26500002,3.969,4.235,0,0.194,Linear_observed,dynamic
137,3.844,3.844,4.9620004,-1.118,0.11000001,2.0040002,1.5250001,0.492,3.624,4.0620003,0,0.26000002,GP_observed,dynamic
137,4.952,4.951,5.7980003,-0.846,0.106000006,1.5840001,1.057,0.18200001,4.7450004,5.1610003,0,0.216,Linear_observed,stoch
137,5.8580003,5.8580003,5.7980003,0.060000002,0.171,1.2950001,0.88600004,0.157,5.5160003,6.196,1,0.39000002,GP_observed,stoch
137,4.918,4.9170003,4.9620004,-0.044000003,0.083000004,0.55300003,0.43100002,0.157,4.755,5.084,1,0.89000005,Linear_3S,dynamic
137,4.714,4.714,4.9620004,-0.24800001,0.101,0.72800004,0.517,0.163,4.518,4.913,0,0.86200005,GP_3S,dynamic
