idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
23.0,2.871,2.871,2.8820002,-0.011000001,0.052,0.120000005,0.164,0.105000004,0.127,0.19900002,2.769,2.9710002,1.0,1.0,Linear_oracle,dynamic
23.0,2.8060002,2.805,2.8820002,-0.076000005,0.066,0.65400004,0.69900006,0.22200002,0.284,0.19700001,2.676,2.9350002,1.0,0.94600004,GP_oracle,dynamic
23.0,3.269,3.269,3.2740002,-0.0050000004,0.057000004,0.067,0.11800001,0.054,0.087000005,0.044000003,3.1580002,3.38,1.0,1.0,Linear_oracle,stoch
23.0,3.2450001,3.246,3.2740002,-0.029000001,0.060000002,0.5,0.53800005,0.2,0.238,0.09900001,3.1280003,3.3630002,1.0,0.9620001,GP_oracle,stoch
23.0,2.4120002,2.4120002,2.8820002,-0.47000003,0.065000005,1.1240001,1.131,0.804,0.81100005,0.855,2.2810001,2.5370002,0.0,0.202,Linear_observed,dynamic
23.0,2.052,2.052,2.8820002,-0.83000004,0.132,1.6200001,1.6520001,1.212,1.2310001,2.263,1.7980001,2.3130002,0.0,0.27600002,GP_observed,dynamic
23.0,3.0470002,3.0470002,3.2740002,-0.22700001,0.089,1.1170001,1.126,0.82400006,0.832,0.45700002,2.8750002,3.2200003,0.0,0.21200001,Linear_observed,stoch
23.0,3.5670002,3.5660002,3.2740002,0.293,0.26000002,1.1960001,1.2900001,0.897,0.95300007,0.605,3.062,4.0750003,1.0,0.446,GP_observed,stoch
23.0,2.7480001,2.7480001,2.8820002,-0.134,0.076000005,0.669,0.78000003,0.504,0.6,0.845,2.6000001,2.8980002,1.0,0.772,Linear_3S,dynamic
23.0,3.1090002,3.108,3.2740002,-0.165,0.08400001,0.66400003,0.77900004,0.517,0.609,0.354,2.9480002,3.2770002,1.0,0.776,Linear_3S,stoch
23.0,2.617,2.6160002,2.8820002,-0.26500002,0.08800001,0.97,1.0830001,0.62700003,0.72800004,0.74,2.4480002,2.792,0.0,0.78800005,GP_3S,dynamic
23.0,3.0430002,3.042,3.2740002,-0.231,0.08800001,0.89900005,1.0170001,0.629,0.71800005,0.36900002,2.874,3.2200003,0.0,0.758,GP_3S,stoch
23.0,2.8690002,2.868,2.8820002,-0.013,0.061000004,0.56,0.57500005,0.43500003,0.446,0.79300004,2.752,2.989,1.0,0.36400002,Linear_1S,dynamic
23.0,2.7670002,2.766,2.8820002,-0.115,0.07700001,0.883,0.92700005,0.532,0.565,0.72,2.614,2.914,1.0,0.528,GP_1S,dynamic
23.0,3.295,3.2940001,3.2740002,0.021000002,0.07,0.56,0.57100004,0.44400004,0.45100003,0.33100003,3.16,3.433,1.0,0.27800003,Linear_1S,stoch
23.0,3.2380002,3.2380002,3.2740002,-0.036000002,0.083000004,0.82600003,0.86800003,0.55700004,0.574,0.34500003,3.0740001,3.3980002,1.0,0.41000003,GP_1S,stoch
78.0,2.785,2.786,2.792,-0.007,0.048,0.08400001,0.134,0.082,0.108,0.194,2.6910002,2.8790002,1.0,1.0,Linear_oracle,dynamic
78.0,2.743,2.743,2.792,-0.049000002,0.067,0.36800003,0.44200003,0.21700001,0.26500002,0.31800002,2.614,2.8760002,1.0,0.90000004,GP_oracle,dynamic
78.0,3.3400002,3.341,3.3650002,-0.025,0.059000004,0.035,0.102000006,0.029000001,0.075,0.017,3.2250001,3.456,1.0,1.0,Linear_oracle,stoch
78.0,3.302,3.301,3.3650002,-0.063,0.066,0.372,0.42900002,0.149,0.202,0.07,3.1740003,3.4320002,1.0,0.96000004,GP_oracle,stoch
78.0,2.334,2.335,2.792,-0.45800003,0.068,1.13,1.1370001,0.79,0.79700005,0.98600006,2.2010002,2.4650002,0.0,0.21000001,Linear_observed,dynamic
78.0,1.659,1.6560001,2.792,-1.133,0.178,1.7680001,1.8080001,1.3520001,1.3770001,3.7910001,1.307,2.0070002,0.0,0.33400002,GP_observed,dynamic
78.0,2.8040001,2.8040001,3.3650002,-0.56100005,0.078,1.2470001,1.253,0.90800005,0.915,0.58100003,2.65,2.9570003,0.0,0.18800001,Linear_observed,stoch
78.0,3.423,3.4220002,3.3650002,0.058000002,0.18100001,1.0480001,1.1120001,0.763,0.808,0.53400004,3.0730002,3.7760003,1.0,0.448,GP_observed,stoch
78.0,2.693,2.6920002,2.792,-0.09900001,0.076000005,0.592,0.717,0.45000002,0.55300003,0.88500005,2.5470002,2.845,1.0,0.84200007,Linear_3S,dynamic
78.0,3.144,3.1430001,3.3650002,-0.22100002,0.087000005,0.65900004,0.794,0.504,0.615,0.323,2.9770002,3.3200002,0.0,0.81600004,Linear_3S,stoch
78.0,2.6480002,2.647,2.792,-0.14400001,0.093,0.70000005,0.84300005,0.522,0.628,0.83500004,2.47,2.8330002,1.0,0.832,GP_3S,dynamic
78.0,3.0970001,3.0960002,3.3650002,-0.268,0.096,0.749,0.906,0.56,0.68200004,0.34800002,2.9120002,3.2890003,0.0,0.84800005,GP_3S,stoch
78.0,2.8000002,2.8000002,2.792,0.008,0.053000003,0.497,0.51000005,0.39800003,0.407,0.80300003,2.6980002,2.904,1.0,0.30200002,Linear_1S,dynamic
78.0,2.746,2.7470002,2.792,-0.046000004,0.072000004,0.62,0.675,0.46400002,0.49800003,0.83500004,2.6030002,2.8860002,1.0,0.51000005,GP_1S,dynamic
78.0,3.3730001,3.3730001,3.3650002,0.008,0.068,0.544,0.554,0.425,0.432,0.31300002,3.2410002,3.5060003,1.0,0.264,Linear_1S,stoch
78.0,3.2810001,3.2840002,3.3650002,-0.08400001,0.085,0.647,0.70100003,0.483,0.51100004,0.32700002,3.1020002,3.4380002,1.0,0.43,GP_1S,stoch
133.0,2.8730001,2.8730001,2.848,0.025,0.052,0.165,0.19900002,0.124000005,0.148,0.279,2.7710001,2.9740002,1.0,0.79600006,Linear_oracle,dynamic
133.0,2.845,2.845,2.848,-0.003,0.068,0.441,0.51100004,0.21800001,0.282,0.208,2.71,2.9780002,1.0,0.934,GP_oracle,dynamic
133.0,3.3520002,3.3520002,3.3370001,0.015000001,0.061000004,0.117000006,0.15300001,0.09200001,0.116000004,0.065000005,3.2300003,3.473,1.0,0.89400005,Linear_oracle,stoch
133.0,3.2400002,3.2400002,3.3370001,-0.097,0.07,0.63100004,0.67700005,0.238,0.28800002,0.068,3.0990002,3.3750002,1.0,0.91600007,GP_oracle,stoch
133.0,2.4,2.4,2.848,-0.448,0.060000002,1.095,1.102,0.81000006,0.81700003,1.184,2.282,2.519,0.0,0.19600001,Linear_observed,dynamic
