idx,mean,median,true,bias,std,RMSE,MAE,q025,q975,covering,mean_ind_cover,method,estimand
38.0,0.87600005,0.87600005,0.89500004,-0.019000001,0.025,0.061000004,0.019000001,0.827,0.9250001,1.0,0.90200007,Linear_oracle,dynamic
38.0,0.85700005,0.855,0.89500004,-0.038000003,0.036000002,0.135,0.069000006,0.79200006,0.938,1.0,0.98,GP_oracle,dynamic
38.0,3.7730002,3.7730002,3.8520002,-0.079,0.109000005,0.079,0.079,3.5590003,3.9880002,1.0,1.0,Linear_oracle,stoch
38.0,3.5700002,3.5720003,3.8520002,-0.282,0.18300001,0.45400003,0.282,3.1970003,3.9250002,1.0,0.98200005,GP_oracle,stoch
38.0,0.638,0.638,0.89500004,-0.257,0.045,0.38700002,0.303,0.54800004,0.72700006,0.0,0.23,Linear_observed,dynamic
38.0,0.50100005,0.5,0.89500004,-0.39400002,0.061000004,0.492,0.41400003,0.381,0.61800003,0.0,0.316,GP_observed,dynamic
38.0,2.4620001,2.4620001,3.8520002,-1.3900001,0.16800001,1.582,1.3900001,2.1290002,2.7910001,0.0,0.038000003,Linear_observed,stoch
38.0,2.6560001,2.654,3.8520002,-1.1960001,0.21700001,1.5300001,1.304,2.233,3.0900002,0.0,0.27400002,GP_observed,stoch
38.0,0.75000006,0.748,0.89500004,-0.14500001,0.037,0.25100002,0.19600001,0.68200004,0.827,0.0,0.84000003,Linear_3S,dynamic
38.0,4.597,4.597,0.89500004,3.7020001,0.089,4.1150002,3.7020001,4.4240003,4.769,0.0,0.29200003,GP_3S,dynamic
38.0,3.1360002,3.1290002,3.8520002,-0.716,0.143,0.78300005,0.717,2.8750002,3.4350002,0.0,0.21800001,Linear_3S,stoch
38.0,2.282,2.2810001,3.8520002,-1.57,0.24900001,1.6380001,1.57,1.792,2.765,0.0,0.034,GP_3S,stoch
38.0,0.846,0.846,0.89500004,-0.049000002,0.030000001,0.20400001,0.16000001,0.78800005,0.906,1.0,0.27400002,Linear_1S,dynamic
38.0,0.79,0.79200006,0.89500004,-0.105000004,0.051000003,0.319,0.21200001,0.683,0.88400006,0.0,0.49600002,GP_1S,dynamic
38.0,3.5440001,3.5440001,3.8520002,-0.30800003,0.127,0.40100002,0.33200002,3.2960002,3.7940001,0.0,0.41400003,Linear_1S,stoch
38.0,3.118,3.131,3.8520002,-0.734,0.30200002,0.92,0.73600006,2.486,3.6690001,0.0,0.492,GP_1S,stoch
93.0,1.524,1.524,1.5500001,-0.026,0.047000002,0.038000003,0.026,1.429,1.6140001,1.0,1.0,Linear_oracle,dynamic
93.0,1.4180001,1.4180001,1.5500001,-0.132,0.07,0.39100003,0.193,1.279,1.5550001,1.0,0.846,GP_oracle,dynamic
93.0,3.7270002,3.7280002,3.7920003,-0.065000005,0.115,0.066,0.065000005,3.499,3.946,1.0,1.0,Linear_oracle,stoch
93.0,3.3070002,3.3130002,3.7920003,-0.485,0.18800001,0.708,0.485,2.927,3.66,0.0,0.55600005,GP_oracle,stoch
93.0,0.94100004,0.94200003,1.5500001,-0.609,0.07700001,0.72700006,0.62100005,0.79,1.092,0.0,0.13800001,Linear_observed,dynamic
93.0,0.647,0.646,1.5500001,-0.90300006,0.089,1.046,0.96000004,0.47500002,0.823,0.0,0.082,GP_observed,dynamic
93.0,2.164,2.1660001,3.7920003,-1.628,0.162,1.789,1.628,1.845,2.482,0.0,0.002,Linear_observed,stoch
93.0,2.529,2.5300002,3.7920003,-1.263,0.19000001,1.6620001,1.417,2.157,2.9060001,0.0,0.27600002,GP_observed,stoch
93.0,1.279,1.276,1.5500001,-0.27100003,0.062000003,0.39800003,0.314,1.164,1.4100001,0.0,0.748,Linear_3S,dynamic
93.0,4.5490003,4.551,1.5500001,2.999,0.11000001,3.469,3.0000002,4.328,4.756,0.0,0.46,GP_3S,dynamic
93.0,3.1020002,3.0960002,3.7920003,-0.69000006,0.143,0.75900006,0.69100004,2.838,3.4020002,0.0,0.264,Linear_3S,stoch
93.0,2.4280002,2.426,3.7920003,-1.3640001,0.2,1.5090001,1.3640001,2.038,2.822,0.0,0.21000001,GP_3S,stoch
93.0,1.442,1.442,1.5500001,-0.108,0.056,0.31,0.23900001,1.3340001,1.552,1.0,0.33,Linear_1S,dynamic
93.0,1.241,1.245,1.5500001,-0.30900002,0.093,0.638,0.42200002,1.0480001,1.4150001,0.0,0.42400002,GP_1S,dynamic
93.0,3.489,3.489,3.7920003,-0.303,0.132,0.40600002,0.33200002,3.2300003,3.7480001,0.0,0.43400002,Linear_1S,stoch
93.0,2.8860002,2.8880002,3.7920003,-0.906,0.23200001,1.1320001,0.91,2.427,3.3370001,0.0,0.194,GP_1S,stoch
148.0,1.034,1.034,1.051,-0.017,0.030000001,0.031000001,0.017,0.97400004,1.0940001,1.0,1.0,Linear_oracle,dynamic
148.0,0.94200003,0.94600004,1.051,-0.109000005,0.052,0.29900002,0.11800001,0.82600003,1.033,0.0,0.94600004,GP_oracle,dynamic
148.0,3.7300003,3.7300003,3.7890003,-0.059000004,0.112,0.059000004,0.059000004,3.509,3.9510002,1.0,1.0,Linear_oracle,stoch
148.0,3.4650002,3.469,3.7890003,-0.324,0.16100001,0.537,0.324,3.137,3.772,0.0,0.938,GP_oracle,stoch
148.0,0.8880001,0.8880001,1.051,-0.163,0.063,0.407,0.29900002,0.76500005,1.013,0.0,0.33,Linear_observed,dynamic
148.0,0.684,0.684,1.051,-0.367,0.064,0.63900006,0.55300003,0.559,0.809,0.0,0.17400001,GP_observed,dynamic
148.0,2.7370002,2.7380002,3.7890003,-1.052,0.185,1.296,1.057,2.3730001,3.104,0.0,0.18,Linear_observed,stoch
148.0,3.141,3.1380002,3.7890003,-0.648,0.23600002,1.664,1.447,2.6880002,3.6130002,0.0,0.20400001,GP_observed,stoch
148.0,0.90800005,0.90800005,1.051,-0.143,0.039,0.26000002,0.19900002,0.83400005,0.98700005,0.0,0.832,Linear_3S,dynamic
148.0,4.333,4.335,1.051,3.282,0.108,3.732,3.282,4.119,4.537,0.0,0.42000002,GP_3S,dynamic
148.0,3.3190002,3.3170002,3.7890003,-0.47000003,0.134,0.55200005,0.47500002,3.0640001,3.5860002,0.0,0.56,Linear_3S,stoch
148.0,2.641,2.6390002,3.7890003,-1.148,0.179,1.358,1.1520001,2.295,2.9950001,0.0,0.42600003,GP_3S,stoch
148.0,0.9990001,0.9990001,1.051,-0.052,0.034,0.22000001,0.171,0.933,1.0660001,1.0,0.254,Linear_1S,dynamic
148.0,0.79800004,0.80100006,1.051,-0.25300002,0.071,0.596,0.34100002,0.65000004,0.92600006,0.0,0.34600002,GP_1S,dynamic
148.0,3.6680002,3.6660001,3.7890003,-0.12100001,0.12900001,0.294,0.23600002,3.4160001,3.9220002,1.0,0.574,Linear_1S,stoch
148.0,3.0030003,3.0030003,3.7890003,-0.786,0.202,1.072,0.81000006,2.604,3.4010003,0.0,0.282,GP_1S,stoch
203.0,1.325,1.325,1.3410001,-0.016,0.042000003,0.043,0.037,1.2420001,1.4070001,1.0,1.0,Linear_oracle,dynamic
203.0,1.2520001,1.2550001,1.3410001,-0.089,0.056,0.41200003,0.15900001,1.13,1.3520001,1.0,0.91200006,GP_oracle,dynamic
203.0,3.8220003,3.8220003,3.8620002,-0.040000003,0.11800001,0.05,0.040000003,3.5890002,4.053,1.0,1.0,Linear_oracle,stoch
203.0,3.519,3.5230002,3.8620002,-0.34300002,0.17,0.841,0.34500003,3.176,3.841,0.0,0.906,GP_oracle,stoch
203.0,0.9850001,0.98600006,1.3410001,-0.356,0.07700001,0.531,0.43400002,0.83400005,1.136,0.0,0.23,Linear_observed,dynamic
203.0,0.94000006,0.94000006,1.3410001,-0.40100002,0.075,0.6,0.512,0.79200006,1.085,0.0,0.33400002,GP_observed,dynamic
203.0,2.7250001,2.7250001,3.8620002,-1.1370001,0.19700001,1.389,1.139,2.3360002,3.111,0.0,0.15,Linear_observed,stoch
203.0,3.154,3.1360002,3.8620002,-0.708,0.36,1.368,1.1010001,2.4970002,3.9,1.0,0.536,GP_observed,stoch
203.0,1.1270001,1.125,1.3410001,-0.21400002,0.058000002,0.34800002,0.275,1.021,1.2490001,0.0,0.81200004,Linear_3S,dynamic
203.0,4.675,4.6780005,1.3410001,3.334,0.125,3.7930002,3.334,4.4240003,4.912,0.0,0.446,GP_3S,dynamic
203.0,3.278,3.272,3.8620002,-0.58400005,0.157,0.67600006,0.587,2.9880002,3.6060002,0.0,0.45200002,Linear_3S,stoch
203.0,2.4620001,2.46,3.8620002,-1.4000001,0.20700002,1.667,1.4000001,2.059,2.8750002,0.0,0.38200003,GP_3S,stoch
203.0,1.2880001,1.2880001,1.3410001,-0.053000003,0.05,0.275,0.21400002,1.187,1.3870001,1.0,0.3,Linear_1S,dynamic
203.0,1.13,1.1350001,1.3410001,-0.21100001,0.08400001,0.61700004,0.37500003,0.952,1.284,0.0,0.46600002,GP_1S,dynamic
203.0,3.7300003,3.7310002,3.8620002,-0.132,0.142,0.307,0.23700002,3.4450002,4.01,1.0,0.65000004,Linear_1S,stoch
203.0,2.9510002,2.947,3.8620002,-0.9110001,0.266,1.2590001,0.91600007,2.4390001,3.4680002,0.0,0.298,GP_1S,stoch
258.0,1.001,1.001,0.99200004,0.009000001,0.026,0.010000001,0.009000001,0.95000005,1.0530001,1.0,1.0,Linear_oracle,dynamic
258.0,0.98600006,0.9850001,0.99200004,-0.006,0.032,0.147,0.069000006,0.92300004,1.0500001,1.0,0.98200005,GP_oracle,dynamic
258.0,3.864,3.8630002,3.8300002,0.034,0.101,0.035,0.033,3.6660001,4.064,1.0,1.0,Linear_oracle,stoch
258.0,3.7110002,3.7110002,3.8300002,-0.119,0.133,0.44300002,0.179,3.446,3.976,1.0,0.94200003,GP_oracle,stoch
258.0,0.67800003,0.67800003,0.99200004,-0.314,0.053000003,0.43500003,0.349,0.57500005,0.78300005,0.0,0.21400002,Linear_observed,dynamic
258.0,0.42700002,0.42700002,0.99200004,-0.565,0.074,0.68200004,0.587,0.28500003,0.57000005,0.0,0.2,GP_observed,dynamic
258.0,2.47,2.47,3.8300002,-1.36,0.18300001,1.5760001,1.36,2.1130002,2.834,0.0,0.048,Linear_observed,stoch
258.0,2.9900002,2.993,3.8300002,-0.84000003,0.209,1.5680001,1.3470001,2.5800002,3.403,0.0,0.25,GP_observed,stoch
258.0,0.938,0.938,0.99200004,-0.054,0.039,0.224,0.17300001,0.864,1.0170001,1.0,0.934,Linear_3S,dynamic
258.0,4.419,4.4220004,0.99200004,3.427,0.115,3.956,3.4280002,4.188,4.636,0.0,0.43400002,GP_3S,dynamic
258.0,3.6680002,3.667,3.8300002,-0.162,0.136,0.312,0.24200001,3.4080002,3.9440002,1.0,0.934,Linear_3S,stoch
258.0,2.9410002,2.943,3.8300002,-0.88900006,0.216,1.0660001,0.89000005,2.513,3.3630002,0.0,0.79800004,GP_3S,stoch
258.0,1.0430001,1.042,0.99200004,0.051000003,0.032,0.223,0.17500001,0.98,1.1060001,1.0,0.256,Linear_1S,dynamic
258.0,1.028,1.028,0.99200004,0.036000002,0.052,0.293,0.21700001,0.92700005,1.1320001,1.0,0.48800004,GP_1S,dynamic
258.0,4.077,4.076,3.8300002,0.24700001,0.126,0.358,0.298,3.8320003,4.326,0.0,0.432,Linear_1S,stoch
258.0,3.897,3.9020002,3.8300002,0.067,0.22100002,0.638,0.41900003,3.4510002,4.321,1.0,0.81200004,GP_1S,stoch
313.0,0.94900006,0.94900006,0.94000006,0.009000001,0.029000001,0.012,0.009000001,0.89300007,1.006,1.0,1.0,Linear_oracle,dynamic
313.0,0.85800004,0.86,0.94000006,-0.082,0.045,0.18800001,0.09200001,0.762,0.94100004,1.0,0.85400003,GP_oracle,dynamic
313.0,3.9600003,3.9600003,3.92,0.040000003,0.123,0.041,0.040000003,3.7200003,4.204,1.0,1.0,Linear_oracle,stoch
313.0,3.4550002,3.4580002,3.92,-0.46500003,0.19900002,0.554,0.46600002,3.055,3.8320003,0.0,0.518,GP_oracle,stoch
313.0,0.70400006,0.70400006,0.94000006,-0.23600002,0.049000002,0.386,0.3,0.609,0.80100006,0.0,0.256,Linear_observed,dynamic
313.0,0.55700004,0.558,0.94000006,-0.38300002,0.054,0.52900004,0.446,0.45000002,0.66400003,0.0,0.24800001,GP_observed,dynamic
313.0,2.582,2.582,3.92,-1.338,0.17300001,1.542,1.338,2.2450001,2.9220002,0.0,0.044000003,Linear_observed,stoch
