idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
49.0,2.9210002,2.92,2.953,-0.032,0.052,0.061000004,0.125,0.051000003,0.095000006,0.15900001,2.8190002,3.0230002,1.0,1.0,Linear_oracle,dynamic
49.0,2.831,2.8300002,2.953,-0.12200001,0.066,0.51100004,0.56700003,0.231,0.289,0.42600003,2.7020001,2.9620001,1.0,0.93000007,GP_oracle,dynamic
49.0,3.193,3.193,3.2180002,-0.025,0.057000004,0.066,0.115,0.054,0.086,0.078,3.0800002,3.3060002,1.0,1.0,Linear_oracle,stoch
49.0,3.1100001,3.1100001,3.2180002,-0.108,0.061000004,0.578,0.619,0.21700001,0.263,0.15,2.992,3.229,1.0,0.90000004,GP_oracle,stoch
49.0,2.414,2.414,2.953,-0.53900003,0.065000005,1.144,1.151,0.82100004,0.82900006,0.88000005,2.288,2.5400002,0.0,0.21400002,Linear_observed,dynamic
49.0,2.005,2.006,2.953,-0.9480001,0.142,1.7240001,1.7540001,1.3620001,1.3850001,3.1710002,1.7210001,2.2800002,0.0,0.27,GP_observed,dynamic
49.0,2.8630002,2.8630002,3.2180002,-0.35500002,0.102000006,1.115,1.125,0.791,0.80100006,0.44400004,2.66,3.0660002,0.0,0.24000001,Linear_observed,stoch
49.0,2.7810001,2.792,3.2180002,-0.437,0.397,1.4920001,1.6420001,1.0480001,1.1220001,0.61800003,1.9760001,3.525,1.0,0.54800004,GP_observed,stoch
49.0,2.7570002,2.755,2.953,-0.19600001,0.080000006,0.68100005,0.79300004,0.52500004,0.61700004,0.772,2.604,2.9180002,0.0,0.77400005,Linear_3S,dynamic
49.0,3.0310001,3.029,3.2180002,-0.187,0.08800001,0.647,0.76600003,0.51000005,0.6,0.28800002,2.8630002,3.2110002,0.0,0.78200006,Linear_3S,stoch
49.0,2.627,2.6260002,2.953,-0.326,0.094000004,0.85,0.99100006,0.61600006,0.725,0.656,2.4450002,2.8130002,0.0,0.818,GP_3S,dynamic
49.0,2.9320002,2.9320002,3.2180002,-0.286,0.095000006,0.882,1.021,0.596,0.703,0.28500003,2.7450001,3.1190002,0.0,0.82600003,GP_3S,stoch
49.0,2.9110003,2.9110003,2.953,-0.042000003,0.062000003,0.591,0.605,0.46300003,0.47300002,0.79,2.788,3.0330002,1.0,0.30200002,Linear_1S,dynamic
49.0,2.801,2.802,2.953,-0.15200001,0.079,0.776,0.82800007,0.545,0.577,0.851,2.644,2.9540002,1.0,0.49800003,GP_1S,dynamic
49.0,3.2480001,3.2480001,3.2180002,0.030000001,0.072000004,0.565,0.577,0.44500002,0.45400003,0.24900001,3.1050003,3.39,1.0,0.27,Linear_1S,stoch
49.0,3.144,3.1460001,3.2180002,-0.074,0.086,0.86,0.90900004,0.559,0.582,0.26700002,2.9710002,3.311,1.0,0.39800003,GP_1S,stoch
104.0,2.9150002,2.9150002,2.8690002,0.046000004,0.048,0.09,0.14,0.069000006,0.105000004,0.23500001,2.821,3.009,1.0,1.0,Linear_oracle,dynamic
104.0,2.9520001,2.9520001,2.8690002,0.083000004,0.066,0.47900003,0.54200006,0.18400002,0.252,0.36200002,2.8240001,3.0800002,1.0,0.9760001,GP_oracle,dynamic
104.0,3.3060002,3.305,3.256,0.05,0.054,0.093,0.132,0.076000005,0.101,0.062000003,3.1980002,3.413,1.0,1.0,Linear_oracle,stoch
104.0,3.278,3.278,3.256,0.022000002,0.059000004,0.43300003,0.483,0.179,0.22500001,0.15900001,3.163,3.3930001,1.0,0.94600004,GP_oracle,stoch
104.0,2.6390002,2.6390002,2.8690002,-0.23,0.063,1.034,1.042,0.73,0.739,3.1810002,2.515,2.7610002,0.0,0.238,Linear_observed,dynamic
104.0,2.306,2.306,2.8690002,-0.563,0.136,1.598,1.6330001,1.2090001,1.233,8.191,2.033,2.5770001,0.0,0.314,GP_observed,dynamic
