idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,MAPE_all,rel_RMSE,rel_RMSE_all,q025,q975,covering,mean_ind_cover,method,estimand
10.0,0.83500004,0.83400005,0.81100005,0.024,0.023000002,0.033,0.052,0.027,0.030000001,0.033,0.038000003,0.002,0.002,0.791,0.88000005,1.0,1.0,Linear_oracle,dynamic
10.0,0.813,0.814,0.81100005,0.002,0.028,0.028,0.22900002,0.023000002,0.095000006,0.028,0.120000005,0.001,0.035,0.75500005,0.86800003,1.0,0.99600005,GP_oracle,dynamic
10.0,2.808,2.8060002,2.73,0.078,0.075,0.108,0.116000004,0.089,0.09,0.033,0.032,0.002,0.002,2.663,2.9570003,1.0,1.0,Linear_oracle,stoch
10.0,2.7240002,2.7250001,2.73,-0.006,0.08400001,0.08400001,0.476,0.067,0.2,0.024,0.061000004,0.001,0.010000001,2.5570002,2.8890002,1.0,0.97400004,GP_oracle,stoch
10.0,0.563,0.56200004,0.81100005,-0.24800001,0.043,0.252,0.446,0.24900001,0.32700002,0.30600002,1657.462,0.097,38164468.0,0.47900003,0.648,0.0,0.21800001,Linear_observed,dynamic
10.0,0.33200002,0.33200002,0.81100005,-0.47900003,0.067,0.48400003,0.629,0.47900003,0.50200003,0.59000003,1071.453,0.35500002,23697372.0,0.202,0.46300003,0.0,0.324,GP_observed,dynamic
10.0,1.9100001,1.9080001,2.73,-0.82000005,0.134,0.83100003,1.118,0.82000005,0.90000004,0.3,0.30200002,0.093,0.116000004,1.6470001,2.176,0.0,0.178,Linear_observed,stoch
10.0,2.055,2.056,2.73,-0.675,0.19900002,0.70400006,1.411,0.675,1.072,0.24700001,0.38300002,0.066,0.21400002,1.6620001,2.447,0.0,0.37,GP_observed,stoch
10.0,0.68500006,0.684,0.81100005,-0.126,0.041,0.133,0.374,0.127,0.28300002,0.156,1971.279,0.027,72933860.0,0.606,0.76600003,0.0,0.85,Linear_3S,dynamic
10.0,2.4610002,2.46,2.73,-0.26900002,0.115,0.29200003,0.60700005,0.27,0.47900003,0.09900001,0.17600001,0.011000001,0.048,2.236,2.6880002,0.0,0.84200007,Linear_3S,stoch
10.0,0.652,0.651,0.81100005,-0.15900001,0.05,0.16700001,0.52000004,0.15900001,0.34500003,0.19700001,1710.258,0.042000003,73024920.0,0.55700004,0.75200003,0.0,0.93600005,GP_3S,dynamic
10.0,2.298,2.298,2.73,-0.432,0.13700001,0.45200002,0.94500005,0.43100002,0.657,0.158,0.23,0.027,0.085,2.033,2.5700002,0.0,0.934,GP_3S,stoch
10.0,0.82800007,0.82800007,0.81100005,0.017,0.029000001,0.033,0.28100002,0.027,0.223,0.033,2768.85,0.002,92643016.0,0.771,0.88500005,1.0,0.16800001,Linear_1S,dynamic
10.0,0.8,0.799,0.81100005,-0.011000001,0.042000003,0.044000003,0.43,0.034,0.28500003,0.042000003,2831.416,0.003,100449080.0,0.71800005,0.88100004,1.0,0.448,GP_1S,dynamic
10.0,2.9750001,2.9750001,2.73,0.245,0.10300001,0.266,0.47100002,0.246,0.374,0.09,0.157,0.010000001,0.046000004,2.7700002,3.177,0.0,0.35000002,Linear_1S,stoch
10.0,2.851,2.8520002,2.73,0.12100001,0.135,0.18200001,0.75600004,0.149,0.485,0.055000003,0.18400002,0.004,0.065000005,2.5870001,3.1150002,1.0,0.56,GP_1S,stoch
65.0,0.85800004,0.85800004,0.83000004,0.028,0.021000002,0.035,0.052,0.029000001,0.034,0.035,0.05,0.002,0.004,0.81700003,0.89800006,1.0,1.0,Linear_oracle,dynamic
65.0,0.82600003,0.82600003,0.83000004,-0.004,0.023000002,0.024,0.24000001,0.019000001,0.093,0.023000002,0.128,0.001,0.042000003,0.781,0.87200004,1.0,0.994,GP_oracle,dynamic
65.0,2.8040001,2.8030002,2.7150002,0.089,0.068,0.112,0.125,0.095000006,0.096,0.035,0.034,0.002,0.002,2.6690001,2.9350002,1.0,1.0,Linear_oracle,stoch
65.0,2.7180002,2.7170002,2.7150002,0.003,0.078,0.078,0.33600003,0.062000003,0.162,0.023000002,0.054,0.001,0.006,2.568,2.8750002,1.0,0.99200004,GP_oracle,stoch
65.0,0.64900005,0.64900005,0.83000004,-0.18100001,0.053000003,0.18900001,0.411,0.18100001,0.30800003,0.21800001,1405.244,0.052,37399724.0,0.544,0.754,0.0,0.254,Linear_observed,dynamic
65.0,0.48100004,0.48100004,0.83000004,-0.349,0.074,0.35700002,0.605,0.35000002,0.48200002,0.42100003,1559.227,0.185,56604300.0,0.33600003,0.624,0.0,0.42400002,GP_observed,dynamic
65.0,1.9920001,1.991,2.7150002,-0.72300005,0.14600001,0.73700005,1.0610001,0.72300005,0.832,0.266,0.279,0.074,0.10300001,1.7030001,2.282,0.0,0.22600001,Linear_observed,stoch
65.0,2.1390002,2.137,2.7150002,-0.57600003,0.156,0.597,1.297,0.57600003,0.97200006,0.21200001,0.34600002,0.048,0.179,1.8360001,2.45,0.0,0.36200002,GP_observed,stoch
65.0,0.68700004,0.68600005,0.83000004,-0.143,0.041,0.149,0.36200002,0.143,0.277,0.172,1369.9431,0.032,42603630.0,0.61,0.76900005,0.0,0.78000003,Linear_3S,dynamic
65.0,2.256,2.2540002,2.7150002,-0.45900002,0.11800001,0.47400004,0.72,0.45900002,0.573,0.16900001,0.19900002,0.030000001,0.055000003,2.028,2.4880002,0.0,0.614,Linear_3S,stoch
65.0,0.65900004,0.65800005,0.83000004,-0.171,0.046000004,0.178,0.476,0.171,0.326,0.20700002,1265.7781,0.046000004,43371696.0,0.57000005,0.75100005,0.0,0.90000004,GP_3S,dynamic
65.0,2.1160002,2.1160002,2.7150002,-0.59900004,0.13700001,0.614,0.90300006,0.59800005,0.69500005,0.22000001,0.24100001,0.051000003,0.081,1.8490001,2.3850002,0.0,0.70400006,GP_3S,stoch
65.0,0.88600004,0.88600004,0.83000004,0.056,0.035,0.066,0.28300002,0.058000002,0.22700001,0.07,2272.2131,0.006,76758600.0,0.81700003,0.95300007,1.0,0.216,Linear_1S,dynamic
65.0,0.85200006,0.85200006,0.83000004,0.022000002,0.041,0.047000002,0.44000003,0.038000003,0.296,0.045,2427.726,0.003,94387220.0,0.771,0.93500006,1.0,0.42600003,GP_1S,dynamic
65.0,2.901,2.9,2.7150002,0.186,0.112,0.21700001,0.448,0.19100001,0.36,0.07,0.15100001,0.006,0.041,2.676,3.117,1.0,0.37,Linear_1S,stoch
65.0,2.801,2.801,2.7150002,0.086,0.16900001,0.18900001,0.73300004,0.15200001,0.485,0.056,0.18100001,0.0050000004,0.059000004,2.466,3.1330001,1.0,0.60400003,GP_1S,stoch
120.0,0.564,0.564,0.564,0.0,0.014,0.014,0.033,0.011000001,0.016,0.019000001,0.028,0.001,0.002,0.537,0.59000003,1.0,1.0,Linear_oracle,dynamic
120.0,0.56200004,0.56200004,0.564,-0.002,0.014,0.015000001,0.13700001,0.012,0.060000002,0.021000002,0.115,0.001,0.030000001,0.53400004,0.591,1.0,0.96400005,GP_oracle,dynamic
120.0,2.529,2.529,2.5240002,0.0050000004,0.064,0.064,0.071,0.051000003,0.053000003,0.020000001,0.021000002,0.001,0.001,2.4020002,2.6550002,1.0,1.0,Linear_oracle,stoch
120.0,2.551,2.5500002,2.5240002,0.027,0.07700001,0.081,0.31800002,0.065000005,0.14,0.026,0.05,0.001,0.006,2.3990002,2.7010002,1.0,0.98200005,GP_oracle,stoch
120.0,0.40800002,0.40800002,0.564,-0.156,0.028,0.158,0.294,0.155,0.21100001,0.27600002,1336.8441,0.079,15362450.0,0.35300002,0.46300003,0.0,0.252,Linear_observed,dynamic
120.0,0.36200002,0.36200002,0.564,-0.202,0.05,0.208,0.38200003,0.202,0.27400002,0.358,2093.23,0.136,51859904.0,0.264,0.45900002,0.0,0.588,GP_observed,dynamic
120.0,1.5790001,1.5780001,2.5240002,-0.94500005,0.104,0.95100003,1.1620001,0.94600004,0.95600003,0.37500003,0.34500003,0.142,0.143,1.3750001,1.7830001,0.0,0.080000006,Linear_observed,stoch
120.0,1.5130001,1.5120001,2.5240002,-1.011,0.108,1.0170001,1.238,1.011,1.047,0.40100002,0.395,0.162,0.187,1.302,1.7220001,0.0,0.162,GP_observed,stoch
120.0,0.47800002,0.47700003,0.564,-0.086,0.027,0.09,0.24300002,0.086,0.18100001,0.15200001,1957.5171,0.025,39912692.0,0.42800003,0.532,0.0,0.80200005,Linear_3S,dynamic
120.0,2.0870001,2.085,2.5240002,-0.437,0.11100001,0.45100003,0.67200005,0.437,0.52400005,0.17300001,0.193,0.032,0.052,1.8750001,2.3070002,0.0,0.62600005,Linear_3S,stoch
120.0,0.45200002,0.45200002,0.564,-0.112,0.029000001,0.115,0.30900002,0.112,0.208,0.19800001,1527.129,0.042000003,32278904.0,0.39600003,0.51100004,0.0,0.85200006,GP_3S,dynamic
120.0,1.9070001,1.9070001,2.5240002,-0.61700004,0.135,0.63100004,0.84900004,0.61700004,0.67700005,0.24400002,0.25300002,0.063,0.08400001,1.646,2.174,0.0,0.62,GP_3S,stoch
120.0,0.58900005,0.588,0.564,0.025,0.022000002,0.033,0.18300001,0.027,0.149,0.049000002,3290.8682,0.003,70019656.0,0.54700005,0.632,1.0,0.194,Linear_1S,dynamic
120.0,0.58100003,0.58100003,0.564,0.017,0.028,0.033,0.26200002,0.026,0.178,0.047000002,3462.0862,0.003,81222070.0,0.528,0.63500005,1.0,0.462,GP_1S,dynamic
120.0,2.667,2.6650002,2.5240002,0.143,0.106000006,0.178,0.407,0.15100001,0.32500002,0.060000002,0.141,0.0050000004,0.033,2.46,2.881,1.0,0.402,Linear_1S,stoch
120.0,2.6950002,2.6920002,2.5240002,0.171,0.19000001,0.25500003,0.61,0.208,0.43100002,0.082,0.18100001,0.010000001,0.057000004,2.3270001,3.0690002,1.0,0.67600006,GP_1S,stoch
175.0,0.74300003,0.74300003,0.762,-0.019000001,0.021000002,0.029000001,0.046000004,0.024,0.027,0.031000001,0.040000003,0.001,0.003,0.70100003,0.786,1.0,1.0,Linear_oracle,dynamic
175.0,0.71300006,0.71300006,0.762,-0.049000002,0.028,0.057000004,0.231,0.05,0.089,0.066,0.126,0.006,0.054,0.65500003,0.76600003,1.0,0.99000007,GP_oracle,dynamic
175.0,2.5930002,2.592,2.6620002,-0.069000006,0.076000005,0.10300001,0.112,0.08400001,0.085,0.032,0.031000001,0.001,0.001,2.4450002,2.7450001,1.0,1.0,Linear_oracle,stoch
175.0,2.4870002,2.489,2.6620002,-0.17500001,0.082,0.193,0.47500002,0.17500001,0.2,0.066,0.064,0.0050000004,0.011000001,2.325,2.6450002,0.0,0.98200005,GP_oracle,stoch
175.0,0.588,0.587,0.762,-0.17400001,0.046000004,0.18,0.35500002,0.17400001,0.272,0.22800002,2422.217,0.056,73039720.0,0.49800003,0.679,0.0,0.246,Linear_observed,dynamic
175.0,0.44400004,0.44400004,0.762,-0.31800002,0.061000004,0.324,0.507,0.319,0.39900002,0.418,1770.0331,0.18100001,97302700.0,0.323,0.564,0.0,0.446,GP_observed,dynamic
175.0,1.835,1.8330001,2.6620002,-0.827,0.13000001,0.836,1.0860001,0.82600003,0.87500006,0.31,0.3,0.09900001,0.113000005,1.582,2.0930002,0.0,0.172,Linear_observed,stoch
175.0,1.8750001,1.8720001,2.6620002,-0.78700006,0.165,0.804,1.337,0.78700006,0.98200005,0.296,0.34600002,0.091000006,0.17500001,1.5500001,2.1980002,0.0,0.372,GP_observed,stoch
175.0,0.624,0.623,0.762,-0.13800001,0.038000003,0.143,0.33200002,0.13800001,0.25300002,0.18200001,2200.479,0.035,70588660.0,0.55300003,0.70100003,0.0,0.78800005,Linear_3S,dynamic
175.0,2.164,2.1620002,2.6620002,-0.49800003,0.11800001,0.512,0.73800004,0.49800003,0.591,0.187,0.209,0.037,0.059000004,1.937,2.398,0.0,0.59800005,Linear_3S,stoch
