idx,mean,median,true,bias,std,RMSE,MAE,MAPE,q025,q975,covering,method,estimand
16.0,0.99300003,0.99300003,1.021,-0.028,0.032,0.042000003,0.034,0.034,0.93000007,1.056,1.0,Linear_oracle,dynamic
16.0,0.9620001,0.9620001,1.021,-0.059000004,0.036000002,0.069000006,0.060000002,0.059000004,0.89300007,1.033,1.0,GP_oracle,dynamic
16.0,3.5430002,3.542,3.6330001,-0.09,0.116000004,0.147,0.119,0.033,3.3130002,3.772,1.0,Linear_oracle,stoch
16.0,3.3600001,3.361,3.6330001,-0.273,0.15400001,0.314,0.27800003,0.076000005,3.0540001,3.66,1.0,GP_oracle,stoch
16.0,0.8880001,0.8880001,1.021,-0.133,0.07,0.15100001,0.135,0.132,0.748,1.026,1.0,Linear_observed,dynamic
16.0,0.652,0.652,1.021,-0.36900002,0.080000006,0.377,0.36900002,0.36100003,0.49300003,0.81000006,0.0,GP_observed,dynamic
16.0,2.7400002,2.742,3.6330001,-0.89300007,0.21100001,0.91700006,0.89300007,0.246,2.321,3.1550002,0.0,Linear_observed,stoch
16.0,2.959,2.9580002,3.6330001,-0.674,0.231,0.71300006,0.674,0.186,2.5110002,3.4190001,0.0,GP_observed,stoch
16.0,0.91,0.91,1.021,-0.11100001,0.057000004,0.124000005,0.112,0.109000005,0.80100006,1.024,1.0,Linear_3S,dynamic
16.0,0.74700004,0.75100005,1.021,-0.27400002,0.079,0.28500003,0.273,0.268,0.58400005,0.89300007,0.0,GP_3S,dynamic
16.0,3.2730002,3.278,3.6330001,-0.36,0.19600001,0.41000003,0.36400002,0.1,2.8920002,3.6550002,1.0,Linear_3S,stoch
16.0,2.4770002,2.4770002,3.6330001,-1.156,0.279,1.189,1.156,0.31800002,1.9280001,3.0210001,0.0,GP_3S,stoch
16.0,1.0300001,1.0300001,1.021,0.009000001,0.042000003,0.043,0.034,0.033,0.9480001,1.1120001,1.0,Linear_1S,dynamic
16.0,0.99000007,0.98700005,1.021,-0.031000001,0.074,0.080000006,0.064,0.063,0.85300004,1.154,1.0,GP_1S,dynamic
16.0,3.729,3.7280002,3.6330001,0.096,0.156,0.18300001,0.147,0.041,3.4220002,4.033,1.0,Linear_1S,stoch
16.0,3.436,3.4450002,3.6330001,-0.19700001,0.29200003,0.35200003,0.28,0.07700001,2.8360002,3.9950001,1.0,GP_1S,stoch
49.0,0.89900005,0.89900005,0.87500006,0.024,0.030000001,0.039,0.031000001,0.036000002,0.84000003,0.95800006,1.0,Linear_oracle,dynamic
49.0,0.85600007,0.85700005,0.87500006,-0.019000001,0.037,0.041,0.032,0.037,0.78300005,0.92600006,1.0,GP_oracle,dynamic
49.0,3.4700003,3.469,3.3880002,0.082,0.113000005,0.14,0.113000005,0.033,3.2480001,3.6910002,1.0,Linear_oracle,stoch
49.0,3.1030002,3.104,3.3880002,-0.28500003,0.16700001,0.33,0.29000002,0.086,2.7700002,3.423,1.0,GP_oracle,stoch
49.0,0.568,0.569,0.87500006,-0.307,0.048,0.31100002,0.307,0.351,0.47400004,0.661,0.0,Linear_observed,dynamic
49.0,0.43400002,0.43400002,0.87500006,-0.441,0.061000004,0.44500002,0.441,0.504,0.317,0.55600005,0.0,GP_observed,dynamic
49.0,2.239,2.239,3.3880002,-1.149,0.17500001,1.1620001,1.149,0.33900002,1.8920001,2.5770001,0.0,Linear_observed,stoch
49.0,2.2250001,2.2220001,3.3880002,-1.1630001,0.18900001,1.1780001,1.1630001,0.34300002,1.858,2.5990002,0.0,GP_observed,stoch
49.0,0.744,0.744,0.87500006,-0.13100001,0.048,0.14,0.13100001,0.15,0.65300006,0.83800006,0.0,Linear_3S,dynamic
49.0,0.61700004,0.619,0.87500006,-0.25800002,0.067,0.26700002,0.259,0.29500002,0.47900003,0.74200004,0.0,GP_3S,dynamic
49.0,2.937,2.9390001,3.3880002,-0.45100003,0.16800001,0.48100004,0.45100003,0.133,2.614,3.265,0.0,Linear_3S,stoch
49.0,2.216,2.2180002,3.3880002,-1.172,0.23200001,1.195,1.172,0.34600002,1.7550001,2.67,0.0,GP_3S,stoch
49.0,0.84400004,0.84400004,0.87500006,-0.031000001,0.034,0.046000004,0.038000003,0.043,0.777,0.91,1.0,Linear_1S,dynamic
49.0,0.76100004,0.76500005,0.87500006,-0.11400001,0.054,0.127,0.115,0.13100001,0.642,0.85600007,0.0,GP_1S,dynamic
49.0,3.308,3.308,3.3880002,-0.080000006,0.128,0.15100001,0.12100001,0.036000002,3.0560002,3.5600002,1.0,Linear_1S,stoch
49.0,2.765,2.7710001,3.3880002,-0.623,0.23600002,0.666,0.624,0.18400002,2.2870002,3.216,0.0,GP_1S,stoch
82.0,1.016,1.016,1.0270001,-0.011000001,0.034,0.035,0.028,0.027,0.95000005,1.082,1.0,Linear_oracle,dynamic
82.0,0.961,0.9620001,1.0270001,-0.066,0.041,0.078,0.068,0.066,0.87600005,1.039,1.0,GP_oracle,dynamic
82.0,3.821,3.821,3.8580003,-0.037,0.12900001,0.135,0.10700001,0.028,3.5670002,4.076,1.0,Linear_oracle,stoch
82.0,3.568,3.571,3.8580003,-0.29000002,0.18800001,0.34600002,0.29900002,0.078,3.1890001,3.9320002,1.0,GP_oracle,stoch
82.0,0.86700004,0.86700004,1.0270001,-0.16000001,0.072000004,0.17500001,0.16000001,0.156,0.726,1.008,0.0,Linear_observed,dynamic
82.0,0.707,0.708,1.0270001,-0.32000002,0.072000004,0.328,0.32000002,0.31100002,0.56600004,0.846,0.0,GP_observed,dynamic
82.0,2.8140001,2.815,3.8580003,-1.044,0.22600001,1.069,1.044,0.27100003,2.3720002,3.256,0.0,Linear_observed,stoch
82.0,2.8990002,2.8980002,3.8580003,-0.95900005,0.245,0.99000007,0.95900005,0.24900001,2.427,3.387,0.0,GP_observed,stoch
82.0,0.9480001,0.947,1.0270001,-0.079,0.054,0.096,0.083000004,0.081,0.84400004,1.057,1.0,Linear_3S,dynamic
82.0,0.83500004,0.83800006,1.0270001,-0.192,0.068,0.20300001,0.19100001,0.186,0.694,0.96300006,0.0,GP_3S,dynamic
82.0,3.5060003,3.5070002,3.8580003,-0.35200003,0.193,0.40100002,0.35700002,0.09200001,3.134,3.887,1.0,Linear_3S,stoch
82.0,2.6750002,2.676,3.8580003,-1.1830001,0.284,1.217,1.184,0.307,2.111,3.229,0.0,GP_3S,stoch
82.0,1.064,1.064,1.0270001,0.037,0.041,0.055000003,0.045,0.044000003,0.98300004,1.144,1.0,Linear_1S,dynamic
82.0,0.99200004,0.994,1.0270001,-0.035,0.058000002,0.068,0.053000003,0.052,0.87200004,1.1010001,1.0,GP_1S,dynamic
82.0,3.9520001,3.9520001,3.8580003,0.094000004,0.15400001,0.18,0.14500001,0.038000003,3.647,4.2530003,1.0,Linear_1S,stoch
82.0,3.4670002,3.479,3.8580003,-0.39100003,0.31800002,0.504,0.42000002,0.109000005,2.818,4.0550003,1.0,GP_1S,stoch
115.0,1.0710001,1.07,1.036,0.035,0.033,0.048,0.040000003,0.038000003,1.005,1.136,1.0,Linear_oracle,dynamic
115.0,1.0810001,1.079,1.036,0.045,0.045,0.063,0.051000003,0.05,0.998,1.172,1.0,GP_oracle,dynamic
115.0,3.5830002,3.5830002,3.4750001,0.108,0.109000005,0.15300001,0.126,0.036000002,3.3690002,3.7970002,1.0,Linear_oracle,stoch
115.0,3.4980001,3.4980001,3.4750001,0.023000002,0.155,0.157,0.125,0.036000002,3.1980002,3.805,1.0,GP_oracle,stoch
115.0,0.924,0.924,1.036,-0.112,0.069000006,0.13100001,0.115,0.11100001,0.79,1.059,1.0,Linear_observed,dynamic
115.0,0.65400004,0.65300006,1.036,-0.38200003,0.074,0.38900003,0.38200003,0.36900002,0.51000005,0.799,0.0,GP_observed,dynamic
115.0,2.9290001,2.9280002,3.4750001,-0.546,0.20400001,0.583,0.54700005,0.157,2.5270002,3.3320003,0.0,Linear_observed,stoch
