idx,mean,median,true,bias,std,RMSE,MAE,q025,q975,covering,mean_ind_cover,method,estimand
40.0,1.026,1.026,1.008,0.018000001,0.032,0.038000003,0.018000001,0.96400005,1.0890001,1.0,1.0,Linear_oracle,dynamic
40.0,0.98200005,0.984,1.008,-0.026,0.041,0.273,0.11800001,0.89500004,1.059,1.0,0.9480001,GP_oracle,dynamic
40.0,3.9090002,3.9080002,3.8400002,0.069000006,0.12200001,0.07,0.069000006,3.6690001,4.15,1.0,1.0,Linear_oracle,stoch
40.0,3.736,3.7380002,3.8400002,-0.104,0.17,0.588,0.23900001,3.397,4.063,1.0,0.92200005,GP_oracle,stoch
40.0,0.70400006,0.70400006,1.008,-0.30400002,0.049000002,0.44300002,0.342,0.609,0.799,0.0,0.22200002,Linear_observed,dynamic
40.0,0.57900006,0.57900006,1.008,-0.42900002,0.057000004,0.51900005,0.44700003,0.467,0.69100004,0.0,0.224,GP_observed,dynamic
40.0,2.4280002,2.4280002,3.8400002,-1.4120001,0.158,1.6100001,1.4120001,2.118,2.739,0.0,0.016,Linear_observed,stoch
40.0,2.6650002,2.664,3.8400002,-1.1750001,0.19900002,1.5250001,1.281,2.282,3.062,0.0,0.296,GP_observed,stoch
40.0,0.90800005,0.90700006,1.008,-0.1,0.042000003,0.22500001,0.17500001,0.83100003,0.994,0.0,0.92800003,Linear_3S,dynamic
40.0,4.807,4.813,1.008,3.7990003,0.123,4.2190003,3.7990003,4.5530005,5.0340004,0.0,0.356,GP_3S,dynamic
40.0,3.4680002,3.4620001,3.8400002,-0.372,0.15,0.469,0.39400002,3.1910002,3.775,0.0,0.75000006,Linear_3S,stoch
40.0,2.7470002,2.7500002,3.8400002,-1.093,0.23900001,1.245,1.092,2.275,3.206,0.0,0.45800003,GP_3S,stoch
40.0,1.0270001,1.0270001,1.008,0.019000001,0.036000002,0.19500001,0.157,0.957,1.097,1.0,0.28,Linear_1S,dynamic
40.0,1.001,0.9990001,1.008,-0.007,0.057000004,0.39100003,0.25100002,0.89500004,1.128,1.0,0.446,GP_1S,dynamic
40.0,3.9280002,3.9280002,3.8400002,0.08800001,0.13800001,0.272,0.215,3.6580002,4.2000003,1.0,0.69000006,Linear_1S,stoch
40.0,3.7760003,3.7790003,3.8400002,-0.064,0.252,0.79800004,0.437,3.2680001,4.263,1.0,0.82600003,GP_1S,stoch
95.0,1.0450001,1.0450001,1.023,0.022000002,0.030000001,0.059000004,0.049000002,0.9850001,1.105,1.0,1.0,Linear_oracle,dynamic
95.0,0.93600005,0.95800006,1.023,-0.087000005,0.082,0.42900002,0.165,0.73700005,1.049,1.0,0.93200004,GP_oracle,dynamic
95.0,3.9170003,3.9170003,3.8300002,0.087000005,0.115,0.1,0.087000005,3.6910002,4.144,1.0,1.0,Linear_oracle,stoch
95.0,3.752,3.7560003,3.8300002,-0.078,0.16600001,0.781,0.347,3.4180002,4.072,1.0,0.91800004,GP_oracle,stoch
95.0,0.80100006,0.80100006,1.023,-0.22200002,0.062000003,0.397,0.305,0.679,0.92300004,0.0,0.282,Linear_observed,dynamic
95.0,0.674,0.674,1.023,-0.349,0.061000004,0.651,0.56200004,0.554,0.794,0.0,0.17600001,GP_observed,dynamic
95.0,2.6230001,2.6230001,3.8300002,-1.207,0.193,1.4350001,1.207,2.2440002,3.0040002,0.0,0.098000005,Linear_observed,stoch
95.0,3.1320002,3.1280003,3.8300002,-0.698,0.25300002,1.6150001,1.406,2.6460001,3.6310003,0.0,0.25,GP_observed,stoch
95.0,0.897,0.896,1.023,-0.126,0.041,0.25300002,0.19900002,0.82100004,0.97900003,0.0,0.892,Linear_3S,dynamic
95.0,4.5280004,4.5340004,1.023,3.505,0.141,3.9,3.5040002,4.2380004,4.789,0.0,0.36600003,GP_3S,dynamic
95.0,3.3850002,3.3820002,3.8300002,-0.44500002,0.14,0.537,0.45800003,3.1200001,3.6680002,0.0,0.65800005,Linear_3S,stoch
95.0,2.591,2.5890002,3.8300002,-1.2390001,0.22900002,1.4410001,1.2390001,2.1420002,3.042,0.0,0.45200002,GP_3S,stoch
95.0,1.001,1.001,1.023,-0.022000002,0.034,0.216,0.172,0.93500006,1.067,1.0,0.24400002,Linear_1S,dynamic
95.0,0.94000006,0.94200003,1.023,-0.083000004,0.065000005,0.469,0.28,0.804,1.072,1.0,0.462,GP_1S,dynamic
95.0,3.788,3.788,3.8300002,-0.042000003,0.13000001,0.28800002,0.22900002,3.5330002,4.0410004,1.0,0.61200005,Linear_1S,stoch
95.0,3.5570002,3.5640001,3.8300002,-0.273,0.24900001,0.86700004,0.45200002,3.051,4.0340004,1.0,0.864,GP_1S,stoch
150.0,1.2360001,1.2370001,1.1980001,0.038000003,0.038000003,0.043,0.039,1.1620001,1.3110001,1.0,1.0,Linear_oracle,dynamic
150.0,1.246,1.245,1.1980001,0.048,0.065000005,0.185,0.126,1.1240001,1.3790001,1.0,0.9620001,GP_oracle,dynamic
150.0,3.9400003,3.9400003,3.8200002,0.120000005,0.115,0.125,0.120000005,3.713,4.165,1.0,1.0,Linear_oracle,stoch
150.0,3.8130002,3.8160002,3.8200002,-0.007,0.19600001,0.568,0.29700002,3.417,4.189,1.0,0.94600004,GP_oracle,stoch
150.0,0.77400005,0.77400005,1.1980001,-0.42400002,0.061000004,0.565,0.47100002,0.65400004,0.89400005,0.0,0.172,Linear_observed,dynamic
150.0,0.679,0.67800003,1.1980001,-0.51900005,0.10300001,0.69900006,0.57100004,0.47900003,0.88000005,0.0,0.33800003,GP_observed,dynamic
150.0,2.5970001,2.5970001,3.8200002,-1.223,0.18800001,1.4530001,1.2240001,2.223,2.9680002,0.0,0.08800001,Linear_observed,stoch
150.0,3.509,3.505,3.8200002,-0.31100002,0.275,1.4720001,1.2800001,2.976,4.0550003,1.0,0.216,GP_observed,stoch
150.0,1.0530001,1.051,1.1980001,-0.14500001,0.056,0.31100002,0.24100001,0.95100003,1.1680001,0.0,0.86800003,Linear_3S,dynamic
150.0,4.434,4.434,1.1980001,3.236,0.083000004,3.7930002,3.2370002,4.275,4.5940003,0.0,0.47000003,GP_3S,dynamic
150.0,3.4970002,3.4910002,3.8200002,-0.323,0.16700001,0.439,0.356,3.193,3.8430002,1.0,0.81600004,Linear_3S,stoch
150.0,2.5200002,2.5240002,3.8200002,-1.3000001,0.31,1.3790001,1.3000001,1.9080001,3.1190002,0.0,0.272,GP_3S,stoch
150.0,1.24,1.24,1.1980001,0.042000003,0.047000002,0.27100003,0.21100001,1.1470001,1.332,1.0,0.33,Linear_1S,dynamic
150.0,1.264,1.258,1.1980001,0.066,0.127,0.356,0.27400002,1.0270001,1.5300001,1.0,0.67200005,GP_1S,dynamic
150.0,4.0800004,4.0810003,3.8200002,0.26000002,0.15,0.37800002,0.31300002,3.785,4.373,1.0,0.53000003,Linear_1S,stoch
150.0,3.8590002,3.8720002,3.8200002,0.039,0.38500002,0.76900005,0.483,3.068,4.5950003,1.0,0.95600003,GP_1S,stoch
205.0,0.94600004,0.94500005,0.975,-0.029000001,0.029000001,0.041,0.030000001,0.8880001,1.003,1.0,1.0,Linear_oracle,dynamic
205.0,0.88400006,0.88900006,0.975,-0.091000006,0.051000003,0.22100002,0.091000006,0.76600003,0.97400004,0.0,0.994,GP_oracle,dynamic
205.0,3.6660001,3.6660001,3.782,-0.116000004,0.11400001,0.119,0.116000004,3.4410002,3.8920002,1.0,1.0,Linear_oracle,stoch
205.0,3.4480002,3.4490001,3.782,-0.33400002,0.157,0.49800003,0.335,3.137,3.7500002,0.0,0.99600005,GP_oracle,stoch
205.0,0.647,0.647,0.975,-0.328,0.056,0.46400002,0.35900003,0.537,0.757,0.0,0.21800001,Linear_observed,dynamic
205.0,0.503,0.503,0.975,-0.47200003,0.061000004,0.587,0.505,0.38300002,0.623,0.0,0.178,GP_observed,dynamic
205.0,2.181,2.181,3.782,-1.6010001,0.17500001,1.7810001,1.6010001,1.8370001,2.526,0.0,0.002,Linear_observed,stoch
205.0,2.4710002,2.4680002,3.782,-1.3110001,0.22200002,1.723,1.4050001,2.0370002,2.913,0.0,0.316,GP_observed,stoch
205.0,0.799,0.79800004,0.975,-0.17600001,0.037,0.28500003,0.223,0.72900003,0.874,0.0,0.794,Linear_3S,dynamic
205.0,4.406,4.412,0.975,3.4310002,0.124000005,3.8690002,3.43,4.15,4.6330004,0.0,0.372,GP_3S,dynamic
205.0,3.1520002,3.15,3.782,-0.63000005,0.13800001,0.698,0.63100004,2.8920002,3.4280002,0.0,0.342,Linear_3S,stoch
205.0,2.453,2.4540002,3.782,-1.3290001,0.22200002,1.4380001,1.3290001,2.0140002,2.8820002,0.0,0.136,GP_3S,stoch
205.0,0.90000004,0.90000004,0.975,-0.075,0.032,0.22700001,0.179,0.837,0.96300006,0.0,0.22200002,Linear_1S,dynamic
205.0,0.84300005,0.84400004,0.975,-0.132,0.055000003,0.35000002,0.23400001,0.72900003,0.95300007,0.0,0.462,GP_1S,dynamic
205.0,3.5690002,3.5690002,3.782,-0.21300001,0.13000001,0.328,0.264,3.3140001,3.8250003,1.0,0.536,Linear_1S,stoch
205.0,3.3270001,3.328,3.782,-0.455,0.23,0.748,0.47800002,2.8650002,3.7730002,0.0,0.758,GP_1S,stoch
260.0,1.1400001,1.139,1.172,-0.032,0.032,0.038000003,0.032,1.077,1.2030001,1.0,1.0,Linear_oracle,dynamic
260.0,1.0830001,1.0860001,1.172,-0.089,0.044000003,0.2,0.09,0.98600006,1.1620001,0.0,0.99600005,GP_oracle,dynamic
260.0,3.831,3.8300002,3.9420002,-0.11100001,0.11000001,0.115,0.11000001,3.6160002,4.0470004,1.0,1.0,Linear_oracle,stoch
260.0,3.5740001,3.5720003,3.9420002,-0.36800003,0.16700001,0.49400002,0.367,3.2470002,3.9090002,0.0,0.97400004,GP_oracle,stoch
260.0,0.90900004,0.90900004,1.172,-0.263,0.065000005,0.483,0.36,0.78300005,1.0370001,0.0,0.27400002,Linear_observed,dynamic
260.0,0.76600003,0.76600003,1.172,-0.40600002,0.07300001,0.54,0.44200003,0.624,0.9110001,0.0,0.36400002,GP_observed,dynamic
260.0,2.7210002,2.7210002,3.9420002,-1.2210001,0.18900001,1.4530001,1.222,2.354,3.0930002,0.0,0.116000004,Linear_observed,stoch
260.0,3.028,3.0270002,3.9420002,-0.91400003,0.25300002,1.4230001,1.184,2.5400002,3.5330002,0.0,0.384,GP_observed,stoch
260.0,1.0070001,1.005,1.172,-0.165,0.046000004,0.303,0.22700001,0.92200005,1.103,0.0,0.82800007,Linear_3S,dynamic
260.0,4.8970003,4.8980002,1.172,3.7250001,0.104,4.1520004,3.7250001,4.6920004,5.096,0.0,0.33600003,GP_3S,dynamic
