idx,mean,median,true,bias,std,RMSE,MAE,q025,q975,covering,mean_ind_cover,method,estimand
31.0,1.4410001,1.44,1.422,0.019000001,0.035,0.042000003,0.018000001,1.371,1.5100001,1.0,1.0,Linear_oracle,dynamic
31.0,1.427,1.427,1.422,0.0050000004,0.059000004,0.16700001,0.097,1.314,1.5430001,1.0,1.0,GP_oracle,dynamic
31.0,3.8550003,3.8550003,3.8060002,0.049000002,0.094000004,0.05,0.05,3.6710002,4.04,1.0,1.0,Linear_oracle,stoch
31.0,3.7250001,3.726,3.8060002,-0.081,0.16600001,0.148,0.112,3.4,4.0470004,1.0,1.0,GP_oracle,stoch
31.0,1.1980001,1.1980001,1.422,-0.224,0.08400001,0.51600003,0.39900002,1.031,1.365,0.0,0.29000002,Linear_observed,dynamic
31.0,0.896,0.897,1.422,-0.526,0.093,0.85800004,0.71500003,0.71400005,1.0780001,0.0,0.246,GP_observed,dynamic
31.0,2.8390002,2.8390002,3.8060002,-0.96700007,0.186,1.2320001,0.98200005,2.47,3.2050002,0.0,0.20400001,Linear_observed,stoch
31.0,3.048,3.048,3.8060002,-0.758,0.177,1.3790001,1.179,2.696,3.3910003,0.0,0.216,GP_observed,stoch
31.0,1.322,1.32,1.422,-0.1,0.053000003,0.29700002,0.22900002,1.225,1.434,1.0,0.90200007,Linear_3S,dynamic
31.0,4.695,4.695,1.422,3.2730002,0.094000004,3.7930002,3.272,4.512,4.8760004,0.0,0.41400003,GP_3S,dynamic
31.0,3.528,3.522,3.8060002,-0.27800003,0.133,0.39400002,0.32200003,3.2830002,3.811,1.0,0.84000003,Linear_3S,stoch
31.0,2.552,2.5530002,3.8060002,-1.2540001,0.24400002,1.3050001,1.2540001,2.072,3.025,0.0,0.20600002,GP_3S,stoch
31.0,1.46,1.46,1.422,0.038000003,0.044000003,0.27600002,0.21700001,1.373,1.549,1.0,0.282,Linear_1S,dynamic
31.0,1.35,1.3520001,1.422,-0.072000004,0.089,0.35900003,0.254,1.1700001,1.5220001,1.0,0.63000005,GP_1S,dynamic
31.0,3.8940003,3.8930001,3.8060002,0.08800001,0.11800001,0.279,0.224,3.663,4.1280003,1.0,0.58000004,Linear_1S,stoch
31.0,3.5390003,3.5400002,3.8060002,-0.26700002,0.28300002,0.462,0.32900003,2.9810002,4.1010003,1.0,0.94400007,GP_1S,stoch
86.0,0.93600005,0.93600005,0.952,-0.016,0.024,0.023000002,0.016,0.8880001,0.984,1.0,1.0,Linear_oracle,dynamic
86.0,0.88900006,0.8880001,0.952,-0.063,0.038000003,0.108,0.063,0.81700003,0.96800005,1.0,1.0,GP_oracle,dynamic
86.0,3.8620002,3.8610003,3.926,-0.064,0.104,0.066,0.064,3.657,4.065,1.0,1.0,Linear_oracle,stoch
86.0,3.588,3.591,3.926,-0.33800003,0.15300001,0.40300003,0.33800003,3.2810001,3.8850002,0.0,1.0,GP_oracle,stoch
86.0,0.777,0.777,0.952,-0.17500001,0.051000003,0.36400002,0.286,0.67700005,0.87500006,0.0,0.246,Linear_observed,dynamic
86.0,0.63000005,0.63000005,0.952,-0.32200003,0.062000003,0.48800004,0.39100003,0.509,0.75100005,0.0,0.342,GP_observed,dynamic
86.0,2.677,2.677,3.926,-1.2490001,0.16600001,1.4670001,1.25,2.3500001,2.999,0.0,0.068,Linear_observed,stoch
86.0,3.1550002,3.1550002,3.926,-0.771,0.20400001,1.4710001,1.264,2.759,3.5530002,0.0,0.24800001,GP_observed,stoch
86.0,0.84200007,0.841,0.952,-0.11000001,0.039,0.23,0.179,0.771,0.92300004,0.0,0.89000005,Linear_3S,dynamic
86.0,4.6000004,4.6010003,0.952,3.6480002,0.113000005,4.098,3.6480002,4.375,4.814,0.0,0.34,GP_3S,dynamic
86.0,3.3920002,3.3860002,3.926,-0.53400004,0.147,0.61700004,0.53900003,3.1200001,3.7000003,0.0,0.526,Linear_3S,stoch
86.0,2.4610002,2.46,3.926,-1.465,0.23600002,1.5510001,1.465,2.002,2.9220002,0.0,0.208,GP_3S,stoch
86.0,0.94900006,0.94900006,0.952,-0.003,0.032,0.19700001,0.156,0.88600004,1.011,1.0,0.27,Linear_1S,dynamic
86.0,0.83300006,0.83800006,0.952,-0.119,0.067,0.27100003,0.19900002,0.68700004,0.95600003,1.0,0.54800004,GP_1S,dynamic
86.0,3.8360002,3.8350003,3.926,-0.09,0.13100001,0.279,0.22000001,3.5760002,4.0930004,1.0,0.65000004,Linear_1S,stoch
86.0,3.288,3.295,3.926,-0.638,0.261,0.734,0.64100003,2.7500002,3.775,0.0,0.544,GP_1S,stoch
141.0,1.223,1.223,1.1960001,0.027,0.039,0.030000001,0.027,1.146,1.3000001,1.0,1.0,Linear_oracle,dynamic
141.0,1.1170001,1.121,1.1960001,-0.079,0.059000004,0.317,0.142,0.984,1.223,1.0,0.93200004,GP_oracle,dynamic
141.0,3.903,3.9020002,3.8200002,0.083000004,0.11800001,0.087000005,0.083000004,3.67,4.137,1.0,1.0,Linear_oracle,stoch
