idx,mean,median,TRUE,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
40,2.8160002,2.8160002,2.7580001,0.058000002,0.059000004,0.089,0.14400001,0.072000004,0.11000001,0.117000006,2.7020001,2.9310002,1,1,Linear_oracle,dynamic
40,2.753,2.753,2.7580001,-0.005,0.07,0.44700003,0.508,0.24900001,0.29700002,0.34800002,2.614,2.8890002,1,0.79,GP_oracle,dynamic
40,3.1450002,3.1450002,3.0860002,0.059000004,0.065000005,0.09,0.136,0.071,0.09900001,0.038000003,3.0200002,3.2740002,1,1,Linear_oracle,stoch
40,3.0770001,3.0770001,3.0860002,-0.009000001,0.071,0.45400003,0.50200003,0.24200001,0.27,0.21000001,2.94,3.2150002,1,0.78200006,GP_oracle,stoch
40,2.0970001,2.0970001,2.7580001,-0.661,0.060000002,1.21,1.2160001,0.88900006,0.89400005,0.81200004,1.9810001,2.2150002,0,0.17400001,Linear_observed,dynamic
40,1.838,1.838,2.7580001,-0.92,0.13800001,1.6620001,1.69,1.2870001,1.3100001,2.424,1.57,2.108,0,0.29000002,GP_observed,dynamic
40,2.637,2.6360002,3.0860002,-0.44900003,0.089,1.1780001,1.1860001,0.84300005,0.851,0.49,2.46,2.8130002,0,0.21000001,Linear_observed,stoch
40,3.088,3.0830002,3.0860002,0.002,0.27600002,1.069,1.1780001,0.786,0.86800003,0.44900003,2.551,3.6410003,1,0.526,GP_observed,stoch
40,-0.521,-0.55200005,2.7580001,-3.279,0.59900004,3.423,3.479,3.279,3.279,4.8320003,-1.6010001,0.74500006,0,0,Linear_3S,dynamic
40,-0.95500004,-0.994,3.0860002,-4.0410004,0.744,4.1730003,4.242,4.04,4.04,2.8330002,-2.298,0.625,0,0,Linear_3S,stoch
40,-0.060000002,0.009000001,2.7580001,-2.818,1.6010001,3.0800002,3.568,2.8190002,2.9840002,3.5600002,-3.482,2.9160001,1,0.716,GP_3S,dynamic
40,0.869,0.901,3.0860002,-2.217,1.524,2.6420002,3.084,2.232,2.4910002,0.9710001,-2.252,3.772,1,0.75200003,GP_3S,stoch
40,-0.874,-0.86500007,2.7580001,-3.6320002,0.564,3.7610002,3.8040001,3.6320002,3.6320002,5.4880004,-2.013,0.22200002,0,0,Linear_1S,dynamic
40,-1.4990001,-1.4480001,2.7580001,-4.257,1.7080001,4.46,4.852,4.256,4.307,6.1850004,-4.964,1.7900001,0,0.354,GP_1S,dynamic
40,-1.388,-1.378,3.0860002,-4.474,0.694,4.5940003,4.6480002,4.473,4.473,3.1780002,-2.785,-0.034,0,0,Linear_1S,stoch
40,-0.091000006,-0.043,3.0860002,-3.177,1.718,3.6660001,4.072,3.183,3.384,1.4070001,-3.6780002,3.2020001,1,0.574,GP_1S,stoch
95,2.878,2.878,2.917,-0.039,0.048,0.09,0.13800001,0.074,0.106000006,0.30400002,2.7840002,2.9740002,1,1,Linear_oracle,dynamic
95,2.7510002,2.7510002,2.917,-0.16600001,0.062000003,0.298,0.372,0.201,0.256,0.61300004,2.63,2.8730001,0,0.846,GP_oracle,dynamic
