idx,mean,median,TRUE,bias,std,RMSE,MAE,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
21,4.789,4.788,4.833,-0.044000003,0.053000003,0.148,0.105000004,0.027,4.6850004,4.894,1,0.882,Linear_oracle,dynamic
21,4.703,4.703,4.833,-0.13000001,0.072000004,0.321,0.19100001,0.067,4.5600004,4.8440003,1,0.90200007,GP_oracle,dynamic
21,5.6940002,5.6940002,5.7790003,-0.085,0.07,0.163,0.09900001,0.016,5.557,5.8320003,1,0.94200003,Linear_oracle,stoch
21,5.538,5.539,5.7790003,-0.24100001,0.081,0.46500003,0.24800001,0.040000003,5.3780003,5.696,0,0.94600004,GP_oracle,stoch
21,4.033,4.032,4.833,-0.8,0.067,1.4180001,0.94900006,0.25800002,3.9020002,4.165,0,0.20400001,Linear_observed,dynamic
21,3.8730001,3.874,4.833,-0.96000004,0.135,1.682,1.2850001,0.38700002,3.6120002,4.138,0,0.26000002,GP_observed,dynamic
21,5.162,5.162,5.7790003,-0.61700004,0.095000006,1.5000001,0.994,0.165,4.9750004,5.348,0,0.18,Linear_observed,stoch
21,6.2060003,6.208,5.7790003,0.42700002,0.156,1.2310001,0.975,0.18100001,5.8980002,6.5140004,0,0.314,GP_observed,stoch
21,4.714,4.7130003,4.833,-0.119,0.07300001,0.59800005,0.453,0.134,4.5740004,4.859,1,0.82600003,Linear_3S,dynamic
21,4.572,4.572,4.833,-0.261,0.089,0.68700004,0.51100004,0.148,4.3980002,4.748,0,0.79,GP_3S,dynamic
21,5.5270004,5.5260005,5.7790003,-0.252,0.09200001,0.632,0.46100003,0.079,5.3440003,5.71,0,0.81000006,Linear_3S,stoch
21,5.327,5.328,5.7790003,-0.45200002,0.109000005,0.83900005,0.587,0.097,5.1070004,5.5360003,0,0.804,GP_3S,stoch
21,4.809,4.8100004,4.833,-0.024,0.058000002,0.51100004,0.40600002,0.12900001,4.695,4.9220004,1,0.312,Linear_1S,dynamic
21,4.7450004,4.7460003,4.833,-0.08800001,0.085,0.62200004,0.467,0.142,4.577,4.9110003,1,0.52000004,GP_1S,dynamic
21,5.722,5.722,5.7790003,-0.057000004,0.079,0.47900003,0.37,0.069000006,5.5680003,5.8770003,1,0.34,Linear_1S,stoch
21,5.61,5.61,5.7790003,-0.16900001,0.10300001,0.71900004,0.49300003,0.08400001,5.4090004,5.8120003,1,0.49400002,GP_1S,stoch
76,4.9570003,4.9570003,5.056,-0.09900001,0.063,0.15200001,0.117000006,0.033,4.8320003,5.0820003,1,0.772,Linear_oracle,dynamic
76,4.919,4.919,5.056,-0.13700001,0.081,0.492,0.23,0.064,4.762,5.077,1,0.91800004,GP_oracle,dynamic
76,5.5920005,5.591,5.7060003,-0.11400001,0.076000005,0.16100001,0.11800001,0.022000002,5.4430003,5.741,1,0.99000007,Linear_oracle,stoch
76,5.5160003,5.517,5.7060003,-0.19000001,0.09200001,0.9110001,0.36900002,0.048,5.3290005,5.6910005,0,0.86800003,GP_oracle,stoch
76,4.0730004,4.0740004,5.056,-0.98300004,0.067,1.4760001,1.1,0.3,3.9410002,4.204,0,0.15400001,Linear_observed,dynamic
76,4.064,4.064,5.056,-0.99200004,0.106000006,1.7080001,1.3510001,0.39200002,3.8560002,4.27,0,0.27600002,GP_observed,dynamic
76,5.0610003,5.0620003,5.7060003,-0.64500004,0.123,1.478,0.9710001,0.16800001,4.8180003,5.3030005,0,0.256,Linear_observed,stoch
76,5.972,5.973,5.7060003,0.266,0.21700001,1.32,0.96900004,0.177,5.5480003,6.399,1,0.37,GP_observed,stoch
76,4.8310003,4.829,5.056,-0.22500001,0.085,0.611,0.47200003,0.127,4.6650004,5.0020003,0,0.846,Linear_3S,dynamic
76,4.617,4.618,5.056,-0.439,0.10700001,0.81600004,0.60700005,0.157,4.405,4.8240004,0,0.84400004,GP_3S,dynamic
76,5.361,5.359,5.7060003,-0.34500003,0.098000005,0.671,0.504,0.089,5.1660004,5.558,0,0.78400004,Linear_3S,stoch
76,5.105,5.1080003,5.7060003,-0.601,0.133,1.2390001,0.74200004,0.116000004,4.834,5.3560004,0,0.804,GP_3S,stoch
76,4.9570003,4.9570003,5.056,-0.09900001,0.072000004,0.537,0.416,0.116000004,4.8170004,5.0990005,1,0.344,Linear_1S,dynamic
76,4.8700004,4.8700004,5.056,-0.186,0.101,0.74700004,0.53400004,0.14600001,4.67,5.07,1,0.52000004,GP_1S,dynamic
76,5.531,5.531,5.7060003,-0.17500001,0.085,0.531,0.41500002,0.079,5.3640003,5.6980004,0,0.29000002,Linear_1S,stoch
76,5.4100003,5.413,5.7060003,-0.296,0.116000004,1.1420001,0.66700006,0.10700001,5.1710005,5.63,0,0.462,GP_1S,stoch
131,4.441,4.441,4.426,0.015000001,0.052,0.105000004,0.078,0.135,4.34,4.543,1,1,Linear_oracle,dynamic
131,4.3710003,4.3710003,4.426,-0.055000003,0.07,0.35900003,0.209,0.49500003,4.2330003,4.5090003,1,0.95600003,GP_oracle,dynamic
131,5.5920005,5.5920005,5.618,-0.026,0.075,0.10300001,0.065000005,0.012,5.4430003,5.7380004,1,1,Linear_oracle,stoch
131,5.368,5.372,5.618,-0.25,0.09900001,0.82400006,0.31800002,0.05,5.1650004,5.556,0,0.91200006,GP_oracle,stoch
131,3.7930002,3.7920003,4.426,-0.633,0.07700001,1.296,0.81700003,1.5530001,3.6430001,3.9440002,0,0.29000002,Linear_observed,dynamic
131,3.2150002,3.2140002,4.426,-1.2110001,0.15100001,1.9130001,1.483,1.447,2.9190001,3.5080001,0,0.272,GP_observed,dynamic
131,4.932,4.932,5.618,-0.68600005,0.11100001,1.542,0.984,0.17300001,4.7130003,5.1450005,0,0.23200001,Linear_observed,stoch
131,6.1530004,6.1530004,5.618,0.535,0.22500001,1.4580001,1.1470001,0.22500001,5.7170005,6.5940003,0,0.30400002,GP_observed,stoch
131,4.4360003,4.434,4.426,0.010000001,0.074,0.55700004,0.43100002,1.389,4.294,4.5870004,1,0.82800007,Linear_3S,dynamic
131,4.269,4.268,4.426,-0.157,0.087000005,0.62100005,0.47400004,1.6190001,4.1010003,4.44,1,0.78800005,GP_3S,dynamic
131,5.425,5.4230003,5.618,-0.193,0.104,0.624,0.45800003,0.083000004,5.2190003,5.6330004,1,0.82600003,Linear_3S,stoch
131,5.0680003,5.07,5.618,-0.55,0.142,1.1600001,0.69000006,0.115,4.782,5.3380003,0,0.804,GP_3S,stoch
131,4.519,4.519,4.426,0.093,0.060000002,0.49500003,0.397,1.2360001,4.399,4.635,1,0.326,Linear_1S,dynamic
131,4.406,4.406,4.426,-0.020000001,0.08800001,0.57500005,0.43800002,1.353,4.229,4.577,1,0.564,GP_1S,dynamic
131,5.643,5.644,5.618,0.025,0.091000006,0.49500003,0.388,0.07700001,5.4630003,5.82,1,0.326,Linear_1S,stoch
131,5.3240004,5.333,5.618,-0.294,0.14400001,0.98300004,0.595,0.102000006,5.018,5.5860004,0,0.528,GP_1S,stoch
186,5.1730003,5.1720004,5.21,-0.037,0.054,0.075,0.068,0.025,5.0670004,5.2780004,1,1,Linear_oracle,dynamic
186,5.157,5.157,5.21,-0.053000003,0.071,0.409,0.17400001,0.042000003,5.017,5.294,1,0.97800004,GP_oracle,dynamic
186,6.196,6.196,6.2170005,-0.021000002,0.074,0.049000002,0.040000003,0.022000002,6.0490003,6.3420005,1,1,Linear_oracle,stoch
186,5.9750004,5.977,6.2170005,-0.24200001,0.093,0.845,0.337,0.155,5.7900004,6.155,0,0.87600005,GP_oracle,stoch
186,4.3380003,4.3380003,5.21,-0.87200004,0.081,1.3820001,0.9850001,0.22600001,4.1790004,4.4940004,0,0.22000001,Linear_observed,dynamic
186,3.7610002,3.762,5.21,-1.4490001,0.15400001,2.1790001,1.7400001,0.49300003,3.459,4.0620003,0,0.21400002,GP_observed,dynamic
186,5.347,5.347,6.2170005,-0.87000006,0.1,1.6380001,1.0660001,0.21700001,5.151,5.544,0,0.238,Linear_observed,stoch
186,6.3810005,6.3830004,6.2170005,0.164,0.155,1.13,0.84800005,0.22600001,6.078,6.6870003,1,0.32000002,GP_observed,stoch
186,5.096,5.0950003,5.21,-0.11400001,0.075,0.518,0.41200003,0.117000006,4.952,5.2450004,1,0.91,Linear_3S,dynamic
186,5.01,5.0090003,5.21,-0.2,0.09,0.648,0.44900003,0.126,4.8360004,5.188,0,0.91,GP_3S,dynamic
186,5.925,5.9240003,6.2170005,-0.29200003,0.096,0.605,0.46600002,0.09,5.7370005,6.1130004,0,0.86,Linear_3S,stoch
186,5.6720004,5.677,6.2170005,-0.545,0.12900001,1.034,0.67,0.22800002,5.406,5.912,0,0.82400006,GP_3S,stoch
186,5.2130003,5.2130003,5.21,0.003,0.062000003,0.47000003,0.379,0.11000001,5.091,5.3320003,1,0.37,Linear_1S,dynamic
186,5.1740003,5.1740003,5.21,-0.036000002,0.08400001,0.60400003,0.425,0.119,5.0090003,5.339,1,0.54,GP_1S,dynamic
186,6.1590004,6.1600003,6.2170005,-0.058000002,0.08400001,0.45700002,0.35900003,0.081,5.9930005,6.3240004,1,0.36400002,Linear_1S,stoch
186,5.925,5.927,6.2170005,-0.29200003,0.11100001,0.90900004,0.57900006,0.23400001,5.702,6.1400003,0,0.46600002,GP_1S,stoch
241,5.012,5.012,4.934,0.078,0.05,0.15400001,0.119,0.033,4.914,5.109,1,0.892,Linear_oracle,dynamic
241,4.9690003,4.9690003,4.934,0.035,0.067,0.30100003,0.17600001,0.058000002,4.8380003,5.1000004,1,0.99200004,GP_oracle,dynamic
241,5.9370003,5.9370003,5.7980003,0.13900001,0.066,0.18100001,0.14,0.025,5.808,6.0670004,0,0.688,Linear_oracle,stoch
241,5.8100004,5.8100004,5.7980003,0.012,0.07700001,0.44700003,0.22500001,0.036000002,5.6590004,5.959,1,0.93200004,GP_oracle,stoch
241,4.3560004,4.3560004,4.934,-0.578,0.07,1.365,0.85800004,0.201,4.2180004,4.491,0,0.27800003,Linear_observed,dynamic
241,4.2060003,4.2050004,4.934,-0.72800004,0.117000006,1.7810001,1.4020001,0.44900003,3.9770002,4.434,0,0.21200001,GP_observed,dynamic
241,5.32,5.321,5.7980003,-0.47800002,0.10700001,1.4050001,0.91200006,0.15,5.109,5.5330005,0,0.24800001,Linear_observed,stoch
241,6.5550003,6.5550003,5.7980003,0.757,0.163,1.424,1.1320001,0.21900001,6.235,6.8700004,0,0.28,GP_observed,stoch
