idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,q025,q975,covering,mean_ind_cover,method,estimand
3.0,0.84200007,0.84200007,0.86300004,-0.021000002,0.025,0.055000003,0.069000006,0.021000002,0.035,0.794,0.892,1.0,1.0,Linear_oracle,dynamic
3.0,0.822,0.82100004,0.86300004,-0.041,0.027,0.143,0.19800001,0.058000002,0.09,0.76900005,0.87500006,1.0,0.96000004,GP_oracle,dynamic
3.0,2.5210001,2.5210001,2.5890002,-0.068,0.071,0.068,0.104,0.068,0.08400001,2.3820002,2.6620002,1.0,1.0,Linear_oracle,stoch
3.0,2.4750001,2.4750001,2.5890002,-0.11400001,0.076000005,0.186,0.25100002,0.11400001,0.14600001,2.328,2.624,1.0,1.0,GP_oracle,stoch
3.0,0.61,0.609,0.86300004,-0.25300002,0.055000003,0.44400004,0.45000002,0.33400002,0.34,0.50200003,0.721,0.0,0.268,Linear_observed,dynamic
3.0,0.48100004,0.48100004,0.86300004,-0.38200003,0.069000006,0.66800004,0.69600004,0.555,0.56700003,0.34500003,0.615,0.0,0.326,GP_observed,dynamic
3.0,1.8490001,1.8440001,2.5890002,-0.74,0.15,1.003,1.016,0.785,0.79600006,1.557,2.151,0.0,0.264,Linear_observed,stoch
3.0,2.2380002,2.239,2.5890002,-0.351,0.18900001,1.342,1.4080001,1.138,1.1600001,1.868,2.6100001,1.0,0.24200001,GP_observed,stoch
3.0,0.684,0.683,0.86300004,-0.179,0.044000003,0.354,0.409,0.264,0.31500003,0.60200006,0.77500004,0.0,0.80600005,Linear_3S,dynamic
3.0,2.082,2.078,2.5890002,-0.507,0.109000005,0.665,0.72800004,0.535,0.58100003,1.876,2.3030002,0.0,0.63600004,Linear_3S,stoch
3.0,0.671,0.669,0.86300004,-0.192,0.055000003,0.404,0.52900004,0.27800003,0.37100002,0.56600004,0.78200006,0.0,0.93600005,GP_3S,dynamic
3.0,1.9570001,1.9560001,2.5890002,-0.632,0.119,0.74500006,0.88400006,0.64100003,0.725,1.725,2.1920002,0.0,0.83000004,GP_3S,stoch
3.0,0.90000004,0.90000004,0.86300004,0.037,0.037,0.291,0.296,0.24000001,0.24300002,0.82800007,0.97400004,1.0,0.18400002,Linear_1S,dynamic
3.0,0.845,0.84700006,0.86300004,-0.018000001,0.047000002,0.39100003,0.43600002,0.26200002,0.282,0.75000006,0.934,1.0,0.49400002,GP_1S,dynamic
3.0,2.6810002,2.6790001,2.5890002,0.09200001,0.105000004,0.384,0.4,0.30400002,0.317,2.4750001,2.89,1.0,0.41000003,Linear_1S,stoch
3.0,2.5010002,2.5,2.5890002,-0.08800001,0.135,0.42800003,0.50200003,0.316,0.358,2.239,2.772,1.0,0.69200003,GP_1S,stoch
58.0,0.786,0.786,0.79,-0.004,0.021000002,0.040000003,0.056,0.027,0.032,0.744,0.827,1.0,1.0,Linear_oracle,dynamic
58.0,0.76500005,0.76500005,0.79,-0.025,0.025,0.078,0.15100001,0.053000003,0.080000006,0.716,0.813,1.0,1.0,GP_oracle,dynamic
58.0,2.7310002,2.73,2.7500002,-0.019000001,0.076000005,0.038000003,0.09200001,0.027,0.067,2.582,2.877,1.0,1.0,Linear_oracle,stoch
58.0,2.6320002,2.6320002,2.7500002,-0.11800001,0.081,0.192,0.28,0.14500001,0.17600001,2.47,2.788,1.0,1.0,GP_oracle,stoch
